
Sverige skall vara en pådrivande kraft och ett fö regångsland i strävan att skapa ett hållbart samhälle.;Ur//PP//case//2 regeringsfö//NN|UTR|SIN|IND|NOM//amod//2 rklaringen//NN|UTR|SIN|DEF|NOM//ROOT//2 den//DT|UTR|SIN|DEF//det//5 22//RG|NOM//nummod//5 mars//NN|UTR|SIN|IND|NOM//nmod//2 1996//RG|NOM//nummod//5
Exempel på mö jligheter till samordning, besparingar och effektiviseringar;·//PP//obl//1 minskad//PC|PRF|UTR|SIN|IND|NOM//ROOT//1 fö//RG|GEN//amod//3 rbrukning//NN|UTR|SIN|IND|NOM//obj//1 av//PP//case//5 materiel//NN|UTR|SIN|IND|NOM//nmod//3 och//KN//cc//9 fö//UO//amod//8 rbrukningsmaterial//NN|NEU|SIN|IND|NOM//nsubj//9 innebär//VB|PRS|AKT//conj//1 fö//NN|NEU|SIN|IND|NOM//amod//14  //_SP////10 r-utom//NN|NEU|SIN|IND|NOM//fixed//10 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 kostnader//NN|UTR|PLU|IND|NOM//obj//9 också//AB//advmod//14 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 mängder//NN|UTR|PLU|IND|NOM//amod//18 avfall//NN|NEU|PLU|IND|NOM//nmod//14 och//KN//cc//23 därmed//AB//advmod//23 också//AB//advmod//23 färre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 lyft//NN|NEU|SIN|IND|NOM//conj//1 fö//UO//nmod//25 r//UO//obl//23 berö//UO//amod//28 rd//UO//nmod//28 personal//NN|UTR|SIN|IND|NOM//obl//23 ,//MID//punct//28 ·//PP//conj//28 dubbelsidig//JJ|POS|UTR|SIN|IND|NOM//amod//32 kopiering//NN|UTR|SIN|IND|NOM//conj//28 minskar//VB|PRS|AKT//conj//1 slö//JJ|POS|UTR|SIN|IND|NOM//amod//35 seri//NN|UTR|SIN|IND|NOM//obj//33 med//PP//case//37 papper//NN|NEU|PLU|IND|NOM//obl//33 ,//MID//punct//39 sparar//VB|PRS|AKT//conj//1 porto//NN|NEU|SIN|IND|NOM//obj//39 och//KN//cc//42 minskar//VB|PRS|AKT//conj//1 avfallsmängderna//NN|UTR|PLU|DEF|NOM//obj//42 ,//MID//punct//42 ·//PP//conj//1 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//47 post//NN|UTR|SIN|IND|NOM//obj//1 och//KN//cc//49 fax//NN|UTR|SIN|IND|NOM//conj//47 kan//VB|PRS|AKT//aux//51 minska//VB|INF|AKT//conj//1 pappersåtgången//NN|UTR|SIN|DEF|NOM//obj//51 samt//KN//cc//54 ö//NN|UTR|SIN|IND|NOM//conj//52 ka//PM|NOM//obl//51  //_SP////55 tillgäng-ligheten//NN|UTR|SIN|DEF|NOM//obj//51 och//KN//cc//59 servicen//NN|UTR|SIN|DEF|NOM//conj//57 ,//MID//punct//57 ·//PM|NOM//nmod//64 ö//JJ|POS|UTR|SIN|IND|NOM//case//64 kad//JJ|POS|UTR|SIN|IND|NOM//amod//64 livslängd//NN|UTR|SIN|IND|NOM//obl//51 på//PP//case//67 maskinell//JJ|POS|UTR|SIN|IND|NOM//amod//67 utrustning//NN|UTR|SIN|IND|NOM//nmod//64 till//PP//case//70 fö//NN|NEU|SIN|IND|NOM//amod//70 ljd//NN|UTR|SIN|IND|NOM//nmod//67 av//PP//case//73 skö//NN|AN//amod//73 tselrutiner//NN|UTR|PLU|IND|NOM//nmod//70 och//KN//cc//75 ansvar//NN|NEU|SIN|IND|NOM//conj//73 fö//UO//nmod//77 r//UO//obl//51 att//IE//mark//82 fö//NN|AN//amod//80 lja//NN|AN//nsubj//82 rutinerna//NN|UTR|PLU|DEF|NOM//nmod//80 minskar//VB|PRS|AKT//ccomp//51 slitaget//NN|NEU|SIN|DEF|NOM//nsubj//82 ,//MID//punct//86 ö//PP//amod//86 kar//UO//obl//82 livslängden//NN|UTR|SIN|DEF|NOM//obl//82 och//KN//cc//91  //_SP////88 mins-kar//RG|NOM//nmod:poss//91 behov//NN|NEU|SIN|IND|NOM//conj//87 av//PP//case//93 nyanskaffning//NN|UTR|SIN|IND|NOM//nmod//91 vilket//HP|NEU|SIN|IND//nsubj//95 medfö//VB|PRS|SFO//acl:relcl//91 r//UO//case//98 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//98 kostnader//NN|UTR|PLU|IND|NOM//obl//82 ,//MID//punct//98 ·//AB|AN//nmod//102 minskade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//102 utsläpp//NN|NEU|PLU|IND|NOM//appos//98 som//KN//case//106 en//DT|UTR|SIN|IND//det//106 fö//UO//amod//106 ljd//NN|UTR|SIN|IND|NOM//nmod//102 av//PP//case//109 tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//109 rutiner//NN|UTR|PLU|IND|NOM//nmod//106 och//KN//cc//111 ansvar//NN|NEU|SIN|IND|NOM//conj//109 medfö//UO//conj//82 r//UO//nummod//112 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//115 resursanvändning//NN|UTR|SIN|IND|NOM//obj//82 och//KN//cc//118 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//118 spill//NN|NEU|PLU|IND|NOM//conj//115 ,//MID//punct//82 vilket//HP|NEU|SIN|IND//nsubj//121 leder//VB|PRS|AKT//acl:relcl//82 till//PP//case//124 minskade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//124 kostnader//NN|UTR|PLU|IND|NOM//obl//121 fö//NN|AN//nmod//126 r//UO//obl//121 råvaruinkö//NN|UTR|PLU|IND|NOM//obj//121 p//NN|NEU|SIN|IND|NOM//obl//121 ,//MID//punct//130 reningsåtgärder//NN|UTR|PLU|IND|NOM//conj//128 och//KN//cc//132 avfallshantering//NN|UTR|SIN|IND|NOM//conj//128 ,//MID//punct//128 ·//AB|AN//punct//82 minskat//PC|PRF|NEU|SIN|IND|NOM//conj//82 resande//NN|NEU|SIN|IND|NOM//obj//135 till//PP//case//139 fö//NN|NEU|SIN|IND|NOM//amod//139 rmån//UO//obl//135 fö//UO//case//143 r//UO//nummod//143 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//143 sätt//NN|NEU|SIN|IND|NOM//obl//135 att//IE//mark//145 hålla//VB|INF|AKT//acl//143 kontakter//NN|UTR|PLU|IND|NOM//obj//145 och//KN//cc//149 mö//UO//nmod//149 ten//UO//conj//146 (//PAD//punct//149 t.ex.//AB|AN//advmod//155 genom//PP//case//155 ö//JJ|POS|UTR|SIN|IND|NOM//amod//154 kad//JJ|POS|UTR|SIN|IND|NOM//amod//155 användning//NN|UTR|SIN|IND|NOM//appos//149 av//PP//case//157 IT//NN|AN//nmod//155 )//PAD//punct//1 minskar//VB|PRS|AKT//parataxis//1 resekostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//159 och//KN//cc//162 inne-bär//NN|NEU|SIN|IND|NOM//conj//160 effektivare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//159 och//KN//cc//165 framtidsanpassad//PC|PRF|UTR|SIN|IND|NOM//conj//163 kommunikation//NN|UTR|SIN|IND|NOM//obj//165 (//PAD//punct//159 Den//DT|UTR|SIN|DEF//det//171 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//171 fö//NN|NEU|SIN|IND|NOM//amod//171 r-valtningen//NN|UTR|SIN|DEF|NOM//nsubj//176 ska//VB|PRS|AKT//aux//176 vara//VB|INF|AKT//cop//176 ett//DT|NEU|SIN|IND//det//176 fö//NN|NEU|SIN|IND|GEN//amod//176 redöme//NN|NEU|SIN|IND|NOM//parataxis//159 som//KN//mark//178 IT-användare//NN|UTR|SIN|IND|NOM//nmod//176 och//KN//cc//184 alla//DT|UTR/NEU|PLU|IND/DEF//det//182 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//182 organ//NN|NEU|PLU|IND|NOM//nmod//183 bö//VB|PRS|AKT//nmod//184 r//NN|NEU|SIN|IND|NOM//conj//176 utnyttja//VB|INF|AKT//xcomp//159 IT//NN|AN//obj//185 ://MID//punct//186 s//NN|AN//nummod//190 mö//NN|AN//amod//190 jligheter//NN|UTR|PLU|IND|NOM//nsubj//246 (//PAD//punct//190 prop//NN|UTR|SIN|IND|NOM//appos//190 1995/96:125//RG|NOM//obj//192 )//PAD//punct//192 )//PAD//punct//190 ,//MID//punct//190 ·//UO//nmod//199 minskad//PC|PRF|UTR|SIN|IND|NOM//amod//199 kemikaliehantering//NN|UTR|SIN|IND|NOM//appos//190 och//KN//cc//202 samordnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//202 rutiner//NN|UTR|PLU|IND|NOM//conj//199 fö//NN|NEU|SIN|IND|NOM//nmod//206 r//UO//nummod//205 inkö//NN|UTR|SIN|IND|NOM//nmod//206 p//NN|NEU|SIN|IND|NOM//nsubj//211 av//PP//case//209  //_SP////207 kemika-lier//NN|UTR|PLU|IND|NOM//nmod//206 kan//VB|PRS|AKT//aux//211 leda//VB|INF|AKT//acl:relcl//190 till//PP//case//214 färre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//214 risker//NN|UTR|PLU|IND|NOM//obl//211 fö//NN|AN//case//216 r//NN|NEU|SIN|IND|NOM//obl//211 den//DT|UTR|SIN|DEF//det//219 yttre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//219 miljö//NN|UTR|SIN|IND|NOM//nmod//220 n//NN|NEU|SIN|IND|NOM//nummod//216 ,//MID//punct//220 i//PP//case//223 arbetsmiljö//NN|UTR|SIN|IND|NOM//nmod//224 n//NN|NEU|SIN|IND|NOM//nmod//220 och//KN//cc//228 till//PP//case//228 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//228 kostnader//NN|UTR|PLU|IND|NOM//conj//224 ,//MID//punct//220 ·//NN|UTR|SIN|IND|NOM//nmod//233 minskad//PC|PRF|UTR|SIN|IND|NOM//amod//233 energifö//JJ|POS|UTR|SIN|IND|NOM//amod//233 rbrukning//NN|UTR|SIN|IND|NOM//nsubj//246 genom//PP//case//236 t.ex.//AB|AN//advmod//236 belysningsvakter//NN|UTR|PLU|IND|NOM//nmod//233 ,//MID//punct//238 skärmsläckare//NN|UTR|SIN|IND|NOM//conj//236 eller//KN//cc//242 annan//JJ|POS|UTR|SIN|IND|NOM//amod//242 automatisk//JJ|POS|UTR|SIN|IND|NOM//amod//242 avstängning//NN|UTR|SIN|IND|NOM//conj//236 av//PP//case//245 maskinell//JJ|POS|UTR|SIN|IND|NOM//amod//245 utrustning//NN|UTR|SIN|IND|NOM//nmod//242 leder//VB|PRS|AKT//conj//1 till//PP//case//250 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//250  //_SP////248 el-kostnader//NN|UTR|PLU|IND|NOM//obl//246 ,//MID//punct//250 ·//PP//nmod//253 medvetenhet//NN|UTR|SIN|IND|NOM//appos//250 i//PP//case//256 fö//NN|NEU|SIN|IND|NOM//amod//256 rväg//NN|UTR|SIN|IND|NOM//nmod//253 om//PP//case//258 konsekvenserna//NN|UTR|PLU|DEF|NOM//nmod//256 fö//NN|NEU|SIN|IND|NOM//case//261 r//UO//nummod//261 miljö//NN|UTR|SIN|IND|NOM//nmod//258 n//NN|NEU|SIN|IND|NOM//nummod//258 till//PP//case//265 fö//NN|NEU|SIN|IND|NOM//amod//265 ljd//NN|UTR|SIN|IND|NOM//nmod//258 av//PP//case//269 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//269  //_SP////267 reg-ler//NN|UTR|PLU|IND|NOM//nmod//265 eller//KN//cc//271 bidrag//NN|NEU|SIN|IND|NOM//conj//269 kan//VB|PRS|AKT//aux//273 minska//VB|INF|AKT//conj//1 behovet//NN|NEU|SIN|DEF|NOM//obj//273 av//PP//case//277 dyra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//277 motåtgärder//NN|UTR|PLU|IND|NOM//nmod//274 från//PP//case//280 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//280 delar//NN|UTR|PLU|IND|NOM//nmod//277 av//PP//case//283 statsfö//NN|NEU|PLU|IND|NOM//amod//283 rvaltningen//NN|UTR|SIN|DEF|NOM//nmod//280 eller//KN//cc//285 samhället//NN|NEU|SIN|DEF|NOM//conj//283 i//PP//case//288 ö//NN|UTR|SIN|IND|NOM//fixed//286 vrigt//JJ|POS|NEU|SIN|IND|NOM//obl//273 .//MAD//punct//1
Exempel på mö jligheter till samordning, besparingar och effektiviseringar;Exemplen//NN|NEU|PLU|DEF|NOM//nsubj:pass//3 ovan//AB//nmod//0 kan//VB|PRS|AKT//aux//3 flerfaldigas//VB|INF|SFO//ROOT//3 och//KN//cc//5 erfarenheterna//NN|UTR|PLU|DEF|NOM//conj//3 från//PP//case//8 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 delar//NN|UTR|PLU|IND|NOM//nmod//5 av//PP//case//10 samhäl-let//NN|NEU|SIN|DEF|NOM//nmod//8 ,//MID//punct//3 främst//AB|SUV//advmod//13 industrin//NN|UTR|SIN|DEF|NOM//appos//3 ,//MID//punct//3 visar//VB|PRS|AKT//conj//3 att//SN//mark//24 ett//DT|NEU|SIN|IND//det//23 genomtänkt//PC|PRF|NEU|SIN|IND|NOM//amod//23 och//KN//cc//20 ambitiö//NN|NEU|SIN|IND|NOM//conj//18 st//AB|AN//nummod//22 miljö//NN|UTR|SIN|IND|NOM//conj//18 arbete//NN|NEU|SIN|IND|NOM//nsubj//24 inne-håller//NN|UTR|PLU|IND|NOM//ccomp//15 mö//PP//amod//26 jligheter//NN|UTR|PLU|IND|NOM//obj//24 till//PP//case//28 effektiviseringar//NN|UTR|PLU|IND|NOM//obl//24 och//KN//cc//31 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 resursanvändning//NN|UTR|SIN|IND|NOM//conj//28 ,//MID//punct//34 till//PP//case//34 glädje//NN|UTR|SIN|IND|NOM//conj//28 inte//AB//advmod//39 bara//AB//advmod//39 fö//NN|NEU|SIN|IND|NOM//amod//39 r//UO//nummod//39 miljö//NN|UTR|SIN|IND|NOM//obl//24 n//NN|NEU|SIN|IND|NOM//nummod//24 utan//KN//fixed//40 också//AB//advmod//44 fö//NN|NEU|SIN|IND|NOM//case//44 r//NN|NEU|SIN|IND|NOM//fixed//40 den//DT|UTR|SIN|DEF//det//47 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 organisationen//NN|UTR|SIN|DEF|NOM//obj//15 och//KN//cc//50 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//50 ekonomi//NN|UTR|SIN|IND|NOM//conj//47 .//MAD//punct//3
Exempel på mö jligheter till samordning, besparingar och effektiviseringar;En//DT|UTR|SIN|IND//det//2 fö//UO//amod//2 rutsättning//NN|UTR|SIN|IND|NOM//ROOT//2 är//VB|PRS|AKT//cop//2 att//SN//mark//11 sättet//NN|NEU|SIN|DEF|NOM//nsubj//11 att//IE//mark//7 leda//VB|INF|AKT//acl//5 miljö//NN|UTR|SIN|IND|NOM//obj//7 arbetet//NN|NEU|SIN|DEF|NOM//obj//7 på//PP//nmod//5 blir//VB|PRS|AKT//csubj//2 en//DT|UTR|SIN|IND//det//14 genomtänkt//PC|PRF|UTR|SIN|IND|NOM//amod//14 del//NN|UTR|SIN|IND|NOM//xcomp//11 av//PP//case//18 det//DT|NEU|SIN|DEF//det//18 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 ledningsarbetet//NN|NEU|SIN|DEF|NOM//nmod//14 .//MAD//punct//2
Exempel på mö jligheter till samordning, besparingar och effektiviseringar;Myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 ledningen//NN|UTR|SIN|DEF|NOM//nsubj//28 och//KN//cc//23 miljö//NN|UTR|SIN|IND|NOM//conj//21 samordnaren//NN|UTR|SIN|DEF|NOM//conj//21 bö//UO//advmod//26 r//UO//nummod//21 gemensamt//AB|POS//advmod//28 se//VB|INF|AKT//parataxis//2 till//PL//compound:prt//28 att//SN//mark//33 miljö//NN|UTR|SIN|IND|NOM//amod//32 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//33 blir//VB|PRS|AKT//ccomp//28 en//DT|UTR|SIN|IND//det//35 verksamhet//NN|UTR|SIN|IND|NOM//obj//33 som//HP|-|-|-//nsubj//38 inte//AB//advmod//38 lever//VB|PRS|AKT//acl:relcl//35 ett//DT|NEU|SIN|IND//det//41 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//41 liv//NN|NEU|SIN|IND|NOM//obj//38 vid//PP//case//44 sidan//NN|UTR|SIN|DEF|NOM//fixed//42 om//PP//obl//38 eller//KN//cc//46 utanpå//PP//conj//44 den//DT|UTR|SIN|DEF//det//49 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 verksamheten//NN|UTR|SIN|DEF|NOM//obl//38 .//MAD//punct//2

Starten är viktig;Ledningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 roll//NN|UTR|SIN|IND|NOM//ROOT//1
Starten är viktig;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 ledningen//NN|UTR|SIN|DEF|NOM//ROOT//2 som//HP|-|-|-//nsubj//4 beslutar//VB|PRS|AKT//acl:cleft//2 om//PP//case//6 miljö//NN|UTR|SIN|IND|NOM//obl//4 policy//NN|UTR|SIN|IND|NOM//obj//4 ,//MID//punct//11 ö//PP//case//11 vergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 miljömål//NN|NEU|PLU|IND|NOM//conj//7 ,//MID//punct//14 organi-serar//PC|PRF|NEU|SIN|IND|NOM//amod//14 ansvar//NN|NEU|SIN|IND|NOM//conj//7 och//KN//cc//16 befogenheter//NN|UTR|PLU|IND|NOM//conj//7 samt//KN//cc//19 fö//RG|NOM//amod//19 rdelar//NN|UTR|PLU|IND|NOM//conj//7 medlen//NN|NEU|PLU|DEF|NOM//obl//4 fö//NN|NEU|SIN|IND|NOM//case//23 r//PM|NOM//nummod//23 miljö//NN|UTR|SIN|IND|NOM//amod//24 arbetet//NN|NEU|SIN|DEF|NOM//obl//4 ,//MID//punct//29 men//KN//cc//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 är//VB|PRS|AKT//cop//29 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//2 att//SN//mark//32 organisationen//NN|UTR|SIN|DEF|NOM//nsubj//32 är//VB|PRS|AKT//csubj//29 med//PL//compound:prt//32 och//KN//cc//35 arbetar//VB|PRS|AKT//conj//32 fram//PL//advmod//35 policyn//NN|UTR|SIN|DEF|NOM//obj//35 och//KN//cc//42 underlagen//NN|NEU|PLU|DEF|NOM//nsubj//42 fö//VB|PRT|AKT//nmod//41 r//UO//nmod//42 besluten//NN|NEU|PLU|DEF|NOM//conj//37 .//MAD//punct//2
Starten är viktig;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//47 är//VB|PRS|AKT//cop//47 också//AB//advmod//47 ledningen//NN|UTR|SIN|DEF|NOM//parataxis//2 som//HP|-|-|-//case//50 fö//VB|PRT|AKT//amod//50 ljer//VB|PRS|AKT//nmod//47 upp//PL//compound:prt//50 miljö//NN|UTR|SIN|IND|NOM//nmod//50 arbetet//NN|NEU|SIN|DEF|NOM//nmod//47 och//KN//cc//55 visar//VB|PRS|AKT//conj//47 att//SN//mark//59 åtagandet//NN|NEU|SIN|DEF|NOM//nsubj//59 är//VB|PRS|AKT//cop//59 långsiktigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//55 och//KN//cc//64 inte//AB//advmod//64 en//DT|UTR|SIN|IND//det//64 ”//JJ|POS|UTR|SIN|IND|NOM//punct//64 dagslända//NN|UTR|SIN|IND|NOM//conj//59 ”//PAD//punct//47 .//MID//punct//47
Starten är viktig;Erfarenheterna//NN|UTR|PLU|DEF|NOM//nsubj//68 visar//VB|PRS|AKT//conj//47 att//SN//mark//73 det//DT|NEU|SIN|DEF//det//71 sätt//NN|NEU|SIN|IND|NOM//nsubj:pass//73 ledningsansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//73 tas//VB|PRS|SFO//case//79 på//PP//compound:prt//73 är//VB|PRS|AKT//aux:pass//76 avgö//VB|PRS|SFO//nummod//79 rande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//79 fö//NN|NEU|SIN|IND|NOM//nmod//79 r//UO//obl//68 en//DT|UTR|SIN|IND//det//82 lyckosam//JJ|POS|UTR|SIN|IND|NOM//amod//82 integration//NN|UTR|SIN|IND|NOM//obj//68 av//PP//case//84 miljö//NN|UTR|SIN|IND|NOM//nmod//82 -arbetet//NN|NEU|SIN|DEF|NOM//obl//68 .//MAD//punct//68
Starten är viktig;Initiativet//NN|NEU|SIN|DEF|NOM//nsubj//11 till//PP//mark//3 att//IE//mark//3 arbeta//VB|INF|AKT//acl//0 systematiskt//AB|POS//advmod//3 och//KN//cc//6 strukturerat//PC|PRF|NEU|SIN|IND|NOM//conj//4 med//PP//case//8 miljö//NN|UTR|SIN|IND|NOM//obl//3 frågorna//NN|UTR|PLU|DEF|NOM//obj//3 måste//VB|PRS|AKT//aux//11 komma//VB|INF|AKT//ROOT//11 från//PP//case//14 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 ledning//NN|UTR|SIN|IND|NOM//obl//11 .//MAD//punct//11
Starten är viktig;Ledningen//NN|UTR|SIN|DEF|NOM//obj//19 måste//VB|PRS|AKT//aux//19 tydliggö//VB|INF|SFO//nsubj//19 ra//NN|UTR|SIN|IND|NOM//parataxis//11 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//19 i//PP//case//23 såväl//KN//advmod//23 ord//NN|NEU|SIN|IND|NOM//obl//19 som//KN//mark//25 handling//NN|UTR|SIN|IND|NOM//nmod//23 och//KN//cc//29 måste//VB|PRS|AKT//aux//29 fortsättningsvis//AB//advmod//29 visa//VB|INF|AKT//conj//11 sin//PS|UTR|SIN|DEF//nmod:poss//31 beslutsamhet//NN|UTR|SIN|IND|NOM//obj//29 i//PP//case//33 frågan//NN|UTR|SIN|DEF|NOM//obl//29 t.ex.//AB|AN//advmod//37 genom//PP//mark//37 att//IE//mark//37 se//VB|INF|AKT//advcl//29 till//PL//compound:prt//37 att//SN//mark//42 samma//DT|UTR/NEU|SIN/PLU|IND//det//41 beslutsamhet//NN|UTR|SIN|IND|NOM//nsubj//42 återfinns//VB|PRS|SFO//ccomp//37 och//KN//cc//44 upprätthålls//VB|PRS|SFO//conj//42 på//PP//case//46 chefs-//NN|NEU|-|-|SMS//obl//42 och//KN//cc//48 beslutsnivåer//NN|UTR|PLU|IND|NOM//conj//46 längre//AB|KOM//advmod//50 ner//AB//advmod//52 i//PP//case//52 organisationen//NN|UTR|SIN|DEF|NOM//obl//42 .//MAD//punct//11
Starten är viktig;Ledningen//NN|UTR|SIN|DEF|NOM//nsubj//56 ska//VB|PRS|AKT//aux//56 se//VB|INF|AKT//parataxis//11 till//PL//compound:prt//56 att//SN//mark//63 brister//NN|UTR|PLU|IND|NOM//nsubj:pass//63 i//PP//case//61 miljö//NN|UTR|SIN|IND|NOM//nmod//59 arbetet//NN|NEU|SIN|DEF|NOM//nmod//59 rättas//VB|PRS|SFO//ccomp//56 till//PP//mark//68 samtidigt//AB//mark//68 som//HA//fixed//65 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//68 skapar//VB|PRS|AKT//advcl//63 fö//NN|NEU|SIN|IND|NOM//amod//70 rutsättningar//NN|UTR|PLU|IND|NOM//obj//68 fö//UO//case//72 r//UO//obl//68 att//SN//mark//75 så//AB//advmod//75 blir//VB|PRS|AKT//ccomp//68 fallet//NN|NEU|SIN|DEF|NOM//xcomp//75 .//MAD//punct//11
Starten är viktig;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 är//VB|PRS|AKT//cop//4 också//AB//advmod//4 en//DT|UTR|SIN|IND//det//4 ledningsuppgift//NN|UTR|SIN|IND|NOM//ROOT//4 att//IE//mark//6 avgö//VB|INF|SFO//acl//4 ra//NN|UTR|SIN|IND|NOM//obj//6 om//PP//case//10 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 policys//NN|NEU|PLU|IND|NOM//obl//6 samverkar//VB|PRS|AKT//conj//4 och//KN//cc//17 om//SN//mark//17 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//17 fortfarande//AB//advmod//17 är//VB|PRS|AKT//cop//17 relevanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//11 samt//KN//cc//20 att//IE//mark//20 uppmärksamma//VB|INF|AKT//conj//17 behov//NN|NEU|PLU|IND|NOM//obj//20 av//PP//case//24 fö//NN|NEU|SIN|IND|NOM//amod//24 rändringar//NN|UTR|PLU|IND|NOM//nmod//21 i//PP//case//26 sättet//NN|NEU|SIN|DEF|NOM//nmod//24 att//IE//mark//28 styra//VB|INF|AKT//acl//21 och//KN//cc//30 organisera//VB|INF|AKT//conj//28 miljö//NN|UTR|SIN|IND|NOM//conj//28 arbetet//NN|NEU|SIN|DEF|NOM//obj//28 om//PP//case//34 verksamheten//NN|UTR|SIN|DEF|NOM//det//36 fö//UO//nsubj:pass//36 rändras//UO//obl//20 .//MAD//punct//4
Starten är viktig;Erfarenhetsmässigt//AB|POS//advmod//6 kan//VB|PRS|AKT//aux//6 tiden//NN|UTR|SIN|DEF|NOM//expl//4 fö//NN|NEU|SIN|IND|NOM//nmod//4 r//UO//obj//1 att//IE//mark//6 infö//VB|INF|AKT//ROOT//6 ra//PM|NOM//obj//6 och//KN//cc//9 organisera//VB|IMP|AKT//conj//6 ett//DT|NEU|SIN|IND//det//11 miljö//NN|UTR|SIN|IND|NOM//obj//9 arbete//NN|NEU|SIN|IND|NOM//obj//9 beräk-nas//VB|INF|AKT//conj//6 till//PP//case//17 minst//AB|SUV//advmod//16 ett//RG|NEU|SIN|IND|NOM//nummod//17 år//NN|NEU|SIN|IND|NOM//obl//6 och//KN//cc//20 oftast//AB|SUV//advmod//20 längre//AB|KOM//conj//6 ,//MID//punct//6 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//24 på//PP//case//24 insatt//PC|PRF|UTR|SIN|IND|NOM//conj//6 i//PP//case//28 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//28 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 arbete//NN|NEU|SIN|IND|NOM//obl//24 och//KN//cc//30 organisa-tion//NN|UTR|SIN|IND|NOM//conj//28 och//KN//cc//32 fö//NN|NEU|SIN|IND|NOM//conj//28 rstå//VB|INF|AKT//conj//6 syftet//NN|NEU|SIN|DEF|NOM//obj//33 med//PP//advmod//6 och//KN//cc//37 vikten//NN|UTR|SIN|DEF|NOM//conj//6 av//PP//mark//40 att//IE//mark//40 integrera//VB|INF|AKT//acl//37 miljö//NN|UTR|SIN|IND|NOM//obj//40 arbetet//NN|NEU|SIN|DEF|NOM//obj//40 .//MAD//punct//6
