5 EG-rätten ;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//12 ://MID//punct//1
6.8 Överväganden och förslag;Inspektionen//NN|UTR|SIN|DEF|NOM//nsubj//142 har//VB|PRS|AKT//aux//148 således//AB//advmod//142 den//DT|UTR|SIN|DEF//det//146 3//RO|NOM//nummod//146 juni//NN|UTR|SIN|IND|NOM//obl//148 1999//RG|NOM//nummod//146 gjort//VB|SUP|AKT//parataxis//126 ett//DT|NEU|SIN|IND//det//150 tillägg//NN|NEU|SIN|IND|NOM//obj//148 till//PP//case//153 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//153 tidigare//AB|KOM//nmod//150 utfärdade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//155 råd//NN|NEU|PLU|IND|NOM//obj//148 för//PP//case//157 tillståndsgivning//NN|UTR|SIN|IND|NOM//nmod//155 och//KN//cc//159 kontroll//NN|UTR|SIN|IND|NOM//conj//157 i//PP//case//163 fråga//NN|UTR|SIN|IND|NOM//fixed//160 om//PP//fixed//160 bingospel//NN|NEU|SIN|IND|NOM//nmod//159 och//KN//cc//166 annat//JJ|POS|NEU|SIN|IND|NOM//amod//166 spel//NN|NEU|SIN|IND|NOM//conj//163 i//PP//case//168 samband//NN|NEU|SIN|IND|NOM//nmod//159 därmed//AB//advmod//172 just//AB//advmod//172 vad//HP|NEU|SIN|IND//nsubj//172 avser//VB|PRS|AKT//advcl//148 spel//NN|NEU|SIN|IND|NOM//obj//172 vid//PP//case//175 sammankoppling//NN|UTR|SIN|IND|NOM//obl//172 av//PP//case//177 bingohallar//NN|UTR|PLU|IND|NOM//nmod//175 .//MAD//punct//126
6.8 Överväganden och förslag;Denna//DT|UTR|SIN|DEF//det//180 bingoverksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//181 anordnas//VB|PRS|SFO//parataxis//126 på//PP//case//185 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//185 geografiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//185 platser//NN|UTR|PLU|IND|NOM//obl//181 som//HP|-|-|-//nsubj//188 är//VB|PRS|AKT//cop//188 sammankopplade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//185 med//PP//case//190 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//188 via//PP//case//192 TV-monitorer//NN|UTR|PLU|IND|NOM//obl//188 .//MAD//punct//4
6.8 Överväganden och förslag;Nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 reglering//NN|UTR|SIN|IND|NOM//nsubj//4 har//VB|PRS|AKT//aux//4 sålunda//AB//advmod//4 ansetts//VB|SUP|SFO//ROOT//4 ge//VB|INF|AKT//xcomp//4 möjlighet//NN|UTR|SIN|IND|NOM//obj//5 att//IE//mark//8 anordna//VB|INF|AKT//acl//6 bingo//NN|UTR|SIN|IND|NOM//obj//8 via//PP//case//11 radio//NN|UTR|SIN|IND|NOM//obl//8 eller//KN//cc//13 TV//NN|UTR|SIN|IND|NOM//conj//11 .//MAD//punct//4
6.8 Överväganden och förslag;Ordalagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 kan//VB|PRS|AKT//aux//19 dock//AB//advmod//19 inte//AB//advmod//19 anses//VB|INF|SFO//parataxis//4 ge//VB|INF|AKT//xcomp//19 utrymme//NN|NEU|SIN|IND|NOM//obj//20 för//PP//mark//26 att//IE//mark//26 till//PP//case//25 bingospel//NN|NEU|SIN|IND|NOM//obl//26 hänföra//VB|INF|AKT//advcl//20 ett//DT|NEU|SIN|IND//det//28 spel//NN|NEU|SIN|IND|NOM//obj//26 över//PP//case//30 Internet//NN|NEU|SIN|DEF|NOM//obl//26 där//HA//advmod//33 spelarna//NN|UTR|PLU|DEF|NOM//nsubj//33 befinner//VB|PRS|AKT//acl:relcl//30 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//33 framför//PP//case//38 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//38 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 datorer//NN|UTR|PLU|IND|NOM//obl//33 .//MAD//punct//19
6.8 Överväganden och förslag;"Inte//AB//advmod//1 heller//AB//advmod//11 automatspel//NN|NEU|SIN|IND|NOM//nsubj:pass//11 kan//VB|PRS|AKT//aux//11 med//PP//case//6 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 definitioner//NN|UTR|PLU|IND|NOM//obl//11 i//PP//case//10 6//RG|NOM//nummod//9 §//NN|AN//nmod//10 lotterilagen//NN|UTR|SIN|DEF|NOM//nmod//6 anordnas//VB|PRS|SFO//ROOT//11 via//PP//case//13 Internet//NN|NEU|SIN|DEF|NOM//obl//11 eller//KN//cc//15 TV//NN|UTR|SIN|IND|NOM//conj//13 ;//MID//punct//11"
6.8 Överväganden och förslag;inget//PN|NEU|SIN|IND|SUB/OBJ//nsubj//23 av//PP//case//20 dessa//DT|UTR/NEU|PLU|DEF//det//20 medier//NN|NEU|PLU|IND|NOM//nmod//17 är//VB|PRS|AKT//cop//23 att//IE//mark//23 betrakta//VB|INF|AKT//parataxis//11 som//KN//case//27 en//DT|UTR|SIN|IND//det//27 ”//JJ|POS|UTR|SIN|IND|NOM//nmod//27 spelautomat//NN|UTR|SIN|IND|NOM//obl//23 som//HP|-|-|-//nsubj//29 betalar//VB|PRS|AKT//acl:relcl//27 ut//PL//compound:prt//29 vinst//NN|UTR|SIN|IND|NOM//obj//29 ”//PAD//punct//23 .//MAD//punct//11
6.8 Överväganden och förslag;Det//DT|NEU|SIN|DEF//det//1 anförda//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//2 innebär//VB|PRS|AKT//ROOT//2 att//SN//mark//13 om//SN//mark//13 ”//RG|NOM//punct//6 bingospel//NN|NEU|SIN|IND|NOM//nsubj:pass//13 ”//RG|NOM//punct//6 eller//KN//cc//10 ”//PAD//punct//10 automatspel//NN|NEU|SIN|IND|NOM//conj//6 ”//RG|NOM//punct//6 skulle//VB|PRT|AKT//aux//13 tillhandahållas//VB|INF|SFO//ccomp//2 via//PP//case//15 Internet//NN|NEU|SIN|DEF|NOM//obl//13 eller//KN//cc//17 TV//NN|UTR|SIN|IND|NOM//conj//15 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//21 torde//VB|PRT|AKT//aux//21 få//VB|INF|AKT//aux//21 hänföras//VB|INF|SFO//conj//13 till//PP//case//24 ”//PAD//punct//24 lottning//NN|UTR|SIN|IND|NOM//obl//21 ”//RG|NOM//punct//24 och//KN//cc//29 ”//PAD//punct//29 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 förfaranden//NN|NEU|PLU|IND|NOM//conj//24 ”//RG|NOM//punct//24 enligt//PP//case//33 3//RG|NOM//nummod//33 §//NN|AN//nmod//35 andra//RO|NOM//amod//35 stycket//NN|NEU|SIN|DEF|NOM//obl//21 1//RG|NOM//nummod//35 .//MID//punct//2
6.8 Överväganden och förslag;När//HA//mark//40 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 gäller//VB|PRS|AKT//advcl//2 spel//NN|NEU|PLU|IND|NOM//obj//40 på//PP//case//43 förströelseautomater//NN|UTR|PLU|IND|NOM//obl//40 kan//VB|PRS|AKT//ccomp//2 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//44 dock//AB//advmod//44 i//PP//case//48 likhet//NN|UTR|SIN|IND|NOM//obl//44 med//PP//mark//53 vad//HP|NEU|SIN|IND//dislocated//53 som//HP|-|-|-//nsubj:pass//53 nyss//AB//advmod//53 anförts//VB|SUP|SFO//advcl//44 beträffande//PP//case//55 marknads-//NN|UTR|-|-|SMS//obl//53 och//KN//cc//57 tivolinöjen//NN|UTR|SIN|DEF|NOM//conj//55 ,//MID//punct//59 hävdas//VB|PRS|SFO//conj//2 att//SN//mark//63 spelet//NN|NEU|SIN|DEF|NOM//nsubj:pass//63 inte//AB//advmod//63 omfattas//VB|PRS|SFO//ccomp//59 av//PP//case//65 lotterilagen//NN|UTR|SIN|DEF|NOM//obl:agent//63 i//PP//case//68 den//DT|UTR|SIN|DEF//det//68 mån//NN|UTR|SIN|IND|NOM//obl//63 skickligheten//NN|UTR|SIN|DEF|NOM//nsubj//71 är//VB|PRS|AKT//cop//71 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//2 .//MAD//punct//2
6.8 Överväganden och förslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//76 bör//VB|PRS|AKT//aux//76 dock//AB//advmod//76 uppmärksammas//VB|INF|SFO//parataxis//2 att//SN//mark//88 3//RG|NOM//nummod//79 §//NN|AN//nmod//81 andra//RO|NOM//amod//81 stycket//NN|NEU|SIN|DEF|NOM//nsubj:pass//88 3//RG|NOM//nummod//83 lotterilagen//NN|UTR|SIN|DEF|NOM//conj//81 ,//MID//punct//83 där//HA//advmod//88 automatspel//NN|NEU|SIN|IND|NOM//nsubj:pass//88 uttryckligen//AB//advmod//88 hänförs//VB|PRS|SFO//advcl//76 till//PP//case//90 lotteri//NN|NEU|SIN|IND|NOM//obl//88 ,//MID//punct//92 avslutas//VB|PRS|SFO//conj//88 med//PP//case//96 ”//NN|UTR|SIN|IND|NOM//punct//96 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//96 spel//NN|NEU|SIN|IND|NOM//obl//92 ”//PAD//punct//76 .//MID//punct//76
6.8 Överväganden och förslag;Härigenom//AB//nsubj//100 torde//VB|PRT|AKT//conj//76 även//AB//advmod//102 spel//NN|NEU|SIN|IND|NOM//advmod//100 via//PP//case//104 Internet//NN|NEU|SIN|DEF|NOM//obl//100 på//PP//mark//108 vad//HP|NEU|SIN|IND//dislocated//108 som//HP|-|-|-//nsubj//108 liknar//VB|PRS|AKT//acl//104 förströelseautomater//NN|UTR|PLU|IND|NOM//obj//108 komma//VB|INF|AKT//aux//112 att//IE//mark//112 omfattas//VB|INF|SFO//advcl//100 av//PP//case//114 lotterilagen//NN|UTR|SIN|DEF|NOM//obl:agent//112 .//MAD//punct//76
6.8 Överväganden och förslag;Vad//HP|NEU|SIN|IND//nsubj//1 gäller//VB|PRS|AKT//csubj//9 roulettspel//NN|NEU|SIN|IND|NOM//obj//1 ,//MID//punct//4 tärningsspel//NN|NEU|SIN|IND|NOM//conj//2 ,//MID//punct//6 kortspel//NN|NEU|SIN|IND|NOM//conj//2 och//KN//cc//8 kedjebrevsspel//NN|NEU|SIN|IND|NOM//conj//2 blir//VB|PRS|AKT//advcl//52 bedömningen//NN|UTR|SIN|DEF|NOM//nsubj//9 än//KN//mark//12 svårare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//10 .//MAD//punct//9
6.8 Överväganden och förslag;Här//AB//advmod//15 stadgas//VB|PRS|SFO//advcl//9 i//PP//case//17 lotterilagen//NN|UTR|SIN|DEF|NOM//obl//15 inte//AB//advmod//15 några//DT|UTR/NEU|PLU|IND//det//20 krav//NN|NEU|PLU|IND|NOM//nsubj:pass//15 på//PP//mark//27 att//SN//mark//27 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//27 skall//VB|PRS|AKT//aux//27 vara//VB|INF|AKT//cop//27 riktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 spelmarker//NN|UTR|PLU|IND|NOM//advcl//15 ,//MID//punct//29 tärningar//NN|UTR|PLU|IND|NOM//conj//27 eller//KN//cc//31 kort//AB//conj//27 och//KN//cc//35 inte//AB//advmod//35 heller//AB//advmod//35 finns//VB|PRS|SFO//conj//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 något//DT|NEU|SIN|IND//det//38 krav//NN|NEU|SIN|IND|NOM//nsubj//35 på//PP//case//40 närvaro//NN|UTR|SIN|IND|NOM//nmod//38 på//PP//case//42 spelplatsen//NN|UTR|SIN|DEF|NOM//nmod//40 .//MAD//punct//15
6.8 Överväganden och förslag;Att//SN//mark//46 definitioner//NN|UTR|PLU|IND|NOM//nsubj:pass//46 saknas//VB|PRS|SFO//advcl//9 för//PP//case//49 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//49 restaurangkasinospel//NN|NEU|PLU|IND|NOM//obl//46 i//PP//case//51 lotterilagen//NN|UTR|SIN|DEF|NOM//nmod//49 beror//VB|PRS|AKT//ROOT//52 säkerligen//AB//advmod//52 främst//AB|SUV//advmod//52 på//PP//mark//59 att//SN//mark//59 dessa//DT|UTR/NEU|PLU|DEF//det//58 spelformer//NN|UTR|PLU|IND|NOM//nsubj:pass//59 anses//VB|PRS|SFO//advcl//52 vara//VB|INF|AKT//cop//62 allmänt//AB|POS//advmod//62 kända//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//59 och//KN//cc//65 inte//AB//advmod//65 behöver//VB|PRS|AKT//conj//59 någon//DT|UTR|SIN|IND//det//67 definition//NN|UTR|SIN|IND|NOM//obj//65 .//MID//punct//52
6.8 Överväganden och förslag;"Rent//AB|POS//advmod//70 begreppsmässigt//AB|POS//advmod//75 skulle//VB|PRT|AKT//aux//75 dessa//DT|UTR/NEU|PLU|DEF//det//73 spel//NN|NEU|PLU|IND|NOM//nsubj//75 kunna//VB|INF|AKT//aux//75 vara//VB|INF|AKT//parataxis//52 att//IE//mark//77 betrakta//VB|INF|AKT//ccomp//75 som//KN//case//79 lotteri//NN|NEU|SIN|IND|NOM//obl//77 i//PP//case//84 enlighet//NN|UTR|SIN|IND|NOM//fixed//80 med//PP//fixed//80 angiven//PC|PRF|UTR|SIN|IND|NOM//amod//84 beteckning//NN|UTR|SIN|IND|NOM//obl//77 även//AB//mark//88 om//SN//fixed//85 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//88 bedrevs//VB|PRT|SFO//advcl//77 via//PP//case//90 Internet//NN|NEU|SIN|DEF|NOM//obl//88 eller//KN//cc//92 TV//NN|UTR|SIN|IND|NOM//conj//90 ;//MID//punct//52"
6.8 Överväganden och förslag;att//SN//mark//101 något//DT|NEU|SIN|IND//det//96 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//101 till//PP//case//98 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//96 inte//AB//advmod//101 skulle//VB|PRT|AKT//aux//101 ges//VB|INF|SFO//ccomp//52 ,//MID//punct//101 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//111 bl.a.//AB|AN//advmod//111 på//PP//mark//111 att//SN//mark//111 spelet//NN|NEU|SIN|DEF|NOM//nsubj:pass//111 inte//AB//advmod//111 torde//VB|PRT|AKT//aux//111 kunna//VB|INF|AKT//aux//111 anses//VB|INF|SFO//advcl//101 anordnat//PC|PRF|NEU|SIN|IND|NOM//xcomp//111 i//PP//case//117 samband//NN|NEU|SIN|IND|NOM//fixed//113 med//PP//fixed//113 restaurangverksamhet//NN|UTR|SIN|IND|NOM//fixed//113 e.d.//AB|AN//obl//111 ,//MID//punct//122 är//VB|PRS|AKT//cop//122 en//DT|UTR|SIN|IND//det//122 annan//JJ|POS|UTR|SIN|IND|NOM//amod//122 sak//NN|UTR|SIN|IND|NOM//conj//101 .//MAD//punct//52
6.8 Överväganden och förslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//127 är//VB|PRS|AKT//cop//127 dock//AB//advmod//127 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//52 att//SN//mark//133 de//DT|UTR/NEU|PLU|DEF//det//131 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//131 spelen//NN|NEU|PLU|DEF|NOM//nsubj//133 inte//AB//advmod//133 behåller//VB|PRS|AKT//csubj//127 sin//PS|UTR|SIN|DEF//nmod:poss//135 karaktär//NN|UTR|SIN|IND|NOM//obj//133 om//SN//mark//138 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//138 bedrivs//VB|PRS|SFO//advcl//133 via//PP//case//140 Internet//NN|NEU|SIN|DEF|NOM//obl//138 eller//KN//cc//142 TV//NN|UTR|SIN|IND|NOM//conj//140 .//MAD//punct//127
6.8 Överväganden och förslag;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//152 skulle//VB|PRT|AKT//aux//152 i//PP//advmod//152 så//AB//amod//148 fall//NN|NEU|SIN|IND|NOM//fixed//146 i//PP//fixed//146 stället//NN|NEU|SIN|DEF|NOM//fixed//149 närmast//AB|SUV//fixed//149 hänföras//VB|INF|SFO//parataxis//127 till//PP//case//154 lotterier//NN|NEU|PLU|IND|NOM//obl//152 som//HP|-|-|-//nsubj:pass//156 avses//VB|PRS|SFO//acl:relcl//154 i//PP//case//161 3//RG|NOM//nummod//159 §//NN|AN//nmod//161 andra//RO|NOM//amod//161 stycket//NN|NEU|SIN|DEF|NOM//nmod//162 1//RG|NOM//obl//156 .//MID//punct//127
6.8 Överväganden och förslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//166 bör//VB|PRS|AKT//aux//166 påpekas//VB|INF|SFO//parataxis//127 att//SN//mark//171 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//171 i//PP//advmod//171 dag//NN|UTR|SIN|IND|NOM//fixed//169 finns//VB|PRS|SFO//advcl//166 ett//DT|NEU|SIN|IND//det//173 flertal//NN|NEU|SIN|IND|NOM//nmod//175 s.k.//AB|AN//amod//175 cyberkasinon//NN|NEU|PLU|IND|NOM//nsubj//171 på//PP//case//177 Internet//NN|NEU|SIN|DEF|NOM//nmod//175 där//HA//advmod//180 spelaren//NN|UTR|SIN|DEF|NOM//nsubj//180 upplever//VB|PRS|AKT//advcl//171 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//180 som//KN//mark//185 om//SN//fixed//182 han//PN|UTR|SIN|DEF|SUB//nsubj//185 befann//VB|PRT|AKT//ccomp//180 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//185 i//PP//case//190 ett//DT|NEU|SIN|IND//det//190 verkligt//JJ|POS|NEU|SIN|IND|NOM//amod//190 kasino//NN|NEU|SIN|IND|NOM//obl//185 där//HA//advmod//193 spel//NN|NEU|SIN|IND|NOM//nsubj//193 förekommer//VB|PRS|AKT//acl:relcl//190 .//MAD//punct//127
6.8 Överväganden och förslag;Det//DT|NEU|SIN|DEF//expl//2 hittills//AB//advmod//2 anförda//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//3 innebär//VB|PRS|AKT//ROOT//3 att//SN//mark//10 en//DT|UTR|SIN|IND//det//6 verksamhet//NN|UTR|SIN|IND|NOM//nsubj//10 i//PP//advmod//10 regel//NN|UTR|SIN|IND|NOM//fixed//7 inte//AB//advmod//10 förlorar//VB|PRS|AKT//ccomp//3 sin//PS|UTR|SIN|DEF//nmod:poss//12 karaktär//NN|UTR|SIN|IND|NOM//obj//10 av//PP//case//14 lotteri//NN|NEU|SIN|IND|NOM//nmod//12 på//PP//mark//20 grund//NN|UTR|SIN|IND|NOM//fixed//15 av//PP//fixed//15 att//SN//mark//20 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//20 anordnas//VB|PRS|SFO//advcl//10 via//PP//case//22 Internet//NN|NEU|SIN|DEF|NOM//obl//20 eller//KN//cc//24 TV//NN|UTR|SIN|IND|NOM//conj//22 .//MAD//punct//3
6.8 Överväganden och förslag;Däremot//AB//advmod//32 torde//VB|PRT|AKT//aux//32 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 lotterier//NN|NEU|PLU|IND|NOM//nsubj:pass//32 komma//VB|INF|AKT//aux//32 att//IE//mark//32 hänföras//VB|INF|SFO//parataxis//3 till//PP//case//35 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 lotterikategorier//NN|NEU|PLU|IND|NOM//obl//32 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//40 på//PP//fixed//36 om//SN//mark//40 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//40 anordnas//VB|PRS|SFO//advcl//32 på//PP//case//43 vanligt//JJ|POS|NEU|SIN|IND|NOM//amod//43 sätt//NN|NEU|SIN|IND|NOM//obl//40 eller//KN//cc//46 via//PP//case//46 Internet//NN|NEU|SIN|DEF|NOM//conj//43 eller//KN//cc//48 TV//NN|UTR|SIN|IND|NOM//conj//46 .//MID//punct//3
6.8 Överväganden och förslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//51 gäller//VB|PRS|AKT//parataxis//3 bl.a.//AB|AN//advmod//51 bingo-//NN|UTR|-|-|SMS//obj//51 och//KN//cc//55 automatspel//NN|NEU|PLU|IND|NOM//conj//53 .//MAD//punct//51
6.8 Överväganden och förslag;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 lotterier//NN|NEU|PLU|IND|NOM//appos//51 ,//MID//punct//58 t.ex.//AB|AN//advmod//61 vadhållning//NN|UTR|SIN|IND|NOM//nsubj//67 ,//MID//punct//63 gissning//NN|UTR|SIN|IND|NOM//conj//61 och//KN//cc//65 lottning//NN|UTR|SIN|IND|NOM//conj//61 torde//VB|PRT|AKT//aux//67 behålla//VB|INF|AKT//acl:relcl//58 sin//PS|UTR|SIN|DEF//nmod:poss//69 karaktär//NN|UTR|SIN|IND|NOM//obj//67 även//AB//mark//73 om//SN//fixed//70 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//73 anordnas//VB|PRS|SFO//advcl//67 via//PP//case//75 Internet//NN|NEU|SIN|DEF|NOM//obl//73 eller//KN//cc//77 TV//NN|UTR|SIN|IND|NOM//conj//75 .//MID//punct//51
6.8 Överväganden och förslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//80 innebär//VB|PRS|AKT//conj//3 att//SN//mark//92 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 regler//NN|UTR|PLU|IND|NOM//nsubj//92 om//PP//case//86 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//86 lotterier//NN|NEU|PLU|IND|NOM//nmod//83 i//PP//nmod//86 och//KN//fixed//87 för//PP//fixed//87 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//87 skulle//VB|PRT|AKT//aux//92 ge//VB|INF|AKT//ccomp//80 utrymme//NN|NEU|SIN|IND|NOM//obj//92 även//AB//advmod//97 för//PP//case//97 ett//DT|NEU|SIN|IND//det//97 tillstånd//NN|NEU|SIN|IND|NOM//obl//92 att//IE//mark//99 anordna//VB|INF|AKT//acl//97 ett//DT|NEU|SIN|IND//det//101 lotteri//NN|NEU|SIN|IND|NOM//obj//99 via//PP//case//104 t.ex.//AB|AN//advmod//104 Internet//NN|NEU|SIN|DEF|NOM//obl//99 .//MID//punct//80
6.8 Överväganden och förslag;Ett//DT|NEU|SIN|IND//det//108 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//108 tillstånd//NN|NEU|SIN|IND|NOM//nsubj//112 synes//VB|PRS|SFO//amod//108 dock//AB//advmod//109 vara//VB|INF|AKT//cop//112 svårt//JJ|POS|NEU|SIN|IND|NOM//parataxis//80 att//IE//mark//114 förena//VB|INF|AKT//acl//112 med//PP//case//118 lotterilagens//NN|UTR|SIN|DEF|GEN//nmod:poss//118 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//118 regler//NN|UTR|PLU|IND|NOM//obl//114 .//MAD//punct//124
6.8 Överväganden och förslag;I//PP//case//123 11//RG|NOM//nummod//122 §//NN|AN//nmod//123 lotterilagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//124 stadgas//VB|PRS|SFO//advcl//80 som//KN//mark//127 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//127 villkor//NN|NEU|SIN|IND|NOM//obl//124 för//PP//case//129 tillstånd//NN|NEU|SIN|IND|NOM//nmod//127 att//IE//mark//131 anordna//VB|INF|AKT//acl//129 lotteri//NN|NEU|SIN|IND|NOM//obj//131 att//SN//mark//136 tillståndet//NN|NEU|SIN|DEF|NOM//nsubj//136 skall//VB|PRS|AKT//aux//136 avse//VB|INF|AKT//advcl//124 visst//JJ|POS|NEU|SIN|IND|NOM//amod//138 område//NN|NEU|SIN|IND|NOM//obj//136 .//MAD//punct//80
6.8 Överväganden och förslag;I//PP//advmod//144 fråga//NN|UTR|SIN|IND|NOM//fixed//140 om//PP//case//143 TV-sändningar//NN|UTR|PLU|IND|NOM//nmod//141 går//VB|PRS|AKT//parataxis//80 detta//DT|NEU|SIN|DEF//det//146 villkor//NN|NEU|SIN|IND|NOM//nsubj//144 att//IE//mark//148 uppfylla//VB|INF|AKT//acl//146 (//PAD//punct//148 jfr//VB|AN//conj//148 18//RG|NOM//nummod//152 §//NN|AN//obj//150 )//PAD//punct//148 .//MAD//punct//144
6.8 Överväganden och förslag;För//PP//case//157 Internets//NN|NEU|SIN|DEF|GEN//nmod:poss//157 vidkommande//NN|NEU|SIN|IND|NOM//obl//161 är//VB|PRS|AKT//cop//161 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//161 betydligt//AB//advmod//161 svårare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//144 .//MAD//punct//144
6.8 Överväganden och förslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//166 är//VB|PRS|AKT//cop//166 dock//AB//advmod//166 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//144 att//IE//mark//170 i//PP//advmod//170 huvudsak//NN|UTR|SIN|IND|NOM//fixed//168 begränsa//VB|INF|AKT//csubj//166 deltagarna//NN|UTR|PLU|DEF|NOM//obj//170 geografiskt//AB|POS//advmod//170 genom//PP//mark//179 att//IE//mark//179 som//KN//mark//176 villkor//NN|NEU|PLU|IND|NOM//obl//179 för//PP//case//178 deltagande//NN|NEU|SIN|IND|NOM//nmod//176 föreskriva//VB|INF|AKT//advcl//170 folkbokföring//NN|UTR|SIN|IND|NOM//obj//179 inom//PP//case//183 visst//JJ|POS|NEU|SIN|IND|NOM//amod//183 område//NN|NEU|SIN|IND|NOM//obl//179 .//MAD//punct//170
6.8 Överväganden och förslag;Som//KN//mark//190 exempel//NN|NEU|SIN|IND|NOM//nsubj:pass//190 på//PP//case//188 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//186 kan//VB|PRS|AKT//aux//190 nämnas//VB|INF|SFO//advcl//166 att//SN//mark//193 ATG//PM|NOM//nsubj//193 kräver//VB|PRS|AKT//ccomp//190 folkbokföring//NN|UTR|SIN|IND|NOM//obj//193 i//PP//case//196 Sverige//PM|NOM//obl//193 för//PP//case//198 deltagande//NN|NEU|SIN|IND|NOM//obl//193 i//PP//case//201 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//201 Internetspel//NN|NEU|SIN|IND|NOM//nmod//198 .//MAD//punct//80
6.8 Överväganden och förslag;En//DT|UTR|SIN|IND//det//1 genomgång//NN|UTR|SIN|IND|NOM//nsubj//8 på//PP//case//4 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 sätt//NN|NEU|SIN|IND|NOM//nmod//1 av//PP//case//7 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 lotteriregler//NN|UTR|PLU|IND|NOM//nmod//4 ger//VB|PRS|AKT//ROOT//8 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 resultat//NN|NEU|PLU|IND|NOM//obj//8 .//MAD//punct//8
