Likvärdigt, rättssäkert och effektivt –  ett nytt nationellt system för kunskapsbedömning ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 prov//NN|NEU|PLU|IND|NOM//nmod//2
Bedömning;I//PP//case//59 det//DT|NEU|SIN|DEF//det//59 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 systemet//NN|NEU|SIN|DEF|NOM//obl//60 handlade//VB|PRT|AKT//conj//28 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//60 om//PP//mark//64 att//IE//mark//64 bedöma//VB|INF|AKT//advcl//60 elevernas//NN|UTR|PLU|DEF|GEN//nmod:poss//66 kunskaper//NN|UTR|PLU|IND|NOM//obj//64 i//PP//case//68 relation//NN|UTR|SIN|IND|NOM//nmod//66 till//PP//case//73 i//PP//case//71 text//NN|UTR|SIN|IND|NOM//obl//72 framskrivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//73 kriterier//NN|NEU|PLU|IND|NOM//obl//64 om//PP//mark//79 vilka//HD|UTR/NEU|PLU|IND//det//76 kunskaper//NN|UTR|PLU|IND|NOM//dislocated//79 som//HP|-|-|-//nsubj:pass//79 skulle//VB|PRT|AKT//aux//79 visas//VB|INF|SFO//acl//73 för//PP//mark//82 att//IE//mark//82 berättiga//VB|INF|AKT//advcl//79 till//PP//case//86 de//DT|UTR/NEU|PLU|DEF//det//86 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 betygen//NN|NEU|PLU|DEF|NOM//obl//82 .//MAD//punct//11
Bedömning;För//PP//case//2 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//2 del//NN|UTR|SIN|IND|NOM//nmod//4 var//VB|PRT|AKT//cop//4 tilltron//NN|UTR|SIN|DEF|NOM//nsubj//9 till//PP//case//8 det//DT|NEU|SIN|DEF//det//8 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 systemet//NN|NEU|SIN|DEF|NOM//nmod//4 stor//JJ|POS|UTR|SIN|IND|NOM//ROOT//9 på//PP//case//13 den//DT|UTR|SIN|DEF//det//13 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 nivån//NN|UTR|SIN|DEF|NOM//obl//9 .//MAD//punct//9
Bedömning;Där//AB//advmod//16 uppfattades//VB|PRT|SFO//parataxis//9 de//DT|UTR/NEU|PLU|DEF//det//20 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 textbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//20 betygskriterierna//NN|UTR|PLU|DEF|NOM//nsubj:pass//16 i//PP//case//22 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//20 tillräckliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//20 som//KN//mark//25 underlag//NN|NEU|SIN|IND|NOM//nmod//23 för//PP//case//28 lärarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//28 betygssättning//NN|UTR|SIN|IND|NOM//nmod//25 och//KN//cc//39 därmed//AB//advmod//39 skulle//VB|PRT|AKT//aux//39 några//DT|UTR/NEU|PLU|IND//det//34 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 betygsstödjande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//35 prov//NN|NEU|PLU|IND|NOM//nsubj//39 egentligen//AB//advmod//39 inte//AB//advmod//39 längre//AB|KOM//advmod//39 behövas//VB|INF|SFO//conj//16 .//MAD//punct//9
Bedömning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//42 visade//VB|PRT|AKT//conj//9 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//42 dock//AB//advmod//42 att//SN//mark//49 så//AB//advmod//49 inte//AB//advmod//49 var//VB|PRT|AKT//cop//49 fallet//NN|NEU|SIN|DEF|NOM//ccomp//42 .//MAD//punct//49
Bedömning;Bestämningen//NN|UTR|SIN|DEF|NOM//nsubj//57 av//PP//case//53 kriteriegränser//NN|UTR|PLU|IND|NOM//nmod//51 (//PAD//punct//55 betygsgränser//NN|UTR|PLU|IND|NOM//appos//53 )//PAD//punct//55 visade//VB|PRT|AKT//conj//9 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//57 vara//VB|INF|AKT//cop//63 en//DT|UTR|SIN|IND//det//63 betydligt//AB//advmod//62 besvärligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//63 uppgift//NN|UTR|SIN|IND|NOM//xcomp//57 än//KN//case//65 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//63 som//HP|-|-|-//nsubj//67 gällt//VB|SUP|AKT//acl:relcl//65 för//PP//case//71 de//DT|UTR/NEU|PLU|DEF//det//71 normrelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//71 proven//NN|NEU|PLU|DEF|NOM//obl//67 .//MAD//punct//57
Bedömning;Själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 proven//NN|NEU|PLU|DEF|NOM//nsubj//77 behöver//VB|PRS|AKT//aux//77 inte//AB//advmod//77 se//VB|INF|AKT//parataxis//57 särskilt//AB//advmod//79 annorlunda//AB//advmod//77 ut//PL//compound:prt//77 .//MAD//punct//57
Bedömning;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//86 ska//VB|PRS|AKT//aux//86 liksom//PP//mark//86 tidigare//AB|KOM//advmod//86 uppfylla//VB|INF|AKT//conj//57 krav//NN|NEU|PLU|IND|NOM//obj//86 på//PP//case//89 validitet//NN|UTR|SIN|IND|NOM//nmod//87 och//KN//cc//91 reliabilitet//NN|UTR|SIN|IND|NOM//conj//89 .//MID//punct//57
Bedömning;Det//PN|NEU|SIN|DEF|SUB/OBJ//obl//57 som//HP|-|-|-//nsubj//95 blev//VB|PRT|AKT//acl:relcl//93 det//DT|NEU|SIN|DEF//det//98 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//98 problemet//NN|NEU|SIN|DEF|NOM//xcomp//95 var//VB|PRT|AKT//cop//93 (//PAD//punct//93 och//KN//cc//104 är//VB|PRS|AKT//cop//104 )//PAD//punct//104 fastställandet//NN|NEU|SIN|DEF|NOM//conj//57 av//PP//case//106 kravgränser//NN|UTR|PLU|IND|NOM//nmod//104 för//PP//case//109 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//109 provbetyg//NN|NEU|PLU|IND|NOM//nmod//106 .//MAD//punct//57
Bedömning;Eftersom//SN//mark//3 kriterierna//NN|NEU|PLU|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 formulerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//8 i//PP//case//5 text//NN|UTR|SIN|IND|NOM//obl//3 måste//VB|PRS|AKT//aux//8 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//8 tolkas//VB|INF|SFO//ROOT//8 och//KN//cc//14 de//DT|UTR/NEU|PLU|DEF//det//12 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//12 texter//NN|UTR|PLU|IND|NOM//nsubj:pass//14 kan//VB|PRS|AKT//aux//14 tolkas//VB|INF|SFO//conj//8 mer//AB|KOM//advmod//18 eller//KN//cc//17 mindre//AB|KOM//conj//15 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//14 .//MAD//punct//8
Bedömning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//21 fick//VB|PRT|AKT//parataxis//8 redan//AB//advmod//21 den//DT|UTR|SIN|DEF//det//25 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 nestorn//NN|UTR|SIN|DEF|NOM//nmod//26 Fritz//PM|NOM//obj//21 Wigforss//PM|GEN//flat:name//26 –//RG|NOM//punct//26 som//HP|-|-|-//nsubj//30 utredde//VB|PRT|AKT//acl:relcl//26 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//30 för//PP//case//35 ett//DT|NEU|SIN|IND//det//35 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//35 provsystem//NN|NEU|SIN|IND|NOM//obl//30 på//PP//case//37 1940-talet//NN|NEU|SIN|DEF|NOM//nmod//35 –//RG|NOM//punct//21 att//IE//mark//40 utesluta//VB|INF|AKT//advcl//21 ett//DT|NEU|SIN|IND//det//43 kriterierelaterat//PC|PRF|NEU|SIN|IND|NOM//amod//43 alternativ//NN|NEU|SIN|IND|NOM//obj//40 (//PAD//punct//49 även//AB//mark//49 om//SN//fixed//45 han//PN|UTR|SIN|DEF|SUB//nsubj//49 inte//AB//advmod//49 använde//VB|PRT|AKT//advcl//40 den//DT|UTR|SIN|DEF//det//51 termen//NN|UTR|SIN|DEF|NOM//obj//49 )//PAD//punct//49 .//MID//punct//21
Bedömning;Wigforss//PM|NOM//nsubj//55 menade//VB|PRT|AKT//conj//21 att//SN//mark//62 så//AB//advmod//58 precisa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 formuleringar//NN|UTR|PLU|IND|NOM//nsubj:pass//62 kunde//VB|PRT|AKT//aux//62 inte//AB//advmod//62 formuleras//VB|INF|SFO//ccomp//55 att//SN//mark//66 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//66 skulle//VB|PRT|AKT//aux//66 bli//VB|INF|AKT//ccomp//62 entydigt//AB|POS//amod//68 tolkningsbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//66 för//PP//case//71 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 användare//NN|UTR|PLU|IND|NOM//nmod//68 .//MID//punct//21
Bedömning;Hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//74 förslag//NN|NEU|SIN|IND|NOM//nsubj//75 blev//VB|PRT|AKT//parataxis//21 därför//AB//advmod//75 ett//DT|NEU|SIN|IND//det//78 provsystem//NN|NEU|SIN|IND|NOM//nsubj//79 baserat//PC|PRF|NEU|SIN|IND|NOM//xcomp//75 på//PP//case//82 relativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 betyg//NN|NEU|PLU|IND|NOM//obl//79 ,//MID//punct//82 vilket//HP|NEU|SIN|IND//nsubj//86 också//AB//advmod//86 blev//VB|PRT|AKT//acl:relcl//82 vad//HP|NEU|SIN|IND//dislocated//89 som//HP|-|-|-//nsubj:pass//89 infördes//VB|PRT|SFO//ccomp//86 .//MAD//punct//8
Bedömning;Även//AB//advmod//2 mer//AB|KOM//advmod//2 sentida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 forskare//NN|UTR|PLU|IND|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 haft//VB|SUP|AKT//ROOT//5 dubier//NN|UTR|PLU|IND|NOM//obj//5 i//PP//case//8 frågan//NN|UTR|SIN|DEF|NOM//obl//5 .//MAD//punct//5
Bedömning;Trots//PP//case//2 de//DT|UTR/NEU|PLU|DEF//det//2 problem//NN|NEU|PLU|IND|NOM//obl//14 som//HP|-|-|-//obj//5 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//5 påtalat//VB|SUP|AKT//acl:relcl//2 ,//MID//punct//12 eller//KN//cc//12 möjligen//AB//advmod//12 på//PP//case//12 grund//NN|UTR|SIN|IND|NOM//fixed//9 av//PP//fixed//9 dem//PN|UTR/NEU|PLU|DEF|OBJ//conj//2 ,//MID//punct//2 har//VB|PRS|AKT//ROOT//14 en//DT|UTR|SIN|IND//det//16 uppsjö//NN|UTR|SIN|IND|NOM//obj//14 av//PP//case//18 metoder//NN|UTR|PLU|IND|NOM//nmod//16 för//PP//case//21 standard//UO//amod//21 setting//UO//nmod//18 ,//MID//punct//14 dvs.//AB|AN//advmod//24 kravgränssättning//NN|UTR|SIN|IND|NOM//nsubj:pass//26 ,//MID//punct//26 lanserats//VB|SUP|SFO//conj//14 och//KN//cc//28 publicerats//VB|SUP|SFO//conj//26 i//PP//case//31 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 handböcker//NN|UTR|PLU|IND|NOM//obl//28 .//MAD//punct//14
Bedömning;Alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//34 intar//VB|PRS|AKT//parataxis//14 inte//AB//advmod//34 en//DT|UTR|SIN|IND//det//39 lika//AB//advmod//38 uppgiven//PC|PRF|UTR|SIN|IND|NOM//amod//39 hållning//NN|UTR|SIN|IND|NOM//obj//34 som//KN//case//41 Cresswell//PM|NOM//nmod//39 .//MID//punct//34
Bedömning;Ziecki//PM|NOM//conj//34 &//KN|AN//cc//45 Pieri//PM|NOM//nsubj//46 skriver//VB|PRS|AKT//conj//34 som//KN//case//48 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//46 ://MAD//punct//34
Bedömning;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//1 drar//VB|PRS|AKT//ROOT//1 vidare//AB|KOM//advmod//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 slutsats//NN|UTR|SIN|IND|NOM//obj//1 som//HP|-|-|-//nsubj//7 torde//VB|PRT|AKT//aux//7 ha//VB|INF|AKT//acl:relcl//4 bred//JJ|POS|UTR|SIN|IND|NOM//amod//9 uppslutning//NN|UTR|SIN|IND|NOM//obj//7 inom//PP//case//11 professionen//NN|UTR|SIN|DEF|NOM//obl//7 på//PP//case//13 området//NN|NEU|SIN|DEF|NOM//nmod//11 .//MAD//punct//1
Bedömning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 uppenbart//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 att//SN//mark//8 bedömningen//NN|UTR|SIN|DEF|NOM//nsubj//8 (//PAD//punct//4 judgement//UO//appos//4 )//PAD//punct//6 har//VB|PRS|AKT//csubj//2 en//DT|UTR|SIN|IND//det//13 mycket//AB|POS//advmod//11 mer//AB|KOM//advmod//12 central//JJ|POS|UTR|SIN|IND|NOM//amod//13 roll//NN|UTR|SIN|IND|NOM//obj//8 i//PP//case//17 det//DT|NEU|SIN|DEF//det//17 kriterierelaterade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//17 systemet//NN|NEU|SIN|DEF|NOM//obl//8 än//KN//mark//21 i//PP//case//21 det//DT|NEU|SIN|DEF//det//21 normrelaterade//PC|PRF|UTR/NEU|SIN|DEF|NOM//acl//17 .//MAD//punct//2
Bedömning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//24 innebär//VB|PRS|AKT//parataxis//2 reliabilitetssvårigheter//NN|UTR|PLU|IND|NOM//obj//24 av//PP//case//29 ett//DT|NEU|SIN|IND//det//29 annat//JJ|POS|NEU|SIN|IND|NOM//amod//29 slag//NN|NEU|SIN|IND|NOM//nmod//25 än//KN//mark//33 vad//HP|NEU|SIN|IND//dislocated//33 som//HP|-|-|-//nsubj//33 gäller//VB|PRS|AKT//advcl//25 för//PP//case//36 normrelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//36 prov//NN|NEU|SIN|IND|NOM//obl//33 vilka//HP|UTR/NEU|PLU|IND//nsubj:pass//39 ofta//AB|POS//advmod//39 konstrueras//VB|PRS|SFO//acl:relcl//36 med//PP//case//42 hög//JJ|POS|UTR|SIN|IND|NOM//amod//42 reliabilitet//NN|UTR|SIN|IND|NOM//obl//39 som//KN//mark//44 utgångspunkt//NN|UTR|SIN|IND|NOM//acl//42 .//MAD//punct//24
Bedömning;I//PP//case//49 ett//DT|NEU|SIN|IND//det//49 kriterierelaterat//PC|PRF|NEU|SIN|IND|NOM//amod//49 system//NN|NEU|SIN|IND|NOM//obl//24 är//VB|PRS|AKT//cop//52 oftast//AB|SUV//advmod//52 validitetsfrågor//NN|UTR|PLU|IND|NOM//obj//24 i//PP//case//54 centrum//NN|NEU|SIN|IND|NOM//nmod//52 vilket//HP|NEU|SIN|IND//nsubj//56 innebär//VB|PRS|AKT//acl:relcl//54 uppgifter//NN|UTR|PLU|IND|NOM//obj//56 med//PP//case//60 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 tolkningsutrymme//NN|NEU|SIN|IND|NOM//nmod//57 .//MAD//punct//24
Bedömning;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//63 gör//VB|PRS|AKT//conj//24 att//SN//mark//68 bedömarreliabiliteten//NN|UTR|SIN|DEF|NOM//nsubj//68 på//PP//case//67 uppgiftsnivå//NN|UTR|SIN|IND|NOM//nmod//65 blir//VB|PRS|AKT//ccomp//63 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//68 .//MAD//punct//63
Bedömning;I//PP//case//72 validitetshänseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//75 kan//VB|PRS|AKT//aux//75 man//PN|UTR|SIN|IND|SUB//nsubj//75 säga//VB|INF|AKT//parataxis//63 att//SN//mark//92 medan//SN//mark//84 innehållsvaliditet//NN|NEU|SIN|DEF|NOM//nsubj//84 och//KN//cc//81 prognostisk//JJ|POS|UTR|SIN|IND|NOM//amod//81 validitet//NN|UTR|SIN|IND|NOM//conj//78 var//VB|PRT|AKT//cop//84 särskilt//AB//advmod//84 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//dislocated//92 för//PP//case//87 normrelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//87 prov//NN|NEU|PLU|IND|NOM//obl//84 ,//MID//punct//84 så//KN//advmod//92 är//VB|PRS|AKT//cop//92 läroplansvaliditet//NN|NEU|SIN|DEF|NOM//nsubj//92 utmärkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//75 för//PP//case//96 de//DT|UTR/NEU|PLU|DEF//det//96 kriterierelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//96 proven//NN|NEU|PLU|DEF|NOM//obl//92 .//MAD//punct//63

Betygssättning;Införandet//NN|NEU|SIN|DEF|NOM//nsubj//5 av//PP//case//4 1994//RG|NOM//nummod//3 års//NN|NEU|SIN|IND|GEN//nmod:poss//4 kursplaner//NN|UTR|PLU|IND|NOM//nmod//0 innebar//VB|PRT|AKT//ROOT//5 att//SN//mark//17 de//DT|UTR/NEU|PLU|DEF//det//11 tidigare//AB|KOM//advmod//10 mer//AB|KOM//advmod//10 styrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 läroplanerna//NN|UTR|PLU|DEF|NOM//nsubj//12 Lgr//PM|NOM//nsubj//17 80//RG|NOM//nummod//12 och//KN//cc//15 Lgy//NN|AN//conj//12 70//RG|NOM//nummod//15 upphörde//VB|PRT|AKT//ccomp//5 att//IE//mark//19 gälla//VB|INF|AKT//xcomp//17 .//MAD//punct//5
Betygssättning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//22 innebar//VB|PRT|AKT//parataxis//5 tillsammans//AB//advmod//22 med//PP//case//26 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 förändringar//NN|UTR|PLU|IND|NOM//obl//22 ett//DT|NEU|SIN|IND//det//28 paradigmskifte//NN|NEU|SIN|IND|NOM//obj//22 .//MAD//punct//22
Betygssättning;Den//DT|UTR|SIN|DEF//det//33 förhållandevis//AB//advmod//32 starka//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//33 inramning//NN|UTR|SIN|IND|NOM//nsubj//44 och//KN//cc//35 avgränsning//NN|UTR|SIN|IND|NOM//conj//33 av//PP//case//38 undervisningens//NN|UTR|SIN|DEF|GEN//nmod:poss//38 innehåll//NN|NEU|SIN|IND|NOM//nmod//35 som//HP|-|-|-//obj//43 de//DT|UTR/NEU|PLU|DEF//det//42 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 läroplanerna//NN|UTR|PLU|DEF|NOM//nsubj//43 angav//VB|PRT|AKT//acl:relcl//35 fanns//VB|PRT|SFO//conj//22 inte//AB//advmod//44 längre//AB|KOM//advmod//44 utan//KN//cc//49 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//49 blev//VB|PRT|AKT//conj//22 de//DT|UTR/NEU|PLU|DEF//det//51 professionellas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//xcomp//49 (//PAD//punct//51 lärarnas//NN|UTR|PLU|DEF|GEN//appos//51 )//PAD//punct//53 uppgift//NN|UTR|SIN|IND|NOM//conj//51 att//IE//mark//60 tillsammans//AB//advmod//59 med//PP//case//59 eleverna//NN|UTR|PLU|DEF|NOM//obl//60 bestämma//VB|INF|AKT//acl//55 ämnets//NN|NEU|SIN|DEF|GEN//nmod:poss//62 gränser//NN|UTR|PLU|IND|NOM//obj//60 och//KN//cc//64 innehåll//NN|NEU|SIN|IND|NOM//conj//62 .//MAD//punct//51
Betygssättning;En//DT|UTR|SIN|IND//det//67 uppgift//NN|UTR|SIN|IND|NOM//appos//51 som//HP|-|-|-//obj//72 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//72 knappast//AB|SUV//advmod//72 var//VB|PRT|AKT//cop//72 förberedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//67 för//PP//case//72 .//MID//punct//22
Betygssättning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//76 bidrog//VB|PRT|AKT//conj//5 till//PP//compound:prt//76 att//IE//mark//79 försvåra//VB|INF|AKT//xcomp//76 lärarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//81 bedömning//NN|UTR|SIN|IND|NOM//obj//79 av//PP//case//84 elevernas//NN|UTR|PLU|DEF|GEN//nmod:poss//84 kunskaper//NN|UTR|PLU|IND|NOM//nmod//81 ,//MID//punct//76 i//PP//advmod//76 synnerhet//NN|UTR|SIN|IND|NOM//fixed//86 om//SN//mark//92 bedömningen//NN|UTR|SIN|DEF|NOM//nsubj//92 skulle//VB|PRT|AKT//aux//92 vara//VB|INF|AKT//cop//92 likvärdig//JJ|POS|UTR|SIN|IND|NOM//advcl//76 med//PP//case//94 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//92 som//HP|-|-|-//nsubj:pass//96 gjordes//VB|PRT|SFO//acl:relcl//94 av//PP//case//99 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 lärare//NN|UTR|PLU|IND|NOM//obl//96 vid//PP//case//102 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//102 skolor//NN|UTR|PLU|IND|NOM//obl//96 .//MAD//punct//76
Betygssättning;De//DT|UTR/NEU|PLU|DEF//det//106 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//106 proven//NN|NEU|PLU|DEF|NOM//nsubj//107 gav//VB|PRT|AKT//parataxis//76 inte//AB//advmod//107 heller//AB//advmod//107 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//111 vägledning//NN|UTR|SIN|IND|NOM//obj//107 inledningsvis//AB//advmod//107 eftersom//SN//mark//117 även//AB//advmod//117 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//117 var//VB|PRT|AKT//cop//117 anpassade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//107 till//PP//case//121 de//DT|UTR/NEU|PLU|DEF//det//121 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//121 signalerna//NN|UTR|PLU|DEF|NOM//obl//117 om//PP//case//124 lokalt//JJ|POS|NEU|SIN|IND|NOM//amod//124 val//NN|NEU|SIN|IND|NOM//nmod//121 av//PP//case//126 stoff//NN|NEU|SIN|IND|NOM//nmod//124 och//KN//cc//128 val//NN|NEU|SIN|IND|NOM//conj//126 av//PP//case//130 tidpunkt//NN|UTR|SIN|IND|NOM//nmod//128 då//HA//advmod//135 detta//DT|NEU|SIN|DEF//det//133 stoff//NN|NEU|SIN|IND|NOM//nsubj//135 skulle//VB|PRT|AKT//aux//135 ingå//VB|INF|AKT//acl:relcl//121 i//PP//case//137 undervisningen//NN|UTR|SIN|DEF|NOM//obl//135 .//MAD//punct//5
Betygssättning;Situationen//NN|UTR|SIN|DEF|NOM//nsubj//1 medförde//VB|PRT|AKT//ROOT//1 att//SN//mark//20 inte//AB//advmod//5 bara//AB//advmod//5 bedömningen//NN|UTR|SIN|DEF|NOM//nsubj//20 av//PP//case//7 provresultaten//NN|UTR|SIN|DEF|NOM//nmod//5 utan//KN//cc//11 även//AB//advmod//11 de//DT|UTR/NEU|PLU|DEF//det//11 beslut//NN|NEU|PLU|IND|NOM//conj//5 (//PAD//punct//13 decision//UO//appos//11 )//PAD//punct//13 om//PP//case//16 betygen//NN|NEU|PLU|DEF|NOM//nmod//11 som//HP|-|-|-//nsubj//19 skulle//VB|PRT|AKT//aux//19 fattas//VB|INF|SFO//acl:relcl//16 blev//VB|PRT|AKT//ccomp//1 skakiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//20 .//MAD//punct//1
Betygssättning;Lärarna//NN|UTR|PLU|DEF|NOM//nsubj//25 skulle//VB|PRT|AKT//aux//25 tolka//VB|INF|AKT//parataxis//1 kriterier//NN|NEU|PLU|IND|NOM//obj//25 för//PP//case//29 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 betyg//NN|NEU|PLU|IND|NOM//nmod//26 –//PAD//punct//25 varav//HA//advmod//32 kriterier//NN|NEU|PLU|IND|NOM//nsubj//39 för//PP//case//36 det//DT|NEU|SIN|DEF//det//36 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//36 betyget//NN|NEU|SIN|DEF|NOM//nmod//32 mycket//AB|POS//advmod//38 väl//AB|POS//advmod//39 godkänt//PC|PRF|NEU|SIN|IND|NOM//appos//25 (//PAD//punct//39 MVG//PM|NOM//appos//39 )//PAD//punct//39 saknades//VB|PRT|SFO//conj//25 de//DT|UTR/NEU|PLU|DEF//det//47 första//RO|NOM//amod//47 fem//RG|NOM//nummod//47 åren//NN|NEU|PLU|DEF|NOM//nsubj:pass//43 –//RG|NOM//punct//43 på//PP//case//51 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//51 hand//NN|UTR|SIN|IND|NOM//obl//43 eller//KN//cc//56 tillsammans//AB//advmod//56 med//PP//case//56 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//56 kollegor//NN|UTR|PLU|IND|NOM//conj//51 ,//MID//punct//43 och//KN//cc//61 utifrån//PP//case//60 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//61 fatta//VB|INF|AKT//conj//43 beslut//NN|NEU|SIN|IND|NOM//obj//61 om//PP//mark//69 vilket//HD|NEU|SIN|IND//det//65 betyg//NN|NEU|SIN|IND|NOM//nsubj//69 respektive//AB//cc//67 elev//NN|UTR|SIN|IND|NOM//conj//65 skulle//VB|PRT|AKT//aux//69 få//VB|INF|AKT//advcl//61 .//MAD//punct//25
Betygssättning;Den//DT|UTR|SIN|DEF//det//2 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 kunskapssynen//NN|UTR|SIN|DEF|NOM//nsubj//4 ,//MID//punct//2 baserad//PC|PRF|UTR|SIN|IND|NOM//ROOT//4 på//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 fyra//RG|NOM//obl//4 f//NN|AN//obl//4 ://MID//punct//4
