
En kommunallag för framtiden;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 11//RG|NOM//nummod//5 oktober//NN|UTR|SIN|IND|NOM//nmod//0 2012//RG|NOM//nummod//5
2.3 Krav i offentliga upphandlingar;De//DT|UTR/NEU|PLU|DEF//det//38 klagande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 företagen//NN|NEU|PLU|DEF|NOM//nsubj//39 menade//VB|PRT|AKT//parataxis//10 att//SN//mark//53 både//KN//cc//42 villkoren//NN|NEU|PLU|DEF|NOM//nsubj//53 för//PP//case//44 deltagande//NN|NEU|SIN|IND|NOM//nmod//42 ,//MID//punct//46 urvalskriterierna//NN|UTR|PLU|DEF|NOM//conj//44 ,//MID//punct//42 och//KN//cc//49 bedömningskriterierna//NN|UTR|PLU|DEF|NOM//conj//42 ,//MID//punct//49 tilldelningskriterierna//NN|UTR|PLU|DEF|NOM//nmod//42 ,//MID//punct//42 stred//VB|PRT|AKT//ccomp//39 mot//PP//case//55 fördragsbestämmelserna//NN|UTR|PLU|DEF|NOM//obl//53 om//PP//case//57 icke-diskriminering//NN|UTR|SIN|IND|NOM//nmod//55 ,//MID//punct//59 etableringsfrihet//NN|UTR|SIN|IND|NOM//conj//57 och//KN//cc//63 tjänsters//NN|UTR|PLU|IND|GEN//nmod:poss//63 fria//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//63 rörlighet//NN|UTR|SIN|IND|NOM//conj//57 och//KN//cc//66 mot//PP//case//66 bestämmelserna//NN|UTR|PLU|DEF|NOM//conj//55 i//PP//case//70 det//DT|NEU|SIN|DEF//det//70 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 tjänstedirektivet//NN|NEU|SIN|DEF|NOM//nmod//66 .//MAD//punct//10
2.3 Krav i offentliga upphandlingar;EU-domstolen//NN|UTR|SIN|DEF|NOM//nsubj//1 inledde//VB|PRT|AKT//ROOT//1 sin//PS|UTR|SIN|DEF//nmod:poss//3 bedömning//NN|UTR|SIN|IND|NOM//obj//1 med//PP//mark//6 att//IE//mark//6 erinra//VB|INF|AKT//advcl//1 om//PP//mark//17 att//SN//mark//17 bedömningskriterierna//NN|UTR|PLU|DEF|NOM//nsubj//17 ,//MID//punct//9 liksom//PP//case//14 alla//DT|UTR/NEU|PLU|IND/DEF//det//14 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 åtgärder//NN|UTR|PLU|IND|NOM//nmod//9 ,//MID//punct//9 ska//VB|PRS|AKT//aux//17 följa//VB|INF|AKT//ccomp//6 principen//NN|UTR|SIN|DEF|NOM//obj//17 om//PP//case//20 icke-diskriminering//NN|UTR|SIN|IND|NOM//nmod//18 såsom//HA//mark//23 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//23 följer//VB|PRS|AKT//advcl//17 av//PP//case//26 fördragets//NN|NEU|SIN|DEF|GEN//nmod:poss//26 bestämmelser//NN|UTR|PLU|IND|NOM//obl//23 om//PP//case//28 frihet//NN|UTR|SIN|IND|NOM//nmod//26 att//IE//mark//30 tillhandahålla//VB|INF|AKT//advcl//23 tjänster//NN|UTR|PLU|IND|NOM//obj//30 och//KN//cc//43 om//PP//mark//43 att//SN//mark//43 begränsningarna//NN|UTR|PLU|DEF|NOM//nsubj//43 av//PP//case//38 denna//DT|UTR|SIN|DEF//det//38 frihet//NN|UTR|SIN|IND|NOM//nmod//35 i//PP//case//41 sin//PS|UTR|SIN|DEF//nmod:poss//41 tur//NN|UTR|SIN|IND|NOM//nmod//38 ska//VB|PRS|AKT//aux//43 uppfylla//VB|INF|AKT//conj//30 proportionalitetsprincipen//NN|UTR|SIN|DEF|NOM//obj//43 .//MAD//punct//1
2.3 Krav i offentliga upphandlingar;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//47 tillämpade//VB|PRT|AKT//parataxis//1 sedan//AB//case//50 samma//DT|UTR/NEU|SIN/PLU|IND//det//50 proportionalitetsbedömning//NN|UTR|SIN|IND|NOM//obl//47  //_SP////50 när//HA//mark//54 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//54 granskade//VB|PRT|AKT//advcl//47 de//DT|UTR/NEU|PLU|DEF//det//57 ställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//57 kraven//NN|NEU|PLU|DEF|NOM//obj//54 och//KN//cc//59 kriterierna//NN|NEU|PLU|DEF|NOM//conj//57 som//HP|-|-|-//obj//63 den//DT|UTR|SIN|DEF//det//63 tidigare//AB|KOM//advmod//63 fastställt//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//59 är//VB|PRS|AKT//cop//65 tillämplig//JJ|POS|UTR|SIN|IND|NOM//xcomp//63 på//PP//case//67 undantag//NN|NEU|SIN|IND|NOM//obl//65 från//PP//case//71 de//DT|UTR/NEU|PLU|DEF//det//71 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//71 friheterna//NN|UTR|PLU|DEF|NOM//nmod//67 i//PP//case//73 EUF-fördraget//NN|NEU|SIN|DEF|NOM//nmod//71 .//MAD//punct//47
2.3 Krav i offentliga upphandlingar;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//76 fastställde//VB|PRT|AKT//parataxis//47 att//SN//mark//85 de//DT|UTR/NEU|PLU|DEF//det//80 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 kraven//NN|NEU|PLU|DEF|NOM//nsubj//85 och//KN//cc//82 kriterierna//NN|NEU|PLU|DEF|NOM//conj//80 i//PP//case//84 förfrågningsunderlaget//NN|NEU|SIN|DEF|NOM//nmod//82 ansågs//VB|PRT|SFO//ccomp//76 strida//VB|INF|AKT//xcomp//85 mot//PP//case//89 primärrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//89 principer//NN|UTR|PLU|IND|NOM//obl//86 om//PP//case//91 icke-diskriminering//NN|UTR|SIN|IND|NOM//nmod//89 och//KN//cc//93 proportionalitet//NN|UTR|SIN|IND|NOM//conj//91 .//MAD//punct//47
2.3 Krav i offentliga upphandlingar;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//96 innebär//VB|PRS|AKT//conj//1 således//AB//advmod//96 att//IE//mark//111 vid//PP//case//100 tilldelningar//NN|UTR|PLU|IND|NOM//obl//111 av//PP//case//103 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//103 kontrakt//NN|NEU|PLU|IND|NOM//nmod//100 ska//VB|PRS|AKT//aux//111 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//106 krav//NN|NEU|PLU|IND|NOM//nsubj//111 och//KN//cc//108 kriterier//NN|NEU|PLU|IND|NOM//conj//106  //_SP////108 vara//VB|INF|AKT//aux:pass//111 utformade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//96 i//PP//case//115 enlighet//NN|UTR|SIN|IND|NOM//fixed//112 med//PP//fixed//112 principen//NN|UTR|SIN|DEF|NOM//obl//111 om//PP//case//117 icke-diskriminering//NN|UTR|SIN|IND|NOM//nmod//115 och//KN//cc//119 stå//VB|INF|AKT//conj//111 i//PP//case//121 överensstämmelse//NN|UTR|SIN|IND|NOM//obl//119 med//PP//case//123 proportionalitetsprincipen//NN|UTR|SIN|DEF|NOM//nmod//121 .//MAD//punct//96
2.3 Krav i offentliga upphandlingar;Proportionalitetsprincipen//NN|UTR|SIN|DEF|NOM//nsubj//130 är//VB|PRS|AKT//cop//130 således//AB//advmod//130 av//PP//case//130 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//130 betydelse//NN|UTR|SIN|IND|NOM//parataxis//96 för//PP//mark//133 att//IE//mark//133 fastställa//VB|INF|AKT//acl//130 huruvida//SN//mark//136 ett//DT|NEU|SIN|IND//det//136 krav//NN|NEU|SIN|IND|NOM//nsubj//144 eller//KN//cc//138 kriterium//NN|NEU|SIN|IND|NOM//conj//136 i//PP//case//142 en//DT|UTR|SIN|IND//det//142 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//142 upphandling//NN|UTR|SIN|IND|NOM//nmod//138 är//VB|PRS|AKT//cop//144 förenligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//133 med//PP//case//146 unionsrätten//NN|UTR|SIN|DEF|NOM//obl//144 .//MAD//punct//1
2.3 Krav i offentliga upphandlingar;Även//AB//advmod//3 i//PP//case//3 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 praxis//NN|UTR|SIN|IND|NOM//obl//6 har//VB|PRS|AKT//aux//6 EU-domstolen//NN|UTR|SIN|DEF|NOM//nsubj//6 påtalat//VB|SUP|AKT//ROOT//6 att//SN//mark//20 krav//NN|NEU|PLU|IND|NOM//nsubj//20 och//KN//cc//10 kriterier//NN|NEU|PLU|IND|NOM//conj//8 vid//PP//case//12 tilldelningar//NN|UTR|PLU|IND|NOM//nmod//10 av//PP//case//15 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 kontrakt//NN|NEU|PLU|IND|NOM//nmod//12 enligt//PP//case//17 unionsrätten//NN|UTR|SIN|DEF|NOM//nmod//12 i//PP//case//19 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//17 innebär//VB|PRS|AKT//ccomp//6 inskränkningar//NN|UTR|PLU|IND|NOM//obj//20 i//PP//case//25 de//DT|UTR/NEU|PLU|DEF//det//25 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 friheterna//NN|UTR|PLU|DEF|NOM//nmod//21 .//MAD//punct//6
2.3 Krav i offentliga upphandlingar;Således//AB//advmod//39 ska//VB|PRS|AKT//aux//39 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//30 krav//NN|NEU|PLU|IND|NOM//nsubj//39 och//KN//cc//32 kriterier//NN|NEU|PLU|IND|NOM//conj//30 som//HP|-|-|-//nsubj:pass//34 ställs//VB|PRS|SFO//acl:relcl//32 i//PP//case//37 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 upphandlingar//NN|UTR|PLU|IND|NOM//obl//34 vara//VB|INF|AKT//cop//39 tillämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//6 på//PP//case//43 ett//DT|NEU|SIN|IND//det//43 icke-diskriminerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 sätt//NN|NEU|SIN|IND|NOM//obl//39 ,//MID//punct//46 vara//VB|INF|AKT//aux:pass//46 ägnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//39 att//IE//mark//48 säkerställa//VB|INF|AKT//xcomp//46 förverkligandet//NN|NEU|SIN|DEF|NOM//obj//48 av//PP//case//52 det//DT|NEU|SIN|DEF//det//52 mål//NN|NEU|SIN|IND|NOM//nmod//49 som//HP|-|-|-//nsubj:pass//54 eftersträvas//VB|PRS|SFO//acl:relcl//52 och//KN//cc//57 inte//AB//advmod//57 gå//VB|INF|AKT//conj//54 utöver//PP//compound:prt//57 vad//HP|NEU|SIN|IND//dislocated//62 som//HP|-|-|-//nsubj//62 är//VB|PRS|AKT//cop//62 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//57 för//PP//mark//65 att//IE//mark//65 uppnå//VB|INF|AKT//advcl//62 detta//DT|NEU|SIN|DEF//det//67 mål//NN|NEU|SIN|IND|NOM//obj//65 .//MAD//punct//39
2.3 Krav i offentliga upphandlingar;I//PP//case//70 målet//NN|NEU|SIN|DEF|NOM//obl//39
2.3 Krav i offentliga upphandlingar;Concordia//PM|NOM//nsubj//2  //_SP////0 angav//VB|PRT|AKT//ROOT//2 EU-domstolen//NN|UTR|SIN|DEF|NOM//nsubj//2 mer//AB|KOM//advmod//7 specifikt//JJ|POS|NEU|SIN|IND|NOM//fixed//4 de//DT|UTR/NEU|PLU|DEF//det//7 villkor//NN|NEU|PLU|IND|NOM//obj//2 som//KN//mark//9 krav//NN|NEU|PLU|IND|NOM//nsubj//17 och//KN//cc//11 kriterier//NN|NEU|PLU|IND|NOM//conj//9 i//PP//case//15 en//DT|UTR|SIN|IND//det//15 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//15 upphandling//NN|UTR|SIN|IND|NOM//nmod//11 ska//VB|PRS|AKT//aux//17 uppfylla//VB|INF|AKT//acl:relcl//7 för//PP//mark//20 att//IE//mark//20 anses//VB|INF|SFO//advcl//17 vara//VB|INF|AKT//cop//22 förenligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//20 med//PP//case//24 unionsrätten//NN|UTR|SIN|DEF|NOM//obl//22 .//MAD//punct//2
2.3 Krav i offentliga upphandlingar;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//27 ska//VB|PRS|AKT//aux//30 ://MAD//punct//27
2.3 Krav i offentliga upphandlingar;//NN|AN//nsubj//30 ha//VB|INF|AKT//parataxis//2 ett//DT|NEU|SIN|IND//det//32 samband//NN|NEU|SIN|IND|NOM//obj//30 med//PP//case//35 kontraktets//NN|NEU|SIN|DEF|GEN//nmod:poss//35 föremål//NN|NEU|SIN|IND|NOM//obl//30 ,//MID//punct//35 //NN|AN//nsubj//39 vara//VB|INF|AKT//cop//39 mätbart//JJ|POS|NEU|SIN|IND|NOM//advmod//2 för//PP//mark//43 att//IE//mark//43 inte//AB//advmod//43 ge//VB|INF|AKT//advcl//39 den//DT|UTR|SIN|DEF//det//46 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 myndigheten//NN|UTR|SIN|DEF|NOM//iobj//43 en//DT|UTR|SIN|IND//det//49 obegränsad//PC|PRF|UTR|SIN|IND|NOM//amod//49 valfrihet//NN|UTR|SIN|IND|NOM//obj//43 ,//MID//punct//39 //NN|AN//nsubj:pass//53 uttryckligen//AB//advmod//53 anges//VB|PRS|SFO//conj//2 i//PP//case//55 kontraktshandlingarna//NN|UTR|PLU|DEF|NOM//obl//53 eller//KN//cc//58 i//PP//case//58 annonsen//NN|UTR|SIN|DEF|NOM//conj//55 och//KN//cc//60 //NN|UTR|SIN|DEF|NOM//conj//58 vara//VB|INF|AKT//cop//62 förenliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//53 med//PP//case//66 alla//DT|UTR/NEU|PLU|IND/DEF//det//66 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 principer//NN|UTR|PLU|IND|NOM//obl//62 i//PP//case//68 unionsrätten//NN|UTR|SIN|DEF|NOM//nmod//66 ,//MID//punct//62 särskilt//AB//advmod//72  //_SP////70 icke-diskrimineringsprincipen//NN|UTR|SIN|DEF|NOM//appos//62 .//MAD//punct//2
2.3 Krav i offentliga upphandlingar;Däremot//AB//advmod//1 angav//VB|PRT|AKT//ROOT//1 domstolen//NN|UTR|SIN|DEF|NOM//nsubj//1 att//SN//mark//8 alla//DT|UTR/NEU|PLU|IND/DEF//det//5 tilldelningskriterier//NN|UTR|PLU|IND|NOM//nsubj//8 inte//AB//advmod//8 behöver//VB|PRS|AKT//aux//8 vara//VB|INF|AKT//ccomp//1 av//PP//case//12 rent//AB|POS//advmod//11 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//12 art//NN|UTR|SIN|IND|NOM//obl//8 .//MAD//punct//1
2.3 Krav i offentliga upphandlingar;I//PP//case//16 målet//NN|NEU|SIN|DEF|NOM//nmod//16 Concordia//PM|NOM//obl//23  //_SP////16 hade//VB|PRT|AKT//aux//23 t.ex.//AB|AN//advmod//23 den//DT|UTR|SIN|DEF//det//22 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 enheten//NN|UTR|SIN|DEF|NOM//nsubj//23 ställt//VB|SUP|AKT//parataxis//1 krav//NN|NEU|PLU|IND|NOM//obj//23 på//PP//case//26 kväveoxidutsläpp//NN|NEU|PLU|IND|NOM//obl//23 och//KN//cc//28 bullernivå//NN|UTR|SIN|IND|NOM//conj//26 för//PP//case//30 bussar//NN|UTR|PLU|IND|NOM//nmod//28 som//HP|-|-|-//nsubj:pass//33 skulle//VB|PRT|AKT//aux//33 användas//VB|INF|SFO//acl:relcl//28 i//PP//case//35 kollektivtrafik//NN|UTR|SIN|IND|NOM//obl//33 .//MID//punct//23
2.3 Krav i offentliga upphandlingar;Eftersom//SN//mark//48 även//AB//advmod//39 faktorer//NN|UTR|PLU|IND|NOM//nsubj//48 som//HP|-|-|-//nsubj//46 inte//AB//advmod//46 är//VB|PRS|AKT//cop//46 av//PP//case//46 rent//AB|POS//advmod//45 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//46 art//NN|UTR|SIN|IND|NOM//nsubj//48 kan//VB|PRS|AKT//aux//48 påverka//VB|INF|AKT//advcl//23 ett//DT|NEU|SIN|IND//det//51 anbuds//JJ|POS|NEU|SIN|IND|NOM//amod//51 värde//NN|NEU|SIN|IND|NOM//obj//48 ,//MID//punct//53 menade//VB|PRT|AKT//conj//1 EU-domstolen//NN|UTR|SIN|DEF|NOM//nsubj//53 att//SN//mark//58 kravet//NN|NEU|SIN|DEF|NOM//nsubj//58 var//VB|PRT|AKT//cop//58 lagligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//53 ,//MID//punct//61 under//PP//case//61 förutsättning//NN|UTR|SIN|IND|NOM//conj//58 att//SN//mark//65 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//65 var//VB|PRT|AKT//cop//65 mätbart//JJ|POS|NEU|SIN|IND|NOM//acl//61 .//MAD//punct//58
2.3 Krav i offentliga upphandlingar;I//PP//case//69 annat//JJ|POS|NEU|SIN|IND|NOM//amod//69 fall//NN|NEU|SIN|IND|NOM//obl//75 skulle//VB|PRT|AKT//aux//75 nämligen//AB//advmod//75 den//DT|UTR|SIN|DEF//det//74 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 enheten//NN|UTR|SIN|DEF|NOM//nsubj//75 ha//VB|INF|AKT//conj//1 obegränsad//PC|PRF|UTR|SIN|IND|NOM//amod//77 valfrihet//NN|UTR|SIN|IND|NOM//obj//75 ,//MID//punct//75 vilket//HP|NEU|SIN|IND//nsubj//82 inte//AB//advmod//82 är//VB|PRS|AKT//cop//82 tillåtet//PC|PRF|NEU|SIN|IND|NOM//appos//75 .//MAD//punct//1
2.3 Krav i offentliga upphandlingar;EU-domstolen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//aux//6 i//PP//case//4 ett//DT|NEU|SIN|IND//det//4 flertal//NN|NEU|SIN|IND|NOM//nmod//5 avgöranden//NN|NEU|PLU|IND|NOM//nsubj//6 fastställt//VB|SUP|AKT//ROOT//6 att//SN//mark//18 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//18 i//PP//case//10 EUF-fördraget//NN|NEU|SIN|DEF|NOM//nmod//8 om//PP//case//12 undantag//NN|NEU|PLU|IND|NOM//nmod//8 från//PP//case//16 de//DT|UTR/NEU|PLU|DEF//det//16 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 friheterna//NN|UTR|PLU|DEF|NOM//nmod//12 ska//VB|PRS|AKT//aux//18 tolkas//VB|INF|SFO//ccomp//6 på//PP//case//21 ett//DT|NEU|SIN|IND//det//21 sätt//NN|NEU|SIN|IND|NOM//obl//18 som//HP|-|-|-//nsubj//23 begränsar//VB|PRS|AKT//acl:relcl//21 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//25 räckvidd//NN|UTR|SIN|IND|NOM//obj//23 till//PP//mark//29 att//IE//mark//29 endast//AB//advmod//29 omfatta//VB|INF|AKT//advcl//23 vad//HP|NEU|SIN|IND//dislocated//34 som//HP|-|-|-//nsubj//34 är//VB|PRS|AKT//cop//34 absolut//AB|POS//advmod//34 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//29  //_SP////34 för//PP//mark//38 att//IE//mark//38 säkerställa//VB|INF|AKT//advcl//34 de//DT|UTR/NEU|PLU|DEF//det//40 hänsyn//NN|UTR|PLU|IND|NOM//obj//38 som//HP|-|-|-//obj//43 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//43 avser//VB|PRS|AKT//acl:relcl//40 att//IE//mark//45 skydda//VB|INF|AKT//xcomp//43 .//MAD//punct//6
2.3 Krav i offentliga upphandlingar;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//48 ankommer//VB|PRS|AKT//parataxis//6 enligt//PP//case//50 praxis//NN|UTR|SIN|IND|NOM//obl//48 i//PP//case//53 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//53 fall//NN|NEU|PLU|IND|NOM//obl//48 på//PP//case//57 de//DT|UTR/NEU|PLU|DEF//det//57 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//53 att//IE//mark//59 visa//VB|INF|AKT//acl//57 att//SN//mark//70 ett//DT|NEU|SIN|IND//det//63 aktuellt//JJ|POS|NEU|SIN|IND|NOM//amod//63 undantag//NN|NEU|SIN|IND|NOM//nsubj//70 från//PP//case//65 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//63 om//PP//mark//70 de//DT|UTR/NEU|PLU|DEF//det//69 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 friheterna//NN|UTR|PLU|DEF|NOM//nsubj//70 uppfyller//VB|PRS|AKT//ccomp//59 dessa//DT|UTR/NEU|PLU|DEF//det//72 villkor//NN|NEU|PLU|IND|NOM//obj//70 .//MAD//punct//6

2.4 Samband med kontraktets föremål – proportionalitet;Proportionalitetsprincipen//NN|UTR|SIN|DEF|NOM//nsubj//1 innebär//VB|PRS|AKT//ROOT//1 att//SN//mark//7 en//DT|UTR|SIN|IND//det//4 åtgärd//NN|UTR|SIN|IND|NOM//nsubj:pass//7 ska//VB|PRS|AKT//aux//7 vara//VB|INF|AKT//aux:pass//7 ägnad//PC|PRF|UTR|SIN|IND|NOM//ccomp//1 att//IE//mark//9 säkerställa//VB|INF|AKT//xcomp//7 att//SN//mark//15 det//DT|NEU|SIN|DEF//det//12 mål//NN|NEU|SIN|IND|NOM//nsubj:pass//15 som//HP|-|-|-//mark//14 eftersträvas//VB|PRS|SFO//amod//15 uppnås//VB|PRS|SFO//ccomp//9 och//KN//cc//20 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//20 inte//AB//advmod//20 får//VB|PRS|AKT//aux//20 gå//VB|INF|AKT//conj//15 utöver//PP//mark//25 vad//HP|NEU|SIN|IND//dislocated//25 som//HP|-|-|-//nsubj//25 är//VB|PRS|AKT//cop//25 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//20 för//PP//mark//28 att//IE//mark//28 uppnå//VB|INF|AKT//advcl//25 det//DT|NEU|SIN|DEF//det//31 eftersträvade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//31 målet//NN|NEU|SIN|DEF|NOM//obj//28 .//MAD//punct//1
2.4 Samband med kontraktets föremål – proportionalitet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 ska//VB|PRS|AKT//aux//4 därför//AB//advmod//4 inte//AB//advmod//4 finnas//VB|INF|SFO//ROOT//4 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//7 ingripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 medel//NN|NEU|PLU|IND|NOM//obj//4 som//HP|-|-|-//nsubj//12 skulle//VB|PRT|AKT//aux//12 kunna//VB|INF|AKT//aux//12 producera//VB|INF|AKT//acl:relcl//8 samma//DT|UTR/NEU|SIN/PLU|IND//det//14 resultat//NN|NEU|SIN|IND|NOM//obj//12 .//MAD//punct//4
2.4 Samband med kontraktets föremål – proportionalitet;Inom//PP//case//3 området//NN|NEU|SIN|DEF|NOM//nmod//3 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//3 upphandling//NN|UTR|SIN|IND|NOM//obl//4 innebär//VB|PRS|AKT//ROOT//4 proportionalitetsprincipen//NN|UTR|SIN|DEF|NOM//obj//4 att//SN//mark//12 en//DT|UTR|SIN|IND//det//9 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 myndighet//NN|UTR|SIN|IND|NOM//nsubj//12 inte//AB//advmod//12 får//VB|PRS|AKT//aux//12 ställa//VB|INF|AKT//ccomp//4 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 krav//NN|NEU|PLU|IND|NOM//obj//12 än//KN//mark//18 som//HP|-|-|-//nsubj//18 är//VB|PRS|AKT//cop//18 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//acl//14 i//PP//case//22 den//DT|UTR|SIN|DEF//det//22 specifika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 upphandlingen//NN|UTR|SIN|DEF|NOM//obl//18 .//MAD//punct//12
2.4 Samband med kontraktets föremål – proportionalitet;Krav//NN|NEU|PLU|IND|NOM//obj//12 och//KN//cc//26 kriterier//NN|NEU|PLU|IND|NOM//conj//24 i//PP//case//29 ett//DT|NEU|SIN|IND//det//29 upphandlingsförfarande//NN|NEU|SIN|IND|NOM//nmod//26 ska//VB|PRS|AKT//aux//32 således//AB//advmod//32 stå//VB|INF|AKT//xcomp//4 i//PP//case//37 proportion//NN|UTR|SIN|IND|NOM//fixed//33 till//PP//fixed//33 det//DT|NEU|SIN|DEF//det//37 mål//NN|NEU|SIN|IND|NOM//obl//32 som//HP|-|-|-//nsubj:pass//39 eftersträvas//VB|PRS|SFO//acl:relcl//37 med//PP//case//41 upphandlingen//NN|UTR|SIN|DEF|NOM//obl//39 och//KN//cc//46 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//46 måste//VB|PRS|AKT//aux//46 vara//VB|INF|AKT//cop//46 kopplade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//4 till//PP//case//48 föremålet//NN|NEU|SIN|DEF|NOM//obl//46 för//PP//case//50 upphandlingen//NN|UTR|SIN|DEF|NOM//obl//46 .//MAD//punct//4
2.4 Samband med kontraktets föremål – proportionalitet;Upphandlingens//NN|UTR|SIN|DEF|GEN//nmod:poss//53 art//NN|UTR|SIN|IND|NOM//nsubj:pass//58 och//KN//cc//55 värde//NN|NEU|SIN|IND|NOM//conj//53 ska//VB|PRS|AKT//aux//58 därför//AB//advmod//58 beaktas//VB|INF|SFO//parataxis//4 när//HA//mark//63 villkoren//NN|NEU|PLU|DEF|NOM//nsubj:pass//63 för//PP//case//62 upphandlingen//NN|UTR|SIN|DEF|NOM//nmod//60 fastställs//VB|PRS|SFO//advcl//58 och//KN//cc//65 kraven//NN|NEU|PLU|DEF|NOM//conj//63 på//PP//case//67 leverantörerna//NN|UTR|PLU|DEF|NOM//nmod//65 och//KN//cc//70 på//PP//case//70 föremålet//NN|NEU|SIN|DEF|NOM//conj//63 för//PP//case//72 upphandlingen//NN|UTR|SIN|DEF|NOM//obl//63 får//VB|PRS|AKT//aux//75 inte//AB//advmod//75 gå//VB|INF|AKT//conj//4 utöver//PP//mark//79 vad//HP|NEU|SIN|IND//dislocated//79 som//HP|-|-|-//nsubj:pass//79 behövs//VB|PRS|SFO//advcl//75 för//PP//mark//82 att//IE//mark//82 uppnå//VB|INF|AKT//advcl//79 syftet//NN|NEU|SIN|DEF|NOM//obj//82 .//MAD//punct//4
