10 Förhållandet till yttrandefriheten ;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 görs//VB|PRS|SFO//ccomp//1 ett//DT|NEU|SIN|IND//det//6 undantag//NN|NEU|SIN|IND|NOM//obj//4 i//PP//case//8 persondatalagen//NN|UTR|SIN|DEF|NOM//nmod//6 för//PP//case//12 all//DT|UTR|SIN|IND/DEF//det//12 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//12 behandling//NN|UTR|SIN|IND|NOM//nmod//6 av//PP//case//14 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//12 som//HP|-|-|-//nsubj:pass//16 skyddas//VB|PRS|SFO//acl:relcl//12 av//PP//case//18 TF//PM|NOM//obl:agent//16 och//KN//cc//20 YGL//PM|NOM//conj//18 eller//KN//cc//22 utförs//VB|PRS|SFO//conj//16 som//KN//mark//25 ett//DT|NEU|SIN|IND//det//25 led//NN|NEU|SIN|IND|NOM//advcl//22 i//PP//case//28 konstnärligt//JJ|POS|NEU|SIN|IND|NOM//amod//28 skapande//NN|NEU|SIN|IND|NOM//obl//25 .//MAD//punct//1
12.2.7 Personuppgifter och den registrerade;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 krävs//VB|PRS|SFO//parataxis//2 såvitt//SN//advmod//43 vi//PN|UTR|PLU|DEF|SUB//nsubj//43 kan//VB|PRS|AKT//aux//43 förstå//VB|INF|AKT//advcl//39 enligt//PP//case//45 direktivet//NN|NEU|SIN|DEF|NOM//obl//43 bara//AB//advmod//43 att//SN//mark//52 en//DT|UTR|SIN|IND//det//50 fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//50 person//NN|UTR|SIN|IND|NOM//nsubj:pass//52 kan//VB|PRS|AKT//aux//52 identifieras//VB|INF|SFO//ccomp//43 med//PP//case//56 hjälp//NN|UTR|SIN|IND|NOM//fixed//53 av//PP//fixed//53 uppgifterna//NN|UTR|PLU|DEF|NOM//obl//52 ,//MID//punct//64 inte//AB//advmod//64 att//SN//mark//64 den//DT|UTR|SIN|DEF//det//61 persondataansvarige//JJ|POS|MAS|SIN|DEF|NOM//nsubj//64 själv//JJ|POS|UTR|SIN|IND|NOM//amod//61 skall//VB|PRS|AKT//aux//64 förfoga//VB|INF|AKT//conj//2 över//PP//case//67 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//67 uppgifter//NN|UTR|PLU|IND|NOM//obl//64 som//HP|-|-|-//nsubj//69 gör//VB|PRS|AKT//acl:relcl//67 identifieringen//NN|UTR|SIN|DEF|NOM//obj//69 möjlig//JJ|POS|UTR|SIN|IND|NOM//xcomp//69 .//MAD//punct//2
12.2.7 Personuppgifter och den registrerade;Ett//DT|NEU|SIN|IND//det//74 trafikföretag//NN|NEU|SIN|IND|NOM//nsubj//77 kan//VB|PRS|AKT//aux//77 t.ex.//AB|AN//advmod//77 registrera//VB|INF|AKT//parataxis//2 när//HA//mark//85 ett//DT|NEU|SIN|IND//det//80 personligt//JJ|POS|NEU|SIN|IND|NOM//nsubj:pass//85 och//KN//cc//82 numrerat//PC|PRF|NEU|SIN|IND|NOM//conj//80 s.k.//AB|AN//amod//84 månadskort//NN|NEU|SIN|IND|NOM//obj//82 används//VB|PRS|SFO//advcl//77 vid//PP//case//87 resor//NN|UTR|PLU|IND|NOM//obl//85 .//MAD//punct//2
12.2.7 Personuppgifter och den registrerade;Även//AB//mark//93 om//SN//fixed//89 trafikföretaget//NN|NEU|SIN|DEF|NOM//nsubj//93 inte//AB//advmod//93 registrerat//VB|SUP|AKT//advcl//2 vem//HP|UTR|SIN|IND//obj//93 som//HP|-|-|-//nsubj//96 innehar//VB|PRS|AKT//acl:relcl//94 månadskortet//NN|NEU|SIN|DEF|NOM//obj//96 ,//MID//punct//103 kan//VB|PRS|AKT//aux//103 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//103 ändå//AB//advmod//103 vara//VB|INF|AKT//cop//103 fråga//NN|UTR|SIN|IND|NOM//conj//2 om//PP//case//106 en//DT|UTR|SIN|IND//det//106 personuppgift//NN|UTR|SIN|IND|NOM//obl//103 eftersom//SN//mark//111 den//DT|UTR|SIN|DEF//det//109 uppgiften//NN|UTR|SIN|DEF|NOM//nsubj//111 kan//VB|PRS|AKT//aux//111 finnas//VB|INF|SFO//acl//106 registrerad//PC|PRF|UTR|SIN|IND|NOM//xcomp//111 på//PP//case//116 något//DT|NEU|SIN|IND//det//116 annat//JJ|POS|NEU|SIN|IND|NOM//amod//116 håll//NN|NEU|SIN|IND|NOM//obl//112 ,//MID//punct//116 t.ex.//AB|AN//advmod//121 hos//PP//case//121 den//DT|UTR|SIN|DEF//det//121 skola//NN|UTR|SIN|IND|NOM//appos//116 eller//KN//cc//123 socialförvaltning//NN|UTR|SIN|IND|NOM//conj//121 som//HP|-|-|-//nsubj//125 delat//VB|SUP|AKT//acl:relcl//123 ut//PL//compound:prt//125 kortet//NN|NEU|SIN|DEF|NOM//obj//125 .//MID//punct//2
12.2.7 Personuppgifter och den registrerade;Motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//130 resonemang//NN|NEU|SIN|IND|NOM//nsubj:pass//134 kan//VB|PRS|AKT//aux//134 för//PP//advmod//134 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//132 föras//VB|INF|SFO//parataxis//2 beträffande//PP//case//137 s.k.//AB|AN//amod//137 nätnodsadresser//NN|UTR|PLU|IND|NOM//obl//134 och//KN//cc//142 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//140 ”//PAD//nmod//142 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//142 identiteter//NN|UTR|PLU|IND|NOM//conj//137 ”//PAD//punct//134 som//KN//case//145 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//154 som//HP|-|-|-//nsubj//147 driver//VB|PRS|AKT//acl:relcl//145 en//DT|UTR|SIN|IND//det//150 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//150 tjänst//NN|UTR|SIN|IND|NOM//obj//147 på//PP//case//153 t.ex.//AB|AN//advmod//153 Internet//NN|NEU|SIN|DEF|NOM//obl//147 samlar//VB|PRS|AKT//advcl//134 in//PL//compound:prt//154 .//MID//punct//2
12.2.7 Personuppgifter och den registrerade;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//158 uppgifter//NN|UTR|PLU|IND|NOM//parataxis//2 om//PP//mark//164 användarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//164 kan//VB|PRS|AKT//aux//164 nämligen//AB//advmod//164 ofta//AB|POS//advmod//164 hänföras//VB|INF|SFO//acl//158 till//PP//case//167 en//DT|UTR|SIN|IND//det//167 individ//NN|UTR|SIN|IND|NOM//obl//164 med//PP//case//171 hjälp//NN|UTR|SIN|IND|NOM//fixed//168 av//PP//fixed//168 uppgifter//NN|UTR|PLU|IND|NOM//nmod//167 som//HP|-|-|-//obl//175 användarens//NN|UTR|SIN|DEF|GEN//nmod:poss//174 Internetleverantör//NN|UTR|SIN|IND|NOM//nsubj//175 har//VB|PRS|AKT//acl:relcl//171 tillgång//NN|UTR|SIN|IND|NOM//obj//175 till//PP//case//172 .//MAD//punct//2
12.2.7 Personuppgifter och den registrerade;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//182 bör//VB|PRS|AKT//aux//182 även//AB//advmod//182 påpekas//VB|INF|SFO//parataxis//2 att//SN//mark//190 i//PP//case//186 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//186 fall//NN|NEU|PLU|IND|NOM//obl//190 kan//VB|PRS|AKT//aux//190 uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//190 direkt//AB|POS//advmod//190 hänföras//VB|INF|SFO//advcl//182 till//PP//case//196 en//DT|UTR|SIN|IND//det//195 så//AB//advmod//194 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//195 grupp//NN|UTR|SIN|IND|NOM//nmod//196 personer//NN|UTR|PLU|IND|NOM//obl//190 ,//MID//punct//196 t.ex.//AB|AN//advmod//200 en//DT|UTR|SIN|IND//det//200 handfull//JJ|POS|UTR|SIN|IND|NOM//nmod//201 personer//NN|UTR|PLU|IND|NOM//appos//196 med//PP//case//203 tillgång//NN|UTR|SIN|IND|NOM//nmod//201 till//PP//case//208 en//DT|UTR|SIN|IND//nummod//208 och//KN//fixed//205 samma//DT|UTR/NEU|SIN/PLU|IND//conj//205 dator//NN|UTR|SIN|IND|NOM//nmod//203 eller//KN//cc//210 nätanslutning//NN|UTR|SIN|IND|NOM//conj//208 ,//MID//punct//196 att//SN//mark//223 en//DT|UTR|SIN|IND//det//215 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//215 individ//NN|UTR|SIN|IND|NOM//nsubj:pass//223 med//PP//case//220 hjälp//NN|UTR|SIN|IND|NOM//fixed//216 av//PP//fixed//216 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//220 uppgifter//NN|UTR|PLU|IND|NOM//obl//223 enkelt//AB|POS//advmod//223 kan//VB|PRS|AKT//aux//223 identifieras//VB|INF|SFO//acl//196 och//KN//cc//229 att//SN//mark//229 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//229 då//AB//advmod//229 får//VB|PRS|AKT//aux//229 betraktas//VB|INF|SFO//conj//223 som//KN//mark//231 personuppgifter//NN|UTR|PLU|IND|NOM//xcomp//229 .//MAD//punct//2
12.2.7 Personuppgifter och den registrerade;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 framgår//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 av//PP//case//4 direktivet//NN|NEU|SIN|DEF|NOM//obl//1 att//SN//mark//12 kostnaden//NN|UTR|SIN|DEF|NOM//nsubj//12 eller//KN//cc//8 tidsåtgången//NN|UTR|SIN|DEF|NOM//conj//6 för//PP//case//10 identifiering//NN|UTR|SIN|IND|NOM//nmod//8 skulle//VB|PRT|AKT//aux//12 ha//VB|INF|AKT//csubj//1 någon//DT|UTR|SIN|IND//det//14 betydelse//NN|UTR|SIN|IND|NOM//obj//12 .//MAD//punct//1
12.2.7 Personuppgifter och den registrerade;Vi//PN|UTR|PLU|DEF|SUB//nsubj//2 har//VB|PRS|AKT//aux//2 valt//VB|SUP|AKT//ROOT//2 att//IE//mark//4 formulera//VB|INF|AKT//xcomp//2 definitionen//NN|UTR|SIN|DEF|NOM//obj//4 av//PP//case//7 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//5 något//DT|NEU|SIN|IND//advmod//9 annorlunda//AB//advmod//4 än//KN//case//12 i//PP//case//12 EG-direktivet//NN|NEU|SIN|DEF|NOM//obl//4 .//MAD//punct//2
12.2.7 Personuppgifter och den registrerade;Enligt//PP//case//16 vår//PS|UTR|SIN|DEF//nmod:poss//16 mening//NN|UTR|SIN|IND|NOM//obl//19 är//VB|PRS|AKT//cop//19 vår//PS|UTR|SIN|DEF//nmod:poss//19 formulering//NN|UTR|SIN|IND|NOM//obl//2 av//PP//case//21 definitionen//NN|UTR|SIN|DEF|NOM//nmod//19 –//PAD//punct//19 ”//PAD//punct//53 all//DT|UTR|SIN|IND/DEF//det//25 slags//NN|NEU|SIN|IND|GEN//nmod:poss//26 information//NN|UTR|SIN|IND|NOM//nsubj//53 som//HP|-|-|-//nsubj:pass//32 direkt//AB|POS//advmod//32 eller//KN//cc//30 indirekt//AB|POS//conj//28 kan//VB|PRS|AKT//aux//32 hänföras//VB|INF|SFO//acl:relcl//26 till//PP//case//36 en//DT|UTR|SIN|IND//det//36 fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//36 person//NN|UTR|SIN|IND|NOM//obl//32 som//HP|-|-|-//nsubj//38 är//VB|PRS|AKT//acl:relcl//36 i//PP//case//40 livet//NN|NEU|SIN|DEF|NOM//obl//38 ”//NN|UTR|SIN|IND|NOM//punct//26 –//PAD//punct//44 mera//AB|KOM//advmod//44 lättbegriplig//JJ|POS|UTR|SIN|IND|NOM//appos//26 och//KN//cc//46 beskrivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//44 .//MAD//punct//26
12.2.7 Personuppgifter och den registrerade;Någon//DT|UTR|SIN|IND//det//50 saklig//JJ|POS|UTR|SIN|IND|NOM//amod//50 skillnad//NN|UTR|SIN|IND|NOM//nsubj//53 är//VB|PRS|AKT//cop//53 inte//AB//advmod//53 avsedd//PC|PRF|UTR|SIN|IND|NOM//parataxis//19 .//MAD//punct//19

12.2.8 Register;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//1 register//NN|NEU|SIN|IND|NOM//nsubj//2 har//VB|PRS|AKT//ROOT//2 bara//AB//advmod//2 betydelse//NN|UTR|SIN|IND|NOM//obj//2 när//HA//mark//7 personuppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//7 behandlas//VB|PRS|SFO//advcl//2 manuellt//AB|POS//advmod//7 .//MAD//punct//2
12.2.8 Register;Automatisk//JJ|POS|UTR|SIN|IND|NOM//amod//11 behandling//NN|UTR|SIN|IND|NOM//nsubj:pass//14 av//PP//case//13 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//11 omfattas//VB|PRS|SFO//parataxis//2 nämligen//AB//advmod//14 av//PP//case//17 direktivet//NN|NEU|SIN|DEF|NOM//obl//14 och//KN//cc//21 den//DT|UTR|SIN|DEF//det//21 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//21 lagen//NN|UTR|SIN|DEF|NOM//conj//14 oavsett//AB|POS//mark//25 om//SN//mark//25 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj//25 finns//VB|PRS|SFO//advcl//14 i//PP//case//28 ett//DT|NEU|SIN|IND//det//28 register//NN|NEU|SIN|IND|NOM//obl//25 .//MAD//punct//14
12.2.8 Register;Däremot//AB//advmod//14 omfattas//VB|PRS|SFO//conj//2 manuell//JJ|POS|UTR|SIN|IND|NOM//amod//33 behandling//NN|UTR|SIN|IND|NOM//nsubj:pass//31 av//PP//case//35 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//33 bara//AB//advmod//31 om//SN//mark//39 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj//39 ingår//VB|PRS|AKT//advcl//31 i//PP//compound:prt//39 –//RG|NOM//punct//44 eller//KN//cc//44 är//VB|PRS|AKT//cop//44 avsedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//39 att//IE//mark//46 ingå//VB|INF|AKT//acl//44 i//PP//case//50 –//NN|UTR|SIN|IND|NOM//punct//50 ett//DT|NEU|SIN|IND//det//50 register//NN|NEU|SIN|IND|NOM//obl//46 .//MAD//punct//2
12.2.8 Register;Ett//DT|NEU|SIN|IND//det//1 register//NN|NEU|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 en//DT|UTR|SIN|IND//det//4 samling//NN|UTR|SIN|IND|NOM//nsubj:pass//65 av//PP//case//6 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//4 .//MAD//punct//4
12.2.8 Register;"Det//PN|NEU|SIN|DEF|SUB/OBJ//obj//12 måste//VB|PRS|AKT//aux//12 som//HA//mark//12 vi//PN|UTR|PLU|DEF|SUB//nsubj//12 ser//VB|PRS|AKT//parataxis//4 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//12 finnas//VB|INF|SFO//amod//15 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//16 samlade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//12 om//PP//case//21 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//advmod//20 än//KN//fixed//18 en//RG|UTR|SIN|IND|NOM//det//21 person//NN|UTR|SIN|IND|NOM//obj//16 för//PP//mark//28 att//SN//mark//28 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//28 skall//VB|PRS|AKT//aux//28 kunna//VB|INF|AKT//aux//28 vara//VB|INF|AKT//cop//28 fråga//NN|UTR|SIN|IND|NOM//advcl//16 om//PP//case//31 ett//DT|NEU|SIN|IND//det//31 register//NN|NEU|SIN|IND|NOM//obl//28 ;//MID//punct//12"
12.2.8 Register;en//DT|UTR|SIN|IND//det//35 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 samling//NN|UTR|SIN|IND|NOM//nmod//36 uppgifter//NN|UTR|PLU|IND|NOM//obj//12 om//PP//case//40 en//DT|UTR|SIN|IND//det//40 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 person//NN|UTR|SIN|IND|NOM//nmod//36 ,//MID//punct//36 t.ex.//AB|AN//advmod//43 den//PN|UTR|SIN|DEF|SUB/OBJ//appos//36 som//HP|-|-|-//nsubj//46 själv//JJ|POS|UTR|SIN|IND|NOM//advmod//46 samlat//VB|SUP|AKT//acl:relcl//43 in//PL//compound:prt//46 uppgifterna//NN|UTR|PLU|DEF|NOM//obj//46 ,//MID//punct//54 är//VB|PRS|AKT//cop//54 således//AB//advmod//54 inte//AB//advmod//54 något//DT|NEU|SIN|IND//det//54 register//NN|NEU|SIN|IND|NOM//conj//12 .//MAD//punct//12
12.2.8 Register;För//PP//mark//61 att//SN//fixed//56 något//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//61 skall//VB|PRS|AKT//aux//61 kunna//VB|INF|AKT//aux//61 sägas//VB|INF|SFO//advcl//65 vara//VB|INF|AKT//cop//64 en//DT|UTR|SIN|IND//det//64 samling//NN|UTR|SIN|IND|NOM//nsubj:pass//65 krävs//VB|PRS|SFO//ROOT//65 vidare//AB|KOM//compound:prt//65 enligt//PP//case//69 vår//PS|UTR|SIN|DEF//nmod:poss//69 mening//NN|UTR|SIN|IND|NOM//obl//65 en//DT|UTR|SIN|IND//det//72 viss//JJ|POS|UTR|SIN|IND|NOM//amod//72 beständighet//NN|UTR|SIN|IND|NOM//nsubj:pass//65 .//MAD//punct//65
12.2.8 Register;En//DT|UTR|SIN|IND//det//75 hög//JJ|POS|UTR|SIN|IND|NOM//nsubj:pass//86 med//PP//case//78 lösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 papper//NN|NEU|PLU|IND|NOM//nmod//75 ,//MID//punct//75 t.ex.//AB|AN//advmod//81 studentuppsatser//NN|UTR|PLU|IND|NOM//appos//75 ,//MID//punct//75 på//PP//case//85 ett//DT|NEU|SIN|IND//det//85 skrivbord//NN|NEU|SIN|IND|NOM//conj//75 omfattas//VB|PRS|SFO//parataxis//65 således//AB//advmod//86 inte//AB//advmod//86 ,//MID//punct//86 även//AB//mark//94 om//SN//fixed//90 papperena//NN|NEU|PLU|DEF|NOM//nsubj//94 tillfälligtvis//AB//advmod//94 råkar//VB|PRS|AKT//advcl//86 vara//VB|INF|AKT//cop//96 sorterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//94 i//PP//case//98 bokstavsordning//NN|UTR|SIN|IND|NOM//obl//96 efter//PP//compound:prt//94 (//PAD//punct//101 studenternas//NN|UTR|PLU|DEF|GEN//appos//86 )//PAD//punct//101 efternamn//NN|NEU|SIN|IND|NOM//conj//101 .//MAD//punct//86
12.2.8 Register;Däremot//AB//advmod//86 krävs//VB|PRS|SFO//conj//65 inte//AB//advmod//106 i//PP//advmod//106 och//KN//fixed//108 för//PP//fixed//108 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//108 att//SN//mark//120 alla//DT|UTR/NEU|PLU|IND/DEF//det//114 handlingar//NN|UTR|PLU|IND|NOM//nsubj//120 eller//KN//cc//116 akter//NN|UTR|PLU|IND|NOM//conj//114 i//PP//case//119 ett//DT|NEU|SIN|IND//det//119 register//NN|NEU|SIN|IND|NOM//nmod//116 finns//VB|PRS|SFO//advcl//106 på//PP//case//125 ett//DT|NEU|SIN|IND//det//125 och//KN//fixed//122 samma//DT|UTR/NEU|SIN/PLU|IND//conj//122 ställe//NN|NEU|SIN|IND|NOM//obl//120 .//MAD//punct//65
12.2.8 Register;Om//PP//mark//149 personuppgifter//NN|UTR|PLU|IND|NOM//nsubj//149 i//PP//case//130 handlingar//NN|UTR|PLU|IND|NOM//nmod//128 eller//KN//cc//132 akter//NN|UTR|PLU|IND|NOM//conj//130 som//HP|-|-|-//nsubj//135 är//VB|PRS|AKT//cop//135 utspridda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//128 ,//MID//punct//140 t.ex.//AB|AN//advmod//140 på//PP//case//140 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//140 håll//NN|NEU|PLU|IND|NOM//nmod//128 i//PP//case//142 landet//NN|NEU|SIN|DEF|NOM//nmod//140 eller//KN//cc//146 inom//PP//case//146 ett//DT|NEU|SIN|IND//det//146 företag//NN|NEU|SIN|IND|NOM//conj//140 ,//MID//punct//140 är//VB|PRS|AKT//cop//149 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//dislocated//162 exempelvis//AB//advmod//156 med//PP//case//156 hjälp//NN|UTR|SIN|IND|NOM//fixed//151 av//PP//fixed//151 ett//DT|NEU|SIN|IND//det//156 centralt//JJ|POS|NEU|SIN|IND|NOM//amod//156 index//NN|NEU|SIN|IND|NOM//obl//149 ,//MID//punct//162 kan//VB|PRS|AKT//aux//162 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//162 ändå//AB//advmod//162 vara//VB|INF|AKT//cop//162 fråga//NN|UTR|SIN|IND|NOM//parataxis//65 om//PP//case//166 ett//DT|NEU|SIN|IND//det//166 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//166 register//NN|NEU|SIN|IND|NOM//obl//162 .//MAD//punct//65
12.2.8 Register;Ett//DT|NEU|SIN|IND//det//169 företag//NN|NEU|SIN|IND|NOM//nsubj//172 kan//VB|PRS|AKT//aux//172 t.ex.//AB|AN//advmod//172 ha//VB|INF|AKT//parataxis//65 ett//DT|NEU|SIN|IND//det//174 kortregister//NN|NEU|SIN|IND|NOM//obj//172 som//HP|-|-|-//nsubj//176 innehåller//VB|PRS|AKT//acl:relcl//174 kundernas//NN|UTR|PLU|DEF|GEN//nmod:poss//178 namn//NN|NEU|PLU|IND|NOM//obj//176 och//KN//cc//181 en//DT|UTR|SIN|IND//det//181 hänvisning//NN|UTR|SIN|IND|NOM//conj//178 till//PP//case//184 det//DT|NEU|SIN|DEF//det//184 ställe//NN|NEU|SIN|IND|NOM//nmod//181 ,//MID//punct//181 t.ex.//AB|AN//advmod//188 en//DT|UTR|SIN|IND//det//188 filial//NN|UTR|SIN|IND|NOM//appos//181 ,//MID//punct//198 där//HA//advmod//198 kundens//NN|UTR|SIN|DEF|GEN//nmod:poss//192 akt//NN|UTR|SIN|IND|NOM//nsubj//198 (//PAD//punct//192 med//PP//case//196 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//196 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//192 )//PAD//punct//192 finns//VB|PRS|SFO//advcl//172 .//MAD//punct//65
12.2.8 Register;Uppgiftssamlingen//NN|UTR|SIN|DEF|NOM//nsubj//4 måste//VB|PRS|AKT//aux//4 vidare//AB|KOM//advmod//4 vara//VB|INF|AKT//cop//4 strukturerad//PC|PRF|UTR|SIN|IND|NOM//ROOT//4 .//MAD//punct//4
12.2.8 Register;Därmed//AB//advmod//7 avses//VB|PRS|SFO//conj//4 enligt//PP//case//10 vår//PS|UTR|SIN|DEF//nmod:poss//10 mening//NN|UTR|SIN|IND|NOM//obl//7 att//SN//mark//15 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj//15 måste//VB|PRS|AKT//aux//15 vara//VB|INF|AKT//cop//15 sorterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//7 enligt//PP//case//19 något//DT|NEU|SIN|IND//det//18 slags//NN|NEU|SIN|IND|GEN//nmod:poss//19 system//NN|NEU|SIN|IND|NOM//obl//15 .//MAD//punct//4
12.2.8 Register;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//22 krävs//VB|PRS|SFO//conj//4 dessutom//AB//advmod//22 att//SN//mark//29 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj//29 i//PP//case//27 samlingen//NN|UTR|SIN|DEF|NOM//nmod//25 är//VB|PRS|AKT//cop//29 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//22 enligt//PP//case//32 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//32 kriterier//NN|NEU|PLU|IND|NOM//obl//29 .//MAD//punct//22
12.2.8 Register;Man//PN|UTR|SIN|IND|SUB//nsubj//38 måste//VB|PRS|AKT//aux//38 alltså//AB//advmod//38 kunna//VB|INF|AKT//aux//38 söka//VB|INF|AKT//conj//22 bland//PP//case//40 uppgifterna//NN|UTR|PLU|DEF|NOM//obl//38 i//PP//case//42 samlingen//NN|UTR|SIN|DEF|NOM//nmod//40 för//PP//mark//48 att//SN//mark//48 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//48 skall//VB|PRS|AKT//aux//48 vara//VB|INF|AKT//cop//48 fråga//NN|UTR|SIN|IND|NOM//advcl//38 om//PP//case//51 ett//DT|NEU|SIN|IND//det//51 register//NN|NEU|SIN|IND|NOM//obl//48 .//MAD//punct//38
12.2.8 Register;Av//PP//case//54 punkt//NN|UTR|SIN|IND|NOM//obl//58 27//RG|NOM//nummod//54 i//PP//case//57 ingressen//NN|UTR|SIN|DEF|NOM//nmod//54 framgår//VB|PRS|AKT//conj//38 att//SN//mark//62 kriterierna//NN|NEU|PLU|DEF|NOM//nsubj//62 skall//VB|PRS|AKT//aux//62 avse//VB|INF|AKT//ccomp//58 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 personer//NN|UTR|PLU|IND|NOM//obj//62 .//MAD//punct//38
12.2.8 Register;Ett//DT|NEU|SIN|IND//det//68 manuellt//JJ|POS|NEU|SIN|IND|NOM//amod//68 register//NN|NEU|SIN|IND|NOM//nsubj:pass//89 som//HP|-|-|-//nsubj//71 visserligen//AB//advmod//71 innehåller//VB|PRS|AKT//acl:relcl//68 personuppgifter//NN|UTR|PLU|IND|NOM//obj//71 men//KN//cc//77 som//HP|-|-|-//nsubj//77 inte//AB//advmod//77 är//VB|PRS|AKT//cop//77 sökbart//JJ|POS|NEU|SIN|IND|NOM//conj//68 med//PP//case//82 hjälp//NN|UTR|SIN|IND|NOM//fixed//78 av//PP//fixed//78 någon//DT|UTR|SIN|IND//det//82 personuppgift//NN|UTR|SIN|IND|NOM//obl//77 (//PAD//punct//82 namn//NN|NEU|SIN|IND|NOM//appos//82 ,//MID//punct//86 personnummer//NN|NEU|SIN|IND|NOM//conj//84 etc.//AB|AN//conj//84 )//PAD//punct//82 omfattas//VB|PRS|SFO//parataxis//38 således//AB//advmod//89 inte//AB//advmod//89 av//PP//case//95 den//DT|UTR|SIN|DEF//det//95 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//95 lagen//NN|UTR|SIN|DEF|NOM//obl:agent//89 .//MAD//punct//38
