Släpvagnskörning med B-körkort ;–//RG|NOM//punct//6 när//HA//advmod//6 kan//VB|PRS|AKT//aux//6 de//DT|UTR/NEU|PLU|DEF//det//5 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 EU-reglerna//NN|UTR|PLU|DEF|NOM//nsubj//6 börja//VB|INF|AKT//ROOT//6 tillämpas//VB|INF|SFO//xcomp//6 ?//MAD//punct//6
5 EU-harmonisering av körkortsbehörigheter;TPFFPT//PM|NOM//parataxis//7   //_SP////178 Som//KN//case//181 krav//NN|NEU|SIN|IND|NOM//obl//178 för//PP//mark//186 att//SN//mark//186 direktivet//NN|NEU|SIN|DEF|NOM//nsubj//186 skall//VB|PRS|AKT//aux//186 ha//VB|INF|AKT//advcl//178 direkt//JJ|POS|UTR|SIN|IND|NOM//amod//188 effekt//NN|UTR|SIN|IND|NOM//obj//186 gäller//VB|PRS|AKT//conj//7 att//SN//mark//193 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//193 är//VB|PRS|AKT//cop//193 klart//JJ|POS|NEU|SIN|IND|NOM//ccomp//7 och//KN//cc//195 tydligt//JJ|POS|NEU|SIN|IND|NOM//conj//193 till//PP//case//198 sin//PS|UTR|SIN|DEF//nmod:poss//198 innebörd//NN|UTR|SIN|IND|NOM//obl//193 .//MAD//punct//7
5 EU-harmonisering av körkortsbehörigheter;Ett//DT|NEU|SIN|IND//det//201 direktiv//NN|NEU|SIN|IND|NOM//nsubj//202 sägs//VB|PRS|SFO//conj//7 ha//VB|INF|AKT//xcomp//202 vertikal//JJ|POS|UTR|SIN|IND|NOM//obj//203 direkt//JJ|POS|UTR|SIN|IND|NOM//amod//206 effekt//NN|UTR|SIN|IND|NOM//obj//203 ,//MID//punct//209 vilket//HP|NEU|SIN|IND//nsubj//209 innebär//VB|PRS|AKT//conj//7 att//SN//mark//214 en//DT|UTR|SIN|IND//det//212 enskild//JJ|POS|UTR|SIN|IND|NOM//nsubj//214 kan//VB|PRS|AKT//aux//214 åberopa//VB|INF|AKT//ccomp//209 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//214 gentemot//PP//case//218 en//DT|UTR|SIN|IND//det//218 medlemsstat//NN|UTR|SIN|IND|NOM//obl//214 men//KN//cc//225 däremot//AB//advmod//225 inte//AB//advmod//225 gentemot//PP//case//225 en//DT|UTR|SIN|IND//det//225 annan//JJ|POS|UTR|SIN|IND|NOM//amod//225 enskild//JJ|POS|UTR|SIN|IND|NOM//conj//218 .//MAD//punct//7
5 EU-harmonisering av körkortsbehörigheter;5.2.1//RG|NOM//nmod//228 Förhållandet//NN|NEU|SIN|DEF|NOM//parataxis//7 till//PP//case//232 nu//AB//advmod//232 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//232 direktiv//NN|NEU|PLU|IND|NOM//nmod//228
5 EU-harmonisering av körkortsbehörigheter;Fordonsvikterna//NN|UTR|PLU|DEF|NOM//nsubj//10 för//PP//case//3 körkortskategorierna//NN|UTR|PLU|DEF|NOM//nmod//3 B//PM|NOM//nmod//0 och//KN//cc//5 BE//PM|NOM//conj//3 är//VB|PRS|AKT//cop//10 både//KN//cc//10 i//PP//case//10 det//DT|NEU|SIN|DEF//det//10 andra//RO|NOM//ROOT//10 och//KN//cc//17 i//PP//case//15 det//DT|NEU|SIN|DEF//det//15 tredje//RO|NOM//amod//15 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//obl//16 absoluta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 bestämmelser//NN|UTR|PLU|IND|NOM//conj//10 i//PP//case//20 det//DT|NEU|SIN|DEF//det//20 avseendet//NN|NEU|SIN|DEF|NOM//nmod//17 att//SN//mark//26 en//DT|UTR|SIN|IND//det//23 medlemsstat//NN|UTR|SIN|IND|NOM//nsubj//26 inte//AB//advmod//26 kan//VB|PRS|AKT//aux//26 avvika//VB|INF|AKT//csubj//17 från//PP//case//28 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//26 nationellt//AB|POS//advmod//26 .//MAD//punct//10
5 EU-harmonisering av körkortsbehörigheter;Kategorierna//NN|UTR|PLU|DEF|NOM//nsubj//33 är//VB|PRS|AKT//cop//33 harmoniserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//10 utan//PP//case//35 möjlighet//NN|UTR|SIN|IND|NOM//obl//33 till//PP//case//39 undantag//NN|NEU|SIN|IND|NOM//fixed//36 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 vikterna//NN|UTR|PLU|DEF|NOM//nmod//35 och//KN//cc//41 indelningarna//NN|UTR|PLU|DEF|NOM//conj//39 i//PP//case//43 B//PM|NOM//nmod//41 och//KN//cc//45 BE//PM|NOM//conj//43 .//MAD//punct//33
5 EU-harmonisering av körkortsbehörigheter;Däremot//AB//advmod//48 finns//VB|PRS|SFO//conj//33 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 möjlighet//NN|UTR|SIN|IND|NOM//nsubj//48 att//IE//mark//52 göra//VB|INF|AKT//acl//50 undantag//NN|NEU|SIN|IND|NOM//obj//52 från//PP//case//57 ålderskravet//NN|NEU|SIN|DEF|NOM//nmod//56 18//RG|NOM//nummod//57 år//NN|NEU|PLU|IND|NOM//obl//52 ,//MID//punct//48 vilket//HP|NEU|SIN|IND//nsubj//60 framgår//VB|PRS|AKT//parataxis//48 artikel//NN|UTR|SIN|IND|NOM//nmod//62 6.2//RG|NOM//obl//60 i//PP//case//65 andra//RO|NOM//amod//65 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//obl//60 och//KN//cc//68 artikel//NN|UTR|SIN|IND|NOM//nmod//68 4.6//RG|NOM//conj//65 d//NN|AN//nmod//68 )//PAD//punct//60 i//PP//case//74 det//DT|NEU|SIN|DEF//det//74 tredje//RO|NOM//amod//74 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//obl//60 .//MAD//punct//33
5 EU-harmonisering av körkortsbehörigheter;De//DT|UTR/NEU|PLU|DEF//det//1 krav//NN|NEU|PLU|IND|NOM//nsubj//27 för//PP//mark//4 att//IE//mark//4 utfärda//VB|INF|AKT//acl//1 ett//DT|NEU|SIN|IND//det//6 körkort//NN|NEU|SIN|IND|NOM//obj//4 som//HP|-|-|-//nsubj:pass//8 föreskrivs//VB|PRS|SFO//acl:relcl//6 i//PP//case//10 direktivet//NN|NEU|SIN|DEF|NOM//obl//8 ,//MID//punct//1 dvs.//AB|AN//advmod//17 vad//HP|NEU|SIN|IND//obj//17 en//DT|UTR|SIN|IND//det//15 förarutbildning//NN|UTR|SIN|IND|NOM//nsubj//17 skall//VB|PRS|AKT//aux//17 syfta//VB|INF|AKT//acl:relcl//1 till//PP//compound:prt//17 eller//KN//cc//20 vad//HP|NEU|SIN|IND//obj//24 ett//DT|NEU|SIN|IND//det//22 prov//NN|NEU|SIN|IND|NOM//nsubj//24 skall//VB|PRS|AKT//aux//24 visa//VB|INF|AKT//advcl//17 ,//MID//punct//1 är//VB|PRS|AKT//cop//27 minimikrav//NN|NEU|PLU|IND|NOM//ROOT//27 .//MAD//punct//27
5 EU-harmonisering av körkortsbehörigheter;Direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//30 krav//NN|NEU|SIN|IND|NOM//nsubj//40 i//PP//case//37 fråga//NN|UTR|SIN|IND|NOM//fixed//31 om//PP//fixed//31 fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//37 och//KN//cc//36 psykisk//JJ|POS|UTR|SIN|IND|NOM//conj//34 lämplighet//NN|UTR|SIN|IND|NOM//nmod//30 är//VB|PRS|AKT//cop//40 också//AB//advmod//40 minimikrav//NN|NEU|PLU|IND|NOM//parataxis//27 .//MAD//punct//27
5 EU-harmonisering av körkortsbehörigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 finns//VB|PRS|SFO//parataxis//27 möjlighet//NN|UTR|SIN|IND|NOM//nsubj//43 att//IE//mark//47 nationellt//AB|POS//advmod//47 fastställa//VB|INF|AKT//acl//44 strängare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 krav//NN|NEU|PLU|IND|NOM//obj//47 för//PP//mark//52 att//IE//mark//52 utfärda//VB|INF|AKT//advcl//47 en//DT|UTR|SIN|IND//det//54 behörighet//NN|UTR|SIN|IND|NOM//obj//52 .//MID//punct//43
5 EU-harmonisering av körkortsbehörigheter;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//58 strängare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//58 krav//NN|NEU|PLU|IND|NOM//nsubj//61 kan//VB|PRS|AKT//aux//61 normalt//AB|POS//advmod//61 sett//PC|PRF|NEU|SIN|IND|NOM//aux//63 bara//AB//advmod//63 ställas//VB|INF|SFO//conj//43 på//PP//case//67 de//DT|UTR/NEU|PLU|DEF//det//67 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 medborgarna//NN|UTR|PLU|DEF|NOM//obl//63 .//MAD//punct//43
5 EU-harmonisering av körkortsbehörigheter;Körkort//NN|NEU|SIN|IND|NOM//nsubj:pass//80 som//HP|-|-|-//nsubj//71 uppfyller//VB|PRS|AKT//acl:relcl//69 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//73 minimikrav//NN|NEU|SIN|IND|NOM//obj//71 utfärdat//PC|PRF|NEU|SIN|IND|NOM//xcomp//71 i//PP//case//78 en//DT|UTR|SIN|IND//det//78 annan//JJ|POS|UTR|SIN|IND|NOM//amod//78 medlemsstat//NN|UTR|SIN|IND|NOM//obl//74 måste//VB|PRS|AKT//aux//80 godkännas//VB|INF|SFO//parataxis//43 ,//MID//punct//80 om//SN//mark//85 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//85 inte//AB//advmod//85 står//VB|PRS|AKT//advcl//80 angivet//PC|PRF|NEU|SIN|IND|NOM//xcomp//85 i//PP//case//88 direktivet//NN|NEU|SIN|DEF|NOM//obl//85 att//SN//mark//94 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//91 krav//NN|NEU|PLU|IND|NOM//nsubj:pass//94 kan//VB|PRS|AKT//aux//94 få//VB|INF|AKT//aux//94 ställas//VB|INF|SFO//csubj//85 av//PP//case//97 en//DT|UTR|SIN|IND//det//97 medlemsstat//NN|UTR|SIN|IND|NOM//obl:agent//94 även//AB//advmod//100 på//PP//case//100 körkort//NN|NEU|PLU|IND|NOM//nsubj//101 utfärdade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//94 i//PP//case//104 annan//JJ|POS|UTR|SIN|IND|NOM//amod//104 medlemsstat//NN|UTR|SIN|IND|NOM//obl//101 .//MAD//punct//80
5 EU-harmonisering av körkortsbehörigheter;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//109 är//VB|PRS|AKT//cop//109 ett//DT|NEU|SIN|IND//nsubj//109 led//NN|NEU|SIN|IND|NOM//conj//80 i//PP//mark//114 att//SN//mark//114 körkort//NN|NEU|SIN|IND|NOM//nsubj:pass//114 skall//VB|PRS|AKT//aux//114 godkännas//VB|INF|SFO//advcl//109 ömsesidigt//AB|POS//advmod//114 av//PP//case//117 medlemsstaterna//NN|UTR|PLU|DEF|NOM//obl:agent//114 utan//PP//case//119 förbehåll//NN|NEU|SIN|IND|NOM//nmod//117 ,//MID//punct//122 vilket//HP|NEU|SIN|IND//nsubj//122 gynnar//VB|PRS|AKT//conj//109 den//DT|UTR|SIN|DEF//det//125 fria//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//125 rörligheten//NN|UTR|SIN|DEF|NOM//obj//122 och//KN//cc//127 underlättar//VB|PRS|AKT//conj//109 den//DT|UTR|SIN|DEF//det//130 administrativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//130 hanteringen//NN|UTR|SIN|DEF|NOM//obj//127 .//MAD//punct//109
5 EU-harmonisering av körkortsbehörigheter;I//PP//case//5 det//DT|NEU|SIN|DEF//fixed//0 nu//AB//fixed//0 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 andra//RO|NOM//amod//5 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//obl//6 anges//VB|PRS|SFO//ROOT//6 att//SN//mark//10 kategorin//NN|UTR|SIN|DEF|NOM//nmod//9 BE//PM|NOM//nsubj//10 ger//VB|PRS|AKT//ccomp//6 behörighet//NN|UTR|SIN|IND|NOM//obj//10 att//IE//mark//13 föra//VB|INF|AKT//xcomp//10 fordonskombinationer//NN|UTR|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj//16 består//VB|PRS|AKT//acl:relcl//14 av//PP//case//19 ett//DT|NEU|SIN|IND//det//19 dragfordon//NN|NEU|SIN|IND|NOM//obl//16 i//PP//case//22 kategori//NN|UTR|SIN|IND|NOM//nmod//22 B//NN|NEU|SIN|IND|NOM//nmod//19 och//KN//cc//25 en//DT|UTR|SIN|IND//det//25 släpvagn//NN|UTR|SIN|IND|NOM//conj//22 ,//MID//punct//13 om//SN//mark//30 kombinationen//NN|UTR|SIN|DEF|NOM//nsubj//30 inte//AB//advmod//30 ryms//VB|PRS|SFO//advcl//13 inom//PP//case//33 kategori//NN|UTR|SIN|IND|NOM//nmod//33 B.//PM|NOM//obl//30 Viktgränsen//PM|NOM//obj//30 ,//MID//punct//34 dvs.//AB|AN//advmod//37 totalvikt//NN|UTR|SIN|IND|NOM//appos//34 för//PP//case//39 bil//NN|UTR|SIN|IND|NOM//nmod//37 och//KN//cc//41 släpfordon//NN|NEU|SIN|IND|NOM//conj//30 sammanlagt//AB//advmod//41 ,//MID//punct//10 är//VB|PRS|AKT//cop//47 3//RG|NOM//nummod//47 500//RG|NOM//nummod//47 kg//NN|AN//conj//10 för//PP//mark//53 att//SN//fixed//48 kombinationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//53 skall//VB|PRS|AKT//aux//53 få//VB|INF|AKT//aux//53 köras//VB|INF|SFO//advcl//10 med//PP//case//55 stöd//NN|NEU|SIN|IND|NOM//obl//53 av//PP//case//57 B-behörighet//NN|UTR|SIN|IND|NOM//nmod//55 .//MID//punct//6
5 EU-harmonisering av körkortsbehörigheter;Alltså//AB//advmod//60 krävs//VB|PRS|SFO//parataxis//6 det//PN|NEU|SIN|DEF|SUB/OBJ//det//62 BE-behörighet//NN|UTR|SIN|IND|NOM//nsubj:pass//60 i//PP//case//66 dag//NN|UTR|SIN|IND|NOM//fixed//63 för//PP//fixed//63 kombinationer//NN|UTR|PLU|IND|NOM//obl//60 med//PP//case//69 en//DT|UTR|SIN|IND//det//69 totalvikt//NN|UTR|SIN|IND|NOM//nmod//66 om//PP//case//75 mer//AB|KOM//advmod//73 än//KN//fixed//71 3//RG|NOM//nummod//74 500//RG|NOM//nummod//75 kg//NN|AN//nmod//69 ,//MID//punct//75 dvs.//AB|AN//advmod//78 bl.a.//AB|AN//advmod//80 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//80 kombinationer//NN|UTR|PLU|IND|NOM//appos//75 som//HP|-|-|-//obj//85 de//DT|UTR/NEU|PLU|DEF//det//84 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//85 omfattar//VB|PRS|AKT//acl:relcl//80 .//MAD//punct//60
5 EU-harmonisering av körkortsbehörigheter;5.3//RG|NOM//nummod//88 Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//89 bedömning//NN|UTR|SIN|IND|NOM//nsubj:pass//60 av//PP//case//91 legalitetsfrågan//NN|UTR|SIN|DEF|NOM//nmod//89
5 EU-harmonisering av körkortsbehörigheter;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 bedömning//NN|UTR|SIN|IND|NOM//nsubj//6 ://MID//punct//1
5 EU-harmonisering av körkortsbehörigheter;Av//PP//case//5 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 lydelse//NN|UTR|SIN|IND|NOM//obl//6 framgår//VB|PRS|AKT//ROOT//6 att//SN//mark//16 de//DT|UTR/NEU|PLU|DEF//det//10 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//16 om//PP//case//12 dragbil//NN|UTR|SIN|IND|NOM//nmod//10 och//KN//cc//14 släp//NN|NEU|SIN|IND|NOM//conj//12 skall//VB|PRS|AKT//aux//16 antas//VB|INF|SFO//ccomp//6 senast//AB|SUV//case//20 den//DT|UTR|SIN|DEF//det//20 19//RG|NOM//nummod//20 januari//NN|UTR|SIN|IND|NOM//obl//16 2011//RG|NOM//nummod//20 och//KN//cc//26 att//SN//mark//26 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//26 skall//VB|PRS|AKT//aux//26 tillämpas//VB|INF|SFO//conj//6 från//PP//compound:prt//26 och//KN//cc//32 med//PP//case//32 den//DT|UTR|SIN|DEF//det//32 19//RG|NOM//nummod//32 januari//NN|UTR|SIN|IND|NOM//obl//26 2013//RG|NOM//nummod//32 .//MAD//punct//6
5 EU-harmonisering av körkortsbehörigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//38 är//VB|PRS|AKT//cop//38 inte//AB//advmod//38 tillåtet//PC|PRF|NEU|SIN|IND|NOM//parataxis//6 att//IE//mark//40 tillämpa//VB|INF|AKT//acl//38 dessa//DT|UTR/NEU|PLU|DEF//det//42 bestämmelser//NN|UTR|PLU|IND|NOM//obj//40 tidigare//AB|KOM//advmod//40 än//KN//mark//47 vad//HP|NEU|SIN|IND//dislocated//47 som//HP|-|-|-//nsubj//47 sägs//VB|PRS|SFO//advcl//40 i//PP//case//49 direktivet//NN|NEU|SIN|DEF|NOM//obl//47 .//MAD//punct//38
5 EU-harmonisering av körkortsbehörigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 framgår//VB|PRS|AKT//ROOT//1 av//PP//case//5 det//DT|NEU|SIN|DEF//det//5 tredje//RO|NOM//amod//5 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//obl//1 i//PP//case//8 artikel//NN|UTR|SIN|IND|NOM//nmod//8 16//RG|NOM//obl//1 under//PP//case//10 införlivande//NN|NEU|SIN|IND|NOM//obl//1 att//SN//mark//16 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//16 i//PP//case//14 direktivet//NN|NEU|SIN|DEF|NOM//nmod//12 skall//VB|PRS|AKT//aux//16 införlivas//VB|INF|SFO//acl//10 senast//AB|SUV//case//20 den//DT|UTR|SIN|DEF//det//20 19//RG|NOM//nummod//20 januari//NN|UTR|SIN|IND|NOM//obl//16 2011//RG|NOM//nummod//20 och//KN//cc//24 skall//VB|PRS|AKT//aux//24 tillämpas//VB|INF|SFO//conj//1 från//PP//compound:prt//24 och//KN//cc//30 med//PP//case//30 den//DT|UTR|SIN|DEF//det//30 19//RG|NOM//nummod//30 januari//NN|UTR|SIN|IND|NOM//obl//24 2013//RG|NOM//nummod//30 .//MAD//punct//1
5 EU-harmonisering av körkortsbehörigheter;Från//PP//advmod//1 och//KN//cc//38 med//PP//case//38 det//DT|NEU|SIN|DEF//det//38 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 datumet//NN|NEU|SIN|DEF|NOM//conj//33 skall//VB|PRS|AKT//aux//47 också//AB//advmod//42 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//47 i//PP//case//46 det//DT|NEU|SIN|DEF//det//46 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//42 upphöra//VB|INF|AKT//conj//1 att//IE//mark//49 gälla//VB|INF|AKT//xcomp//47 .//MAD//punct//1
5 EU-harmonisering av körkortsbehörigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 framgår//VB|PRS|AKT//parataxis//1 av//PP//case//55 artikel//NN|UTR|SIN|IND|NOM//nmod//55 17//RG|NOM//obl//52 i//PP//case//59 det//DT|NEU|SIN|DEF//det//59 tredje//RO|NOM//amod//59 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//obl//52 .//MID//punct//52
5 EU-harmonisering av körkortsbehörigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//64 är//VB|PRS|AKT//cop//64 alltså//AB//advmod//64 fråga//NN|UTR|SIN|IND|NOM//parataxis//52 om//PP//case//68 ett//DT|NEU|SIN|IND//det//68 specifikt//JJ|POS|NEU|SIN|IND|NOM//amod//68 datum//NN|NEU|SIN|IND|NOM//obl//64 för//PP//case//71 alla//DT|UTR/NEU|PLU|IND/DEF//det//71 medlemsstater//NN|UTR|PLU|IND|NOM//nmod//68 då//HA//mark//79 tillämpningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//79 av//PP//case//77 de//DT|UTR/NEU|PLU|DEF//det//77 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 reglerna//NN|UTR|PLU|DEF|NOM//nmod//73 skall//VB|PRS|AKT//aux//79 inledas//VB|INF|SFO//advcl//64 .//MAD//punct//64
5 EU-harmonisering av körkortsbehörigheter;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//108 till//PP//case//87 skillnad//NN|UTR|SIN|IND|NOM//fixed//82 från//PP//case//87 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//87 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//87 direktiv//NN|NEU|PLU|IND|NOM//amod//81 där//HA//advmod//92 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//92 skall//VB|PRS|AKT//aux//92 ha//VB|INF|AKT//aux//92 införlivats//VB|SUP|SFO//acl:relcl//87 senast//AB|SUV//case//97 vid//PP//case//97 en//DT|UTR|SIN|IND//det//97 viss//JJ|POS|UTR|SIN|IND|NOM//amod//97 tidpunkt//NN|UTR|SIN|IND|NOM//obl//92 och//KN//cc//101 där//HA//advmod//101 något//DT|NEU|SIN|IND//det//101 datum//NN|NEU|SIN|IND|NOM//nsubj:pass//108 för//PP//mark//106 när//HA//mark//106 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//106 skall//VB|PRS|AKT//aux//106 tillämpas//VB|INF|SFO//acl//101 inte//AB//advmod//106 anges//VB|INF|SFO//conj//64 .//MAD//punct//64
5 EU-harmonisering av körkortsbehörigheter;En//DT|UTR|SIN|IND//det//111 anledning//NN|UTR|SIN|IND|NOM//conj//64 till//PP//mark//115 att//SN//mark//115 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//115 finns//VB|PRS|SFO//acl//111 en//DT|UTR|SIN|IND//det//118 bestämd//PC|PRF|UTR|SIN|IND|NOM//amod//118 dag//NN|UTR|SIN|IND|NOM//nsubj//115 för//PP//case//120 ikraftträdandet//NN|NEU|SIN|DEF|NOM//nmod//118 är//VB|PRS|AKT//cop//118 att//SN//mark//129 körkortsbestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//129 i//PP//case//126 stor//JJ|POS|UTR|SIN|IND|NOM//amod//126 utsträckning//NN|UTR|SIN|IND|NOM//obl//129 redan//AB//advmod//129 är//VB|PRS|AKT//cop//129 harmoniserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//115 och//KN//cc//135 att//SN//mark//135 de//DT|UTR/NEU|PLU|DEF//det//134 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//134 reglerna//NN|UTR|PLU|DEF|NOM//nsubj//135 utgår//VB|PRS|AKT//conj//129 från//PP//case//137 vad//HP|NEU|SIN|IND//obl//135 som//HP|-|-|-//nsubj//141 redan//AB//advmod//141 är//VB|PRS|AKT//cop//141 gemensamt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//137 .//MAD//punct//64
5 EU-harmonisering av körkortsbehörigheter;Ett//DT|NEU|SIN|IND//nsubj//151 avsteg//NN|NEU|SIN|IND|NOM//fixed//143 från//PP//case//146 tidpunkten//NN|UTR|SIN|DEF|NOM//obl//151 för//PP//case//148 ikraftträdandet//NN|NEU|SIN|DEF|NOM//nmod//146 skulle//VB|PRT|AKT//aux//151 således//AB//advmod//151 bryta//VB|INF|AKT//parataxis//64 harmoniseringen//NN|UTR|SIN|DEF|NOM//obj//151 och//KN//cc//155 istället//AB//advmod//155 skapa//VB|INF|AKT//conj//151 en//DT|UTR|SIN|IND//det//158 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//158 särregel//NN|UTR|SIN|IND|NOM//obj//155 som//HP|-|-|-//nsubj//162 endast//AB//advmod//162 skulle//VB|PRT|AKT//aux//162 gälla//VB|INF|AKT//acl:relcl//158 för//PP//case//164 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//162 som//HP|-|-|-//nsubj//166 kör//VB|PRS|AKT//acl:relcl//164 i//PP//case//168 Sverige//PM|NOM//obl//166 .//MAD//punct//64
5 EU-harmonisering av körkortsbehörigheter;Att//IE//mark//1 införa//VB|INF|AKT//advcl//20 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 bestämmelser//NN|UTR|PLU|IND|NOM//obj//1 i//PP//case//9 enlighet//NN|UTR|SIN|IND|NOM//fixed//4 med//PP//fixed//4 det//DT|NEU|SIN|DEF//det//9 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 direktivet//NN|NEU|SIN|DEF|NOM//obl//1 under//PP//case//11 tid//NN|UTR|SIN|IND|NOM//obl//1 då//HA//mark//17 det//DT|NEU|SIN|DEF//det//15 andra//RO|NOM//amod//15 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//nsubj//17 fortfarande//AB//advmod//17 gäller//VB|PRS|AKT//advcl//1 skulle//VB|PRT|AKT//aux//20 dessutom//AB//advmod//20 innebära//VB|INF|AKT//ROOT//20 bestämmelser//NN|UTR|PLU|IND|NOM//obj//20 som//HP|-|-|-//nsubj//23 avviker//VB|PRS|AKT//acl:relcl//21 från//PP//case//28 de//DT|UTR/NEU|PLU|DEF//det//28 nu//AB//advmod//27 harmoniserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//28 fordonsvikterna//NN|UTR|PLU|DEF|NOM//obl//23 .//MAD//punct//20
5 EU-harmonisering av körkortsbehörigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//31 föreligger//VB|PRS|AKT//parataxis//20 såväl//KN//advmod//34 en//DT|UTR|SIN|IND//det//34 risk//NN|UTR|SIN|IND|NOM//obl//31 för//PP//mark//40 att//SN//mark//40 den//DT|UTR|SIN|DEF//det//39 fria//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 rörligheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//40 försvåras//VB|PRS|SFO//advcl//31 som//KN//mark//45 att//SN//mark//45 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//45 kan//VB|PRS|AKT//aux//45 uppfattas//VB|INF|SFO//advcl//40 som//KN//mark//52 att//SN//mark//52 en//DT|UTR|SIN|IND//det//49 snedvridning//NN|UTR|SIN|IND|NOM//nsubj:pass//52 av//PP//case//51 konkurrensen//NN|UTR|SIN|DEF|NOM//nmod//49 skapas//VB|PRS|SFO//advcl//45 .//MAD//punct//20
