Etik och demokratisk statskonst (1);Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 skrift//NN|UTR|SIN|IND|NOM//nmod//3 nr//NN|AN//nmod//3 15//RG|NOM//ROOT//3
2. Om demokratin och dess moraliska förutsättningar;"Konungen//NN|UTR|SIN|DEF|NOM//nsubj//9 bör//VB|PRS|AKT//aux//9 rätt//NN|UTR|SIN|IND|NOM//amod//5 och//KN//cc//4 sanning//NN|UTR|SIN|IND|NOM//conj//2 styrka//VB|INF|AKT//obj//1 och//KN//cc//7 befordra//VB|INF|AKT//conj//1 ,//MID//punct//9 vrångvisa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//9 och//KN//cc//11 orätt//NN|UTR|SIN|IND|NOM//conj//9 hindra//VB|INF|AKT//conj//9 och//KN//cc//14 förbjuda//VB|INF|AKT//conj//12 ,//MID//punct//17 ingen//PN|UTR|SIN|IND|SUB/OBJ//nsubj//17 fördärva//NN|UTR|SIN|IND|NOM//conj//9 eller//KN//cc//19 fördärva//VB|INF|AKT//conj//17 låta//VB|INF|AKT//xcomp//17 ,//MID//punct//23 till//PP//case//23 liv//NN|NEU|SIN|IND|NOM//conj//9 ,//MID//punct//25 ära//NN|UTR|SIN|IND|NOM//conj//23 ,//MID//punct//28 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//28 frihet//NN|UTR|SIN|IND|NOM//conj//23 och//KN//cc//30 välfärd//NN|UTR|SIN|IND|NOM//conj//23 ,//MID//punct//34 utan//KN//cc//34 han//PN|UTR|SIN|DEF|SUB//nsubj//34 lagligen//AB//conj//9 förvunnen//PC|PRF|UTR|SIN|IND|NOM//obj//34 och//KN//cc//37 dömd//PC|PRF|UTR|SIN|IND|NOM//conj//9 är//VB|PRS|AKT//punct//9 ,//MID//punct//9 och//KN//cc//42 ingen//PN|UTR|SIN|IND|SUB/OBJ//nsubj//42 avhända//VB|INF|AKT//conj//9 eller//KN//cc//44 avhända//VB|INF|AKT//conj//42 låta//VB|INF|AKT//xcomp//42 något//DT|NEU|SIN|IND//det//47 gods//NN|NEU|SIN|IND|NOM//obj//45 ,//MID//punct//49 löst//PC|PRF|UTR|SIN|IND|NOM//conj//47 eller//KN//cc//51 fast//JJ|POS|UTR|SIN|IND|NOM//conj//49 ,//MID//punct//54 utan//PP//case//54 rannsakning//NN|UTR|SIN|IND|NOM//conj//47 och//KN//cc//56 dom//PN|UTR/NEU|PLU|DEF|SUB/OBJ//conj//54 ,//MID//punct//60 i//PP//case//60 den//DT|UTR|SIN|DEF//det//60 ordning//NN|UTR|SIN|IND|NOM//conj//54 ,//MID//punct//63 Sveriges//PM|GEN//nmod:poss//63 lag//NN|NEU|SIN|IND|NOM//conj//54 och//KN//cc//65 laga//VB|INF|AKT//conj//54 stadgar//NN|UTR|PLU|IND|NOM//obj//65 föreskriva//VB|INF|AKT//conj//54 ;//MID//punct//9"
2. Om demokratin och dess moraliska förutsättningar;"ingens//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//70 fred//NN|UTR|SIN|IND|NOM//nsubj//74 i//PP//case//73 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//73 hus//NN|NEU|SIN|IND|NOM//nmod//70 störa//VB|INF|AKT//parataxis//9 eller//KN//cc//76 störa//VB|INF|AKT//conj//74 låta//VB|INF|AKT//xcomp//74 ;//MID//punct//9"
2. Om demokratin och dess moraliska förutsättningar;"ingen//PN|UTR|SIN|IND|SUB/OBJ//conj//9 från//PP//case//81 ort//NN|UTR|SIN|IND|NOM//nmod//79 till//PP//case//84 annan//JJ|POS|UTR|SIN|IND|NOM//advmod//84 förvisa//NN|UTR|SIN|IND|NOM//conj//9 ;//MID//punct//9"
2. Om demokratin och dess moraliska förutsättningar;ingens//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//87 samvete//NN|NEU|SIN|IND|NOM//nsubj//88 tvinga//VB|INF|AKT//conj//9 eller//KN//cc//90 tvinga//VB|INF|AKT//conj//88 låta//VB|INF|AKT//xcomp//88 .//MAD//punct//9 ...//MAD//punct//9
2. Om demokratin och dess moraliska förutsättningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 paragraf//NN|UTR|SIN|IND|NOM//ROOT//2 16//RG|NOM//nummod//2 i//PP//case//7 1809//RG|NOM//nummod//6 års//NN|NEU|SIN|IND|GEN//nmod:poss//7 regeringsform//NN|UTR|SIN|IND|NOM//nmod//2 .//MAD//punct//2
2. Om demokratin och dess moraliska förutsättningar;Formuleringarna//NN|UTR|PLU|DEF|NOM//nsubj//10 går//VB|PRS|AKT//parataxis//2 tillbaka//PL//advmod//10 på//PP//case//13 kungaeden//NN|UTR|SIN|DEF|NOM//obl//10 föreskriven//PC|PRF|UTR|SIN|IND|NOM//advcl//10 i//PP//case//17 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 landslagen//NN|NEU|PLU|DEF|NOM//obl//14 .//MAD//punct//10
2. Om demokratin och dess moraliska förutsättningar;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//20 låg//VB|PRT|AKT//parataxis//10 väl//AB//advmod//20 i//PP//case//23 tiden//NN|UTR|SIN|DEF|NOM//obl//20 1809//RG|NOM//nummod//23 .//MID//punct//20
2. Om demokratin och dess moraliska förutsättningar;Den//DT|UTR|SIN|DEF//det//28 franska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 rättighetsförklaringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//32 från//PP//case//30 1789//RG|NOM//nmod//28 hade//VB|PRT|AKT//aux//32 upprepats//VB|SUP|SFO//conj//20 i//PP//case//37 1791//RG|NOM//nummod//35 års//NN|NEU|SIN|IND|GEN//nmod:poss//37 amerikanska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 konstitution//NN|UTR|SIN|IND|NOM//obl//32 ://MID//punct//37 ”//PAD//punct//20
2. Om demokratin och dess moraliska förutsättningar;syftet//NN|NEU|SIN|DEF|NOM//nsubj//45 med//PP//case//44 varje//DT|UTR/NEU|SIN|IND//det//44 politiskt//JJ|POS|NEU|SIN|IND|NOM//amod//44 samfund//NN|NEU|SIN|IND|NOM//nmod//40 är//VB|PRS|AKT//conj//20 att//IE//mark//47 helga//VB|INF|AKT//csubj//20 människans//NN|UTR|SIN|DEF|GEN//nmod:poss//52 naturliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 och//KN//cc//51 oförytterliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//49 rättigheter//NN|UTR|PLU|IND|NOM//obj//47 .//MID//punct//20
2. Om demokratin och dess moraliska förutsättningar;Dessa//DT|UTR/NEU|PLU|DEF//det//55 rättigheter//NN|UTR|PLU|IND|NOM//nsubj//57 är//VB|PRS|AKT//cop//57 frihet//NN|UTR|SIN|IND|NOM//parataxis//20 ,//MID//punct//59 egendom//NN|UTR|SIN|IND|NOM//conj//57 ,//MID//punct//61 trygghet//NN|UTR|SIN|IND|NOM//conj//57 och//KN//cc//63 rätten//NN|UTR|SIN|DEF|NOM//conj//57 att//IE//mark//65 göra//VB|INF|AKT//acl//63 motstånd//NN|NEU|SIN|IND|NOM//obj//65 mot//PP//case//68 förtryck//NN|NEU|SIN|IND|NOM//obl//65 ”//PAD//punct//57 .//MAD//punct//20
2. Om demokratin och dess moraliska förutsättningar;I//PP//case//75 femte//RO|NOM//amod//75 och//KN//cc//74 fjortonde//RO|NOM//conj//72 tillägget//NN|NEU|SIN|DEF|NOM//obl//79 till//PP//case//78 amerikanska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//78 konstitutionen//NN|UTR|SIN|DEF|NOM//nmod//75 utvecklades//VB|PRT|SFO//conj//20 den//DT|UTR|SIN|DEF//det//83 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 godtagbara//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//83 begränsningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//79 av//PP//case//85 rättigheterna//NN|UTR|PLU|DEF|NOM//nmod//83 ://MID//punct//79 ”//PAD//punct//91
2. Om demokratin och dess moraliska förutsättningar;Ingen//PN|UTR|SIN|IND|SUB/OBJ//nsubj//91 skall//VB|PRS|AKT//aux//91 ...//MID//punct//91 berövas//VB|INF|SFO//parataxis//79 liv//NN|NEU|SIN|IND|NOM//obj//91 ,//MID//punct//94 frihet//NN|UTR|SIN|IND|NOM//conj//92 eller//KN//cc//96 ägodelar//NN|UTR|PLU|IND|NOM//conj//92 utan//PP//case//98 prövning//NN|UTR|SIN|IND|NOM//obl//91 i//PP//case//101 laga//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//101 ordning//NN|UTR|SIN|IND|NOM//nmod//98 .//MAD//punct//91 ”//RG|NOM//punct//91
2. Om demokratin och dess moraliska förutsättningar;Decentralisering//NN|UTR|SIN|IND|NOM//ROOT//0 och//KN//cc//2 subsidiaritet//NN|UTR|SIN|IND|NOM//conj//0
2. Om demokratin och dess moraliska förutsättningar;Demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//1 slagord//NN|NEU|SIN|IND|NOM//dislocated//4 ”//PAD//punct//1 folket//NN|NEU|SIN|DEF|NOM//nsubj//4 bestämmer//VB|PRS|AKT//advcl//7 ”//PM|NOM//obj//4 måste//VB|PRS|AKT//aux//7 följas//VB|INF|SFO//ROOT//7 av//PP//case//9 frågan//NN|UTR|SIN|DEF|NOM//obl:agent//7 ”//PAD//punct//9 vem//HP|UTR|SIN|IND//discourse//33 är//VB|PRS|AKT//cop//11 folket//NN|NEU|SIN|DEF|NOM//nsubj//11 ?//MID//punct//11 ”//PM|NOM//parataxis//11
2. Om demokratin och dess moraliska förutsättningar;Det//DT|NEU|SIN|DEF//det//18 vanliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 svaret//NN|NEU|SIN|DEF|NOM//nsubj//19 är//VB|PRS|AKT//cop//11 ://MID//punct//11 ”//PAD//punct//22
2. Om demokratin och dess moraliska förutsättningar;de//PN|UTR/NEU|PLU|DEF|SUB//dep//33 som//HP|-|-|-//nsubj//24 har//VB|PRS|AKT//acl:relcl//22 hemortsrätt//NN|UTR|SIN|IND|NOM//obj//24 inom//PP//case//28 dessa//DT|UTR/NEU|PLU|DEF//det//28 gränser//NN|UTR|PLU|IND|NOM//obl//24 ”//RG|NOM//punct//22 .//MAD//punct//22
2. Om demokratin och dess moraliska förutsättningar;Gränserna//NN|UTR|PLU|DEF|NOM//nsubj//33 är//VB|PRS|AKT//cop//33 satta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//7 av//PP//case//35 geografi//NN|UTR|SIN|IND|NOM//obl//33 och//KN//cc//37 historia//NN|UTR|SIN|IND|NOM//conj//35 och//KN//cc//41 vanligen//AB//advmod//41 genom//PP//case//41 krig//NN|NEU|SIN|IND|NOM//conj//35 .//MAD//punct//33
2. Om demokratin och dess moraliska förutsättningar;Demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//44 begränsning//NN|UTR|SIN|IND|NOM//parataxis//33 som//KN//nsubj//48 konfliktlösande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 mekanism//NN|UTR|SIN|IND|NOM//nsubj//48 ligger//VB|PRS|AKT//acl:relcl//44 i//PP//mark//52 att//SN//mark//52 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//52 förutsätter//VB|PRS|AKT//advcl//48 gränslinjer//NN|UTR|PLU|IND|NOM//obj//52 som//HP|-|-|-//obj//59 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//59 inte//AB//advmod//57 själv//JJ|POS|UTR|SIN|IND|NOM//advmod//59 kan//VB|PRS|AKT//aux//59 sätta//VB|INF|AKT//acl:relcl//53 .//MAD//punct//7
2. Om demokratin och dess moraliska förutsättningar;I//PP//case//1 Sverige//PM|NOM//obl//2 har//VB|PRS|AKT//ROOT//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//2 inga//DT|UTR/NEU|PLU|IND//det//5 erfarenheter//NN|UTR|PLU|IND|NOM//obj//2 av//PP//case//7 demokrati//NN|UTR|SIN|IND|NOM//nmod//5 i//PP//case//10 en//DT|UTR|SIN|IND//det//10 stat//NN|UTR|SIN|IND|NOM//nmod//7 med//PP//case//13 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//13 nationer//NN|UTR|PLU|IND|NOM//nmod//10 .//MAD//punct//2
2. Om demokratin och dess moraliska förutsättningar;När//HA//mark//19 Finland//PM|NOM//nsubj//19 var//VB|PRT|AKT//cop//19 en//DT|UTR|SIN|IND//det//19 del//NN|UTR|SIN|IND|NOM//dislocated//25 av//PP//case//21 Sverige//PM|NOM//nmod//19 hade//VB|PRT|AKT//aux//25 demokratin//NN|UTR|SIN|DEF|NOM//nsubj//25 inte//AB//advmod//25 införts//VB|SUP|SFO//parataxis//2 .//MAD//punct//2
2. Om demokratin och dess moraliska förutsättningar;Unionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//30 med//PP//case//29 Norge//PM|NOM//nmod//27 upplöstes//VB|PRT|SFO//parataxis//2 innan//SN//mark//36 vår//PS|UTR|SIN|DEF//nmod:poss//33 demokrati//NN|UTR|SIN|IND|NOM//nsubj//36 var//VB|PRT|AKT//cop//36 helt//AB|POS//advmod//36 etablerad//PC|PRF|UTR|SIN|IND|NOM//advcl//30 .//MAD//punct//2
2. Om demokratin och dess moraliska förutsättningar;Samerna//NN|UTR|PLU|DEF|NOM//nsubj//48 ,//MID//punct//38 som//HP|-|-|-//nsubj//43 kanske//AB//advmod//43 var//VB|PRT|AKT//cop//43 urbefolkningen//NN|UTR|SIN|DEF|NOM//acl:relcl//38 i//PP//case//45 norr//NN|UTR|SIN|IND|NOM//nmod//43 ,//MID//punct//38 hade//VB|PRT|AKT//aux//48 trängts//VB|SUP|SFO//parataxis//2 undan//PL//advmod//48 långt//AB|POS//advmod//53 innan//SN//mark//53 demokratin//NN|UTR|SIN|DEF|NOM//nsubj:pass//53 infördes//VB|PRT|SFO//advcl//48 .//MAD//punct//2
2. Om demokratin och dess moraliska förutsättningar;När//HA//mark//2 Finland//PM|NOM//nsubj:pass//2 avträddes//VB|PRT|SFO//advcl//5 till//PP//case//4 Ryssland//PM|NOM//obl//2 kom//VB|PRT|AKT//ROOT//5 Tornedalsfinnar//PM|NOM//nsubj//5 på//PP//case//10 den//DT|UTR|SIN|DEF//det//10 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 sidan//NN|UTR|SIN|DEF|NOM//obl//6 .//MAD//punct//5
2. Om demokratin och dess moraliska förutsättningar;Mitt//AB//advmod//14 i//PP//case//14 fredsförhandlingarna//NN|UTR|PLU|DEF|NOM//obl//15 återupptog//VB|PRT|AKT//parataxis//5 vi//PN|UTR|PLU|DEF|SUB//nsubj//15 nämligen//AB//advmod//15 striderna//NN|UTR|PLU|DEF|NOM//obj//15 vid//PP//case//20 Sävar//PM|NOM//nmod//18 utanför//PP//case//22 Umeå//PM|NOM//nmod//20 och//KN//cc//24 tillfogade//VB|PRT|AKT//conj//15 ryssarna//NN|UTR|PLU|DEF|NOM//obj//24 tillräckligt//AB|POS//advmod//27 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 förluster//NN|UTR|PLU|IND|NOM//obj//24 så//AB//mark//40 att//SN//fixed//29 gränsen//NN|UTR|SIN|DEF|NOM//nsubj//40 för//PP//case//34 det//DT|NEU|SIN|DEF//det//34 Finland//PM|NOM//nmod//31 som//HP|-|-|-//obl//38 vi//PN|UTR|PLU|DEF|SUB//nsubj//38 skulle//VB|PRT|AKT//aux//38 avträda//VB|INF|AKT//acl:relcl//34 fick//VB|PRT|AKT//aux//40 gå//VB|INF|AKT//advcl//24 vid//PP//case//43 Torne//PM|GEN//amod//43 älv//NN|UTR|SIN|IND|NOM//obl//40 och//KN//cc//47 inte//AB//advmod//47 vid//PP//case//47 språkgränsen//NN|UTR|SIN|DEF|NOM//conj//40 vid//PP//case//49 Kalixälven//PM|NOM//nmod//47 .//MAD//punct//15
2. Om demokratin och dess moraliska förutsättningar;Sedan//AB//advmod//52 förtryckte//VB|PRT|AKT//advcl//5 vi//PN|UTR|PLU|DEF|SUB//nsubj//52 tornedalsfinnarna//NN|UTR|PLU|DEF|NOM//obj//52 .//MAD//punct//52
2. Om demokratin och dess moraliska förutsättningar;Under//PP//case//58 en//DT|UTR|SIN|IND//det//58 period//NN|UTR|SIN|IND|NOM//obl//59 sökte//VB|PRT|AKT//parataxis//52 vi//PN|UTR|PLU|DEF|SUB//nsubj//59 till//AB//compound:prt//59 och//KN//fixed//61 med//AB//fixed//61 beröva//VB|INF|AKT//advcl//59 dem//PN|UTR/NEU|PLU|DEF|OBJ//iobj//64 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//67 språk//NN|NEU|SIN|IND|NOM//obj//64 genom//PP//mark//70 att//IE//mark//70 förbjuda//VB|INF|AKT//advcl//64 användningen//NN|UTR|SIN|DEF|NOM//obj//70 av//PP//case//73 finska//NN|UTR|SIN|IND|NOM//nmod//71 i//PP//case//75 skolan//NN|UTR|SIN|DEF|NOM//obl//70 .//MAD//punct//5
2. Om demokratin och dess moraliska förutsättningar;Av//PP//case//4 världens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 över//AB//advmod//3 100//RG|NOM//nummod//4 demokratier//NN|UTR|PLU|IND|NOM//obl//10 är//VB|PRS|AKT//cop//10 bara//AB//advmod//8 ett//DT|NEU|SIN|IND//det//8 tjugotal//NN|NEU|SIN|IND|NOM//nmod//10 ”//RG|NOM//punct//10 nationalstater//NN|UTR|PLU|IND|NOM//ROOT//10 ”//PM|NOM//punct//10 som//KN//mark//13 Sverige//PM|NOM//dep//10 i//PP//case//16 den//DT|UTR|SIN|DEF//det//16 meningen//NN|UTR|SIN|DEF|NOM//obl//10 att//SN//mark//21 den//DT|UTR|SIN|DEF//det//20 demokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 staten//NN|UTR|SIN|DEF|NOM//nsubj//21 omfattar//VB|PRS|AKT//acl//16 en//DT|UTR|SIN|IND//det//23 nation//NN|UTR|SIN|IND|NOM//obj//21 ,//MID//punct//26 ett//DT|NEU|SIN|IND//det//26 folk//NN|NEU|SIN|IND|NOM//conj//21 .//MAD//punct//26
2. Om demokratin och dess moraliska förutsättningar;De//DT|UTR/NEU|PLU|DEF//det//30 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//30 demokratier//NN|UTR|PLU|IND|NOM//nsubj//31 är//VB|PRS|AKT//cop//10 som//KN//case//33 Finland//PM|NOM//obl//31 och//KN//cc//35 Schweiz//PM|NOM//conj//33 ,//MID//punct//31 ”//RG|NOM//punct//38 stater//NN|UTR|PLU|IND|NOM//appos//10 av//PP//case//40 nationer//NN|UTR|PLU|IND|NOM//nmod//38 ”//RG|NOM//punct//38 .//MAD//punct//10
2. Om demokratin och dess moraliska förutsättningar;Åland//PM|NOM//nsubj//44 tillhör//VB|PRS|AKT//parataxis//10 Finland//PM|NOM//obj//44 men//KN//cc//48 har//VB|PRS|AKT//aux//48 självstyre//NN|NEU|SIN|IND|NOM//conj//44 .//MAD//punct//44
2. Om demokratin och dess moraliska förutsättningar;Schweiz//PM|NOM//nsubj//53 är//VB|PRS|AKT//cop//53 en//DT|UTR|SIN|IND//det//53 federation//NN|UTR|SIN|IND|NOM//parataxis//44 ,//MID//punct//53 dvs.//AB|AN//advmod//60 en//DT|UTR|SIN|IND//det//57 uppsättning//NN|UTR|SIN|IND|NOM//nmod//60 homogena//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 geografiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 enheter//NN|UTR|PLU|IND|NOM//conj//53 (//PAD//punct//62 kantoner//NN|UTR|PLU|IND|NOM//appos//60 )//PAD//punct//62 inom//PP//case//65 staten//NN|UTR|SIN|DEF|NOM//obl//44 .//MID//punct//69
2. Om demokratin och dess moraliska förutsättningar;En//DT|UTR|SIN|IND//det//69 demokratisk//JJ|POS|UTR|SIN|IND|NOM//amod//69 stat//NN|UTR|SIN|IND|NOM//appos//44 av//PP//case//71 nationer//NN|UTR|PLU|IND|NOM//nmod//69 omfattar//VB|PRS|AKT//conj//10 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//74 folk//NN|NEU|PLU|IND|NOM//obj//72 och//KN//cc//76 har//VB|PRS|AKT//conj//10 arrangemang//NN|NEU|PLU|IND|NOM//obj//76 som//HP|-|-|-//nsubj//79 inskränker//VB|PRS|AKT//acl:relcl//77 majoritetsprincipen//NN|UTR|SIN|DEF|NOM//obj//79 så//SN//mark//87 att//SN//fixed//81 den//DT|UTR|SIN|DEF//det//85 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//85 folkgruppen//NN|UTR|SIN|DEF|NOM//nsubj//87 inte//AB//advmod//87 förtrycker//VB|PRS|AKT//advcl//79 och//KN//cc//89 plundrar//VB|PRS|AKT//conj//87 de//DT|UTR/NEU|PLU|DEF//det//92 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//92 folkgrupperna//NN|UTR|PLU|DEF|NOM//obj//89 i//PP//case//95 demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//95 namn//NN|NEU|SIN|IND|NOM//obl//89 .//MAD//punct//10
2. Om demokratin och dess moraliska förutsättningar;Majoriteten//NN|UTR|SIN|DEF|NOM//nsubj//98 låter//VB|PRS|AKT//parataxis//10 de//DT|UTR/NEU|PLU|DEF//det//101 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 minoriteterna//NN|UTR|PLU|DEF|NOM//obj//98 fatta//VB|INF|AKT//xcomp//98 de//DT|UTR/NEU|PLU|DEF//det//104 beslut//NN|NEU|PLU|IND|NOM//obj//102 som//HP|-|-|-//nsubj//108 i//PP//advmod//108 huvudsak//NN|UTR|SIN|IND|NOM//fixed//106 berör//VB|PRS|AKT//acl:relcl//104 endast//AB//advmod//108 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//108 .//MAD//punct//98
2. Om demokratin och dess moraliska förutsättningar;Denna//DT|UTR|SIN|DEF//det//113 decentralisering//NN|UTR|SIN|IND|NOM//nsubj//122 av//PP//case//115 beslutsfattandet//NN|NEU|SIN|DEF|NOM//nmod//113 ,//MID//punct//113 numera//AB//advmod//120 ofta//AB|POS//advmod//120 kallad//PC|PRF|UTR|SIN|IND|NOM//amod//120 subsidiaritet//NN|UTR|SIN|IND|NOM//conj//113 ,//MID//punct//113 gör//VB|PRS|AKT//parataxis//98 att//SN//mark//126 demokratin//NN|UTR|SIN|DEF|NOM//nsubj//126 kan//VB|PRS|AKT//aux//126 fungera//VB|INF|AKT//ccomp//122 också//AB//advmod//126 i//PP//case//130 en//DT|UTR|SIN|IND//det//130 stat//NN|UTR|SIN|IND|NOM//obl//126 av//PP//case//132 nationer//NN|UTR|PLU|IND|NOM//nmod//130 .//MAD//punct//98 ”//PAD//punct//135
2. Om demokratin och dess moraliska förutsättningar;Subsidiaritet//NN|UTR|SIN|IND|NOM//xcomp//174 ”//PAD//punct//135 ett//DT|NEU|SIN|IND//det//138 ord//NN|NEU|SIN|IND|NOM//conj//135 som//HP|-|-|-//obj//143 man//PN|UTR|SIN|IND|SUB//nsubj//143 möjligen//AB//advmod//143 kan//VB|PRS|AKT//aux//143 läsa//VB|INF|AKT//acl:relcl//138 i//PP//case//146 sin//PS|UTR|SIN|DEF//nmod:poss//146 tidning//NN|UTR|SIN|IND|NOM//obl//143 men//KN//cc//150 som//HP|-|-|-//nsubj//150 är//VB|PRS|AKT//cop//150 svårt//JJ|POS|NEU|SIN|IND|NOM//conj//135 att//IE//mark//152 säga//VB|INF|AKT//advcl//150 högt//AB|POS//advmod//152 .//MID//punct//135
2. Om demokratin och dess moraliska förutsättningar;Ändå//AB//advmod//158 är//VB|PRS|AKT//cop//158 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//158 värt//JJ|POS|NEU|SIN|IND|NOM//parataxis//135 ett//DT|NEU|SIN|IND//det//160 försök//NN|NEU|SIN|IND|NOM//obj//158 .//MAD//punct//158
2. Om demokratin och dess moraliska förutsättningar;Ordet//NN|NEU|SIN|DEF|NOM//conj//135 som//HP|-|-|-//nsubj//165 är//VB|PRS|AKT//cop//165 främmande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//162 i//PP//case//169 de//DT|UTR/NEU|PLU|DEF//det//169 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//169 språk//NN|NEU|PLU|IND|NOM//obl//165 kan//VB|PRS|AKT//aux//174 en//DT|UTR|SIN|IND//det//173 vacker//JJ|POS|UTR|SIN|IND|NOM//amod//173 dag//NN|UTR|SIN|IND|NOM//nsubj//174 bli//VB|INF|AKT//parataxis//98 lika//AB//advmod//176 fint//JJ|POS|NEU|SIN|IND|NOM//advmod//174 som//KN//case//181 ett//DT|NEU|SIN|IND//det//181 annat//JJ|POS|NEU|SIN|IND|NOM//amod//181 främmande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//181 ord//NN|NEU|SIN|IND|NOM//obl//174 ,//MID//punct//174 det//DT|NEU|SIN|DEF//det//186 grekiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//186 ”//PAD//punct//186 demokrati//NN|UTR|SIN|IND|NOM//appos//174 ”//PAD//punct//186 .//MAD//punct//98
2. Om demokratin och dess moraliska förutsättningar;Demokratin//NN|UTR|SIN|DEF|NOM//nsubj//1 säger//VB|PRS|AKT//ROOT//1 att//SN//mark//4 majoriteten//NN|UTR|SIN|DEF|NOM//nsubj//4 beslutar//VB|PRS|AKT//ccomp//1 .//MAD//punct//1
2. Om demokratin och dess moraliska förutsättningar;Men//KN//cc//9 är//VB|PRS|AKT//cop//9 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//9 majoriteten//NN|UTR|SIN|DEF|NOM//conj//1 av//PP//case//11 kommunen//NN|UTR|SIN|DEF|NOM//nmod//9 ,//MID//punct//9 av//PP//case//14 regionen//NN|UTR|SIN|DEF|NOM//nmod//9 ,//MID//punct//9 av//PP//case//17 nationalstaten//NN|UTR|SIN|DEF|NOM//nmod//9 ,//MID//punct//9 av//PP//case//20 EU-länderna//NN|UTR|PLU|DEF|NOM//nmod//9 eller//KN//cc//24 av//PP//case//24 Förenta//PM|NOM//compound//24 Nationerna//NN|UTR|PLU|DEF|NOM//conj//20 ?//MID//punct//9
2. Om demokratin och dess moraliska förutsättningar;Eller//KN//cc//29 är//VB|PRS|AKT//cop//29 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//29 majoriteten//NN|UTR|SIN|DEF|NOM//conj//9 av//PP//case//31 serber//NN|UTR|PLU|IND|NOM//nmod//29 ,//MID//punct//34 av//PP//case//34 tysktalande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//31 ,//MID//punct//37 av//PP//case//37 krigförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//34 ,//MID//punct//40 av//PP//case//40 vetenskapsmän//NN|UTR|PLU|IND|NOM//conj//34 ,//MID//punct//43 av//PP//case//43 affärsmän//NN|UTR|PLU|IND|NOM//conj//34 ?//MAD//punct//29
