Skyddet för den personliga integriteten;Kartläggning//NN|UTR|SIN|IND|NOM//ROOT//0 och//KN//cc//2 analys//NN|UTR|SIN|IND|NOM//conj//0
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;I//PP//case//14 4//RG|NOM//nummod//14 §//NN|AN//obl//15 föreskrivs//VB|PRS|SFO//parataxis//6 att//SN//mark//23 uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//23 om//PP//case//20 en//DT|UTR|SIN|IND//det//20 person//NN|UTR|SIN|IND|NOM//nmod//17 inte//AB//advmod//23 får//VB|PRS|AKT//aux//23 behandlas//VB|INF|SFO//ccomp//15 enbart//AB//advmod//23 på//PP//case//28 grund//NN|UTR|SIN|IND|NOM//fixed//25 av//PP//fixed//25 vad//HP|NEU|SIN|IND//obl//23 som//HP|-|-|-//nsubj//31 är//VB|PRS|AKT//cop//31 känt//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//28 om//PP//case//34 personens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 ras//NN|UTR|SIN|IND|NOM//obl//31 eller//KN//cc//37 etniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 ursprung//NN|NEU|SIN|IND|NOM//conj//34 ,//MID//punct//40 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 åsikter//NN|UTR|PLU|IND|NOM//conj//34 ,//MID//punct//45 religiösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 eller//KN//cc//44 filosofiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//42 övertygelse//NN|UTR|SIN|IND|NOM//conj//34 ,//MID//punct//47 medlemskap//NN|NEU|SIN|IND|NOM//conj//34 i//PP//case//49 fackförening//NN|UTR|SIN|IND|NOM//nmod//47 ,//MID//punct//51 hälsa//NN|UTR|SIN|IND|NOM//conj//49 eller//KN//cc//53 sexualliv//NN|NEU|SIN|IND|NOM//conj//49 .//MAD//punct//15
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Om//PP//mark//60 uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//60 om//PP//case//59 en//DT|UTR|SIN|IND//det//59 person//NN|UTR|SIN|IND|NOM//nmod//56 behandlas//VB|PRS|SFO//advcl//15 på//PP//case//63 annan//JJ|POS|UTR|SIN|IND|NOM//amod//63 grund//NN|UTR|SIN|IND|NOM//obl//60 ,//MID//punct//6 får//VB|PRS|AKT//aux//67 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//67 kompletteras//VB|INF|SFO//ROOT//67 med//PP//case//70 känsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 uppgifter//NN|UTR|PLU|IND|NOM//obl//67 om//SN//mark//74 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//74 är//VB|PRS|AKT//cop//74 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//advcl//67 för//PP//case//76 syftet//NN|NEU|SIN|DEF|NOM//obl//74 med//PP//case//78 behandlingen//NN|UTR|SIN|DEF|NOM//nmod//76 .//MAD//punct//67
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;För//PP//case//1 försvarsverksamheten//NN|UTR|SIN|DEF|NOM//obl//2 gäller//VB|PRS|AKT//ROOT//2 därmed//AB//advmod//2 ett//DT|NEU|SIN|IND//det//7 mindre//AB|KOM//advmod//6 strängt//JJ|POS|NEU|SIN|IND|NOM//amod//7 krav//NN|NEU|SIN|IND|NOM//obj//2 för//PP//case//9 behandling//NN|UTR|SIN|IND|NOM//nmod//7 av//PP//case//12 känsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//9 än//KN//advmod//15 i//PP//case//15 polisverksamheten//NN|UTR|SIN|DEF|NOM//nmod//9 ,//MID//punct//19 där//HA//advmod//19 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 uppställs//VB|PRS|SFO//acl:relcl//7 ett//DT|NEU|SIN|IND//det//21 krav//NN|NEU|SIN|IND|NOM//obj//19 på//PP//mark//27 att//SN//mark//27 behandlingen//NN|UTR|SIN|DEF|NOM//nsubj//27 skall//VB|PRS|AKT//aux//27 vara//VB|INF|AKT//cop//27 oundgängligen//JJ|POS|UTR|SIN|IND|NOM//acl//21  //_SP////27 nödvändig//JJ|POS|UTR|SIN|IND|NOM//xcomp//27 .//MAD//punct//2
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Utlämnande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 uppgifter//NN|UTR|PLU|IND|NOM//nmod//0 till//PP//case//4 utlandet//NN|NEU|SIN|DEF|NOM//nmod//2
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Enligt//PP//case//2 5//RG|NOM//nummod//2 §//NN|AN//obl//14 ,//MID//punct//2 som//HP|-|-|-//nsubj//6 också//AB//advmod//6 gäller//VB|PRS|AKT//acl:relcl//2 både//KN//cc//8 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obj//6 och//KN//cc//10 FRA//PM|NOM//conj//8 ,//MID//punct//2 får//VB|PRS|AKT//aux//14 uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//14 lämnas//VB|INF|SFO//ROOT//14 ut//PL//compound:prt//14 till//PP//case//19 en//DT|UTR|SIN|IND//det//19 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//19 myndighet//NN|UTR|SIN|IND|NOM//obl//14 eller//KN//cc//23 en//DT|UTR|SIN|IND//det//23 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//23 organisation//NN|UTR|SIN|IND|NOM//conj//19 ,//MID//punct//14 om//SN//mark//27 utlämnandet//NN|NEU|SIN|DEF|NOM//nsubj//27 tjänar//VB|PRS|AKT//advcl//14 den//DT|UTR|SIN|DEF//det//30 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 statsledningen//NN|UTR|SIN|DEF|NOM//obj//27 eller//KN//cc//34 det//DT|NEU|SIN|DEF//det//34 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 totalförsvaret//NN|NEU|SIN|DEF|NOM//conj//30 .//MID//punct//14
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;De//DT|UTR/NEU|PLU|DEF//det//37 uppgifter//NN|UTR|PLU|IND|NOM//appos//14 som//HP|-|-|-//obj//42 de//DT|UTR/NEU|PLU|DEF//det//41 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//42 lämnar//VB|PRS|AKT//acl:relcl//37 till//PP//case//45 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 länder//NN|NEU|PLU|IND|NOM//obl//42 och//KN//cc//48 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 organisationer//NN|UTR|PLU|IND|NOM//nsubj//53 får//VB|PRS|AKT//aux//53 inte//AB//advmod//53 vara//VB|INF|AKT//cop//53 till//PP//case//53 skada//NN|UTR|SIN|IND|NOM//conj//37 för//PP//case//56 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 intressen//NN|NEU|PLU|IND|NOM//nmod//53 .//MAD//punct//14
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Rättelse//NN|UTR|SIN|IND|NOM//ROOT//0 och//KN//cc//2 skadestånd//NN|NEU|SIN|IND|NOM//conj//0
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;I//PP//case//2 6//RG|NOM//nummod//2 §//NN|AN//obl//3 föreskrivs//VB|PRS|SFO//ROOT//3 att//SN//mark//12 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//12 i//PP//case//7 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//nmod//5 om//PP//case//9 rättelse//NN|UTR|SIN|IND|NOM//nmod//7 och//KN//cc//11 skadestånd//NN|NEU|SIN|IND|NOM//conj//9 gäller//VB|PRS|AKT//dep//3 vid//PP//case//14 behandling//NN|UTR|SIN|IND|NOM//obl//12 av//PP//case//16 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//14 enligt//PP//case//18 förordningen//NN|UTR|SIN|DEF|NOM//obl//12 .//MAD//punct//3
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Försvarsunderrättelseregister//NN|UTR|PLU|IND|NOM//ROOT//0 hos//PP//case//2 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//0
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;I//PP//mark//4 7–9//RG|NOM//obl//4 §//NN|AN//amod//3 §//NN|AN//obl//4 finns//VB|PRS|SFO//advcl//20 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//4 som//HP|-|-|-//nsubj//8 enbart//AB//advmod//8 tar//VB|PRS|AKT//acl:relcl//5 sikte//NN|NEU|SIN|IND|NOM//obj//8 på//PP//case//11 behandling//NN|UTR|SIN|IND|NOM//obl//8 av//PP//case//13 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//11 i//PP//case//15 försvarsunderrättelseregister//NN|UTR|PLU|IND|NOM//nmod//11 hos//PP//case//17 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//15 .//MAD//punct//4
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Där//AB//advmod//20 föreskrivs//VB|PRS|SFO//ROOT//20 att//SN//mark//24 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//24 skall//VB|PRS|AKT//aux//24 föra//VB|INF|AKT//dep//20 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//26 register//NN|NEU|SIN|IND|NOM//obj//24 med//PP//case//28 ändamål//NN|NEU|SIN|IND|NOM//nmod//26 att//IE//mark//30 underlätta//VB|INF|AKT//advcl//24 bearbetning//NN|UTR|SIN|IND|NOM//obj//30 av//PP//case//34 den//DT|UTR|SIN|DEF//det//34 information//NN|UTR|SIN|IND|NOM//obl//30 som//HP|-|-|-//nsubj:pass//36 behövs//VB|PRS|SFO//acl:relcl//34 för//PP//case//38 försvarsunderrättelseverksamheten//NN|UTR|SIN|DEF|NOM//obl//36 (//PAD//punct//24 7//RG|NOM//nummod//41 §//NN|AN//obl//24 )//PAD//punct//20 .//MAD//punct//20
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Vidare//AB|KOM//advmod//20 sägs//VB|PRS|SFO//advcl//20 att//SN//mark//48 försvarsunderrättelseregister//NN|UTR|PLU|IND|NOM//nsubj//48 har//VB|PRS|AKT//advcl//45 till//PP//case//51 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//51 ändamål//NN|NEU|SIN|IND|NOM//obl//48 att//IE//mark//53 underlätta//VB|INF|AKT//acl//51 tillgången//NN|UTR|SIN|DEF|NOM//obj//53 till//PP//case//57 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 uppgifter//NN|UTR|PLU|IND|NOM//nmod//54 med//PP//case//59 anknytning//NN|UTR|SIN|IND|NOM//nmod//57 till//PP//case//62 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//62 verksamhet//NN|UTR|SIN|IND|NOM//obl//53 samt//KN//cc//65 att//IE//mark//65 ge//VB|INF|AKT//advcl//20 underlag//NN|NEU|SIN|IND|NOM//obj//65 för//PP//case//71 säkerhetspolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 och//KN//cc//70 militärstrategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//68 bedömningar//NN|UTR|PLU|IND|NOM//nmod//66 ,//MID//punct//73 analys//NN|UTR|SIN|IND|NOM//conj//71 av//PP//case//79 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//79 och//KN//cc//77 bedömda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//75 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//79 konflikter//NN|UTR|PLU|IND|NOM//nmod//73 och//KN//cc//82 biografisk//JJ|POS|UTR|SIN|IND|NOM//amod//82 försvarsunderrättelsetjänst//NN|UTR|SIN|IND|NOM//conj//79 .//MAD//punct//20
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Försvarsunderrättelseregister//NN|UTR|PLU|IND|NOM//nsubj//3 får//VB|PRS|AKT//aux//3 endast//AB//advmod//3 innehålla//VB|INF|AKT//ROOT//3 personuppgifter//NN|UTR|PLU|IND|NOM//obj//3 om//SN//mark//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//8 är//VB|PRS|AKT//cop//8 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//advcl//3 för//PP//mark//14 att//SN//mark//14 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//14 skall//VB|PRS|AKT//aux//14 kunna//VB|INF|AKT//aux//14 fullgöra//VB|INF|AKT//advcl//8 uppgifter//NN|UTR|PLU|IND|NOM//obj//14 enligt//PP//case//17 reglerna//NN|UTR|PLU|DEF|NOM//obl//14 om//PP//case//19 försvarsunderrättelseverksamhet//NN|UTR|SIN|IND|NOM//nmod//17 (//PAD//punct//19 8//RG|NOM//nummod//22 §//NN|AN//appos//19 )//PAD//punct//3 .//MAD//punct//3
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;De//DT|UTR/NEU|PLU|DEF//det//26 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//31 som//HP|-|-|-//nsubj//29 får//VB|PRS|AKT//aux//29 förekomma//VB|INF|AKT//acl:relcl//26 är//VB|PRS|AKT//cop//31 identifieringsuppgifter//NN|UTR|PLU|IND|NOM//parataxis//3 ,//MID//punct//33 uppgifter//NN|UTR|PLU|IND|NOM//conj//31 om//PP//case//36 de//DT|UTR/NEU|PLU|DEF//det//36 omständigheter//NN|UTR|PLU|IND|NOM//nmod//33 och//KN//cc//38 händelser//NN|UTR|PLU|IND|NOM//conj//36 som//HP|-|-|-//nsubj//40 ger//VB|PRS|AKT//acl:relcl//38 anledning//NN|UTR|SIN|IND|NOM//obj//40 att//IE//mark//43 anta//VB|INF|AKT//advcl//31 att//SN//mark//46 den//DT|UTR|SIN|DEF//nsubj//46 registrerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//ccomp//43 har//VB|PRS|AKT//conj//3 betydelse//NN|UTR|SIN|IND|NOM//obj//47 för//PP//case//50 försvarsunderrättelseverksamheten//NN|UTR|SIN|DEF|NOM//obl//47 ,//MID//punct//3 och//KN//cc//59 upplysningar//NN|UTR|PLU|IND|NOM//nsubj//59 om//PP//case//58 varifrån//HA//advmod//58 den//DT|UTR|SIN|DEF//det//58 registrerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//58 uppgiften//NN|UTR|SIN|DEF|NOM//nmod//53 kommer//VB|PRS|AKT//conj//3 och//KN//cc//63 om//PP//case//63 uppgiftslämnarens//NN|UTR|SIN|DEF|GEN//nmod:poss//63 trovärdighet//NN|UTR|SIN|IND|NOM//conj//59 (//PAD//punct//63 9//RG|NOM//nummod//66 §//NN|AN//appos//63 )//PAD//punct//59 .//MAD//punct//3
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Register//NN|NEU|PLU|IND|NOM//ROOT//0 för//PP//case//2 försvarsunderrättelseverksamheten//NN|UTR|SIN|DEF|NOM//nmod//0 hos//PP//case//4 FRA//PM|NOM//nmod//2
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;I//PP//case//3 10–12//RG|NOM//nummod//2 §//NN|AN//nmod//3 §//NN|AN//obl//4 finns//VB|PRS|SFO//ROOT//4 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//4 som//HP|-|-|-//nsubj//8 särskilt//AB//advmod//8 tar//VB|PRS|AKT//acl:relcl//5 sikte//NN|NEU|SIN|IND|NOM//compound:prt//8 på//PP//case//11 FRA//PM|NOM//obl//8 ://MID//punct//8 s//NN|NEU|SIN|IND|GEN//amod//14 behandling//NN|UTR|SIN|IND|NOM//nsubj//4 av//PP//case//16 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//14 inom//PP//case//18 försvarsunderrättelseverksamheten//NN|UTR|SIN|DEF|NOM//nmod//14 .//MAD//punct//14
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Där//AB//advmod//21 sägs//VB|PRS|SFO//conj//4 att//SN//mark//25 FRA//PM|NOM//nsubj//25 skall//VB|PRS|AKT//aux//25 ha//VB|INF|AKT//csubj//21 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 databaser//NN|UTR|PLU|IND|NOM//obj//25 ://MID//punct//25
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;källdatabas//NN|UTR|SIN|IND|NOM//appos//25 ,//MID//punct//31 styrdatabas//NN|UTR|SIN|IND|NOM//conj//29 ,//MID//punct//33 analysdatabas//NN|UTR|SIN|IND|NOM//conj//29 och//KN//cc//35 underrättelsedatabas//NN|UTR|SIN|IND|NOM//conj//29 (//PAD//punct//29 10//RG|NOM//nummod//38 §//NN|AN//appos//29 )//PAD//punct//25 .//MAD//punct//4
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Databaserna//NN|UTR|PLU|DEF|NOM//nsubj//42 har//VB|PRS|AKT//parataxis//4 till//PP//case//44 ändamål//NN|NEU|SIN|IND|NOM//obl//42 att//IE//mark//46 möjliggöra//VB|INF|AKT//advcl//42 den//DT|UTR|SIN|DEF//det//48 bearbetning//NN|UTR|SIN|IND|NOM//obj//46 av//PP//case//50 information//NN|UTR|SIN|IND|NOM//nmod//48 som//HP|-|-|-//nsubj:pass//52 behövs//VB|PRS|SFO//acl:relcl//50 för//PP//mark//58 att//SN//fixed//53 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//58 skall//VB|PRS|AKT//aux//58 kunna//VB|INF|AKT//aux//58 fullgöra//VB|INF|AKT//advcl//52 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//60 uppgifter//NN|UTR|PLU|IND|NOM//obj//58 .//MAD//punct//4
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Enligt//PP//case//2 11//RG|NOM//nummod//2 §//NN|AN//obl//5 får//VB|PRS|AKT//aux//5 databaserna//NN|UTR|PLU|DEF|NOM//nsubj//5 innehålla//VB|INF|AKT//ROOT//5 personuppgifter//NN|UTR|PLU|IND|NOM//obj//5 endast//AB//advmod//11 om//SN//mark//11 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//11 är//VB|PRS|AKT//cop//11 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//advcl//5 för//PP//mark//17 att//SN//mark//17 FRA//PM|NOM//nsubj//17 skall//VB|PRS|AKT//aux//17 kunna//VB|INF|AKT//aux//17 fullgöra//VB|INF|AKT//advcl//11 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//19 uppgifter//NN|UTR|PLU|IND|NOM//obj//17 enligt//PP//case//21 reglerna//NN|UTR|PLU|DEF|NOM//obl//17 om//PP//case//23 försvarsunderrättelseverksamhet//NN|UTR|SIN|IND|NOM//nmod//21 och//KN//cc//26 enligt//PP//case//26 instruktionen//NN|UTR|SIN|DEF|NOM//conj//21 för//PP//case//28 FRA//PM|NOM//nmod//26 .//MAD//punct//5
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Därvid//AB//advmod//34 får//VB|PRS|AKT//aux//34 källdatabaserna//NN|UTR|PLU|DEF|NOM//nsubj//34 endast//AB//advmod//34 innehålla//VB|INF|AKT//conj//5 obearbetat//PC|PRF|NEU|SIN|IND|NOM//amod//39 och//KN//cc//38 automatiskt//AB|POS//advmod//38 bearbetat//PC|PRF|NEU|SIN|IND|NOM//conj//35 material//NN|NEU|SIN|IND|NOM//obj//34 inhämtat//VB|SUP|AKT//xcomp//34 genom//PP//case//42 signalspaning//NN|UTR|SIN|IND|NOM//obl//40 och//KN//cc//46 från//PP//case//46 öppna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 källor//NN|UTR|PLU|IND|NOM//conj//42 (//PAD//punct//46 12//RG|NOM//nummod//49 §//NN|AN//appos//46 )//PAD//punct//34 .//MAD//punct//5
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;En//DT|UTR|SIN|IND//det//53 styrdatabas//NN|UTR|SIN|IND|NOM//nmod//54 ”//PM|NOM//punct//5 får//VB|PRS|AKT//aux//57 endast//AB//advmod//57 innehålla//VB|INF|AKT//conj//5 långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 inhämtningsdirektiv//NN|NEU|PLU|IND|NOM//amod//62 eller//KN//cc//61 kortsiktig//JJ|POS|UTR|SIN|IND|NOM//conj//59 spaningsinriktning//NN|UTR|SIN|IND|NOM//obj//57 ”//PAD//punct//57 .//MAD//punct//69
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;I//PP//case//66 analysdatabaserna//NN|UTR|PLU|DEF|NOM//obl//69 får//VB|PRS|AKT//aux//69 endast//AB//advmod//69 finnas//VB|INF|SFO//amod//70 analysresultat//NN|NEU|PLU|IND|NOM//obj//5 samt//KN//cc//72 bearbetnings-//NN|UTR|-|-|SMS//conj//70 och//KN//cc//74 rapportunderlag//NN|NEU|PLU|IND|NOM//conj//72 .//MAD//punct//5
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;En//DT|UTR|SIN|IND//det//77 underrättelsedatabas//NN|UTR|SIN|IND|NOM//nsubj//80 får//VB|PRS|AKT//aux//80 endast//AB//advmod//80 innehålla//VB|INF|AKT//parataxis//5 färdiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 rapporter//NN|UTR|PLU|IND|NOM//obj//80 .//MAD//punct//5
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 säkerhetsregister//NN|UTR|PLU|IND|NOM//ROOT//1
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;I//PP//case//3 13–16//RG|NOM//nummod//2 §//NN|AN//nmod//3 §//NN|AN//obl//4 finns//VB|PRS|SFO//ROOT//4 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//4 som//HP|-|-|-//nsubj//7 reglerar//VB|PRS|AKT//acl:relcl//5 behandling//NN|UTR|SIN|IND|NOM//obj//7 av//PP//case//10 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//8 i//PP//case//12 säkerhetsregister//NN|UTR|PLU|IND|NOM//nmod//10 hos//PP//case//14 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//8 .//MAD//punct//4
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Där//AB//advmod//17 föreskrivs//VB|PRS|SFO//parataxis//4 att//SN//mark//34 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//20 skall//VB|PRS|AKT//aux//34 ,//MID//punct//24 i//PP//case//24 den//DT|UTR|SIN|DEF//det//24 omfattning//NN|UTR|SIN|IND|NOM//obl//34 som//HP|-|-|-//nsubj//27 är//VB|PRS|AKT//cop//27 nödvändig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//24 för//PP//mark//31 att//IE//mark//31 kunna//VB|INF|AKT//aux//31 bedriva//VB|INF|AKT//advcl//27 säkerhetsskyddsverksamhet//NN|UTR|SIN|IND|NOM//obj//31 ,//MID//punct//34 föra//VB|INF|AKT//ccomp//17 säkerhetsregister//NN|UTR|PLU|IND|NOM//obj//34 som//HP|-|-|-//nsubj//37 har//VB|PRS|AKT//acl:relcl//35 till//PP//case//39 ändamål//NN|NEU|SIN|IND|NOM//obl//37 att//IE//mark//41 ge//VB|INF|AKT//advcl//37 underlag//NN|NEU|SIN|IND|NOM//obj//41 för//PP//case//44 beslut//NN|NEU|PLU|IND|NOM//nmod//42 eller//KN//cc//46 bedömningar//NN|UTR|PLU|IND|NOM//conj//44 i//PP//case//48 frågor//NN|UTR|PLU|IND|NOM//nmod//46 som//HP|-|-|-//nsubj//50 syftar//VB|PRS|AKT//acl:relcl//48 till//PP//mark//53 att//IE//mark//53 förhindra//VB|INF|AKT//advcl//50 säkerhetshotande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 verksamhet//NN|UTR|SIN|IND|NOM//obj//53 som//HP|-|-|-//nsubj:pass//57 riktas//VB|PRS|SFO//acl:relcl//55 mot//PP//case//59 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//57 ,//MID//punct//62 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 myndigheter//NN|UTR|PLU|IND|NOM//conj//59 eller//KN//cc//65 någon//DT|UTR|SIN|IND//det//65 annan//JJ|POS|UTR|SIN|IND|NOM//conj//59 som//KN//case//67 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//65 enligt//PP//case//69 säkerhetsskyddsförordningen//NN|UTR|SIN|DEF|NOM//nmod//67 (//PAD//punct//71 1996:633//RG|NOM//conj//67 )//PAD//punct//71 har//VB|PRS|AKT//conj//17 tillsyn//NN|UTR|SIN|IND|NOM//obj//73 över//PP//obl//73 .//MAD//punct//4
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;I//PP//case//2 14//RG|NOM//nummod//2 §//NN|AN//obl//3 regleras//VB|PRS|SFO//ROOT//3 i//PP//case//6 vilken//HD|UTR|SIN|IND//det//6 utsträckning//NN|UTR|SIN|IND|NOM//nmod//7 säkerhetsregister//NN|UTR|PLU|IND|NOM//nsubj//9 får//VB|PRS|AKT//aux//9 innehålla//VB|INF|AKT//conj//3 personuppgifter//NN|UTR|PLU|IND|NOM//obj//9 .//MAD//punct//3
31.2 Förordningen om viss behandling av personuppgifter inom Försvarsmakten och Försvarets radioanstalt;Personuppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//14 får//VB|PRS|AKT//aux//14 behandlas//VB|INF|SFO//parataxis//3 om//SN//mark//18 personen//NN|UTR|SIN|DEF|NOM//nsubj:pass//18 kan//VB|PRS|AKT//aux//18 misstänkas//VB|INF|SFO//advcl//14 för//PP//mark//22 att//IE//mark//22 ha//VB|INF|AKT//aux//22 utövat//VB|SUP|AKT//advcl//18 eller//KN//cc//26 komma//VB|INF|AKT//aux//26 att//IE//mark//26 utöva//VB|INF|AKT//conj//22 verksamhet//NN|UTR|SIN|IND|NOM//obj//26 som//HP|-|-|-//nsubj//29 innefattar//VB|PRS|AKT//acl:relcl//27 hot//NN|NEU|SIN|IND|NOM//obj//29 mot//PP//case//33 rikets//NN|NEU|SIN|DEF|GEN//nmod:poss//33 säkerhet//NN|UTR|SIN|IND|NOM//nmod//30 eller//KN//cc//35 terrorism//NN|UTR|SIN|IND|NOM//conj//33 .//MAD//punct//14
