8 Premiepensionssystemets basalternativ ;I//PP//case//2 premiepensionssystemets//NN|NEU|SIN|DEF|GEN//nmod:poss//2 basalternativ//NN|NEU|SIN|IND|NOM//obl//6 ,//MID//punct//4 Premiesparfonden//NN|UTR|SIN|DEF|NOM//conj//2 ,//MID//punct//4 placeras//VB|PRS|SFO//ROOT//6 medel//NN|NEU|PLU|IND|NOM//nsubj:pass//6 för//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 pensionssparare//NN|UTR|PLU|IND|NOM//nmod//7 som//HP|-|-|-//nsubj//13 inte//AB//advmod//13 gör//VB|PRS|AKT//acl:relcl//10 ett//DT|NEU|SIN|IND//det//16 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//16 val//NN|NEU|SIN|IND|NOM//obj//13 av//PP//case//18 fondförvaltare//NN|UTR|PLU|IND|NOM//nmod//16 .//MAD//punct//6
11 Beslutsstöd till pensionsspararna;Beslutsstödet//NN|NEU|SIN|DEF|NOM//nsubj//154 bör//VB|PRS|AKT//aux//154 upplysa//VB|INF|AKT//conj//14 om//PP//mark//161 att//SN//mark//161 de//DT|UTR/NEU|PLU|DEF//det//160 allra//AB//advmod//159 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//160 pensionssparare//NN|UTR|PLU|IND|NOM//nsubj//161 gör//VB|PRS|AKT//advcl//154 klokt//AB|POS//advmod//161 i//PP//mark//165 att//IE//mark//165 följa//VB|INF|AKT//advcl//161 den//DT|UTR|SIN|DEF//det//167 vägledning//NN|UTR|SIN|IND|NOM//obj//165 som//HP|-|-|-//nsubj:pass//169 lämnas//VB|PRS|SFO//acl:relcl//167 och//KN//cc//173 att//SN//mark//173 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//173 innebär//VB|PRS|AKT//conj//169 en//DT|UTR|SIN|IND//det//175 risk//NN|UTR|SIN|IND|NOM//obj//173 för//PP//case//178 den//DT|UTR|SIN|DEF//det//178 pensionssparare//NN|UTR|SIN|IND|NOM//nmod//175 som//HP|-|-|-//nsubj//181 inte//AB//advmod//181 anser//VB|PRS|AKT//acl:relcl//178 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//181 ha//VB|INF|AKT//xcomp//181 tillräckliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//185 kunskaper//NN|UTR|PLU|IND|NOM//obj//183 eller//KN//cc//187 engagemang//NN|NEU|SIN|IND|NOM//conj//185 att//IE//mark//189 avsluta//VB|INF|AKT//acl//187 processen//NN|UTR|SIN|DEF|NOM//obj//189 innan//SN//mark//197 det//DT|NEU|SIN|DEF//det//194 slutliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//194 valet//NN|NEU|SIN|DEF|NOM//nsubj:pass//197 av//PP//case//196 fond//NN|UTR|SIN|IND|NOM//nmod//194 gjorts//VB|SUP|SFO//advcl//189 .//MAD//punct//14
11 Beslutsstöd till pensionsspararna;PPM//PM|NOM//ROOT//0 ://MID//punct//0 s//NN|NEU|SIN|IND|GEN//nummod//3 arbete//NN|NEU|SIN|IND|NOM//appos//0 med//PP//mark//6 att//IE//mark//6 utforma//VB|INF|AKT//acl//3 ett//DT|NEU|SIN|IND//det//8 beslutsstöd//NN|NEU|SIN|IND|NOM//obj//6
11 Beslutsstöd till pensionsspararna;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//8 med//PP//mark//3 att//IE//mark//3 utveckla//VB|INF|AKT//acl//0 ett//DT|NEU|SIN|IND//det//5 beslutsstöd//NN|NEU|SIN|IND|NOM//obj//3 har//VB|PRS|AKT//aux//8 redan//AB//advmod//8 påbörjats//VB|SUP|SFO//ROOT//8 av//PP//case//10 PPM//PM|NOM//obl:agent//8 .//MAD//punct//8
11 Beslutsstöd till pensionsspararna;Sedan//PP//advmod//13 2003//RG|NOM//obl//14 bedrivs//VB|PRS|SFO//parataxis//8 ett//DT|NEU|SIN|IND//det//16 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//14 som//HP|-|-|-//nsubj//18 syftar//VB|PRS|AKT//acl:relcl//16 till//PP//mark//21 att//IE//mark//21 utveckla//VB|INF|AKT//advcl//18 ett//DT|NEU|SIN|IND//det//25 webbaserat//PC|PRF|NEU|SIN|IND|NOM//amod//25 interaktivt//JJ|POS|NEU|SIN|IND|NOM//amod//25 verktyg//NN|NEU|SIN|IND|NOM//obj//21 ,//MID//punct//29 den//DT|UTR|SIN|DEF//det//29 s.k.//AB|AN//amod//29 Placeringsmodellen//NN|UTR|SIN|DEF|NOM//appos//14 ,//MID//punct//29 som//HP|-|-|-//nsubj//33 skall//VB|PRS|AKT//aux//33 underlätta//VB|INF|AKT//acl:relcl//29 fondvalet//NN|NEU|SIN|DEF|NOM//obj//33 för//PP//case//36 pensionsspararna//NN|UTR|PLU|DEF|NOM//obl//33 .//MAD//punct//14
11 Beslutsstöd till pensionsspararna;Placeringsmodellen//NN|UTR|SIN|DEF|NOM//nsubj//39 innebär//VB|PRS|AKT//parataxis//14 i//PP//case//41 korthet//NN|UTR|SIN|IND|NOM//obl//39 att//SN//mark//45 pensionsspararna//NN|UTR|PLU|DEF|NOM//nsubj//45 får//VB|PRS|AKT//aux//45 ta//VB|INF|AKT//ccomp//39 ställning//NN|UTR|SIN|IND|NOM//obj//45 till//PP//case//49 vilken//HD|UTR|SIN|IND//det//49 risknivå//NN|UTR|SIN|IND|NOM//obl//45 som//HP|-|-|-//nsubj//51 passar//VB|PRS|AKT//acl:relcl//49 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//51 .//MAD//punct//39
11 Beslutsstöd till pensionsspararna;Risknivån//NN|UTR|SIN|DEF|NOM//nsubj:pass//55 illustreras//VB|PRS|SFO//advcl//39 genom//PP//case//58 den//DT|UTR|SIN|DEF//det//58 spridning//NN|UTR|SIN|IND|NOM//obl//55 i//PP//case//61 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 premiepensionsutfall//NN|NEU|PLU|IND|NOM//nmod//58 som//HP|-|-|-//obj//67 valet//NN|NEU|SIN|DEF|NOM//nsubj//67 av//PP//case//66 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 fondportföljer//NN|UTR|PLU|IND|NOM//nmod//63 medför//VB|PRS|AKT//acl:relcl//58 .//MAD//punct//14
11 Beslutsstöd till pensionsspararna;Därefter//AB//advmod//70 får//VB|PRS|AKT//parataxis//14 spararna//NN|UTR|PLU|DEF|NOM//nsubj//70 ett//DT|NEU|SIN|IND//det//73 förslag//NN|NEU|SIN|IND|NOM//obj//70 på//PP//case//75 fördelning//NN|UTR|SIN|IND|NOM//nmod//73 mellan//PP//case//78 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 fondkategorier//NN|UTR|PLU|IND|NOM//nmod//75 .//MAD//punct//14
11 Beslutsstöd till pensionsspararna;Pensionsspararen//NN|UTR|SIN|DEF|NOM//nsubj//81 ansvarar//VB|PRS|AKT//parataxis//14 slutligen//AB//advmod//81 själv//JJ|POS|UTR|SIN|IND|NOM//amod//82 för//PP//case//85 valet//NN|NEU|SIN|DEF|NOM//obl//81 av//PP//case//89 de//DT|UTR/NEU|PLU|DEF//det//89 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//89 fonderna//NN|UTR|PLU|DEF|NOM//nmod//85 .//MAD//punct//14
11 Beslutsstöd till pensionsspararna;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1 att//SN//mark//10 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//10 med//PP//case//5 Placeringsmodellen//PM|NOM//nmod//3 är//VB|PRS|AKT//cop//10 ett//DT|NEU|SIN|IND//det//10 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 första//RO|NOM//amod//10 steg//NN|NEU|SIN|IND|NOM//ccomp//1 mot//PP//mark//13 att//IE//mark//13 utforma//VB|INF|AKT//advcl//10 ett//DT|NEU|SIN|IND//det//16 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//16 slags//NN|NEU|SIN|IND|GEN//nmod:poss//17 beslutsstöd//NN|NEU|SIN|IND|NOM//obj//13 som//HP|-|-|-//obj//20 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//20 förordar//VB|PRS|AKT//acl:relcl//17 .//MID//punct//1
11 Beslutsstöd till pensionsspararna;Enligt//PP//case//23 utredningen//NN|UTR|SIN|DEF|NOM//obl//26 bör//VB|PRS|AKT//aux//26 Placeringsmodellen//NN|UTR|SIN|DEF|NOM//nsubj:pass//26 utvecklas//VB|INF|SFO//parataxis//1 t.ex.//AB|AN//advmod//26 så//SN//mark//33 att//SN//fixed//28 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//31 målgruppers//NN|UTR|PLU|IND|GEN//nmod:poss//32 behov//NN|NEU|PLU|IND|NOM//nsubj:pass//33 tillgodoses//VB|PRS|SFO//advcl//26 och//KN//cc//42 att//SN//mark//42 ett//DT|NEU|SIN|IND//det//37 helhetsperspektiv//NN|NEU|SIN|IND|NOM//nsubj:pass//42 på//PP//case//41 den//DT|UTR|SIN|DEF//det//41 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 pensionen//NN|UTR|SIN|DEF|NOM//nmod//37 tas//VB|PRS|SFO//conj//33 .//MAD//punct//26
11 Beslutsstöd till pensionsspararna;En//DT|UTR|SIN|IND//det//46 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 begränsning//NN|UTR|SIN|IND|NOM//nsubj:pass//26 med//PP//case//48 Placeringsmodellen//PM|NOM//nmod//46 är//VB|PRS|AKT//cop//46 att//SN//mark//53 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//53 är//VB|PRS|AKT//cop//53 inriktad//PC|PRF|UTR|SIN|IND|NOM//acl//46 på//PP//case//56 den//DT|UTR|SIN|DEF//det//56 process//NN|UTR|SIN|IND|NOM//obl//53 som//HP|-|-|-//nsubj//58 föregår//VB|PRS|AKT//acl:relcl//56 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//60 fondvalet//NN|NEU|SIN|DEF|NOM//obj//58 .//MAD//punct//46
11 Beslutsstöd till pensionsspararna;Enligt//PP//case//63 utredningen//NN|UTR|SIN|DEF|NOM//obl//66 är//VB|PRS|AKT//cop//66 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//66 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//1 att//SN//mark//70 pensionsspararna//NN|UTR|PLU|DEF|NOM//nsubj//70 också//AB//advmod//70 får//VB|PRS|AKT//csubj//66 stöd//NN|NEU|SIN|IND|NOM//obj//70 vid//PP//case//73 fondvalet//NN|NEU|SIN|DEF|NOM//obl//70 och//KN//cc//76 framför//PP//case//76 allt//PN|NEU|SIN|IND|SUB/OBJ//conj//70 vid//PP//case//78 utvärderingen//NN|UTR|SIN|DEF|NOM//nmod//76 och//KN//cc//80 uppföljningen//NN|UTR|SIN|DEF|NOM//conj//78 av//PP//case//83 gjorda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//83 fondval//NN|NEU|PLU|IND|NOM//nmod//80 .//MAD//punct//66
11 Beslutsstöd till pensionsspararna;Ett//DT|NEU|SIN|IND//det//87 annat//JJ|POS|NEU|SIN|IND|NOM//amod//87 område//NN|NEU|SIN|IND|NOM//appos//66 som//HP|-|-|-//nsubj:pass//90 bör//VB|PRS|AKT//aux//90 prioriteras//VB|INF|SFO//acl:relcl//87 är//VB|PRS|AKT//advmod//90 att//IE//mark//93 erbjuda//VB|INF|AKT//acl//87 vägledning//NN|UTR|SIN|IND|NOM//obj//93 till//PP//case//97 de//DT|UTR/NEU|PLU|DEF//det//97 pensionssparare//NN|UTR|PLU|IND|NOM//obl//93 som//HP|-|-|-//nsubj//100 inte//AB//advmod//100 har//VB|PRS|AKT//acl:relcl//97 tillgång//NN|UTR|SIN|IND|NOM//obj//100 till//PP//case//103 Internet//NN|NEU|SIN|DEF|NOM//nmod//101 .//MAD//punct//87
11 Beslutsstöd till pensionsspararna;En//DT|UTR|SIN|IND//det//106 utveckling//NN|UTR|SIN|IND|NOM//nsubj//111 av//PP//case//108 fondkatalogen//NN|UTR|SIN|DEF|NOM//nmod//106 kan//VB|PRS|AKT//aux//111 här//AB//advmod//111 bli//VB|INF|AKT//parataxis//87 nödvändig//JJ|POS|UTR|SIN|IND|NOM//xcomp//111 .//MID//punct//111
11 Beslutsstöd till pensionsspararna;Även//AB//advmod//115 frågan//NN|UTR|SIN|DEF|NOM//appos//111 om//PP//case//115 på//PP//case//119 vilket//HD|NEU|SIN|IND//det//119 sätt//NN|NEU|SIN|IND|NOM//nmod//115
11 Beslutsstöd till pensionsspararna;PPM//PM|NOM//nsubj//5 ://MID//punct//0 s//NN|NEU|SIN|IND|GEN//nummod//3 kundservice//NN|UTR|SIN|IND|NOM//appos//0 kan//VB|PRS|AKT//aux//5 spela//VB|INF|AKT//ROOT//5 en//DT|UTR|SIN|IND//det//7 roll//NN|UTR|SIN|IND|NOM//obj//5 i//PP//case//9 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//7 bör//VB|PRS|AKT//aux//11 övervägas//VB|INF|SFO//conj//5 ,//MID//punct//13 se//VB|IMP|AKT//conj//5 kapitel//NN|NEU|SIN|IND|NOM//nmod//15 10//RG|NOM//obj//13 .//MAD//punct//5
11 Beslutsstöd till pensionsspararna;11.3//RG|NOM//nummod//18 Beslutsstödets//NN|NEU|SIN|DEF|GEN//nmod:poss//20 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 utformning//NN|UTR|SIN|IND|NOM//nmod//22 11.3.1//RG|NOM//nummod//22 Förvaltningsform//NN|UTR|SIN|IND|NOM//obj//5 och//KN//cc//24 val//NN|NEU|SIN|IND|NOM//conj//22 av//PP//case//26 fondtyp//NN|UTR|SIN|IND|NOM//nmod//24
11 Beslutsstöd till pensionsspararna;Som//HA//mark//1 framgått//VB|SUP|AKT//advcl//2 fattas//VB|PRS|SFO//ROOT//2 beslut//NN|NEU|SIN|IND|NOM//obj//2 inom//PP//case//5 kapitalförvaltning//NN|UTR|SIN|IND|NOM//obl//2 på//PP//case//9 tre//RG|NOM//nummod//9 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 nivåer//NN|UTR|PLU|IND|NOM//nmod//5 .//MAD//punct//2
11 Beslutsstöd till pensionsspararna;Beträffande//PP//case//12 förvaltningen//NN|UTR|SIN|DEF|NOM//obl//16 av//PP//case//14 premiepensionsmedlen//NN|UTR|SIN|DEF|NOM//nmod//12 kan//VB|PRS|AKT//aux//16 besluten//NN|NEU|PLU|DEF|NOM//nsubj:pass//22 på//PP//case//21 de//DT|UTR/NEU|PLU|DEF//det//21 tre//RG|NOM//nummod//21 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 nivåerna//NN|UTR|PLU|DEF|NOM//nmod//16 tas//VB|PRS|SFO//conj//2 antingen//KN//cc//26 av//PP//case//25 pensionsspararen//NN|UTR|SIN|DEF|NOM//obl//26 själv//JJ|POS|UTR|SIN|IND|NOM//xcomp//22 eller//KN//cc//30 av//PP//case//30 en//DT|UTR|SIN|IND//det//30 fondförvaltare//NN|UTR|SIN|IND|NOM//conj//22 .//MID//punct//2
11 Beslutsstöd till pensionsspararna;Innan//SN//mark//36 några//DT|UTR/NEU|PLU|IND//det//34 beslut//NN|NEU|PLU|IND|NOM//nsubj:pass//36 kan//VB|PRS|AKT//aux//36 fattas//VB|INF|SFO//advcl//40 måste//VB|PRS|AKT//aux//40 pensionsspararen//NN|UTR|SIN|DEF|NOM//nsubj//40 ha//VB|INF|AKT//aux//40 tagit//VB|SUP|AKT//conj//2 ställning//NN|UTR|SIN|IND|NOM//obj//40 till//PP//case//44 vilka//HD|UTR/NEU|PLU|IND//det//44 former//NN|UTR|PLU|IND|NOM//obl//40 som//HP|-|-|-//obj//48 förvaltningen//NN|UTR|SIN|DEF|NOM//nsubj//48 bör//VB|PRS|AKT//aux//48 ta//VB|INF|AKT//acl:relcl//44 ,//MID//punct//48 dvs.//AB|AN//advmod//52 vilka//HD|UTR/NEU|PLU|IND//det//52 beslut//NN|NEU|PLU|IND|NOM//appos//48 som//HP|-|-|-//nsubj:pass//55 skall//VB|PRS|AKT//aux//55 överlåtas//VB|INF|SFO//acl:relcl//52 till//PP//case//57 förvaltaren//NN|UTR|SIN|DEF|NOM//obl//55 och//KN//cc//60 vilka//HD|UTR/NEU|PLU|IND//det//60 beslut//NN|NEU|PLU|IND|NOM//conj//57 som//HP|-|-|-//obj//65 pensionsspararen//NN|UTR|SIN|DEF|NOM//nsubj//65 själv//JJ|POS|UTR|SIN|IND|NOM//amod//62 skall//VB|PRS|AKT//aux//65 fatta//VB|INF|AKT//acl:relcl//60 .//MAD//punct//2
11 Beslutsstöd till pensionsspararna;Det//DT|NEU|SIN|DEF//det//69 första//RO|NOM//amod//69 pensionsspararen//NN|UTR|SIN|DEF|NOM//nsubj//71 måste//VB|PRS|AKT//aux//71 avgöra//VB|INF|AKT//parataxis//2 för//PP//mark//75 att//IE//mark//75 kunna//VB|INF|AKT//aux//75 tillgodogöra//VB|INF|AKT//advcl//71 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//75 ett//DT|NEU|SIN|IND//det//78 beslutsstöd//NN|NEU|SIN|IND|NOM//obj//75 är//VB|PRS|AKT//cop//81 hur//HA//advmod//81 engagerad//PC|PRF|UTR|SIN|IND|NOM//parataxis//2 han//PN|UTR|SIN|DEF|SUB//nsubj//81 eller//KN//cc//84 hon//PN|UTR|SIN|DEF|SUB//conj//82 skall//VB|PRS|AKT//aux//86 vara//VB|INF|AKT//cop//87 framöver//AB//advmod//81 vid//PP//case//89 förvaltningen//NN|UTR|SIN|DEF|NOM//obl//81 av//PP//case//91 premiepensionsmedlen//NN|UTR|SIN|DEF|NOM//nmod//89 .//MAD//punct//2
11 Beslutsstöd till pensionsspararna;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 anser//VB|PRS|AKT//ROOT//1 alltså//AB//advmod//1 att//SN//mark//6 beslutsstödet//NN|NEU|SIN|DEF|NOM//nsubj:pass//6 bör//VB|PRS|AKT//aux//6 utformas//VB|INF|SFO//ccomp//1 så//AB//mark//11 att//SN//mark//11 varje//DT|UTR/NEU|SIN|IND//det//10 pensionssparare//NN|UTR|SIN|IND|NOM//nsubj//11 får//VB|PRS|AKT//advcl//6 hjälp//NN|UTR|SIN|IND|NOM//obj//11 att//IE//mark//14 välja//VB|INF|AKT//acl//12 mellan//PP//case//17 de//DT|UTR/NEU|PLU|DEF//det//17 förvaltningsformer//NN|UTR|PLU|IND|NOM//obl//14 som//HP|-|-|-//obj//20 premiepensionssystemets//NN|NEU|SIN|DEF|GEN//nsubj//20 erbjuder//VB|PRS|AKT//acl:relcl//17 .//MAD//punct//1
11 Beslutsstöd till pensionsspararna;"Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//23 tar//VB|PRS|AKT//parataxis//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//23 uttryck//NN|NEU|SIN|IND|NOM//obj//23 i//PP//case//28 premiepensionssystemets//NN|NEU|SIN|DEF|GEN//nmod:poss//28 fondtyper//NN|UTR|PLU|IND|NOM//obl//23 ;//MID//punct//23"
11 Beslutsstöd till pensionsspararna;generationsfonder//NN|UTR|PLU|IND|NOM//obj//23 ,//MID//punct//32 blandfonder//NN|UTR|PLU|IND|NOM//conj//30 och//KN//cc//34 aktie-//NN|UTR|-|-|SMS//conj//30 och//KN//cc//36 räntefonder//NN|UTR|PLU|IND|NOM//conj//30 .//MAD//punct//23
11 Beslutsstöd till pensionsspararna;Respektive//AB//cc//40 fondtyp//NN|UTR|SIN|IND|NOM//nsubj//40 ställer//VB|PRS|AKT//conj//23 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//42 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 krav//NN|NEU|PLU|IND|NOM//obj//40 på//PP//case//45 uppföljning//NN|UTR|SIN|IND|NOM//obl//40 från//PP//case//48 pensionsspararnas//NN|UTR|PLU|DEF|GEN//nmod:poss//48 sida//NN|UTR|SIN|IND|NOM//nmod//45 .//MID//punct//23
11 Beslutsstöd till pensionsspararna;Väsentligt//AB|POS//advmod//51 blir//VB|PRS|AKT//conj//1 här//AB//advmod//51 att//IE//mark//54 beskriva//VB|INF|AKT//xcomp//51 vilket//HD|NEU|SIN|IND//det//56 krav//NN|NEU|SIN|IND|NOM//obj//54 på//PP//case//58 engagemang//NN|NEU|SIN|IND|NOM//nmod//56 som//HP|-|-|-//obl//63 de//DT|UTR/NEU|PLU|DEF//det//62 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 fondtyperna//NN|UTR|PLU|DEF|NOM//nsubj//63 ställer//VB|PRS|AKT//acl:relcl//58 på//PP//case//65 pensionsspararna//NN|UTR|PLU|DEF|NOM//obl//63 .//MAD//punct//1
11 Beslutsstöd till pensionsspararna;I//PP//case//5 det//DT|NEU|SIN|DEF//det//3 danska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 ATP-systemets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 valfria//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 del//NN|UTR|SIN|IND|NOM//obl//18 ,//MID//punct//5 med//PP//case//10 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//10 tre//RG|NOM//nummod//10 valalternativ//NN|NEU|PLU|IND|NOM//nmod//5 för//PP//case//12 sparandet//NN|NEU|SIN|DEF|NOM//nmod//10 i//PP//case//14 fonder//NN|UTR|PLU|IND|NOM//nmod//12 ,//MID//punct//18 kan//VB|PRS|AKT//aux//18 spararen//NN|UTR|SIN|DEF|NOM//nsubj//18 genomgå//VB|INF|AKT//ROOT//18 ett//DT|NEU|SIN|IND//det//21 enkelt//JJ|POS|NEU|SIN|IND|NOM//amod//21 test//NN|NEU|SIN|IND|NOM//obj//18 med//PP//case//24 fyra//RG|NOM//nummod//24 flervalsfrågor//NN|UTR|PLU|IND|NOM//obl//18 som//HP|-|-|-//nsubj//26 behandlar//VB|PRS|AKT//acl:relcl//24 pensionsspararens//NN|UTR|SIN|DEF|GEN//nmod:poss//28 kunskaper//NN|UTR|PLU|IND|NOM//obj//26 och//KN//cc//30 engagemang//NN|NEU|SIN|IND|NOM//conj//28 .//MAD//punct//18
11 Beslutsstöd till pensionsspararna;1//RG|NOM//nummod//18 .//MID//punct//18
11 Beslutsstöd till pensionsspararna;Hur//HA//advmod//35 mycket//AB|POS//advmod//38 vill//VB|PRS|AKT//aux//38 spararen//NN|UTR|SIN|DEF|NOM//nsubj//38 engagera//VB|INF|AKT//conj//18 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//38 i//PP//case//41 fondinvesteringen//NN|UTR|SIN|DEF|NOM//obl//38 ?//MAD//punct//38
11 Beslutsstöd till pensionsspararna;2//RG|NOM//punct//18 .//MID//punct//18
11 Beslutsstöd till pensionsspararna;Hur//HA//advmod//46 bedömer//VB|PRS|AKT//parataxis//18 spararen//NN|UTR|SIN|DEF|NOM//nsubj//46 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//49 kunskaper//NN|UTR|PLU|IND|NOM//obj//46 för//PP//mark//52 att//IE//mark//52 sätta//VB|INF|AKT//advcl//46 samman//PL//compound:prt//52 en//DT|UTR|SIN|IND//det//55 fondportfölj//NN|UTR|SIN|IND|NOM//obj//52 ?//MID//punct//46
11 Beslutsstöd till pensionsspararna;3//RG|NOM//nummod//46 .//MID//punct//46
11 Beslutsstöd till pensionsspararna;Hur//HA//advmod//60 mycket//AB|POS//advmod//63 vill//VB|PRS|AKT//aux//63 spararen//NN|UTR|SIN|DEF|NOM//nsubj//63 engagera//VB|INF|AKT//parataxis//46 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//63 i//PP//case//66 uppföljningen//NN|UTR|SIN|DEF|NOM//obl//63 av//PP//case//68 fondportföljen//NN|UTR|SIN|DEF|NOM//nmod//66 ?//MID//punct//63
11 Beslutsstöd till pensionsspararna;4//RG|NOM//nummod//63 .//MID//punct//46
11 Beslutsstöd till pensionsspararna;Hur//HA//advmod//73 bedömer//VB|PRS|AKT//parataxis//46 spararen//NN|UTR|SIN|DEF|NOM//nsubj//73 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//76 kunskaper//NN|UTR|PLU|IND|NOM//obj//73 för//PP//mark//79 att//IE//mark//79 följa//VB|INF|AKT//acl//76 upp//PL//compound:prt//79 fondportföljen//NN|UTR|SIN|DEF|NOM//obj//79 ?//MAD//punct//73
11 Beslutsstöd till pensionsspararna;Utifrån//PP//case//1 svaren//NN|NEU|PLU|DEF|NOM//obl//5 på//PP//case//4 dessa//DT|UTR/NEU|PLU|DEF//det//4 frågor//NN|UTR|PLU|IND|NOM//nmod//1 görs//VB|PRS|SFO//ROOT//5 en//DT|UTR|SIN|IND//det//7 analys//NN|UTR|SIN|IND|NOM//nsubj:pass//5 av//PP//case//9 vilket//HP|NEU|SIN|IND//nmod//7 av//PP//case//13 de//DT|UTR/NEU|PLU|DEF//det//13 tre//RG|NOM//nummod//13 placeringsalternativen//NN|NEU|PLU|DEF|NOM//nmod//9 i//PP//case//15 ATP-systemet//NN|NEU|SIN|DEF|NOM//nmod//13 som//HP|-|-|-//nsubj//17 passar//VB|PRS|AKT//acl:relcl//13 spararen//NN|UTR|SIN|DEF|NOM//obj//17 bäst//AB|SUV//advmod//17 .//MAD//punct//5
11 Beslutsstöd till pensionsspararna;Pensionsspararens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 kunskapsnivå//NN|UTR|SIN|IND|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 en//DT|UTR|SIN|IND//expl//7 inte//AB//advmod//7 lika//AB//advmod//6 väsentlig//JJ|POS|UTR|SIN|IND|NOM//amod//7 fråga//NN|UTR|SIN|IND|NOM//ROOT//7 att//IE//mark//9 fastställa//VB|INF|AKT//acl//7 som//KN//mark//14 vilket//HD|NEU|SIN|IND//det//12 engagemang//NN|NEU|SIN|IND|NOM//nsubj//14 pensionsspararen//NN|UTR|SIN|DEF|NOM//nsubj//14 förväntar//VB|PRS|AKT//ccomp//9 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//14 ha//VB|INF|AKT//xcomp//14 i//PP//case//18 fortsättningen//NN|UTR|SIN|DEF|NOM//obl//16 .//MAD//punct//7
