6 Vinst i vården och vården som marknad? ;I//PP//case//1 målen//NN|NEU|PLU|DEF|NOM//obl//8 för//PP//case//3 hälso-//NN|UTR|-|-|SMS//nmod//1 och//KN//cc//5 sjukvården//NN|UTR|SIN|DEF|NOM//conj//3 i//PP//case//7 Sverige//PM|NOM//nmod//5 anges//VB|PRS|SFO//ROOT//8 att//SN//mark//12 vården//NN|UTR|SIN|DEF|NOM//nsubj:pass//12 skall//VB|PRS|AKT//aux//12 ges//VB|INF|SFO//ccomp//8 efter//PP//case//14 behov//NN|NEU|SIN|IND|NOM//obl//12 –//PAD//punct//8 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//22 med//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//20 behoven//NN|NEU|PLU|DEF|NOM//nmod//16 skall//VB|PRS|AKT//aux//22 ha//VB|INF|AKT//parataxis//8 vård//NN|UTR|SIN|IND|NOM//obj//22 först//AB//advmod//22 .//MAD//punct//22
7.1.7 Yttrandefrihet och insyn;I//PP//case//27 denna//PN|UTR|SIN|DEF|SUB/OBJ//obl//28 anges//VB|PRS|SFO//conj//1 att//SN//mark//36 om//SN//case//32 en//DT|UTR|SIN|IND//det//32 kommun//NN|UTR|SIN|IND|NOM//nsubj//36 eller//KN//cc//35 ett//DT|NEU|SIN|IND//det//35 landsting//NN|NEU|SIN|IND|NOM//conj//32 sluter//VB|PRS|AKT//advcl//52 avtal//NN|NEU|SIN|IND|NOM//obj//36 med//PP//case//41 ett//DT|NEU|SIN|IND//det//41 privatägt//PC|PRF|NEU|SIN|IND|NOM//amod//41 företag//NN|NEU|SIN|IND|NOM//obl//36 om//PP//mark//44 att//IE//mark//44 utföra//VB|INF|AKT//acl//41 en//DT|UTR|SIN|IND//det//47 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//47 angelägenhet//NN|UTR|SIN|IND|NOM//obj//44 skall//VB|PRS|AKT//aux//52 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//52 eller//KN//cc//51 landstinget//NN|NEU|SIN|DEF|NOM//conj//49 beakta//VB|INF|AKT//conj//1 intresset//NN|NEU|SIN|DEF|NOM//obj//52 av//PP//mark//58 att//IE//mark//58 genom//PP//case//57 avtalet//NN|NEU|SIN|DEF|NOM//obl//58 tillförsäkras//VB|PRS|SFO//acl//53 information//NN|UTR|SIN|IND|NOM//nsubj:pass//58 som//HP|-|-|-//nsubj//61 gör//VB|PRS|AKT//acl:relcl//59 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//61 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//61 för//PP//case//65 allmänheten//NN|UTR|SIN|DEF|NOM//obl//61 att//IE//mark//67 få//VB|INF|AKT//xcomp//61 insyn//NN|UTR|SIN|IND|NOM//obj//67 i//PP//mark//72 hur//HA//advmod//72 angelägenheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//72 utförs//VB|PRS|SFO//advcl//61 .//MID//punct//52
7.1.7 Yttrandefrihet och insyn;Det//DT|NEU|SIN|DEF//det//76 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//76 ansvaret//NN|NEU|SIN|DEF|NOM//conj//52 för//PP//mark//80 att//SN//fixed//77 allmänheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//80 tillförsäkras//VB|PRS|SFO//advcl//52 erforderlig//JJ|POS|UTR|SIN|IND|NOM//amod//82 insyn//NN|UTR|SIN|IND|NOM//obj//80 bör//VB|PRS|AKT//aux//84 ligga//VB|INF|AKT//conj//52 på//PP//case//88 den//DT|UTR|SIN|DEF//det//88 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//88 part//NN|UTR|SIN|IND|NOM//obl//84 som//HP|-|-|-//nsubj//90 sluter//VB|PRS|AKT//acl:relcl//88 entreprenadavtalet//NN|NEU|SIN|DEF|NOM//obj//90 ,//MID//punct//52 dvs.//AB|AN//advmod//94 normalt//AB|POS//appos//52 den//DT|UTR|SIN|DEF//det//97 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//97 nämnden//NN|UTR|SIN|DEF|NOM//obj//52 .//MAD//punct//1

7.2 Internationalisering;Frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//15 om//PP//case//3 vårdens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 drifts-//NN|UTR|-|-|SMS//nmod//0 och//KN//cc//5 ägarformer//NN|UTR|PLU|IND|NOM//conj//3 och//KN//cc//9 den//DT|UTR|SIN|DEF//det//9 demokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 styrningen//NN|UTR|SIN|DEF|NOM//conj//3 av//PP//case//11 vården//NN|UTR|SIN|DEF|NOM//nmod//9 kan//VB|PRS|AKT//aux//15 inte//AB//advmod//15 längre//AB|KOM//advmod//15 ses//VB|INF|SFO//ROOT//15 enbart//AB//advmod//15 i//PP//case//19 nationellt//JJ|POS|NEU|SIN|IND|NOM//amod//19 perspektiv//NN|NEU|SIN|IND|NOM//obl//15 .//MAD//punct//15
7.2 Internationalisering;I//PP//case//24 en//DT|UTR|SIN|IND//det//23 rad//NN|UTR|SIN|IND|NOM//nmod//24 avseenden//NN|NEU|PLU|IND|NOM//obl//28 är//VB|PRS|AKT//cop//28 vårdsystemen//NN|NEU|PLU|DEF|NOM//nsubj//28 redan//AB//advmod//28 inflätade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//15 i//PP//compound:prt//28 och//KN//cc//32 en//DT|UTR|SIN|IND//det//32 del//NN|UTR|SIN|IND|NOM//conj//28 av//PP//case//37 en//DT|UTR|SIN|IND//det//37 internationaliserad//PC|PRF|UTR|SIN|IND|NOM//amod//37 global//JJ|POS|UTR|SIN|IND|NOM//amod//37 ekonomi//NN|UTR|SIN|IND|NOM//nmod//32 .//MAD//punct//28
7.2 Internationalisering;På//PP//case//40 läkemedelsmarknaden//NN|UTR|SIN|DEF|NOM//obl//41 dominerar//VB|PRS|AKT//conj//15 ett//DT|NEU|SIN|IND//det//44 begränsat//PC|PRF|NEU|SIN|IND|NOM//amod//44 antal//NN|NEU|SIN|IND|NOM//nmod//47 globalt//AB|POS//amod//47 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 läkemedelsföretag//NN|NEU|PLU|IND|NOM//nsubj//41 en//DT|UTR|SIN|IND//det//50 stor//JJ|POS|UTR|SIN|IND|NOM//amod//50 del//NN|UTR|SIN|IND|NOM//obj//41 av//PP//case//52 produktionen//NN|UTR|SIN|DEF|NOM//nmod//50 och//KN//cc//57 ännu//AB//advmod//55 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//56 grad//NN|UTR|SIN|IND|NOM//nmod//57 forskningen//NN|UTR|SIN|DEF|NOM//conj//50 för//PP//case//60 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 läkemedel//NN|NEU|PLU|IND|NOM//nmod//57 .//MAD//punct//41
7.2 Internationalisering;För//PP//case//65 avancerad//PC|PRF|UTR|SIN|IND|NOM//amod//65 medicinsk//JJ|POS|UTR|SIN|IND|NOM//amod//65 utrustning//NN|UTR|SIN|IND|NOM//nsubj:pass//66 utvecklas//VB|PRS|SFO//parataxis//41 på//PP//case//69 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 sätt//NN|NEU|PLU|IND|NOM//obl//66 en//DT|UTR|SIN|IND//det//72 global//JJ|POS|UTR|SIN|IND|NOM//amod//72 marknad//NN|UTR|SIN|IND|NOM//obl//66 .//MAD//punct//15
7.2 Internationalisering;Såväl//KN//advmod//4 när//HA//case//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 gäller//VB|PRS|AKT//fixed//1 läkemedel//NN|NEU|PLU|IND|NOM//obl//12 som//KN//nsubj//8 medicinsktekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 prodikter//NN|UTR|PLU|IND|NOM//nsubj//8 har//VB|PRS|AKT//aux//12 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 företag//NN|NEU|PLU|IND|NOM//nsubj//12 kunnat//VB|SUP|AKT//aux//12 hävda//VB|INF|AKT//ROOT//12 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//12 väl//AB|POS//advmod//12 .//MID//punct//12
7.2 Internationalisering;Samma//DT|UTR/NEU|SIN/PLU|IND//det//17 kopplingar//NN|UTR|PLU|IND|NOM//nsubj//36 mellan//PP//case//21 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 aktörer//NN|UTR|PLU|IND|NOM//nmod//17 som//KN//mark//23 Televerket//PM|NOM//appos//21 och//KN//cc//25 SJ//PM|NOM//conj//23 och//KN//cc//27 företag//NN|NEU|PLU|IND|NOM//conj//23 som//HP|-|-|-//mark//29 Ericsson//PM|NOM//conj//23 och//KN//cc//31 Asea//PM|NOM//conj//29 ///MID//cc//33 ABB//PM|NOM//conj//29 har//VB|PRS|AKT//aux//36 också//AB//advmod//36 funnits//VB|SUP|SFO//parataxis//12 mellan//PP//case//39 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//39 sjukvård//NN|UTR|SIN|IND|NOM//obl//36 och//KN//cc//41 forskning//NN|UTR|SIN|IND|NOM//conj//39 och//KN//cc//43 företag//NN|NEU|PLU|IND|NOM//conj//39 inom//PP//case//45 läkemedel//NN|NEU|PLU|IND|NOM//obl//36 och//KN//cc//48 medicinsk//JJ|POS|UTR|SIN|IND|NOM//amod//48 teknik//NN|UTR|SIN|IND|NOM//conj//45 som//KN//mark//50 Astra//PM|NOM//nmod//48 ,//MID//punct//52 Pharmacia//PM|NOM//conj//50 och//KN//cc//54 Gambro//PM|NOM//conj//50 .//MAD//punct//12
7.2 Internationalisering;I//PP//case//3 alla//DT|UTR/NEU|PLU|IND/DEF//det//3 dessa//DT|UTR/NEU|PLU|DEF//det//3 fall//NN|NEU|PLU|IND|NOM//obl//6 har//VB|PRS|AKT//aux//6 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//6 funnits//VB|SUP|SFO//ROOT//6 inslag//NN|NEU|SIN|IND|NOM//xcomp//6 av//PP//case//10 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//10 politik//NN|UTR|SIN|IND|NOM//nmod//7 som//HP|-|-|-//nsubj//12 påverkat//VB|SUP|AKT//acl:relcl//10 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//12 .//MAD//punct//6
7.2 Internationalisering;I//PP//case//18 den//DT|UTR|SIN|DEF//det//18 globala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 ekonomin//NN|UTR|SIN|DEF|NOM//obl//34 kan//VB|PRS|AKT//aux//34 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 beslut//NN|NEU|PLU|IND|NOM//nsubj//34 om//PP//case//23 forskningspolitik//NN|UTR|SIN|IND|NOM//nmod//21 och//KN//cc//26 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 former//NN|UTR|PLU|IND|NOM//conj//23 för//PP//case//29 demokratisk//JJ|POS|UTR|SIN|IND|NOM//amod//29 styrning//NN|UTR|SIN|IND|NOM//nmod//26 i//PP//case//33 mycket//AB|POS//advmod//32 liten//JJ|POS|UTR|SIN|IND|NOM//amod//33 omfattning//NN|UTR|SIN|IND|NOM//nmod//29 påverka//VB|INF|AKT//parataxis//6 företagens//NN|NEU|PLU|DEF|GEN//nmod:poss//36 strategier//NN|UTR|PLU|IND|NOM//obj//34 och//KN//cc//38 beslut//NN|NEU|PLU|IND|NOM//conj//36 .//MAD//punct//6
7.2 Internationalisering;Relationerna//NN|UTR|PLU|DEF|NOM//nsubj//41 tenderar//VB|PRS|AKT//parataxis//6 istället//AB//mark//44 att//IE//mark//44 bli//VB|INF|AKT//advcl//41 de//DT|UTR/NEU|PLU|DEF//det//46 omvända//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//44 .//MAD//punct//6
7.2 Internationalisering;Läkemedelsföretagen//NN|UTR|SIN|DEF|NOM//nsubj//49 styr//VB|PRS|AKT//parataxis//6 t.ex.//AB|AN//advmod//49 inte//AB//advmod//49 enbart//AB//advmod//49 sin//PS|UTR|SIN|DEF//nmod:poss//55 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//55 forskning//NN|UTR|SIN|IND|NOM//obj//49 och//KN//cc//57 utveckling//NN|UTR|SIN|IND|NOM//conj//55 .//MAD//punct//49
7.2 Internationalisering;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//60 finansierar//VB|PRS|AKT//parataxis//49 tillsammans//AB//advmod//60 med//PP//case//63 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//60 också//AB//advmod//67 en//DT|UTR|SIN|IND//det//67 växande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 del//NN|UTR|SIN|IND|NOM//obj//60 av//PP//case//70 den//DT|UTR|SIN|DEF//det//70 forskning//NN|UTR|SIN|IND|NOM//nmod//67 som//HP|-|-|-//nsubj:pass//72 bedrivs//VB|PRS|SFO//acl:relcl//70 i//PP//case//75 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//75 regi//NN|UTR|SIN|IND|NOM//obl//72 och//KN//cc//77 påverkar//VB|PRS|AKT//conj//72 därmed//AB//advmod//77 forskningens//NN|UTR|SIN|DEF|GEN//nmod:poss//80 inriktning//NN|UTR|SIN|IND|NOM//obj//77 .//MAD//punct//80
7.2 Internationalisering;Motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 inflytande//NN|NEU|SIN|IND|NOM//nsubj//84 finns//VB|PRS|SFO//conj//6 över//PP//case//88 t.ex.//AB|AN//advmod//88 vårdpersonalens//NN|UTR|SIN|DEF|GEN//nmod:poss//88 fortbildning//NN|UTR|SIN|IND|NOM//obl//84 där//HA//advmod//91 läkemedelsbolagen//NN|NEU|PLU|DEF|NOM//nsubj//91 står//VB|PRS|AKT//acl:relcl//88 för//PP//case//95 en//DT|UTR|SIN|IND//det//95 stor//JJ|POS|UTR|SIN|IND|NOM//amod//95 andel//NN|UTR|SIN|IND|NOM//obl//91 .//MAD//punct//84
7.2 Internationalisering;Företagen//NN|NEU|PLU|DEF|NOM//nsubj//103 inom//PP//case//99 läkemedel//NN|NEU|PLU|IND|NOM//nmod//97 och//KN//cc//102 medicinsk//JJ|POS|UTR|SIN|IND|NOM//amod//102 teknik//NN|UTR|SIN|IND|NOM//conj//99 riktar//VB|PRS|AKT//parataxis//84 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//103 numera//AB//advmod//103 direkt//AB|POS//advmod//103 till//PP//case//108 patienterna//NN|UTR|PLU|DEF|NOM//obl//103 för//PP//case//110 rådgivning//NN|UTR|SIN|IND|NOM//nmod//108 och//KN//cc//112 marknadsföring//NN|UTR|SIN|IND|NOM//conj//110 .//MAD//punct//6
7.2 Internationalisering;För//PP//mark//2 att//IE//mark//2 återknyta//VB|INF|AKT//advcl//7 till//PP//case//6 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 etiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 utgångspunkter//NN|UTR|PLU|IND|NOM//obl//2 ger//VB|PRS|AKT//ROOT//7 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//7 ett//DT|NEU|SIN|IND//det//11 belysande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 exempel//NN|NEU|SIN|IND|NOM//obj//7 på//PP//case//15 hur//HA//advmod//15 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 aktörer//NN|UTR|PLU|IND|NOM//obl//7 genom//PP//case//18 sin//PS|UTR|SIN|DEF//nmod:poss//18 expansion//NN|UTR|SIN|IND|NOM//nmod//15 kan//VB|PRS|AKT//aux//22 komma//VB|INF|AKT//aux//22 att//IE//mark//22 överta//VB|INF|AKT//xcomp//7 kompetens//NN|UTR|SIN|IND|NOM//obj//22 och//KN//cc//25 makt//NN|UTR|SIN|IND|NOM//conj//23 från//PP//case//29 de//DT|UTR/NEU|PLU|DEF//det//29 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 organen//NN|NEU|PLU|DEF|NOM//obl//22 .//MAD//punct//7
7.2 Internationalisering;Läkemedlen//NN|NEU|PLU|DEF|NOM//nsubj//5 och//KN//cc//4 den//DT|UTR|SIN|DEF//det//4 medicinskteknologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 industrin//NN|UTR|SIN|DEF|NOM//conj//0 finns//VB|PRS|SFO//ROOT//5 redan//AB//advmod//5 i//PP//advmod//5 huvudsak//NN|UTR|SIN|IND|NOM//fixed//7 i//PP//case//12 en//DT|UTR|SIN|IND//det//12 internationaliserad//PC|PRF|UTR|SIN|IND|NOM//amod//12 ekonomi//NN|UTR|SIN|IND|NOM//obl//5 och//KN//cc//19 en//DT|UTR|SIN|IND//det//16 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 utveckling//NN|UTR|SIN|IND|NOM//nsubj:pass//19 har//VB|PRS|AKT//aux//19 redan//AB//advmod//19 inletts//VB|SUP|SFO//conj//5 för//PP//case//22 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 vårdtjänster//NN|UTR|PLU|IND|NOM//obl//19 .//MAD//punct//5
7.2 Internationalisering;Internationaliseringen//NN|UTR|SIN|DEF|NOM//nsubj//25 sker//VB|PRS|AKT//parataxis//5 på//PP//case//28 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//28 plan//NN|NEU|PLU|IND|NOM//obl//25 .//MAD//punct//25
7.2 Internationalisering;Arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nsubj//31 blir//VB|PRS|AKT//parataxis//25 allt//AB//advmod//33 mer//AB|KOM//advmod//34 internationell//JJ|POS|UTR|SIN|IND|NOM//xcomp//31 ,//MID//punct//31 vårdföretagen//NN|NEU|PLU|DEF|NOM//nsubj//37 söker//VB|PRS|AKT//conj//31 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//37 utomlands//AB//advmod//37 och//KN//cc//41 vård//NN|UTR|SIN|IND|NOM//conj//37 i//PP//case//43 utlandet//NN|NEU|SIN|DEF|NOM//nmod//41 är//VB|PRS|AKT//cop//47 ett//DT|NEU|SIN|IND//det//47 möjligt//JJ|POS|NEU|SIN|IND|NOM//amod//47 val//NN|NEU|SIN|IND|NOM//xcomp//31 för//PP//case//51 allt//AB//advmod//50 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//51 patienter//NN|UTR|PLU|IND|NOM//nmod//47 i//PP//case//54 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 länder//NN|NEU|PLU|IND|NOM//nmod//51 .//MAD//punct//5
7.2 Internationalisering;Vårdpersonalens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 arbetsmarknad//NN|UTR|SIN|IND|NOM//nsubj//2 blir//VB|PRS|AKT//ROOT//2 för//PP//case//5 varje//DT|UTR/NEU|SIN|IND//det//5 år//NN|NEU|SIN|IND|NOM//obl//2 allt//AB//advmod//7 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//2 .//MID//punct//2
7.2 Internationalisering;De//DT|UTR/NEU|PLU|DEF//det//11 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 vårdföretagen//NN|NEU|PLU|DEF|NOM//nsubj//12 etablerar//VB|PRS|AKT//parataxis//2 i//PP//case//16 allt//AB//advmod//15 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 grad//NN|UTR|SIN|IND|NOM//obl//12 verksamhet//NN|UTR|SIN|IND|NOM//obj//12 över//PP//case//19 nationsgränserna//NN|UTR|PLU|DEF|NOM//nmod//17 .//MAD//punct//2
7.2 Internationalisering;Flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//22 länder//NN|NEU|PLU|IND|NOM//nsubj//33 ,//MID//punct//22 bl.a.//AB|AN//advmod//25 Storbritannien//PM|NOM//appos//22 ,//MID//punct//27 Nederländerna//PM|NOM//conj//25 ,//MID//punct//29 Norge//PM|NOM//conj//25 och//KN//cc//31 Danmark//PM|NOM//conj//25 ,//MID//punct//22 upphandlar//VB|PRS|AKT//parataxis//2 vård//NN|UTR|SIN|IND|NOM//obj//33 i//PP//case//37 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 länder//NN|NEU|PLU|IND|NOM//nmod//34 för//PP//mark//46 att//IE//mark//46 korta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 köer//NN|UTR|PLU|IND|NOM//obl//46 och//KN//cc//43 väntetider//NN|UTR|PLU|IND|NOM//conj//41 .//MAD//punct//41
7.2 Internationalisering;Patienter//NN|UTR|PLU|IND|NOM//nsubj//46 söker//VB|PRS|AKT//advcl//33 också//AB//advmod//46 allt//AB//advmod//49 oftare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//46 vård//NN|UTR|SIN|IND|NOM//obj//46 i//PP//case//53 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 länder//NN|NEU|PLU|IND|NOM//nmod//50 på//PP//case//56 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//56 hand//NN|UTR|SIN|IND|NOM//nmod//53 .//MAD//punct//2
7.2 Internationalisering;Frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//68 om//PP//case//61 hemlandets//NN|NEU|SIN|DEF|GEN//nmod:poss//61 skyldighet//NN|UTR|SIN|IND|NOM//nmod//58 att//IE//mark//63 betala//VB|INF|AKT//acl//58 för//PP//case//66 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//66 vård//NN|UTR|SIN|IND|NOM//obl//63 har//VB|PRS|AKT//aux//68 tagits//VB|SUP|SFO//conj//2 upp//PL//compound:prt//68 i//PP//case//71 EG-domstolen//NN|UTR|SIN|DEF|NOM//obl//68 i//PP//case//75 några//DT|UTR/NEU|PLU|IND//det//75 uppmärksammade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//75 domar//NN|UTR|PLU|IND|NOM//obl//68 .//MAD//punct//2
7.2 Internationalisering;(//PAD//punct//78 Målet//NN|NEU|SIN|DEF|NOM//nsubj//91 C-157/99//RG|NOM//flat//78 ,//MID//punct//81 Geraets-Smit//PM|NOM//conj//79 ,//MID//punct//81 målet//NN|NEU|SIN|DEF|NOM//conj//78 C-368/98//VB|PRS|AKT//nmod//83 ,//MID//punct//83 Vanbraekel//PM|NOM//nmod//83 .//MAD//punct//78 )//PAD//punct//78
7.2 Internationalisering;I//PP//case//90 Sveriges//PM|GEN//nmod//78 pågår//VB|PRS|AKT//parataxis//2 också//AB//advmod//91 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//95 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//95 processer//NN|UTR|PLU|IND|NOM//obj//91 i//PP//case//98 bl.a.//AB|AN//advmod//98 Regeringsrätten//NN|UTR|SIN|DEF|NOM//nmod//95 .//MAD//punct//2
7.2 Internationalisering;Viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//3 bör//VB|PRS|AKT//aux//3 ställas//VB|INF|SFO//ROOT//3 om//SN//case//7 tänkbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 fortsatt//PC|PRF|NEU|SIN|IND|NOM//amod//7 steg//NN|NEU|PLU|IND|NOM//obl//3 i//PP//case//10 vårdens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 internationalisering//NN|UTR|SIN|IND|NOM//obl//3 .//MAD//punct//3
7.2 Internationalisering;Kommer//VB|PRS|AKT//aux//16 vårdtjänsterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//16 att//IE//mark//16 också//AB//advmod//16 utvecklas//VB|INF|SFO//parataxis//3 till//PP//case//20 en//DT|UTR|SIN|IND//det//20 global//JJ|POS|UTR|SIN|IND|NOM//amod//20 tjänstemarknad//NN|UTR|SIN|IND|NOM//obl//16 ?//MID//punct//3
7.2 Internationalisering;Kommer//VB|PRS|AKT//aux//25 där//AB//advmod//25 att//IE//mark//25 finnas//VB|INF|SFO//conj//3 globala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 vårdbolag//NN|NEU|PLU|IND|NOM//nsubj//25 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//25 de//DT|UTR/NEU|PLU|DEF//det//31 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 läkemedelsföretagen//NN|NEU|PLU|DEF|NOM//obj//28 ?//MID//punct//25
7.2 Internationalisering;Om//SN//mark//35 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//35 går//VB|PRS|AKT//advcl//39 i//PP//case//38 denna//DT|UTR|SIN|DEF//det//38 riktning//NN|UTR|SIN|IND|NOM//obl//35 finns//VB|PRS|SFO//conj//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 då//AB//advmod//39 några//DT|UTR/NEU|PLU|IND//det//43 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//39 att//IE//mark//46 demokratiskt//AB|POS//advmod//46 fastställa//VB|INF|AKT//acl//43 och//KN//cc//48 söka//VB|INF|AKT//conj//46 uppnå//VB|INF|AKT//xcomp//48 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 mål//NN|NEU|PLU|IND|NOM//obj//49 för//PP//case//53 sjukvården//NN|UTR|SIN|DEF|NOM//obl//49 ?//MID//punct//39
7.2 Internationalisering;Kommer//VB|PRS|AKT//conj//3 också//AB//advmod//55 vårdtjänster//NN|UTR|PLU|IND|NOM//obj//55 att//IE//mark//61 vara//VB|INF|AKT//cop//61 en//DT|UTR|SIN|IND//det//61 fråga//NN|UTR|SIN|IND|NOM//acl//57 för//PP//case//63 WYO//PM|NOM//nmod//61 ,//MID//punct//65 Världshandelsorganisationen//PM|NOM//conj//63 ?//MAD//punct//3
7.2 Internationalisering;I//PP//case//1 Sverige//PM|NOM//obl//6 har//VB|PRS|AKT//aux//6 vi//PN|UTR|PLU|DEF|SUB//nsubj//6 hittills//AB//advmod//6 ,//MID//punct//6 sett//PC|PRF|NEU|SIN|IND|NOM//advcl//14 ur//PP//case//12 ett//DT|NEU|SIN|IND//det//12 industriellt//JJ|POS|NEU|SIN|IND|NOM//amod//12 och//KN//cc//11 näringspolitiskt//JJ|POS|NEU|SIN|IND|NOM//conj//9 perspektiv//NN|NEU|SIN|IND|NOM//obl//6 ,//MID//punct//14 hävdat//VB|SUP|AKT//ROOT//14 oss//PN|UTR|PLU|DEF|OBJ//obj//14 väl//AB|POS//advmod//14 när//HA//case//18 verksamhetsområden//NN|NEU|PLU|IND|NOM//nsubj:pass//21 och//KN//cc//20 branscher//NN|UTR|PLU|IND|NOM//conj//18 internationaliserats//VB|SUP|SFO//advcl//14 .//MAD//punct//14
