F-skatt åt flera ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//0
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen; //_SP////48 Ett//DT|NEU|SIN|IND//det//52 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//52 förslag//NN|NEU|SIN|IND|NOM//nsubj//55 skulle//VB|PRT|AKT//aux//55 bl.a.//AB|AN//advmod//55 förtydliga//VB|INF|AKT//conj//25 att//SN//mark//62 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//58 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//62 än//KN//mark//60 tidigare//AB|KOM//acl//58 kan//VB|PRS|AKT//aux//62 omfattas//VB|INF|SFO//advcl//55 av//PP//case//64 mervärdesskattesystemet//NN|NEU|SIN|DEF|NOM//obl:agent//62 men//KN//cc//66 förslaget//NN|NEU|SIN|DEF|NOM//conj//64 ledde//VB|PRT|AKT//conj//25 inte//AB//advmod//67 till//PP//case//71 någon//DT|UTR|SIN|IND//det//71 lagstiftning//NN|UTR|SIN|IND|NOM//obl//67 .//MAD//punct//25
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//74 konstaterade//VB|PRT|AKT//conj//25 att//SN//mark//80 en//DT|UTR|SIN|IND//det//78 direkt//JJ|POS|UTR|SIN|IND|NOM//amod//78 jämförelse//NN|UTR|SIN|IND|NOM//nsubj//80 var//VB|PRT|AKT//cop//80 möjlig//JJ|POS|UTR|SIN|IND|NOM//ccomp//74 vad//HP|NEU|SIN|IND//nsubj//82 gäller//VB|PRS|AKT//acl:relcl//80 kravet//NN|NEU|SIN|DEF|NOM//obj//82 på//PP//case//85 självständighet//NN|UTR|SIN|IND|NOM//nmod//83 .//MAD//punct//74
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Härvid//AB//advmod//88 hänvisades//VB|PRT|SFO//conj//74 till//PP//case//91 EG-domstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//91 praxis//NN|UTR|SIN|IND|NOM//obl//88 och//KN//cc//101 att//SN//mark//101 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//95 omständigheter//NN|UTR|PLU|IND|NOM//nsubj//101 som//HP|-|-|-//obl//98 EG-domstolen//NN|UTR|SIN|DEF|NOM//nsubj//98 beaktat//VB|SUP|AKT//acl:relcl//95 i//PP//advmod//101 stort//JJ|POS|NEU|SIN|IND|NOM//fixed//99 överensstämmer//VB|PRS|AKT//conj//88 med//PP//case//104 de//DT|UTR/NEU|PLU|DEF//det//104 kriterier//NN|NEU|PLU|IND|NOM//obl//101 som//HP|-|-|-//nsubj:pass//106 beaktas//VB|PRS|SFO//acl:relcl//104 vid//PP//case//108 bedömningen//NN|UTR|SIN|DEF|NOM//obl//106 av//PP//case//110 självständighetskriteriet//NN|NEU|SIN|DEF|NOM//nmod//108 i//PP//case//113 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//113 rätt//NN|UTR|SIN|IND|NOM//nmod//108 .//MID//punct//74
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen; //_SP////114 Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//117 ansåg//VB|PRT|AKT//conj//25 dock//AB//advmod//117 att//SN//mark//126 den//DT|UTR|SIN|DEF//det//122 EG-rättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//122 definitionen//NN|UTR|SIN|DEF|NOM//nsubj//126 av//PP//case//124 självständighetskriteriet//NN|NEU|SIN|DEF|NOM//nmod//122 torde//VB|PRT|AKT//aux//126 medföra//VB|INF|AKT//ccomp//117 att//SN//mark//130 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//129 aktiviteter//NN|UTR|PLU|IND|NOM//nsubj:pass//130 anses//VB|PRS|SFO//ccomp//126 självständigt//AB|POS//advmod//130 utförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//130 än//KN//mark//136 vad//HP|NEU|SIN|IND//dislocated//136 som//HP|-|-|-//nsubj//136 blir//VB|PRS|AKT//advcl//132 fallet//NN|NEU|SIN|DEF|NOM//xcomp//136 enligt//PP//case//139 ML//PM|NOM//nmod//137 men//KN//cc//141 menade//VB|PRT|AKT//conj//117 att//SN//mark//148 bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//148 om//PP//case//146 näringsliknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//146 förhållanden//NN|NEU|PLU|IND|NOM//nmod//143 dock//AB//advmod//148 ger//VB|PRS|AKT//ccomp//141 möjlighet//NN|UTR|SIN|IND|NOM//obj//148 att//IE//mark//154 i//PP//case//153 viss//JJ|POS|UTR|SIN|IND|NOM//amod//153 mån//NN|UTR|SIN|IND|NOM//obl//154 överbrygga//VB|INF|AKT//acl//149 skillnaderna//NN|UTR|PLU|DEF|NOM//obj//154 .//MAD//punct//25
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//158 kom//VB|PRT|AKT//conj//25 fram//PL//advmod//158 till//PP//mark//167 att//SN//mark//166 det//DT|NEU|SIN|DEF//det//164 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//164 självständighetskriteriet//NN|NEU|SIN|DEF|NOM//nsubj//166 inte//AB//advmod//166 synes//VB|PRS|SFO//advmod//167 utgöra//VB|INF|AKT//advcl//158 hinder//NN|NEU|PLU|IND|NOM//obj//167 för//PP//case//172 en//DT|UTR|SIN|IND//det//171 EG-konform//JJ|POS|UTR|SIN|IND|NOM//nmod//172 tolkning//NN|UTR|SIN|IND|NOM//nmod//168 .//MID//punct//25
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen; //_SP////173 Det//DT|NEU|SIN|DEF//expl//176 förhållandet//NN|NEU|SIN|DEF|NOM//conj//25 att//SN//mark//181 inkomstslaget//NN|NEU|SIN|DEF|NOM//amod//179 tjänst//NN|UTR|SIN|IND|NOM//nsubj//181 numera//AB//advmod//181 utgör//VB|PRS|AKT//csubj//176 ett//DT|NEU|SIN|IND//det//183 restinkomstslag//NN|NEU|SIN|IND|NOM//obj//181 i//PP//case//187 förhållande//NN|NEU|SIN|IND|NOM//fixed//184 till//PP//fixed//184 näringsverksamhet//NN|UTR|SIN|IND|NOM//nmod//183 är//VB|PRS|AKT//cop//190 också//AB//advmod//190 något//PN|NEU|SIN|IND|SUB/OBJ//expl//176 som//HP|-|-|-//nsubj//194 enligt//PP//case//193 utredningen//NN|UTR|SIN|DEF|NOM//obl//194 främjar//VB|PRS|AKT//acl:relcl//190 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//194 till//PP//case//198 EG-konform//NN|UTR|SIN|IND|NOM//amod//198 tolkning//NN|UTR|SIN|IND|NOM//nmod//195 av//PP//case//200 självständighetskravet//NN|NEU|SIN|DEF|NOM//nmod//198 .//MAD//punct//25
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Den//DT|UTR|SIN|DEF//det//1 skillnad//NN|UTR|SIN|IND|NOM//nsubj:pass//50 som//HP|-|-|-//nsubj//4 ändå//AB//advmod//4 finns//VB|PRS|SFO//acl:relcl//1 mellan//PP//case//6 regelverken//NN|NEU|PLU|DEF|NOM//obl//4 är//VB|PRS|AKT//cop//1 att//SN//mark//20 mervärdesskattedirektivet//NN|NEU|SIN|DEF|NOM//nsubj//20 som//KN//nsubj//13 huvudregel//NN|UTR|SIN|IND|NOM//nsubj//13 inte//AB//advmod//13 uppställer//VB|PRS|AKT//acl:relcl//9 något//DT|NEU|SIN|IND//det//15 krav//NN|NEU|SIN|IND|NOM//obj//13 på//PP//case//17 vinstsyfte//NN|NEU|SIN|IND|NOM//obl//13 .//MAD//punct//9
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//20 leder//VB|PRS|AKT//csubj//1 till//PP//mark//34 att//SN//mark//34 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 verksamheter//NN|UTR|PLU|IND|NOM//nsubj:pass//34 som//HP|-|-|-//nsubj//28 inte//AB//advmod//28 är//VB|PRS|AKT//cop//28 yrkesmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//24 i//PP//case//30 ML//PM|NOM//nmod//28 kan//VB|PRS|AKT//aux//34 komma//VB|INF|AKT//aux//34 att//IE//mark//34 omfattas//VB|INF|SFO//advcl//20 av//PP//case//38 begreppet//NN|NEU|SIN|DEF|NOM//nmod//38 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//38 verksamhet//NN|UTR|SIN|IND|NOM//obl:agent//34 i//PP//case//41 den//DT|UTR|SIN|DEF//det//41 betydelse//NN|UTR|SIN|IND|NOM//obl//34 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//43 har//VB|PRS|AKT//acl:relcl//41 i//PP//case//45 mervärdesskattedirektivet//NN|NEU|SIN|DEF|NOM//obl//43 .//MAD//punct//20
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Som//KN//mark//50 exempel//NN|NEU|SIN|IND|NOM//nsubj:pass//50 kan//VB|PRS|AKT//aux//50 nämnas//VB|INF|SFO//ROOT//50 hobbyverksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//50 ,//MID//punct//54 ideell//JJ|POS|UTR|SIN|IND|NOM//amod//54 verksamhet//NN|UTR|SIN|IND|NOM//conj//51 och//KN//cc//59 annan//JJ|POS|UTR|SIN|IND|NOM//amod//59 icke//AB//advmod//58 vinstdrivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 verksamhet//NN|UTR|SIN|IND|NOM//conj//51 ,//MID//punct//59 t.ex.//AB|AN//advmod//62 samfälligheter//NN|UTR|PLU|IND|NOM//appos//59 ,//MID//punct//65 samt//KN//cc//65 företag//NN|NEU|PLU|IND|NOM//conj//50 som//HP|-|-|-//nsubj//67 befinner//VB|PRS|AKT//acl:relcl//65 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//67 i//PP//case//71 ett//DT|NEU|SIN|IND//det//71 uppbyggnadsskede//NN|NEU|SIN|IND|NOM//obl//67 .//MAD//punct//50
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Enligt//PP//case//2 mervärdesskatteutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 bedömning//NN|UTR|SIN|IND|NOM//obl//20 skulle//VB|PRT|AKT//aux//20 ,//MID//punct//6 mot//PP//case//6 bakgrund//NN|UTR|SIN|IND|NOM//obl//20 av//PP//mark//20 att//SN//mark//20 begreppet//NN|NEU|SIN|DEF|NOM//nmod//11 beskattningsbar//JJ|POS|UTR|SIN|IND|NOM//amod//11 person//NN|UTR|SIN|IND|NOM//nsubj//20 (//PAD//punct//11 inbegripet//PC|PRF|NEU|SIN|IND|NOM//appos//11 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//15 verksamhet//NN|UTR|SIN|IND|NOM//obj//13 )//PAD//punct//11 är//VB|PRS|AKT//cop//20 ett//DT|NEU|SIN|IND//det//20 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 begrepp//NN|NEU|SIN|IND|NOM//ROOT//20 än//KN//case//23 yrkesmässig//JJ|POS|UTR|SIN|IND|NOM//amod//23 verksamhet//NN|UTR|SIN|IND|NOM//obl//20 ,//MID//punct//20 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//34 som//HP|-|-|-//nsubj:pass//29 för//PP//case//28 närvarande//NN|NEU|SIN|IND|NOM//obl//29 anses//VB|PRS|SFO//acl:relcl//25 bedriva//VB|INF|AKT//xcomp//29 yrkesmässig//JJ|POS|UTR|SIN|IND|NOM//amod//32 verksamhet//NN|UTR|SIN|IND|NOM//obj//30 inte//AB//advmod//34 påverkas//VB|PRS|SFO//parataxis//20 av//PP//case//37 en//DT|UTR|SIN|IND//det//37 anpassning//NN|UTR|SIN|IND|NOM//obl:agent//34 mot//PP//case//41 det//DT|NEU|SIN|DEF//det//41 EG-rättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 direktivet//NN|NEU|SIN|DEF|NOM//nmod//37 .//MAD//punct//20
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Däremot//AB//advmod//51 kan//VB|PRS|AKT//aux//51 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//46 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//51 än//KN//mark//48 tidigare//AB|KOM//advmod//51 komma//VB|INF|AKT//aux//51 att//IE//mark//51 omfattas//VB|INF|SFO//parataxis//20 av//PP//case//55 det//DT|NEU|SIN|DEF//det//55 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//55 begreppet//NN|NEU|SIN|DEF|NOM//obl:agent//51 och//KN//cc//57 mervärdesskattesystemet//NN|NEU|SIN|DEF|NOM//conj//55 .//MAD//punct//51
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;6.2.2//RG|NOM//nummod//60 Konsekvenser//NN|UTR|PLU|IND|NOM//appos//51 av//PP//mark//63 att//IE//mark//63 införa//VB|INF|AKT//acl//60 det//DT|NEU|SIN|DEF//det//67  //_SP////64 EG-rättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 mervärdesskattedirektivets//NN|NEU|SIN|DEF|GEN//nmod:poss//68 begrepp//NN|NEU|PLU|IND|NOM//obj//63 ”//PAD//punct//68 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//71 verksamhet//NN|UTR|SIN|IND|NOM//obj//63 ”//RG|NOM//punct//20
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Att//IE//mark//1 införa//VB|INF|AKT//csubj//8 begreppet//NN|NEU|SIN|DEF|NOM//nmod//4 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//4 verksamhet//NN|UTR|SIN|IND|NOM//obj//1 i//PP//case//6 IL//PM|NOM//obl//1 skulle//VB|PRT|AKT//aux//8 innebära//VB|INF|AKT//ROOT//8 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//10 överensstämmelse//NN|UTR|SIN|IND|NOM//obj//8 mellan//PP//case//12 förutsättningarna//NN|UTR|PLU|DEF|NOM//nmod//10 för//PP//case//14 F-skatt//NN|UTR|SIN|IND|NOM//nmod//12 ,//MID//punct//16 registrering//NN|UTR|SIN|IND|NOM//conj//10 till//PP//case//18 mervärdesskatt//NN|UTR|SIN|IND|NOM//nmod//16 och//KN//cc//20 inkomsttaxering//NN|UTR|SIN|IND|NOM//conj//18 i//PP//case//22 näringsverksamhet//NN|UTR|SIN|IND|NOM//nmod//20 .//MAD//punct//8
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 skulle//VB|PRT|AKT//aux//26 gagna//VB|INF|AKT//parataxis//8 förutsebarheten//NN|UTR|SIN|DEF|NOM//obj//26 och//KN//cc//31 därmed//AB//advmod//31 också//AB//advmod//31 rättssäkerheten//NN|UTR|SIN|DEF|NOM//conj//27 .//MAD//punct//8
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//36 skulle//VB|PRT|AKT//aux//36 också//AB//advmod//36 underlätta//VB|INF|AKT//parataxis//8 handläggningen//NN|UTR|SIN|DEF|NOM//obj//36 för//PP//case//39 Skatteverket//PM|NOM//obl//36 .//MAD//punct//36
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;En//DT|UTR|SIN|IND//det//2 första//RO|NOM//amod//2 svårighet//NN|UTR|SIN|IND|NOM//nsubj:pass//9 är//VB|PRS|AKT//cop//2 emellertid//AB//advmod//9 hur//HA//advmod//9 detta//DT|NEU|SIN|DEF//det//7 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//9 ska//VB|PRS|AKT//aux//9 lösas//VB|INF|SFO//ROOT//9 lagtekniskt//AB|POS//advmod//9 .//MID//punct//9
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Eftersom//SN//mark//17 ML//PM|NOM//nsubj//17 inte//AB//advmod//17 är//VB|PRS|AKT//cop//17 helt//AB|POS//advmod//17 anpassad//PC|PRF|UTR|SIN|IND|NOM//advcl//27 till//PP//case//19 mervärdesskattedirektivet//NN|NEU|SIN|DEF|NOM//obl//17 och//KN//cc//26 det//DT|NEU|SIN|DEF//det//26 där//AB//fixed//21 tillämpliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 begreppet//NN|NEU|SIN|DEF|NOM//nmod//26 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//26 verksamhet//NN|UTR|SIN|IND|NOM//conj//17 går//VB|PRS|AKT//parataxis//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 inte//AB//advmod//27 att//IE//mark//31 hänvisa//VB|INF|AKT//csubj//27 till//PP//case//33 ML//PM|NOM//obl//31 i//PP//case//36 detta//DT|NEU|SIN|DEF//det//36 avseende//NN|NEU|SIN|IND|NOM//obl//31 .//MAD//punct//27
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Den//DT|UTR|SIN|DEF//det//39 möjlighet//NN|UTR|SIN|IND|NOM//parataxis//27 som//HP|-|-|-//nsubj//42 då//AB//advmod//42 står//VB|PRS|AKT//acl:relcl//39 till//PP//compound:prt//42 buds//NN|NEU|SIN|IND|GEN//fixed//43 är//VB|PRS|AKT//cop//39 att//IE//mark//47 arbeta//VB|INF|AKT//acl//39 in//PL//compound:prt//47 det//DT|NEU|SIN|DEF//det//51 EG-rättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//51 mervärdesskattedirektivets//NN|NEU|SIN|DEF|GEN//nmod:poss//52 begrepp//NN|NEU|PLU|IND|NOM//obj//47 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//54 verksamhet//NN|UTR|SIN|IND|NOM//obj//52 i//PP//case//56 IL//PM|NOM//obl//47 .//MAD//punct//9
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//59 vore//VB|KON|PRT|AKT//cop//62 dock//AB//advmod//62 att//IE//mark//62 föredra//VB|INF|AKT//parataxis//9 att//SN//mark//67 denna//DT|UTR|SIN|DEF//det//65 anpassning//NN|UTR|SIN|IND|NOM//nsubj//67 först//AB//advmod//67 ägde//VB|PRT|AKT//ccomp//62 rum//NN|NEU|SIN|IND|NOM//obj//67 där//HA//mark//74 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//74 i//PP//advmod//74 första//RO|NOM//fixed//71 hand//NN|UTR|SIN|IND|NOM//fixed//71 hör//VB|PRS|AKT//advcl//67 hemma//PL//advmod//74 dvs.//AB|AN//advmod//74 i//PP//case//78 ML//PM|NOM//obl//74 och//KN//cc//82 att//IE//mark//82 sedan//AB//advmod//82 låta//VB|INF|AKT//conj//67 IL//PM|NOM//obj//82 hänvisa//VB|INF|AKT//xcomp//82 till//PP//case//86 ML//PM|NOM//obl//84 .//MAD//punct//9
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Mervärdesskatteutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//89 förslag//NN|NEU|SIN|IND|NOM//nsubj//90 ledde//VB|PRT|AKT//parataxis//9 dock//AB//advmod//90 inte//AB//advmod//90 till//PP//case//96 någon//DT|UTR|SIN|IND//det//96 ändrad//PC|PRF|UTR|SIN|IND|NOM//amod//96 lagstiftning//NN|UTR|SIN|IND|NOM//obl//90 bl.a.//AB|AN//advmod//90 för//PP//mark//102 att//SN//mark//102 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//102 skulle//VB|PRT|AKT//aux//102 få//VB|INF|AKT//advcl//90 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//104 konsekvenser//NN|UTR|PLU|IND|NOM//obj//102 för//PP//case//109 de//DT|UTR/NEU|PLU|DEF//det//108 ideella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//108 föreningarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//109 mervärdesskattesituation//NN|UTR|SIN|IND|NOM//obl//102 .//MAD//punct//9
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen; //_SP////110 En//DT|UTR|SIN|IND//det//114 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//114 konsekvens//NN|UTR|SIN|IND|NOM//punct//9 är//VB|PRS|AKT//cop//114 att//SN//mark//119 om//SN//mark//119 begreppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//119 införs//VB|PRS|SFO//csubj//114 i//PP//case//121 IL//PM|NOM//obl//119 dit//HA//advmod//124 ML//PM|NOM//nsubj//124 hänvisar//VB|PRS|AKT//advcl//131 så//AB//advmod//131 kommer//VB|PRS|AKT//aux//131 även//AB//advmod//129 denna//DT|UTR|SIN|DEF//det//129 grupp//NN|UTR|SIN|IND|NOM//nsubj//131 att//IE//mark//131 tillhöra//VB|INF|AKT//conj//9 kretsen//NN|UTR|SIN|DEF|NOM//obj//131 som//HP|-|-|-//nsubj//135 är//VB|PRS|AKT//cop//135 mervärdesskatteskyldig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//132 .//MAD//punct//9
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Vad//HP|NEU|SIN|IND//nsubj//14 som//HP|-|-|-//nsubj:pass//6 främst//AB|SUV//advmod//6 skulle//VB|PRT|AKT//aux//6 komma//VB|INF|AKT//aux//6 att//IE//mark//6 påverkas//VB|INF|SFO//acl:relcl//0 av//PP//case//9 en//DT|UTR|SIN|IND//det//9 förändring//NN|UTR|SIN|IND|NOM//obl:agent//6 av//PP//mark//11 anfört//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//9 slag//NN|NEU|SIN|IND|NOM//obj//11 är//VB|PRS|AKT//cop//14 verksamheter//NN|UTR|PLU|IND|NOM//dislocated//24 som//HP|-|-|-//nsubj:pass//16 drivs//VB|PRS|SFO//acl:relcl//14 utan//PP//case//18 vinstsyfte//NN|NEU|SIN|IND|NOM//obl//16 .//MAD//punct//14
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//24 skulle//VB|PRT|AKT//aux//24 i//PP//case//23 praktiken//NN|UTR|SIN|DEF|NOM//obl//24 medföra//VB|INF|AKT//ROOT//24 att//SN//mark//37 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//37 som//HP|-|-|-//nsubj//28 driver//VB|PRS|AKT//acl:relcl//26 hobbyverksamhet//NN|UTR|SIN|IND|NOM//obj//28 eller//KN//cc//33 någon//DT|UTR|SIN|IND//det//33 annan//JJ|POS|UTR|SIN|IND|NOM//amod//33 verksamhet//NN|UTR|SIN|IND|NOM//conj//29 utan//PP//case//35 vinstsyfte//NN|NEU|SIN|IND|NOM//nmod//33 skulle//VB|PRT|AKT//aux//37 beskattas//VB|INF|SFO//ccomp//24 i//PP//case//39 näringsverksamhet//NN|UTR|SIN|IND|NOM//obl//37 .//MID//punct//24
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;Eftersom//SN//mark//46 utgångspunkten//NN|UTR|SIN|DEF|NOM//nsubj//46 för//PP//case//44 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//42 främst//AB|SUV//nmod//42 är//VB|PRS|AKT//advcl//24 att//IE//mark//48 se//VB|INF|AKT//csubj//46 över//PL//case//50 självständighetsrekvisitet//NN|NEU|SIN|DEF|NOM//obl//48 i//PP//case//52 näringsverksamhetsbegreppet//NN|NEU|SIN|DEF|NOM//obl//48 och//KN//cc//54 nå//VB|INF|AKT//conj//48 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 målgrupper//NN|UTR|PLU|IND|NOM//obj//54 skulle//VB|PRT|AKT//conj//48 ,//MID//punct//61 enligt//PP//case//61 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//61 bedömning//NN|UTR|SIN|IND|NOM//obl//57 ,//MID//punct//61 ett//DT|NEU|SIN|IND//det//64 förslag//NN|NEU|SIN|IND|NOM//nsubj//71 som//HP|-|-|-//nsubj:pass//66 läggs//VB|PRS|SFO//acl:relcl//64 i//PP//case//69 denna//DT|UTR|SIN|DEF//det//69 riktning//NN|UTR|SIN|IND|NOM//obl//66 inte//AB//advmod//71 åstadkomma//VB|INF|AKT//conj//48 ett//DT|NEU|SIN|IND//det//74 önskvärt//JJ|POS|NEU|SIN|IND|NOM//amod//74 resultat//NN|NEU|SIN|IND|NOM//obj//71 .//MAD//punct//24
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;6.3//RG|NOM//nmod:poss//77 Ändring//NN|UTR|SIN|IND|NOM//parataxis//24 av//PP//case//79 självständighetsrekvisitet//NN|NEU|SIN|DEF|NOM//nmod//77 i//PP//case//81 inkomstskattelagen//NN|UTR|SIN|DEF|NOM//nmod//79
6 Utvidgning av näringsverksamhetsbegreppet i inkomstskattelagen;I//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//2 anges//VB|PRS|SFO//ROOT//2 att//SN//mark//12 parternas//NN|UTR|PLU|DEF|GEN//nmod:poss//5 vilja//NN|UTR|SIN|IND|NOM//nsubj//12 i//PP//case//8 ett//DT|NEU|SIN|IND//det//8 avtal//NN|NEU|SIN|IND|NOM//obl//12 om//PP//case//10 arbete//NN|NEU|SIN|IND|NOM//nmod//8 bör//VB|PRS|AKT//aux//12 ges//VB|INF|SFO//dep//2 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 vikt//NN|UTR|SIN|IND|NOM//obj//12 vid//PP//case//16 bedömningen//NN|UTR|SIN|DEF|NOM//obl//12 av//PP//mark//21 om//SN//mark//21 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//21 är//VB|PRS|AKT//cop//21 fråga//NN|UTR|SIN|IND|NOM//acl//16 om//PP//case//23 näringsverksamhet//NN|UTR|SIN|IND|NOM//obl//21 eller//KN//cc//27 om//PP//case//27 ett//DT|NEU|SIN|IND//det//27 anställningsförhållande//NN|NEU|SIN|IND|NOM//conj//21 .//MAD//punct//2
