Nytt regelverk för marksänd digital-TV ;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Radio-//NN|UTR|-|-|SMS//nmod//0 och//KN//cc//4 TV-lagsutredningen//NN|UTR|SIN|DEF|NOM//conj//2
3 Aktörerna i det digitala marknätet och deras villkor;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//70 ställs//VB|PRS|SFO//parataxis//8 också//AB//advmod//70 krav//NN|NEU|PLU|IND|NOM//nsubj:pass//70 på//PP//mark//80 att//SN//mark//80 kvaliteten//NN|UTR|SIN|DEF|NOM//nsubj//80 på//PP//case//77 sändningarna//NN|UTR|PLU|DEF|NOM//nmod//75 skall//VB|PRS|AKT//aux//80 vara//VB|INF|AKT//cop//80 hög//JJ|POS|UTR|SIN|IND|NOM//acl//72 och//KN//cc//85 att//SN//mark//85 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//85 skall//VB|PRS|AKT//aux//85 ske//VB|INF|AKT//conj//80 med//PP//case//89 så//AB//advmod//88 god//JJ|POS|UTR|SIN|IND|NOM//amod//89 säkerhet//NN|UTR|SIN|IND|NOM//obl//85 att//SN//mark//93 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//92 sändningsavbrott//NN|NEU|PLU|IND|NOM//nsubj//93 blir//VB|PRS|AKT//advcl//85 så//AB//advmod//95 korta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//93 som//KN//mark//97 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//93 .//MAD//punct//70
3 Aktörerna i det digitala marknätet och deras villkor;Som//KN//case//1 villkor//NN|NEU|SIN|IND|NOM//obl//4 för//PP//case//3 sändningsrätten//NN|UTR|SIN|DEF|NOM//nmod//1 har//VB|PRS|AKT//aux//9 vidare//AB|KOM//advmod//4 i//PP//case//8 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//8 tillstånd//NN|NEU|PLU|IND|NOM//obl//9 angetts//VB|SUP|SFO//ROOT//9 att//SN//mark//38 den//DT|UTR|SIN|DEF//det//12 plan//NN|UTR|SIN|IND|NOM//nsubj:pass//38 för//PP//case//14 övergång//NN|UTR|SIN|IND|NOM//nmod//12 till//PP//case//19 en//DT|UTR|SIN|IND//det//18 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//18 digital//JJ|POS|UTR|SIN|IND|NOM//amod//19 plattform//NN|UTR|SIN|IND|NOM//nmod//12 som//HP|-|-|-//nsubj:pass//22 har//VB|PRS|AKT//aux//22 fastställts//VB|SUP|SFO//acl:relcl//19 av//PP//case//27 NORDIG//PM|NOM//amod//27 den//DT|UTR|SIN|DEF//det//26 16//RG|NOM//nummod//27 oktober//NN|UTR|SIN|IND|NOM//obl:agent//22 2002//RG|NOM//nummod//27 ,//MID//punct//12 vilken//HP|UTR|SIN|IND//nsubj:pass//31 fogats//VB|SUP|SFO//acl:relcl//12 som//KN//case//33 bilaga//NN|UTR|SIN|IND|NOM//obl//31 till//PP//case//35 beslutet//NN|NEU|SIN|DEF|NOM//obl//31 ,//MID//punct//12 skall//VB|PRS|AKT//aux//38 beaktas//VB|INF|SFO//ccomp//9 .//MAD//punct//9
3 Aktörerna i det digitala marknätet och deras villkor;SVT//PM|NOM//ROOT//0 ://MID//punct//0 s//NN|NEU|SIN|IND|GEN//amod//3 sändningstillstånd//NN|NEU|SIN|IND|NOM//appos//0
3 Aktörerna i det digitala marknätet och deras villkor;SVT//PM|NOM//nsubj//9 ,//MID//punct//2 UR//PM|NOM//conj//0 och//KN//cc//4 TV4//PM|NOM//conj//0 AB//PM|NOM//conj//0 är//VB|PRS|AKT//cop//9 de//DT|UTR/NEU|PLU|DEF//det//9 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 programföretagen//NN|NEU|PLU|DEF|NOM//ROOT//9 som//HP|-|-|-//nsubj//11 har//VB|PRS|AKT//acl:relcl//9 rätt//PL//obj//11 att//IE//mark//14 sända//VB|INF|AKT//acl//12 marksänd//PC|PRF|UTR|SIN|IND|NOM//amod//16 television//NN|UTR|SIN|IND|NOM//obj//14 med//PP//case//19 analog//JJ|POS|UTR|SIN|IND|NOM//amod//19 sändningsteknik//NN|UTR|SIN|IND|NOM//obl//14 .//MAD//punct//9
3 Aktörerna i det digitala marknätet och deras villkor;Det//DT|NEU|SIN|DEF//expl//25 nu//AB//advmod//21 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 analoga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 sändningstillståndet//NN|NEU|SIN|DEF|NOM//appos//9 för//PP//case//27 SVT//PM|NOM//nmod//25 meddelades//VB|PRT|SFO//acl//25 den//DT|UTR|SIN|DEF//det//31 20//RG|NOM//nummod//31 december//NN|UTR|SIN|IND|NOM//nmod//32 2001//RG|NOM//obl//28 (//PAD//punct//32 nr//NN|AN//nmod//35 27//RG|NOM//appos//32 )//PAD//punct//25 Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//48 har//VB|PRS|AKT//aux//48 i//PP//case//40 beslut//NN|NEU|SIN|IND|NOM//obl//38 den//DT|UTR|SIN|DEF//det//43 4//RO|NOM//nummod//43 december//NN|UTR|SIN|IND|NOM//obl//48 2003//RG|NOM//nummod//43 (//PAD//punct//43 nr//NN|AN//nmod//47 8)//RG|NOM//nummod//43 meddelat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//9 att//SN//mark//51 tillståndet//NN|NEU|SIN|DEF|NOM//nsubj//51 upphör//VB|PRS|AKT//ccomp//48 att//IE//mark//53 gälla//VB|INF|AKT//xcomp//51 per//PP//case//57 den//DT|UTR|SIN|DEF//det//57 31//RG|NOM//nummod//57 december//NN|UTR|SIN|IND|NOM//obl//53 2005//RG|NOM//nummod//57 .//MAD//punct//9
3 Aktörerna i det digitala marknätet och deras villkor;SVT//PM|NOM//nsubj//4 har//VB|PRS|AKT//aux//4 enligt//PP//case//3 tillståndet//NN|NEU|SIN|DEF|NOM//obl//4 rätt//NN|UTR|SIN|IND|NOM//advmod//74 att//IE//mark//10 under//PP//case//8 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 dygnet//NN|NEU|SIN|DEF|NOM//obl//10 samtidigt//AB//advmod//10 sända//VB|INF|AKT//acl//4 två//RG|NOM//nummod//12 program//NN|NEU|PLU|IND|NOM//obj//10 ,//MID//punct//15 vilket//HP|NEU|SIN|IND//nsubj//15 innefattar//VB|PRS|AKT//acl:relcl//12 en//DT|UTR|SIN|IND//det//17 rätt//NN|UTR|SIN|IND|NOM//obj//15 att//IE//mark//19 dela//VB|INF|AKT//acl//17 upp//PL//compound:prt//19 sändningen//NN|UTR|SIN|DEF|NOM//obj//19 i//PP//case//24 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 sändningar//NN|UTR|PLU|IND|NOM//obl//19 .//MAD//punct//4
3 Aktörerna i det digitala marknätet och deras villkor;Genom//PP//case//28 en//DT|UTR|SIN|IND//det//28 komplettering//NN|UTR|SIN|IND|NOM//obl//52 till//PP//case//31 detta//DT|NEU|SIN|DEF//det//31 sändningstillstånd//NN|NEU|SIN|IND|NOM//nmod//28 (//PAD//punct//28 regeringsbeslut//NN|NEU|SIN|IND|NOM//advmod//34 2001-12-20//RG|NOM//nummod//35 nr//NN|AN//nmod//36 30//RG|NOM//appos//28 )//PAD//punct//28 ,//MID//punct//43 vilket//HP|NEU|SIN|IND//nsubj//43 därefter//AB//advmod//43 i//PP//case//43 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 omgångar//NN|UTR|PLU|IND|NOM//nmod//28 (//PAD//punct//50 senast//AB|SUV//advmod//50 genom//PP//case//47 beslut//NN|NEU|SIN|IND|NOM//obl//50 2003-12-18//RG|NOM//nummod//50 nr//NN|AN//nmod//50 16//RG|NOM//nummod//43 )//PAD//punct//50 förlängts//VB|SUP|SFO//acl//4 till//PP//mark//55 att//IE//mark//55 gälla//VB|INF|AKT//advcl//52 till//PP//case//57 utgången//NN|UTR|SIN|DEF|NOM//obl//55 av//PP//case//59 2005//RG|NOM//nmod//57 ,//MID//punct//4 har//VB|PRS|AKT//aux//63 SVT//PM|NOM//nsubj//63 getts//VB|SUP|SFO//conj//4 rätt//NN|UTR|SIN|IND|NOM//obj//63 att//IE//mark//66 sända//VB|INF|AKT//acl//64 television//NN|UTR|SIN|IND|NOM//obj//66 med//PP//case//70 digital//JJ|POS|UTR|SIN|IND|NOM//amod//70 sändningsteknik//NN|UTR|SIN|IND|NOM//nmod//67 i//PP//case//72 marknätet//NN|NEU|SIN|DEF|NOM//nmod//70 .//MAD//punct//4
3 Aktörerna i det digitala marknätet och deras villkor;Tillståndet//NN|NEU|SIN|DEF|NOM//nsubj//75 innebär//VB|PRS|AKT//ROOT//75 bl.a.//AB|AN//advmod//75 att//SN//mark//79 SVT//PM|NOM//nsubj//79 har//VB|PRS|AKT//ccomp//75 rätt//PL//obj//79 att//IE//mark//85 med//PP//case//84 digital//JJ|POS|UTR|SIN|IND|NOM//amod//84 sändningsteknik//NN|UTR|SIN|IND|NOM//obl//85 sända//VB|INF|AKT//acl//80 TV-program//NN|NEU|SIN|IND|NOM//obj//85 till//PP//case//89 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//89 landet//NN|NEU|SIN|DEF|NOM//obl//85 ,//MID//punct//85 att//IE//mark//95 tillsammans//AB//advmod//94 med//PP//case//94 UR//PM|NOM//obl//95 sända//VB|INF|AKT//conj//85 TV-program//NN|NEU|SIN|IND|NOM//obj//95 under//PP//case//99 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//99 dygnet//NN|NEU|SIN|DEF|NOM//obl//95 och//KN//cc//102 därvid//AB//advmod//102 använda//VB|INF|AKT//conj//95 all//DT|UTR|SIN|IND/DEF//det//105 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//amod//105 överföringskapacitet//NN|UTR|SIN|IND|NOM//obj//102 i//PP//case//108 en//DT|UTR|SIN|IND//det//108 frekvenskanal//NN|UTR|SIN|IND|NOM//nmod//105 (//PAD//punct//110 multiplex//UO//appos//108 )//PAD//punct//110 och//KN//cc//114 att//IE//mark//114 sända//VB|INF|AKT//conj//95 så//AB//advmod//116 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//118 samtidiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//118 programtjänster//NN|UTR|PLU|IND|NOM//obj//114 som//HP|-|-|-//obj//123 den//DT|UTR|SIN|DEF//det//122 tillgängliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//122 överföringskapaciteten//NN|UTR|SIN|DEF|NOM//nsubj//123 medger//VB|PRS|AKT//acl:relcl//118 .//MAD//punct//75
3 Aktörerna i det digitala marknätet och deras villkor;SVT//PM|NOM//nsubj//126 har//VB|PRS|AKT//parataxis//75 därutöver//AB//advmod//126 rätt//NN|UTR|SIN|IND|NOM//obj//126 att//IE//mark//131 såväl//KN//advmod//131 köpa//VB|INF|AKT//acl//128 överföringskapacitet//NN|UTR|SIN|IND|NOM//obj//131 av//PP//case//134 annan//JJ|POS|UTR|SIN|IND|NOM//nmod//132 som//KN//mark//137 att//IE//mark//137 upplåta//VB|INF|AKT//advcl//131 överföringskapacitet//NN|UTR|SIN|IND|NOM//obj//137 till//PP//case//141 annan//JJ|POS|UTR|SIN|IND|NOM//amod//141 tillståndshavare//NN|UTR|SIN|IND|NOM//obl//137 .//MAD//punct//126
3 Aktörerna i det digitala marknätet och deras villkor;Sändningstillståndet//NN|NEU|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 med//PP//case//3 SVT//PM|NOM//obl//1 ://MID//punct//3 s//NN|NEU|SIN|IND|GEN//advmod//7 godkännande//NN|NEU|SIN|IND|NOM//nsubj:pass//7 förenats//VB|SUP|SFO//conj//1 med//PP//case//10 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//10 villkor//NN|NEU|PLU|IND|NOM//obl//7 för//PP//case//12 sändningsrätten//NN|UTR|SIN|DEF|NOM//obl//7 .//MAD//punct//7
3 Aktörerna i det digitala marknätet och deras villkor;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//15 avser//VB|PRS|AKT//conj//1 t.ex.//AB|AN//advmod//15 sändningarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//18 räckvidd//NN|UTR|SIN|IND|NOM//obj//15 och//KN//cc//20 tillgänglighet//NN|UTR|SIN|IND|NOM//conj//18 för//PP//case//22 befolkningen//NN|UTR|SIN|DEF|NOM//nmod//20 ,//MID//punct//26 sändningarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//26 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 kvalitet//NN|UTR|SIN|IND|NOM//conj//22 ,//MID//punct//28 skyldighet//NN|UTR|SIN|IND|NOM//conj//22 att//IE//mark//30 bereda//VB|INF|AKT//acl//18 tillfälle//NN|NEU|SIN|IND|NOM//obj//30 till//PP//case//33 genmäle//NN|NEU|SIN|IND|NOM//nmod//31 när//HA//mark//37 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//37 är//VB|PRS|AKT//cop//37 befogat//JJ|POS|NEU|SIN|IND|NOM//advcl//15 ,//MID//punct//39 förbud//NN|NEU|SIN|IND|NOM//conj//37 mot//PP//mark//42 att//IE//mark//42 sända//VB|INF|AKT//advcl//37 reklam//NN|UTR|SIN|IND|NOM//obj//42 och//KN//cc//46 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 typer//NN|UTR|PLU|IND|NOM//conj//43 av//PP//case//48 sponsring//NN|UTR|SIN|IND|NOM//nmod//46 och//KN//cc//50 skyldighet//NN|UTR|SIN|IND|NOM//conj//48 att//IE//mark//52 utarbeta//VB|INF|AKT//advcl//42 beredskapsplaner//NN|UTR|PLU|IND|NOM//obj//52 om//PP//mark//58 hur//HA//advmod//58 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//58 skall//VB|PRS|AKT//aux//58 bedrivas//VB|INF|SFO//advcl//52 under//PP//case//61 höjd//PC|PRF|UTR|SIN|IND|NOM//amod//61 beredskap//NN|UTR|SIN|IND|NOM//obl//58 och//KN//cc//65 vid//PP//case//65 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 påfrestningar//NN|UTR|PLU|IND|NOM//conj//61 på//PP//case//67 samhället//NN|NEU|SIN|DEF|NOM//nmod//65 i//PP//case//69 fred//NN|UTR|SIN|IND|NOM//nmod//67 .//MAD//punct//15
3 Aktörerna i det digitala marknätet och deras villkor;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//72 föreskrivs//VB|PRS|SFO//conj//1 vidare//AB|KOM//advmod//72 att//SN//mark//77 SVT//PM|NOM//nsubj//77 skall//VB|PRS|AKT//aux//77 köpa//VB|INF|AKT//ccomp//72 utsändningstjänster//NN|UTR|PLU|IND|NOM//obj//77 för//PP//case//81 analoga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 marksändningar//NN|UTR|PLU|IND|NOM//obl//77 av//PP//case//83 Teracom//PM|NOM//nmod//81 AB//PM|NOM//flat//83 .//MAD//punct//72
3 Aktörerna i det digitala marknätet och deras villkor;Därutöver//AB//advmod//1 finns//VB|PRS|SFO//ROOT//1 en//DT|UTR|SIN|IND//det//3 rad//NN|UTR|SIN|IND|NOM//nmod//4 villkor//NN|NEU|PLU|IND|NOM//nsubj//1 som//HP|-|-|-//nsubj//6 avser//VB|PRS|AKT//acl:relcl//4 sändningarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//8 innehåll//NN|NEU|SIN|IND|NOM//obj//6 ,//MID//punct//14 bl.a.//AB|AN//advmod//14 om//PP//case//14 ett//DT|NEU|SIN|IND//det//14 mångsidigt//JJ|POS|NEU|SIN|IND|NOM//amod//14 programutbud//NN|NEU|SIN|IND|NOM//obl//6 och//KN//cc//19 att//SN//mark//19 sändningsrätten//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 skall//VB|PRS|AKT//aux//19 utövas//VB|INF|SFO//conj//1 opartiskt//AB|POS//advmod//19 och//KN//cc//22 sakligt//AB|POS//conj//20 samt//KN//cc//25 med//PP//case//25 beaktande//NN|NEU|SIN|IND|NOM//conj//19 av//PP//mark//34 att//SN//mark//34 en//DT|UTR|SIN|IND//det//30 vidsträckt//JJ|POS|UTR|SIN|IND|NOM//amod//30 yttrandefrihet//NN|UTR|SIN|IND|NOM//nsubj//34 och//KN//cc//32 informationsfrihet//NN|UTR|SIN|IND|NOM//conj//30 skall//VB|PRS|AKT//aux//34 råda//VB|INF|AKT//acl//25 i//PP//case//36 televisionen//NN|UTR|SIN|DEF|NOM//obl//34 .//MAD//punct//1
3 Aktörerna i det digitala marknätet och deras villkor;Vidare//AB|KOM//advmod//39 finns//VB|PRS|SFO//parataxis//1 villkor//NN|NEU|PLU|IND|NOM//nsubj//39 om//PP//mark//46 att//SN//mark//46 SVT//PM|NOM//nsubj//46 bl.a.//AB|AN//advmod//46 skall//VB|PRS|AKT//aux//46 beakta//VB|INF|AKT//advcl//39 funktionshindrades//VB|PRT|SFO//xcomp//46 behov//NN|NEU|PLU|IND|NOM//nsubj:pass//47 samt//KN//cc//50 språkliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//48 och//KN//cc//52 etniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 minoriteters//NN|UTR|PLU|IND|GEN//nmod:poss//54 intressen//NN|NEU|PLU|IND|NOM//conj//48 .//MAD//punct//39
3 Aktörerna i det digitala marknätet och deras villkor;Enligt//PP//case//3 det//DT|NEU|SIN|DEF//det//3 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 sändningstillståndet//NN|NEU|SIN|DEF|NOM//obl//6 skall//VB|PRS|AKT//aux//6 SVT//PM|NOM//nsubj//6 sända//VB|INF|AKT//ROOT//6 dels//KN//advmod//6 SVT1//PM|NOM//obj//6 och//KN//cc//10 SVT2//PM|NOM//conj//8 ,//MID//punct//15 dels//KN//advmod//15 ytterligare//AB|KOM//advmod//14 två//RG|NOM//nummod//15 programtjänster//NN|UTR|PLU|IND|NOM//conj//6 om//PP//case//19 minst//AB|SUV//advmod//18 50//RG|NOM//nummod//19 timmar//NN|UTR|PLU|IND|NOM//nmod//15 per//PP//case//21 vecka//NN|UTR|SIN|IND|NOM//nmod//19 i//PP//case//24 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//24 delar//NN|UTR|PLU|IND|NOM//nmod//19 av//PP//case//26 landet//NN|NEU|SIN|DEF|NOM//nmod//24 där//HA//advmod//32 det//DT|NEU|SIN|DEF//det//30 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 marknätet//NN|NEU|SIN|DEF|NOM//nsubj//32 är//VB|PRS|AKT//cop//32 utbyggt//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//24 .//MID//punct//6
3 Aktörerna i det digitala marknätet och deras villkor;Dessa//DT|UTR/NEU|PLU|DEF//det//36 två//RG|NOM//nummod//36 programtjänster//NN|UTR|PLU|IND|NOM//nsubj//38 skall//VB|PRS|AKT//aux//38 skilja//VB|INF|AKT//parataxis//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//38 såväl//KN//advmod//42 från//PP//case//42 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//38 som//KN//mark//45 från//PP//case//45 SVT1//PM|NOM//acl:relcl//42 och//KN//cc//47 SVT2//PM|NOM//conj//45 med//PP//case//51 avseende//NN|NEU|SIN|IND|NOM//fixed//48 på//PP//fixed//48 innehåll//NN|NEU|SIN|IND|NOM//obl//38 eller//KN//cc//53 sändningstider//NN|UTR|PLU|IND|NOM//conj//51 .//MAD//punct//6
3 Aktörerna i det digitala marknätet och deras villkor;UR//PM|NOM//ROOT//0 ://MID//punct//0 s//NN|NEU|SIN|IND|GEN//nummod//3 sändningstillstånd//NN|NEU|SIN|IND|NOM//appos//0
3 Aktörerna i det digitala marknätet och deras villkor;UR//PM|NOM//nsubj//4 ://MID//punct//0 s//NN|NEU|SIN|IND|GEN//case//3 sändningstillstånd//NN|NEU|SIN|IND|NOM//obl//4 innebär//VB|PRS|AKT//ROOT//4 rätt//NN|UTR|SIN|IND|NOM//obj//4 att//IE//mark//7 sända//VB|INF|AKT//acl//5 rikstäckande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 ljudradio//NN|UTR|SIN|IND|NOM//obj//7 och//KN//cc//11 television//NN|UTR|SIN|IND|NOM//conj//9 med//PP//case//13 utnyttjande//NN|NEU|SIN|IND|NOM//nmod//11 av//PP//case//15 SVT//PM|NOM//nmod//13 ://MID//punct//7
3 Aktörerna i det digitala marknätet och deras villkor;s//NN|AN//obl//4 och//KN//cc//19 SR//PM|NOM//conj//17 ://MID//punct//4 s//NN|AN//nummod//22 sändningsutrymme//NN|NEU|SIN|IND|NOM//obl//4 ,//MID//punct//22 enligt//PP//case//25 överenskommelse//NN|UTR|SIN|IND|NOM//conj//22 som//HP|-|-|-//nsubj//27 träffas//VB|PRS|SFO//acl:relcl//25 bolagen//NN|NEU|PLU|DEF|NOM//obj//27 emellan//PP//obl//27 .//MID//punct//4
3 Aktörerna i det digitala marknätet och deras villkor;Det//DT|NEU|SIN|DEF//det//33 analoga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//33 tillståndet//NN|NEU|SIN|DEF|NOM//nsubj//34 gäller//VB|PRS|AKT//parataxis//4 t.o.m.//AB|AN//advmod//34 den//DT|UTR|SIN|DEF//det//38 31//RG|NOM//nummod//38 december//NN|UTR|SIN|IND|NOM//obl//34 2005//RG|NOM//nummod//38 .//MAD//punct//4
3 Aktörerna i det digitala marknätet och deras villkor;UR//PM|NOM//nsubj//42 har//VB|PRS|AKT//parataxis//4 liksom//PP//mark//49 SVT//PM|NOM//fixed//43 och//KN//cc//46 TV4//PM|NOM//conj//44 AB//PM|NOM//conj//44 en//DT|UTR|SIN|IND//det//49 skyldighet//NN|UTR|SIN|IND|NOM//obj//42 att//IE//mark//51 köpa//VB|INF|AKT//acl//49 utsändningstjänster//NN|UTR|PLU|IND|NOM//obj//51 för//PP//case//55 analoga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 marksändningar//NN|UTR|PLU|IND|NOM//obl//51 från//PP//case//57 Teracom//PM|NOM//nmod//55 AB//PM|NOM//flat//57 .//MAD//punct//4
3 Aktörerna i det digitala marknätet och deras villkor;Sändningstillståndet//NN|NEU|SIN|DEF|NOM//nsubj//1 innehåller//VB|PRS|AKT//ROOT//1 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//3 villkor//NN|NEU|PLU|IND|NOM//obj//1 med//PP//case//5 anknytning//NN|UTR|SIN|IND|NOM//obl//1 till//PP//case//8 sändningarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//8 innehåll//NN|NEU|SIN|IND|NOM//nmod//5 ,//MID//punct//11 bl.a.//AB|AN//advmod//11 finns//VB|PRS|SFO//conj//1 detaljerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 krav//NN|NEU|PLU|IND|NOM//nsubj//11 om//PP//mark//16 hur//HA//advmod//16 målsättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//22 om//PP//case//20 ett//DT|NEU|SIN|IND//det//20 mångsidigt//JJ|POS|NEU|SIN|IND|NOM//amod//20 programutbud//NN|NEU|SIN|IND|NOM//nmod//16 skall//VB|PRS|AKT//aux//22 uppfyllas//VB|INF|SFO//advcl//11 .//MAD//punct//11
3 Aktörerna i det digitala marknätet och deras villkor;Även//AB//advmod//25 UR//PM|NOM//nsubj//27 är//VB|PRS|AKT//cop//27 förbjudet//PC|PRF|NEU|SIN|IND|NOM//conj//1 att//IE//mark//29 sända//VB|INF|AKT//advcl//27 reklam//NN|UTR|SIN|IND|NOM//obj//29 och//KN//cc//34 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 sponsrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//34 program//NN|NEU|PLU|IND|NOM//conj//30 .//MAD//punct//39
3 Aktörerna i det digitala marknätet och deras villkor;Likaså//AB//advmod//39 skall//VB|PRS|AKT//aux//39 UR//PM|NOM//nsubj//39 ge//VB|INF|AKT//parataxis//27 möjlighet//NN|UTR|SIN|IND|NOM//obj//39 till//PP//case//42 genmäle//NN|NEU|SIN|IND|NOM//nmod//40 när//HA//mark//46 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//46 är//VB|PRS|AKT//cop//46 befogat//JJ|POS|NEU|SIN|IND|NOM//advcl//39 och//KN//cc//50 har//VB|PRS|AKT//aux//50 att//IE//mark//50 utarbeta//VB|INF|AKT//conj//46 beredskapsplaner//NN|UTR|PLU|IND|NOM//obj//50 för//PP//case//53 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//51 under//PP//case//56 höjd//PC|PRF|UTR|SIN|IND|NOM//amod//56 beredskap//NN|UTR|SIN|IND|NOM//nmod//53 och//KN//cc//60 vid//PP//case//60 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 påfrestningar//NN|UTR|PLU|IND|NOM//conj//56 på//PP//case//62 samhället//NN|NEU|SIN|DEF|NOM//nmod//60 i//PP//case//64 fred//NN|UTR|SIN|IND|NOM//nmod//62 .//MAD//punct//1
3 Aktörerna i det digitala marknätet och deras villkor;I//PP//case//2 en//DT|UTR|SIN|IND//det//2 komplettering//NN|UTR|SIN|IND|NOM//obl//9 till//PP//case//6 det//DT|NEU|SIN|DEF//det//6 analoga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 tillståndet//NN|NEU|SIN|DEF|NOM//nmod//2 har//VB|PRS|AKT//aux//9 UR//PM|NOM//nsubj//9 getts//VB|SUP|SFO//ROOT//9 rätt//NN|UTR|SIN|IND|NOM//advmod//9 att//IE//mark//12 sända//VB|INF|AKT//acl//10 television//NN|UTR|SIN|IND|NOM//obj//12 med//PP//case//16 digital//JJ|POS|UTR|SIN|IND|NOM//amod//16 sändningsteknik//NN|UTR|SIN|IND|NOM//obl//12 .//MAD//punct//9
