– dokumentation från ett seminarium;Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 skrift//NN|UTR|SIN|IND|NOM//nmod//3 nr//NN|AN//nmod//3 12//RG|NOM//ROOT//3
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Rättsvetenskapen//NN|UTR|SIN|DEF|NOM//nsubj//1 spelar//VB|PRS|AKT//ROOT//1 i//PP//case//3 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//1 en//DT|UTR|SIN|IND//det//6 betydelsefull//JJ|POS|UTR|SIN|IND|NOM//amod//6 roll//NN|UTR|SIN|IND|NOM//obj//1 för//PP//case//8 strukturering//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//10 systematisering//NN|UTR|SIN|IND|NOM//conj//8 av//PP//case//15 det//DT|NEU|SIN|DEF//det//15 komplicerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//15 globala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 rättsstoffet//NN|NEU|SIN|DEF|NOM//nmod//10 .//MID//punct//1
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//22 är//VB|PRS|AKT//cop//22 ur//PP//case//22 ett//DT|NEU|SIN|IND//det//22 särpräglat//PC|PRF|NEU|SIN|IND|NOM//amod//22 samspel//NN|NEU|SIN|IND|NOM//parataxis//1 mellan//PP//case//24 rättsvetenskap//NN|UTR|SIN|IND|NOM//nmod//22 ,//MID//punct//27 praktiserande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 jurister//NN|UTR|PLU|IND|NOM//conj//24 och//KN//cc//30 rättstillämpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 domare//NN|UTR|PLU|IND|NOM//conj//24 som//KN//obl//35 den//DT|UTR|SIN|DEF//det//34 juridiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 doktrinen//NN|UTR|SIN|DEF|NOM//nsubj//35 tar//VB|PRS|AKT//acl:relcl//30 sin//PS|UTR|SIN|DEF//nmod:poss//37 form//NN|UTR|SIN|IND|NOM//obj//35 .//MAD//punct//22
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;I//PP//advmod//2 dagsläget//NN|NEU|SIN|DEF|NOM//fixed//0 administreras//VB|PRS|SFO//ROOT//2 och//KN//cc//4 styrs//VB|PRS|SFO//conj//2 den//DT|UTR|SIN|DEF//det//7 globala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 marknaden//NN|UTR|SIN|DEF|NOM//obj//4 i//PP//case//10 stor//JJ|POS|UTR|SIN|IND|NOM//amod//10 utsträckning//NN|UTR|SIN|IND|NOM//obl//4 av//PP//case//12 juridiken//NN|UTR|SIN|DEF|NOM//nmod//10 och//KN//cc//16 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//16 främsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//16 uttolkare//NN|UTR|PLU|IND|NOM//conj//12 ,//MID//punct//18 juristerna//NN|UTR|PLU|DEF|NOM//conj//12 .//MAD//punct//2
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Juristerna//NN|UTR|PLU|DEF|NOM//nsubj//21 utgör//VB|PRS|AKT//parataxis//2 därmed//AB//advmod//21 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//21 utan//PP//case//27 jämförelse//NN|UTR|SIN|IND|NOM//fixed//24 mäktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//27 yrkeskategorin//NN|UTR|SIN|DEF|NOM//obl//21 i//PP//case//29 västvärlden//NN|UTR|SIN|DEF|NOM//obl//21 ,//MID//punct//34 den//DT|UTR|SIN|DEF//det//34 mäktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//34 kunskapsteoretiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 gemenskapen//NN|UTR|SIN|DEF|NOM//conj//21 .//MAD//punct//2
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//38 är//VB|PRS|AKT//cop//38 juristen//NN|UTR|SIN|DEF|NOM//parataxis//2 ,//MID//punct//38 och//KN//cc//44 inte//AB//advmod//44 som//HA//nsubj:pass//44 vanligtvis//AB//advmod//44 hävdas//VB|PRS|SFO//conj//38 ekonomen//NN|UTR|SIN|DEF|NOM//nsubj:pass//44 ,//MID//punct//45 som//HP|-|-|-//nsubj//48 har//VB|PRS|AKT//acl:relcl//45 skäl//NN|NEU|PLU|IND|NOM//obj//48 att//IE//mark//56 från//PP//case//55 den//DT|UTR|SIN|DEF//det//54 globala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//54 ekonomins//NN|UTR|SIN|DEF|GEN//nmod:poss//55 förskepp//NN|NEU|SIN|IND|NOM//obl//56 utropa//VB|INF|AKT//advcl//48 ://MID//punct//44 ”//PAD//punct//2
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;I//PP//case//61 ’//PM|NOM//nmod//61 m//PM|NOM//nmod//58
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Ola//PM|NOM//discourse//10 Wiklund//PM|NOM//flat:name//0 the//PM|NOM//det//3 King//PM|NOM//nmod//0 of//PM|NOM//case//6 the//PM|NOM//det//6 world//PM|NOM//nmod//0 ”//PM|NOM//punct//0 .//MID//punct//0
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//10 finns//VB|PRS|SFO//ROOT//10 därför//AB//advmod//10 skäl//NN|NEU|PLU|IND|NOM//nsubj//10 att//IE//mark//15 kritiskt//AB|POS//advmod//15 granska//VB|INF|AKT//acl//12 juridikens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 förutsättningar//NN|UTR|PLU|IND|NOM//obj//15 närmare//AB|KOM//advmod//15 .//MAD//punct//10
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Låt//VB|IMP|AKT//advcl//21 oss//PN|UTR|PLU|DEF|OBJ//obj//0 gå//VB|INF|AKT//xcomp//0 från//PP//case//6 den//DT|UTR|SIN|DEF//det//6 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 världen//NN|UTR|SIN|DEF|NOM//obl//2 till//PP//case//10 den//DT|UTR|SIN|DEF//det//10 lilla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 världen//NN|UTR|SIN|DEF|NOM//obl//2 .//MAD//punct//0
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;I//PP//case//14 min//PS|UTR|SIN|DEF//nmod:poss//14 tvåbarnsfamilj//NN|UTR|SIN|IND|NOM//obl//0 med//PP//case//17 en//DT|UTR|SIN|IND//det//17 hustru//NN|UTR|SIN|IND|NOM//nmod//14 i//PP//case//19 karriären//NN|UTR|SIN|DEF|NOM//nmod//17 är//VB|PRS|AKT//cop//21 möjligheterna//NN|UTR|PLU|DEF|NOM//nsubj//29 att//IE//mark//23 kröna//VB|INF|AKT//acl//21 min//PS|UTR|SIN|DEF//nmod:poss//25 yrkesutövning//NN|UTR|SIN|IND|NOM//obj//23 med//PP//case//27 kungakrona//NN|UTR|SIN|IND|NOM//obl//23 ytterst//AB|SUV//advmod//29 begränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//29 .//MAD//punct//29
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Juridiken//NN|UTR|SIN|DEF|NOM//nsubj//33 må//VB|INF|AKT//aux//33 genomsyra//VB|INF|AKT//parataxis//29 den//DT|UTR|SIN|DEF//det//36 globala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 ekonomin//NN|UTR|SIN|DEF|NOM//obj//33 och//KN//cc//38 styra//VB|INF|AKT//conj//33 samhällsutvecklingen//NN|UTR|SIN|DEF|NOM//obj//38 men//KN//cc//47 vid//PP//case//42 tröskeln//NN|UTR|SIN|DEF|NOM//obl//47 till//PP//case//44 hemmet//NN|NEU|SIN|DEF|NOM//nmod//42 är//VB|PRS|AKT//cop//47 det//DT|NEU|SIN|DEF//det//47 stopp//NN|NEU|SIN|IND|NOM//conj//33 .//MAD//punct//33
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Jag//PN|UTR|SIN|DEF|SUB//nsubj//50 tror//VB|PRS|AKT//conj//29 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//50 är//VB|PRS|AKT//advmod//50 för//PP//mark//55 att//IE//mark//55 måna//VB|INF|AKT//advcl//50 om//PP//case//62 sin//PS|UTR|SIN|DEF//nmod:poss//62 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//62 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//62 och//KN//cc//61 professionella//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//59 integritet//NN|UTR|SIN|IND|NOM//obl//55 som//HP|-|-|-//obl//67 min//PS|UTR|SIN|DEF//nmod:poss//65 hustru//NN|UTR|SIN|IND|NOM//nsubj//67 har//VB|PRS|AKT//aux//67 anlagt//VB|SUP|AKT//acl:relcl//62 en//DT|UTR|SIN|IND//det//70 likgiltig//JJ|POS|UTR|SIN|IND|NOM//amod//70 attityd//NN|UTR|SIN|IND|NOM//obj//67 i//PP//case//72 förhållande//NN|NEU|SIN|IND|NOM//nmod//70 till//PP//case//75 mitt//PS|NEU|SIN|DEF//nmod:poss//75 arbete//NN|NEU|SIN|IND|NOM//nmod//70 och//KN//cc//79 juridikens//NN|UTR|SIN|DEF|GEN//nmod:poss//79 pretentiösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 anspråk//NN|NEU|SIN|IND|NOM//conj//75 .//MAD//punct//50
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Ointresset//NN|NEU|SIN|DEF|NOM//nsubj//85 kan//VB|PRS|AKT//aux//85 kanske//AB//advmod//85 också//AB//advmod//85 bero//VB|INF|AKT//parataxis//50 på//PP//mark//89 att//SN//mark//89 hon//PN|UTR|SIN|DEF|SUB//nsubj//89 tröttnat//VB|SUP|AKT//advcl//85 på//PP//mark//92 att//IE//mark//92 flytta//VB|INF|AKT//xcomp//89 runt//PL//advmod//92 i//PP//case//95 Europa//PM|NOM//obl//92 i//PP//case//100 juridikens//NN|UTR|SIN|DEF|GEN//nmod:poss//100 och//KN//cc//99 rättsvetenskapens//NN|UTR|SIN|DEF|GEN//conj//97 namn//NN|NEU|SIN|IND|NOM//obl//92 .//MAD//punct//50
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Intresset//NN|NEU|SIN|DEF|NOM//nsubj//3 för//PP//case//2 EG-rätten//NN|UTR|SIN|DEF|NOM//nmod//0 flammade//VB|PRT|AKT//ROOT//3 emellertid//AB//advmod//3 oväntat//AB|POS//advmod//3 upp//PL//compound:prt//3 vid//PP//case//9 ett//DT|NEU|SIN|IND//det//9 tillfälle//NN|NEU|SIN|IND|NOM//obl//3 .//MAD//punct//3
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 var//VB|PRT|AKT//conj//3 under//PP//case//15 den//DT|UTR|SIN|DEF//det//15 tid//NN|UTR|SIN|IND|NOM//obl//12 jag//PN|UTR|SIN|DEF|SUB//nsubj//17 tjänstgjorde//VB|PRT|AKT//acl:relcl//15 vid//PP//case//19 EG-domstolen//NN|UTR|SIN|DEF|NOM//obl//17 i//PP//case//21 Luxemburg//PM|NOM//nmod//19 .//MAD//punct//12
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Efter//PP//case//25 ett//DT|NEU|SIN|IND//det//25 cocktailparty//NN|NEU|SIN|IND|NOM//obl//29 med//PP//case//28 EG-domstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//28 domare//NN|UTR|SIN|IND|NOM//nmod//25 promenerade//VB|PRT|AKT//conj//12 vi//PN|UTR|PLU|DEF|SUB//nsubj//29 sakta//AB|POS//advmod//29 hem//PL//advmod//29 mot//PP//case//35 vårt//PS|NEU|SIN|DEF//nmod:poss//35 hem//NN|NEU|SIN|IND|NOM//obl//29 i//PP//case//37 Limpertsberg//PM|NOM//obl//29 .//MAD//punct//3
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Till//PP//case//1 saken//NN|UTR|SIN|DEF|NOM//obl//2 hör//VB|PRS|AKT//ROOT//2 att//SN//mark//10 EG-domstolen//NN|UTR|SIN|DEF|NOM//nsubj//10 nyligen//AB//advmod//10 i//PP//case//9 den//DT|UTR|SIN|DEF//det//9 s.k.//AB|AN//amod//9 Kalanke-domen//NN|UTR|SIN|DEF|NOM//obl//10 slagit//VB|SUP|AKT//csubj//2 ner//PL//compound:prt//10 på//PP//case//14 positiv//JJ|POS|UTR|SIN|IND|NOM//amod//14 särbehandling//NN|UTR|SIN|IND|NOM//obl//10 av//PP//case//16 kvinnor//NN|UTR|PLU|IND|NOM//nmod//14 i//PP//case//18 Tyskland//PM|NOM//nmod//16 .//MAD//punct//2
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;I//PP//case//23 den//DT|UTR|SIN|DEF//det//23 blåsiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 novemberkvällen//NN|UTR|SIN|DEF|NOM//obl//24 uttryckte//VB|PRT|AKT//parataxis//2 min//PS|UTR|SIN|DEF//nmod:poss//26 hustru//NN|UTR|SIN|IND|NOM//nsubj//24 plötsligt//AB|POS//advmod//24 en//DT|UTR|SIN|IND//det//30 uppriktig//JJ|POS|UTR|SIN|IND|NOM//amod//30 förvåning//NN|UTR|SIN|IND|NOM//obj//24 över//PP//mark//34 att//SN//mark//34 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//34 vågat//VB|SUP|AKT//acl//30 lägga//VB|INF|AKT//xcomp//34 ansvaret//NN|NEU|SIN|DEF|NOM//obj//35 att//IE//mark//38 tolka//VB|INF|AKT//advcl//35 de//PN|UTR/NEU|PLU|DEF|SUB//det//45 milt//AB|POS//advmod//41 uttryckt//PC|PRF|NEU|SIN|IND|NOM//amod//45 vaga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 och//KN//cc//44 motsägelsefulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//42 reglerna//NN|UTR|PLU|DEF|NOM//obj//38 i//PP//case//47 EG-fördraget//NN|NEU|SIN|DEF|NOM//nmod//45 på//PP//case//53 ett//DT|NEU|SIN|IND//det//50 gäng//NN|NEU|SIN|IND|NOM//nmod//53 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 konservativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 gubbar//NN|UTR|PLU|IND|NOM//obl//38 .//MAD//punct//24 ”//PAD//punct//57
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Jag//PN|UTR|SIN|DEF|SUB//nsubj//57 litar//VB|PRS|AKT//parataxis//24 helt//AB|POS//advmod//57 enkelt//AB|POS//fixed//58 inte//AB//advmod//57 på//PP//case//64 dom//DT|UTR/NEU|PLU|DEF//det//64 där//HA//fixed//62 gubbarna//NN|UTR|PLU|DEF|NOM//obl//57 ”//PM|NOM//punct//57 ,//MID//punct//67 löd//VB|PRT|AKT//parataxis//2 hennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//69 slutkläm//NN|UTR|SIN|IND|NOM//nsubj//67 .//MAD//punct//2
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;På//PP//case//6 detta//DT|NEU|SIN|DEF//det//6 både//KN//cc//3 kärnfulla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 och//KN//cc//5 eleganta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//3 sätt//NN|NEU|PLU|IND|NOM//obl//7 blottlade//VB|PRT|AKT//ROOT//7 min//PS|UTR|SIN|DEF//nmod:poss//10 kära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 hustru//NN|UTR|SIN|IND|NOM//nsubj//7 vad//HP|NEU|SIN|IND//obj//18 den//DT|UTR|SIN|DEF//det//15 ledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 samhällsfilosofen//NN|UTR|SIN|DEF|NOM//nmod//15 Jürgen//PM|NOM//nsubj//18 Habermas//PM|NOM//flat:name//15 har//VB|PRS|AKT//aux//18 karaktäriserat//VB|SUP|AKT//ccomp//7 som//HA//mark//21 rättstillämpningens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 rationalitetsproblem//NN|NEU|PLU|IND|NOM//obl//18 ://MID//punct//18
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Hur//HA//advmod//33 skall//VB|PRS|AKT//aux//33 rättsstatens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 krav//NN|NEU|PLU|IND|NOM//nsubj:pass//33 på//PP//case//29 rättstillämpningens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 förutsebarhet//NN|UTR|SIN|IND|NOM//nmod//26 och//KN//cc//33 koherens//NN|UTR|SIN|IND|NOM//nsubj:pass//33 kunna//VB|INF|AKT//aux//33 förenas//VB|INF|SFO//conj//7 med//PP//case//35 kravet//NN|NEU|SIN|DEF|NOM//obl//33 på//PP//case//37 legitimitet//NN|UTR|SIN|IND|NOM//nmod//35 och//KN//cc//39 rättvisa//NN|UTR|SIN|IND|NOM//conj//37 vid//PP//case//41 tolkning//NN|UTR|SIN|IND|NOM//nmod//35 av//PP//case//46 vaga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 och//KN//cc//45 motsägelsefulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//43 rättsnormer//NN|UTR|PLU|IND|NOM//nmod//41 ?//MAD//punct//7
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Rättsstaten//NN|UTR|SIN|DEF|NOM//nsubj//1 kräver//VB|PRS|AKT//ROOT//1 att//SN//mark//6 en//DT|UTR|SIN|IND//det//4 domstol//NN|UTR|SIN|IND|NOM//nsubj//6 måste//VB|PRS|AKT//aux//6 grunda//VB|INF|AKT//ccomp//1 sitt//PS|NEU|SIN|DEF//nmod:poss//8 avgörande//NN|NEU|SIN|IND|NOM//obj//6 på//PP//case//12 en//DT|UTR|SIN|IND//det//12 giltig//JJ|POS|UTR|SIN|IND|NOM//amod//12 rättsregel//NN|UTR|SIN|IND|NOM//obl//6 och//KN//cc//14 ge//VB|INF|AKT//conj//6 en//DT|UTR|SIN|IND//det//17 rättslig//JJ|POS|UTR|SIN|IND|NOM//amod//17 motivering//NN|UTR|SIN|IND|NOM//obj//14 för//PP//case//20 sitt//PS|NEU|SIN|DEF//nmod:poss//20 avgörande//NN|NEU|SIN|IND|NOM//obl//14 .//MAD//punct//1
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Domaren//NN|UTR|SIN|DEF|NOM//nsubj//24 måste//VB|PRS|AKT//aux//24 ange//VB|INF|AKT//parataxis//1 rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 skäl//NN|NEU|PLU|IND|NOM//obj//24 och//KN//cc//28 argument//NN|NEU|PLU|IND|NOM//conj//26 för//PP//case//31 sin//PS|UTR|SIN|DEF//nmod:poss//31 slutsats//NN|UTR|SIN|IND|NOM//nmod//28 .//MAD//punct//24
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Domarens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 argumentation//NN|UTR|SIN|IND|NOM//nsubj:pass//36 måste//VB|PRS|AKT//aux//36 kläs//VB|INF|SFO//advcl//24 i//PP//case//39 en//DT|UTR|SIN|IND//det//39 språkdräkt//NN|UTR|SIN|IND|NOM//obl//36 som//HP|-|-|-//nsubj//41 gör//VB|PRS|AKT//acl:relcl//39 att//SN//mark//44 avgörandet//NN|NEU|SIN|DEF|NOM//nsubj//44 framstår//VB|PRS|AKT//ccomp//41 som//KN//mark//48 en//DT|UTR|SIN|IND//det//48 logisk//JJ|POS|UTR|SIN|IND|NOM//amod//48 följd//NN|UTR|SIN|IND|NOM//xcomp//44 av//PP//case//54 ett//DT|NEU|SIN|IND//det//54 sammanhängande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 och//KN//cc//53 värderingsfritt//JJ|POS|NEU|SIN|IND|NOM//conj//51 resonemang//NN|NEU|SIN|IND|NOM//nmod//48 .//MAD//punct//24
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;På//PP//case//58 detta//DT|NEU|SIN|DEF//det//58 vis//NN|NEU|SIN|IND|NOM//obl//59 framstår//VB|PRS|AKT//conj//24 domarens//NN|UTR|SIN|DEF|GEN//nmod:poss//61 avgörande//NN|NEU|SIN|IND|NOM//xcomp//59 som//KN//mark//63 objektivt//AB|POS//advmod//59 .//MAD//punct//24
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Kravet//NN|NEU|SIN|DEF|NOM//obj//24 på//PP//mark//71 att//SN//mark//71 domarens//NN|UTR|SIN|DEF|GEN//nmod:poss//69 motivering//NN|UTR|SIN|IND|NOM//nsubj:pass//71 skall//VB|PRS|AKT//aux//71 baseras//VB|INF|SFO//acl//65 på//PP//case//74 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 skäl//NN|NEU|PLU|IND|NOM//obl//71 och//KN//cc//77 slutsatsen//NN|UTR|SIN|DEF|NOM//nsubj//77 framstå//VB|INF|AKT//conj//71 som//KN//mark//82 logisk//JJ|POS|UTR|SIN|IND|NOM//amod//82 och//KN//cc//81 värderingsfri//JJ|POS|UTR|SIN|IND|NOM//conj//79 aktualiserar//VB|PRS|AKT//advcl//77 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//86 centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 teoretiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 problem//NN|NEU|PLU|IND|NOM//obj//82 .//MAD//punct//24
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;När//HA//mark//2 domaren//NN|UTR|SIN|DEF|NOM//nsubj//2 tolkar//VB|PRS|AKT//advcl//7 en//DT|UTR|SIN|IND//det//4 rättsregel//NN|UTR|SIN|IND|NOM//obj//2 måste//VB|PRS|AKT//aux//7 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//7 hålla//VB|INF|AKT//ROOT//7 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//7 inom//PP//case//11 rättens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 gränser//NN|UTR|PLU|IND|NOM//obl//7 .//MAD//punct//7
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Men//KN//cc//15 hur//HA//advmod//15 bestäms//VB|PRS|SFO//conj//7 och//KN//cc//17 avgränsas//VB|PRS|SFO//conj//15 det//DT|NEU|SIN|DEF//det//19 rättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//xcomp//17 från//PP//case//21 politik//NN|UTR|SIN|IND|NOM//obl//17 och//KN//cc//23 moral//NN|UTR|SIN|IND|NOM//conj//21 ?//MID//punct//15
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Hur//HA//advmod//26 skiljer//VB|PRS|AKT//parataxis//15 vi//PN|UTR|PLU|DEF|SUB//nsubj//26 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//26 från//PP//case//31 icke-juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 skäl//NN|NEU|PLU|IND|NOM//obl//26 ?//MID//punct//15
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Är//VB|PRS|AKT//cop//39 verkligen//AB//advmod//36 rättslig//JJ|POS|UTR|SIN|IND|NOM//amod//36 argumentation//NN|UTR|SIN|IND|NOM//nsubj//39 en//DT|UTR|SIN|IND//det//39 distinkt//JJ|POS|UTR|SIN|IND|NOM//amod//39 metod//NN|UTR|SIN|IND|NOM//conj//15 för//PP//mark//42 att//IE//mark//42 nå//VB|INF|AKT//advcl//15 korrekta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 och//KN//cc//45 rättvisa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//43 resultat//NN|NEU|PLU|IND|NOM//obj//42 ?//MID//punct//15
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Hur//HA//advmod//53 skall//VB|PRS|AKT//aux//53 den//DT|UTR|SIN|DEF//det//52 rättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 argumentationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//53 särskiljas//VB|INF|SFO//parataxis//15 från//PP//case//58 moralisk//JJ|POS|UTR|SIN|IND|NOM//amod//58 eller//KN//cc//57 politisk//JJ|POS|UTR|SIN|IND|NOM//conj//55 argumentation//NN|UTR|SIN|IND|NOM//obl//53 i//PP//advmod//53 allmänhet//NN|UTR|SIN|IND|NOM//fixed//59 .//MAD//punct//15
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//71 är//VB|PRS|AKT//cop//71 i//PP//advmod//71 och//KN//fixed//64 för//PP//fixed//64 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//64 så//SN//mark//71 att//SN//fixed//68 jurister//NN|UTR|PLU|IND|NOM//nsubj//71 besitter//VB|PRS|AKT//conj//15 en//DT|UTR|SIN|IND//det//74 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//74 typ//NN|UTR|SIN|IND|NOM//obj//71 av//PP//case//76 kunskap//NN|UTR|SIN|IND|NOM//nmod//74 om//PP//case//78 rättsreglerna//NN|UTR|PLU|DEF|NOM//nmod//76 .//MAD//punct//15
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;De//PN|UTR/NEU|PLU|DEF|SUB//det//81 besitter//VB|PRS|AKT//parataxis//15 också//AB//advmod//81 en//DT|UTR|SIN|IND//det//85 speciell//JJ|POS|UTR|SIN|IND|NOM//amod//85 kunskap//NN|UTR|SIN|IND|NOM//obj//81 om//PP//case//89 en//DT|UTR|SIN|IND//det//89 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//89 teknik//NN|UTR|SIN|IND|NOM//nmod//85 att//IE//mark//91 upptäcka//VB|INF|AKT//acl//89 lakuner//NN|UTR|PLU|IND|NOM//obj//91 ,//MID//punct//94 lösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//81 konflikter//NN|UTR|PLU|IND|NOM//obj//94 och//KN//cc//97 komma//VB|INF|AKT//conj//81 till//PP//compound:prt//97 rätta//NN|UTR|-|-|-//fixed//98 med//PP//case//101 tvetydigheter//NN|UTR|PLU|IND|NOM//obl//97 i//PP//case//103 rättssystemet//NN|NEU|SIN|DEF|NOM//nmod//101 .//MAD//punct//15
