4WFOTL  LPE  GÚS   CPMBHTTUZSOJOH ;&//KN|AN//cc//2 ÚRSLAG//JJ|POS|UTR/NEU|SIN|DEF|NOM//mark//2 FRÍN//PM|NOM//ROOT//2 +//MID//cc//4 ODGRUPPEN//PM|NOM//conj//2
3.4.4 Styrelsens ordförande skall se till att styrelsens arbete bedrivs effektivt och att styrelsen fullgör sina åligganden. Ordföranden skall särskilt:;•//NN|UTR|SIN|IND|NOM//nsubj//1 organisera//VB|INF|AKT//ROOT//1 och//KN//cc//3 leda//VB|INF|AKT//conj//1 styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 arbete//NN|NEU|SIN|IND|NOM//obj//3 ,//MID//punct//7 uppmuntra//VB|IMP|AKT//conj//1 en//DT|UTR|SIN|IND//det//12 öppen//JJ|POS|UTR|SIN|IND|NOM//amod//12 och//KN//cc//11 konstruktiv//JJ|POS|UTR|SIN|IND|NOM//conj//9 diskussion//NN|UTR|SIN|IND|NOM//obj//7 i//PP//case//14 styrelsen//NN|UTR|SIN|DEF|NOM//nmod//12 i//PP//case//18 vilken//HP|UTR|SIN|IND//det//18 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//18 ledamöter//NN|UTR|PLU|IND|NOM//obl//7 deltar//VB|PRS|AKT//conj//1 och//KN//cc//21 skapa//VB|INF|AKT//conj//19 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//24 möjliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 förutsättningar//NN|UTR|PLU|IND|NOM//obj//21 för//PP//case//27 styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 arbete//NN|NEU|SIN|IND|NOM//obl//21 ,//MID//punct//1
3.4.4 Styrelsens ordförande skall se till att styrelsens arbete bedrivs effektivt och att styrelsen fullgör sina åligganden. Ordföranden skall särskilt:;•//NN|UTR|SIN|IND|NOM//nsubj//1 se//VB|INF|AKT//ROOT//1 till//PL//compound:prt//1 att//SN//mark//6 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//6 fortlöpande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//6 uppdaterar//VB|PRS|AKT//ccomp//1 och//KN//cc//8 fördjupar//VB|PRS|AKT//conj//6 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//10 kunskaper//NN|UTR|PLU|IND|NOM//obj//8 om//PP//case//12 bolaget//NN|NEU|SIN|DEF|NOM//nmod//10 och//KN//cc//15 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//15 verksamhet//NN|UTR|SIN|IND|NOM//conj//12 samt//KN//cc//19 i//PP//advmod//19 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//17 får//VB|PRS|AKT//conj//1 den//DT|UTR|SIN|DEF//det//21 utbildning//NN|UTR|SIN|IND|NOM//obj//19 som//HP|-|-|-//nsubj:pass//23 krävs//VB|PRS|SFO//acl:relcl//21 för//PP//mark//29 att//SN//mark//29 styrelsearbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//29 skall//VB|PRS|AKT//aux//29 kunna//VB|INF|AKT//aux//29 bedrivas//VB|INF|SFO//advcl//23 effektivt//AB|POS//advmod//29 ,//MID//punct//1
3.4.4 Styrelsens ordförande skall se till att styrelsens arbete bedrivs effektivt och att styrelsen fullgör sina åligganden. Ordföranden skall särskilt:;•//NN|UTR|SIN|IND|NOM//nsubj//1 ta//VB|INF|AKT//ROOT//1 emot//PL//compound:prt//1 synpunkter//NN|UTR|PLU|IND|NOM//obj//1 från//PP//case//5 ägarna//NN|UTR|PLU|DEF|NOM//obl//1 och//KN//cc//7 förmedla//VB|INF|AKT//conj//1 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obj//7 inom//PP//case//10 styrelsen//NN|UTR|SIN|DEF|NOM//obl//7 ,//MID//punct//1
3.4.4 Styrelsens ordförande skall se till att styrelsens arbete bedrivs effektivt och att styrelsen fullgör sina åligganden. Ordföranden skall särskilt:;•//NN|UTR|SIN|IND|NOM//nsubj//2 vara//VB|INF|AKT//cop//2 talesman//NN|UTR|SIN|IND|NOM//ROOT//2 för//PP//case//4 bolaget//NN|NEU|SIN|DEF|NOM//nmod//2 i//PP//case//6 frågor//NN|UTR|PLU|IND|NOM//nmod//4 om//PP//case//8 utseende//NN|NEU|SIN|IND|NOM//nmod//6 och//KN//cc//10 entledigande//NN|NEU|SIN|IND|NOM//conj//8 av//PP//case//13 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 direktör//NN|UTR|SIN|IND|NOM//nmod//10 och//KN//cc//16 bolagsledningens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 anställningsvillkor//NN|NEU|PLU|IND|NOM//conj//13 ,//MID//punct//2
3.4.4 Styrelsens ordförande skall se till att styrelsens arbete bedrivs effektivt och att styrelsen fullgör sina åligganden. Ordföranden skall särskilt:;•//RG|NOM//nsubj//1 ha//VB|INF|AKT//ROOT//1 fortlöpande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 kontakt//NN|UTR|SIN|IND|NOM//obj//1 med//PP//compound:prt//1 och//KN//cc//6 fungera//VB|INF|AKT//conj//1 som//KN//mark//8 diskussionspartner//NN|UTR|PLU|IND|NOM//xcomp//6 och//KN//cc//10 stöd//NN|NEU|SIN|IND|NOM//conj//8 för//PP//case//14 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//14 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 direktör//NN|UTR|SIN|IND|NOM//obl//6 samt//KN//cc//16 utvärdera//VB|INF|AKT//conj//1 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 direktörens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 arbete//NN|NEU|SIN|IND|NOM//obj//16 ,//MID//punct//1
3.4.4 Styrelsens ordförande skall se till att styrelsens arbete bedrivs effektivt och att styrelsen fullgör sina åligganden. Ordföranden skall särskilt:;•//NN|UTR|SIN|IND|NOM//nsubj//1 se//VB|INF|AKT//ROOT//1 till//PL//compound:prt//1 att//SN//mark//5 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//5 erhåller//VB|PRS|AKT//ccomp//1 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 information//NN|UTR|SIN|IND|NOM//obj//5 och//KN//cc//9 beslutsunderlag//NN|NEU|SIN|IND|NOM//conj//7 ,//MID//punct//1
3.4.4 Styrelsens ordförande skall se till att styrelsens arbete bedrivs effektivt och att styrelsen fullgör sina åligganden. Ordföranden skall särskilt:;•//NN|UTR|SIN|IND|NOM//nsubj//1 kontrollera//VB|INF|AKT//ROOT//1 att//SN//mark//5 styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//5 verkställs//VB|PRS|SFO//ccomp//1 ,//MID//punct//1 samt//KN//punct//1
3.4.4 Styrelsens ordförande skall se till att styrelsens arbete bedrivs effektivt och att styrelsen fullgör sina åligganden. Ordföranden skall särskilt:;•//NN|UTR|SIN|IND|NOM//nsubj//1 se//VB|INF|AKT//ROOT//1 till//PL//compound:prt//1 att//SN//mark//6 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//6 årligen//AB//advmod//6 utvärderar//VB|PRS|AKT//ccomp//1 sitt//PS|NEU|SIN|DEF//nmod:poss//8 arbete//NN|NEU|SIN|IND|NOM//obj//6 .//MAD//punct//1
3.4.4 Styrelsens ordförande skall se till att styrelsens arbete bedrivs effektivt och att styrelsen fullgör sina åligganden. Ordföranden skall särskilt:;En//PN|UTR|SIN|IND|SUB/OBJ//nsubj//46 av//PP//case//3 styrelseordförandens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 uppgifter//NN|UTR|PLU|IND|NOM//nmod//0 enligt//PP//case//5 punkterna//NN|UTR|PLU|DEF|NOM//nmod//3 ovan//AB//nmod//5 är//VB|PRS|AKT//cop//0 att//IE//mark//9 upprätthålla//VB|INF|AKT//csubj//0 en//DT|UTR|SIN|IND//det//11 kontakt//NN|UTR|SIN|IND|NOM//obj//9 med//PP//case//14 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//14 ägare//NN|UTR|SIN|IND|NOM//obl//9 i//PP//case//16 syfte//NN|NEU|SIN|IND|NOM//nmod//14 att//SN//mark//20 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//20 skall//VB|PRS|AKT//aux//20 känna//VB|INF|AKT//advcl//9 till//PL//compound:prt//20 ägarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//23 synpunkter//NN|UTR|PLU|IND|NOM//obj//20 i//PP//case//29 fråga//NN|UTR|SIN|IND|NOM//fixed//24 om//PP//fixed//24 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//29 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 mål//NN|NEU|SIN|IND|NOM//obl//20 och//KN//cc//31 strategi//NN|UTR|SIN|IND|NOM//conj//29 och//KN//cc//35 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 viktigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 frågor//NN|UTR|PLU|IND|NOM//conj//29 .//MAD//punct//0
3.4.4 Styrelsens ordförande skall se till att styrelsens arbete bedrivs effektivt och att styrelsen fullgör sina åligganden. Ordföranden skall särskilt:;Även//AB//mark//46 om//SN//fixed//37 den//DT|UTR|SIN|DEF//det//41 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 kontakten//NN|UTR|SIN|DEF|NOM//nsubj//46 mellan//PP//case//43 ägarna//NN|UTR|PLU|DEF|NOM//nmod//41 och//KN//cc//45 styrelsen//NN|UTR|SIN|DEF|NOM//conj//43 sker//VB|PRS|AKT//advcl//50 på//PP//case//48 bolagsstämman//NN|UTR|SIN|DEF|NOM//obl//46 ,//MID//punct//50 finns//VB|PRS|SFO//ROOT//50 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//50 skäl//NN|NEU|PLU|IND|NOM//nsubj//50 för//PP//mark//55 att//IE//mark//55 ge//VB|INF|AKT//advcl//50 ägarna//NN|UTR|PLU|DEF|NOM//iobj//55 en//DT|UTR|SIN|IND//det//58 möjlighet//NN|UTR|SIN|IND|NOM//obj//55 att//IE//mark//60 ge//VB|INF|AKT//acl//58 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//62 synpunkter//NN|UTR|PLU|IND|NOM//obj//60 på//PP//case//65 styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//65 förvaltning//NN|UTR|SIN|IND|NOM//obl//60 av//PP//case//68 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//68 angelägenheter//NN|UTR|PLU|IND|NOM//nmod//65 även//AB//advmod//72 vid//PP//case//72 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 tillfällen//NN|NEU|PLU|IND|NOM//obl//60 .//MAD//punct//50
3.4.4 Styrelsens ordförande skall se till att styrelsens arbete bedrivs effektivt och att styrelsen fullgör sina åligganden. Ordföranden skall särskilt:;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//77 får//VB|PRS|AKT//aux//77 inte//AB//advmod//77 leda//VB|INF|AKT//parataxis//50 till//PP//mark//81 att//SN//mark//81 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//81 tar//VB|PRS|AKT//advcl//77 direktiv//NN|NEU|PLU|IND|NOM//obj//81 från//PP//advmod//81 och//KN//cc//86 därmed//AB//advmod//86 gynnar//VB|PRS|AKT//conj//81 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//88 ägare//NN|UTR|PLU|IND|NOM//nsubj//86 eller//KN//cc//92 att//SN//mark//92 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//92 förmedlar//VB|PRS|AKT//conj//81 information//NN|UTR|SIN|IND|NOM//obj//92 selektivt//AB|POS//advmod//92 till//PP//case//97 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//97 ägare//NN|UTR|PLU|IND|NOM//obl//92 .//MAD//punct//50
3.4.4 Styrelsens ordförande skall se till att styrelsens arbete bedrivs effektivt och att styrelsen fullgör sina åligganden. Ordföranden skall särskilt:;Styrelseordföranden//NN|UTR|SIN|DEF|NOM//nsubj//2 bör//VB|PRS|AKT//aux//2 redovisa//VB|INF|AKT//ROOT//2 resultatet//NN|NEU|SIN|DEF|NOM//obj//2 av//PP//case//6 styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 utvärdering//NN|UTR|SIN|IND|NOM//nmod//3 av//PP//case//9 sitt//PS|NEU|SIN|DEF//nmod:poss//9 arbete//NN|NEU|SIN|IND|NOM//nmod//6 för//PP//case//11 valberedningen//NN|UTR|SIN|DEF|NOM//obl//2 i//PP//case//15 så//AB//advmod//14 god//JJ|POS|UTR|SIN|IND|NOM//amod//15 tid//NN|UTR|SIN|IND|NOM//obl//2 att//SN//mark//19 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//19 kan//VB|PRS|AKT//aux//19 användas//VB|INF|SFO//acl//15 av//PP//case//21 valberedningen//NN|UTR|SIN|DEF|NOM//obl:agent//19 i//PP//case//24 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//24 arbete//NN|NEU|SIN|IND|NOM//nmod//21 .//MAD//punct//2
3.4.4 Styrelsens ordförande skall se till att styrelsens arbete bedrivs effektivt och att styrelsen fullgör sina åligganden. Ordföranden skall särskilt:;Utvärderingen//NN|UTR|SIN|DEF|NOM//nsubj//28 bör//VB|PRS|AKT//aux//28 ske//VB|INF|AKT//conj//2 genom//PP//case//32 en//DT|UTR|SIN|IND//det//32 strukturerad//PC|PRF|UTR|SIN|IND|NOM//amod//32 process//NN|UTR|SIN|IND|NOM//obl//28 ,//MID//punct//34 anpassad//PC|PRF|UTR|SIN|IND|NOM//conj//28 till//PP//case//37 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//37 förhållanden//NN|NEU|PLU|IND|NOM//obl//34 och//KN//cc//40 med//PP//case//40 anlitande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//34 av//PP//case//43 extern//JJ|POS|UTR|SIN|IND|NOM//amod//43 expertis//NN|UTR|SIN|IND|NOM//nmod//40 om//SN//mark//46 så//AB//advmod//46 bedöms//VB|PRS|SFO//advcl//28 erforderligt//AB|POS//xcomp//46 .//MAD//punct//2


3.5.2 Styrelsen kan inom sig inrätta särskilda utskott för att bereda ärenden inom mer avgränsade områden. Inrättande av utskott får inte leda till att styrelsen förlorar överblicken och kontrollen över verksamheten eller att informationen till styrelsen försämras. Av styrelsens arbetsordning skall framgå vilka arbetsuppgifter och vilken beslutanderätt styrelsen har delegerat till utskotten samt hur utskotten skall rapportera till styrelsen. Utskott skall protokollföra sina möten.;Styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 ansvar//NN|NEU|SIN|IND|NOM//nsubj:pass//8 och//KN//cc//3 tillsynsskyldighet//NN|UTR|SIN|IND|NOM//conj//1 kan//VB|PRS|AKT//aux//8 enligt//PP//case//6 lag//NN|UTR|SIN|IND|NOM//obl//8 inte//AB//advmod//8 överlåtas//VB|INF|SFO//ROOT//8 till//PP//case//11 ett//DT|NEU|SIN|IND//det//11 styrelseutskott//NN|NEU|SIN|IND|NOM//obl//8 .//MAD//punct//8
3.5.2 Styrelsen kan inom sig inrätta särskilda utskott för att bereda ärenden inom mer avgränsade områden. Inrättande av utskott får inte leda till att styrelsen förlorar överblicken och kontrollen över verksamheten eller att informationen till styrelsen försämras. Av styrelsens arbetsordning skall framgå vilka arbetsuppgifter och vilken beslutanderätt styrelsen har delegerat till utskotten samt hur utskotten skall rapportera till styrelsen. Utskott skall protokollföra sina möten.;Se//VB|IMP|AKT//parataxis//8 beträffande//PP//case//16 revisionsutskott//NN|NEU|SIN|IND|NOM//amod//16 punkt//NN|UTR|SIN|IND|NOM//nmod//17 3.8.3//RG|NOM//obj//13 och//KN//cc//21 beträffande//PP//case//21 ersättningsutskott//NN|NEU|SIN|IND|NOM//amod//21 punkt//NN|UTR|SIN|IND|NOM//nmod//22 4.3.1//RG|NOM//conj//17 .//MAD//punct//8

3.5.3 Styrelsen skall sammanträda i den omfattning som erfordras för att hinna behandla de frågor som ankommer på styrelsen.;Styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 arbete//NN|NEU|SIN|IND|NOM//nsubj//4 måste//VB|PRS|AKT//aux//4 vara//VB|INF|AKT//cop//4 organiserat//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 så//AB//mark//9 att//SN//mark//9 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//9 kan//VB|PRS|AKT//aux//9 ägna//VB|INF|AKT//advcl//4 tillräcklig//JJ|POS|UTR|SIN|IND|NOM//amod//11 tid//NN|UTR|SIN|IND|NOM//obj//9 åt//PP//case//15 alla//DT|UTR/NEU|PLU|IND/DEF//det//15 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 frågor//NN|UTR|PLU|IND|NOM//obl//9 .//MAD//punct//4
3.5.3 Styrelsen skall sammanträda i den omfattning som erfordras för att hinna behandla de frågor som ankommer på styrelsen.;Den//DT|UTR|SIN|DEF//det//19 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 rapporteringen//NN|UTR|SIN|DEF|NOM//nsubj//22 bör//VB|PRS|AKT//aux//22 vara//VB|INF|AKT//cop//22 strukturerad//PC|PRF|UTR|SIN|IND|NOM//conj//4 så//AB//mark//29 att//SN//mark//29 uppföljnings-//NN|UTR|-|-|SMS//nsubj//29 och//KN//cc//27 kontrollfrågorna//NN|UTR|PLU|DEF|NOM//conj//25 inte//AB//advmod//29 tar//VB|PRS|AKT//advcl//22 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 del//NN|UTR|SIN|IND|NOM//obj//29 av//PP//case//34 styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 tid//NN|UTR|SIN|IND|NOM//nmod//31 i//PP//case//36 anspråk//NN|NEU|SIN|IND|NOM//obl//29 än//KN//mark//44 att//SN//mark//44 särskilt//AB//advmod//42 de//DT|UTR/NEU|PLU|DEF//det//42 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 frågorna//NN|UTR|PLU|DEF|NOM//nsubj//44 kan//VB|PRS|AKT//aux//44 ägnas//VB|INF|SFO//advcl//29 den//DT|UTR|SIN|DEF//det//46 uppmärksamhet//NN|UTR|SIN|IND|NOM//obj//44 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//48 kräver//VB|PRS|AKT//acl:relcl//46 .//MAD//punct//4


3.5.7 Beslutsunderlag och förslag till beslut i ett ärende skall ge en saklig, utförlig och relevant belysning av det ärende beslutet gäller. Beslut skall inte fattas i en viktig fråga som inte varit upptagen på dagordningen, såvida inte styrelsen enhälligt beslutar att så skall ske.;Styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//1 får//VB|PRS|AKT//aux//5 enligt//PP//case//3 lag//NN|UTR|SIN|IND|NOM//obl//5 inte//AB//advmod//5 besluta//VB|INF|AKT//ROOT//5 i//PP//case//8 ett//DT|NEU|SIN|IND//det//8 ärende//NN|NEU|SIN|IND|NOM//obl//5 ,//MID//punct//17 om//SN//mark//17 inte//AB//advmod//13 såvitt//KN//advmod//13 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//17 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//15 styrelseledamöter//NN|UTR|PLU|IND|NOM//nsubj//17 har//VB|PRS|AKT//aux//17 fått//VB|SUP|AKT//advcl//5 ett//DT|NEU|SIN|IND//det//20 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 underlag//NN|NEU|SIN|IND|NOM//obj//17 för//PP//mark//23 att//IE//mark//23 avgöra//VB|INF|AKT//advcl//17 ärendet//NN|NEU|SIN|DEF|NOM//obj//23 .//MAD//punct//5
3.5.7 Beslutsunderlag och förslag till beslut i ett ärende skall ge en saklig, utförlig och relevant belysning av det ärende beslutet gäller. Beslut skall inte fattas i en viktig fråga som inte varit upptagen på dagordningen, såvida inte styrelsen enhälligt beslutar att så skall ske.;Skriftligt//JJ|POS|NEU|SIN|IND|NOM//amod//27 material//NN|NEU|SIN|IND|NOM//nsubj:pass//32 inför//PP//case//29 styrelsesammanträde//NN|NEU|SIN|IND|NOM//nmod//27 bör//VB|PRS|AKT//aux//32 normalt//AB|POS//advmod//32 tillställas//VB|INF|SFO//parataxis//5 ledamöterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//32 senast//AB|SUV//case//36 en//DT|UTR|SIN|IND//det//36 vecka//NN|UTR|SIN|IND|NOM//obl//32 före//PP//case//38 sammanträdet//NN|NEU|SIN|DEF|NOM//obl//32 .//MAD//punct//5


3.5.10 Styrelsens protokoll skall tydligt återge vilka ärenden som behandlats, vilket underlag som funnits för respektive ärende samt innebörden av de beslut som fattats. Ett färdigt protokoll skall sändas till eller hållas tillgängligt för styrelsens ledamöter så snart som möjligt efter styrelsesammanträdet.;Att//SN//mark//3 protokollet//NN|NEU|SIN|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 färdigt//JJ|POS|NEU|SIN|IND|NOM//advcl//4 innebär//VB|PRS|AKT//ROOT//4 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//7 godkänts//VB|SUP|SFO//ccomp//4 av//PP//case//9 styrelseordföranden//NN|UTR|SIN|DEF|NOM//obl:agent//7 och//KN//cc//11 justeringsmännen//NN|UTR|SIN|DEF|NOM//conj//9 utan//PP//mark//17 att//SN//mark//17 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 behöver//VB|PRS|AKT//aux//17 vara//VB|INF|AKT//cop//17 undertecknat//PC|PRF|NEU|SIN|IND|NOM//advcl//7 av//PP//case//19 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obl//17 .//MAD//punct//4
3.5.10 Styrelsens protokoll skall tydligt återge vilka ärenden som behandlats, vilket underlag som funnits för respektive ärende samt innebörden av de beslut som fattats. Ett färdigt protokoll skall sändas till eller hållas tillgängligt för styrelsens ledamöter så snart som möjligt efter styrelsesammanträdet.;Ett//DT|NEU|SIN|IND//det//23 färdigt//JJ|POS|NEU|SIN|IND|NOM//amod//23 protokoll//NN|NEU|SIN|IND|NOM//nsubj:pass//25 bör//VB|PRS|AKT//aux//25 sändas//VB|INF|SFO//parataxis//4 till//PP//case//30 eller//KN//cc//30 på//PP//case//30 annat//JJ|POS|NEU|SIN|IND|NOM//amod//30 sätt//NN|NEU|SIN|IND|NOM//obl//25 göras//VB|INF|SFO//advcl//25 tillgängligt//JJ|POS|NEU|SIN|IND|NOM//advmod//31 för//PP//case//34 styrelseledamöterna//NN|UTR|PLU|DEF|NOM//obl//31 inom//PP//case//37 två//RG|NOM//nummod//37 veckor//NN|UTR|PLU|IND|NOM//nmod//34 från//PP//case//39 sammanträdet//NN|NEU|SIN|DEF|NOM//obl//31 .//MAD//punct//4


3.6 Styrelsens finansiella rapportering;Styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//1 ansvarar//VB|PRS|AKT//ROOT//1 för//PP//mark//8 att//SN//mark//8 den//DT|UTR|SIN|DEF//det//6 finansiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 rapporteringen//NN|UTR|SIN|DEF|NOM//nsubj//8 är//VB|PRS|AKT//cop//8 transparent//JJ|POS|UTR|SIN|IND|NOM//ccomp//1 och//KN//cc//10 ger//VB|PRS|AKT//conj//8 en//DT|UTR|SIN|IND//det//13 rättvisande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 bild//NN|UTR|SIN|IND|NOM//obj//10 av//PP//case//17 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//17 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 läge//NN|NEU|SIN|IND|NOM//nmod//13 och//KN//cc//19 möjligheter//NN|UTR|PLU|IND|NOM//conj//17 .//MAD//punct//1

3.6.1 Bolagets finansiella rapportering skall vara i överensstämmelse med god redovisningssed för aktiemarknadsbolag. Av en finansiell rapport skall framgå på vilket regelverk den grundas.;Med//PP//case//2 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//2 rapportering//NN|UTR|SIN|IND|NOM//obl//3 avses//VB|PRS|SFO//ROOT//3 årsredovisning//NN|UTR|SIN|IND|NOM//nsubj:pass//3 ,//MID//punct//6 delårsrapporter//NN|UTR|PLU|IND|NOM//conj//4 ,//MID//punct//8 bokslutskommuniké//NN|UTR|SIN|DEF|NOM//conj//4 och//KN//cc//11 annan//JJ|POS|UTR|SIN|IND|NOM//amod//11 rapportering//NN|UTR|SIN|IND|NOM//conj//4 som//HP|-|-|-//nsubj//13 innehåller//VB|PRS|AKT//acl:relcl//11 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//15 information//NN|UTR|SIN|IND|NOM//obj//13 ,//MID//punct//15 t.ex.//AB|AN//advmod//18 prospekt//NN|NEU|PLU|IND|NOM//appos//15 eller//KN//cc//20 pressmeddelanden//NN|NEU|PLU|IND|NOM//conj//18 .//MAD//punct//3
3.6.1 Bolagets finansiella rapportering skall vara i överensstämmelse med god redovisningssed för aktiemarknadsbolag. Av en finansiell rapport skall framgå på vilket regelverk den grundas.;Om//SN//mark//4 den//DT|UTR|SIN|DEF//det//3 finansiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 rapporteringen//NN|UTR|SIN|DEF|NOM//nsubj//4 innehåller//VB|PRS|AKT//advcl//21 information//NN|UTR|SIN|IND|NOM//obj//4 som//HP|-|-|-//nsubj//7 går//VB|PRS|AKT//acl:relcl//5 utöver//PP//mark//11 vad//HP|NEU|SIN|IND//dislocated//11 som//HP|-|-|-//nsubj//11 följer//VB|PRS|AKT//advcl//7 av//PP//compound:prt//11 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 redovisningsstandarder//NN|UTR|PLU|IND|NOM//obj//11 (//PAD//punct//14 International//PM|NOM//compound//18 Financial//PM|NOM//compound//18 Reporting//PM|NOM//compound//19 Standards//PM|NOM//appos//14 )//PAD//punct//4 är//VB|PRS|AKT//ROOT//21 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//21 av//PP//case//25 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//25 vikt//NN|UTR|SIN|IND|NOM//nmod//22 att//SN//mark//28 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//28 framgår//VB|PRS|AKT//acl//22 på//PP//case//31 vilken//HD|UTR|SIN|IND//det//31 grund//NN|UTR|SIN|IND|NOM//obl//28 (//PAD//punct//31 regelverk//NN|NEU|SIN|IND|NOM//case//34 etc.//AB|AN//conj//31 )//PAD//punct//34 som//HP|-|-|-//mark//39 denna//DT|UTR|SIN|DEF//det//38 information//NN|UTR|SIN|IND|NOM//nsubj:pass//39 lämnas//VB|INF|SFO//acl:relcl//22 .//MAD//punct//21
