Promemoria;2013-11-11//RG|NOM//ROOT//0
Justitiedepartementet;Justitiedepartementet//NN|NEU|SIN|DEF|NOM//nsubj//1 förklarar//VB|PRS|AKT//ROOT//1 att//SN//mark//8 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 om//PP//case//5 kameraövervakning//NN|UTR|SIN|IND|NOM//nmod//3 kommer//VB|PRS|AKT//aux//8 att//IE//mark//8 ändras//VB|INF|SFO//ccomp//1 från//PP//case//10 juni//NN|UTR|SIN|IND|NOM//obl//8 2013//RG|NOM//nummod//10 och//KN//cc//14 man//PN|UTR|SIN|IND|SUB//nsubj//14 hoppas//VB|PRS|SFO//conj//1 att//SN//mark//18 den//DT|UTR|SIN|DEF//nsubj//18 ändringen//NN|UTR|SIN|DEF|NOM//advmod//18 hjälper//VB|PRS|AKT//ccomp//14 klubbarna//NN|UTR|PLU|DEF|NOM//obj//18 att//IE//mark//21 identifiera//VB|INF|AKT//xcomp//18 de//PN|UTR/NEU|PLU|DEF|SUB//obj//21 som//HP|-|-|-//nsubj//24 begår//VB|PRS|AKT//acl:relcl//22 brott//NN|NEU|SIN|IND|NOM//obj//24 i//PP//case//29 samband//NN|NEU|SIN|IND|NOM//fixed//26 med//PP//fixed//26 idrottsevenemang//NN|NEU|PLU|IND|NOM//obl//24 .//MAD//punct//1
Justitiedepartementet;Justitiedepartementet//NN|NEU|SIN|DEF|NOM//nsubj//32 redogör//VB|PRS|AKT//parataxis//1 vidare//AB|KOM//advmod//32 för//PP//mark//38 att//SN//mark//38 man//PN|UTR|SIN|IND|SUB//nsubj//38 nu//AB//advmod//38 arbetar//VB|PRS|AKT//advcl//32 med//PP//mark//43 hur//HA//advmod//43 tillträdesförbudet//NN|NEU|SIN|DEF|NOM//nsubj:pass//43 kan//VB|PRS|AKT//aux//43 utökas//VB|INF|SFO//advcl//38 .//MAD//punct//32
Justitiedepartementet;Förhoppningen//NN|UTR|SIN|DEF|NOM//obj//32 är//VB|PRS|AKT//punct//1 att//SN//mark//50 man//PN|UTR|SIN|IND|SUB//nsubj//50 kan//VB|PRS|AKT//aux//50 presentera//VB|INF|AKT//ccomp//46 ett//DT|NEU|SIN|IND//det//52 lagförslag//NN|NEU|SIN|IND|NOM//obj//50 i//PP//case//54 slutet//NN|NEU|SIN|DEF|NOM//obl//50 av//PP//case//56 november//NN|UTR|SIN|IND|NOM//nmod//54 .//MAD//punct//1
Justitiedepartementet;Frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//67 om//PP//case//62 ett//DT|NEU|SIN|IND//det//62 nationellt//JJ|POS|NEU|SIN|IND|NOM//amod//62 register//NN|NEU|SIN|IND|NOM//nmod//58 över//PP//case//64 tillträdesförbud//NN|NEU|PLU|IND|NOM//nmod//62 och//KN//cc//66 arrangörsavstängningar//NN|UTR|PLU|IND|NOM//conj//64 utreds//VB|PRS|SFO//parataxis//1 nu//AB//advmod//67 av//PP//case//70 Olof//PM|NOM//obl:agent//67 Egerstedt//PM|NOM//flat//70 .//MAD//punct//1
Justitiedepartementet;Justitiedepartementet//NN|NEU|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 fått//VB|SUP|AKT//ROOT//2 kritik//NN|UTR|SIN|IND|NOM//obj//2 för//PP//mark//12 att//SN//fixed//4 frågan//NN|UTR|SIN|DEF|NOM//nsubj//12 om//PP//case//8 maskeringsförbud//NN|NEU|SIN|IND|NOM//nmod//6 ännu//AB//advmod//12 inte//AB//advmod//12 har//VB|PRS|AKT//aux//12 lett//VB|SUP|AKT//advcl//2 till//PP//case//14 lagändring//NN|UTR|SIN|IND|NOM//obl//12 .//MAD//punct//2
Justitiedepartementet;Enligt//PP//case//17 JO//PM|NOM//obl//20 är//VB|PRS|AKT//cop//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 uteslutet//PC|PRF|NEU|SIN|IND|NOM//parataxis//2 att//SN//mark//25 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//25 i//PP//case//24 betänkandet//NN|NEU|SIN|DEF|NOM//obl//25 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//acl//20 ändringen//NN|UTR|SIN|DEF|NOM//obj//25 kan//VB|PRS|AKT//aux//28 komma//VB|INF|AKT//advcl//2 ifråga//AB//compound:prt//28 .//MAD//punct//2
Justitiedepartementet;Justitiedepartementet//NN|NEU|SIN|DEF|NOM//nsubj//32 tittar//VB|PRS|AKT//parataxis//2 trots//PP//case//34 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//32 på//PP//case//36 saken//NN|UTR|SIN|DEF|NOM//obl//32 ,//MID//punct//43 men//KN//cc//43 huruvida//SN//mark//43 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 kommer//VB|PRS|AKT//aux//43 att//IE//mark//43 läggas//VB|INF|SFO//csubj//49 ett//DT|NEU|SIN|IND//det//46 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//46 lagförslag//NN|NEU|SIN|IND|NOM//nsubj:pass//43 är//VB|PRS|AKT//cop//49 ännu//AB//advmod//49 oklart//JJ|POS|NEU|SIN|IND|NOM//advmod//32 .//MAD//punct//32
Justitiedepartementet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 finns//VB|PRS|SFO//conj//32 ett//DT|NEU|SIN|IND//det//55 stort//JJ|POS|NEU|SIN|IND|NOM//amod//55 antal//NN|NEU|SIN|IND|NOM//nmod//56 frågor//NN|UTR|PLU|IND|NOM//nsubj//52 som//HP|-|-|-//obl//60 man//PN|UTR|SIN|IND|SUB//nsubj//60 måste//VB|PRS|AKT//aux//60 ta//VB|INF|AKT//acl:relcl//56 ställning//NN|UTR|SIN|IND|NOM//obj//60 till//PP//case//57 för//PP//mark//66 att//IE//mark//66 kunna//VB|INF|AKT//aux//66 utforma//VB|INF|AKT//advcl//60 ett//DT|NEU|SIN|IND//det//69 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//69 förslag//NN|NEU|SIN|IND|NOM//obj//66 ,//MID//punct//56 bl.a.//AB|AN//advmod//72 frågor//NN|UTR|PLU|IND|NOM//appos//56 om//PP//case//74 integritet//NN|UTR|SIN|IND|NOM//nmod//72 ,//MID//punct//76 yttrandefrihet//NN|UTR|SIN|IND|NOM//conj//74 ,//MID//punct//83 samt//KN//cc//83 hur//HA//advmod//83 begreppet//NN|NEU|SIN|DEF|NOM//nmod//81 maskering//NN|UTR|SIN|IND|NOM//nsubj:pass//83 ska//VB|PRS|AKT//aux//83 definieras//VB|INF|SFO//conj//52 .//MAD//punct//83
Justitiedepartementet;Enligt//PP//case//88 fotbollens//NN|UTR|SIN|DEF|GEN//nmod:poss//88 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//88 regelverk//NN|NEU|PLU|IND|NOM//obl//89 gäller//VB|PRS|AKT//conj//32 dock//AB//advmod//89 att//SN//mark//114 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//114 som//HP|-|-|-//nsubj//97 helt//AB|POS//advmod//97 eller//KN//cc//97 delvis//AB//advmod//97 täcker//VB|PRS|AKT//acl:relcl//92 ansiktet//NN|NEU|SIN|DEF|NOM//obj//97 på//PP//case//101 ett//DT|NEU|SIN|IND//det//101 sätt//NN|NEU|SIN|IND|NOM//obl//97 som//HP|-|-|-//nsubj//103 försvårar//VB|PRS|AKT//acl:relcl//101 identifikation//NN|UTR|SIN|IND|NOM//obj//103 och//KN//cc//108 som//HP|-|-|-//nsubj:pass//108 kan//VB|PRS|AKT//aux//108 befaras//VB|INF|SFO//conj//103 utgöra//VB|INF|AKT//xcomp//108 fara//NN|UTR|SIN|IND|NOM//xcomp//109 för//PP//case//112 ordningsstörning//NN|UTR|SIN|IND|NOM//nmod//110 ska//VB|PRS|AKT//aux//114 vägras//VB|INF|SFO//ccomp//89 tillträde//NN|NEU|SIN|IND|NOM//obj//114 till//PP//case//117 arenan//NN|UTR|SIN|DEF|NOM//obl//114 .//MAD//punct//32
Justitiedepartementet;Vidare//AB|KOM//advmod//131 ska//VB|PRS|AKT//aux//131 enligt//PP//case//123 dessa//DT|UTR/NEU|PLU|DEF//det//123 regler//NN|UTR|PLU|IND|NOM//obl//131 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//131 som//HP|-|-|-//nsubj//127 är//VB|PRS|AKT//cop//127 maskerad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//124 inne//AB//advmod//130 på//PP//case//130 arenan//NN|UTR|SIN|DEF|NOM//obl//127 avvisas//VB|INF|SFO//conj//32 .//MAD//punct//32
Justitiedepartementet;I//PP//case//1 England//PM|NOM//obl//4 har//VB|PRS|AKT//aux//4 man//PN|UTR|SIN|IND|SUB//nsubj//4 arbetat//VB|SUP|AKT//ROOT//4 hårt//AB|POS//advmod//4 för//PP//mark//8 att//IE//mark//8 minska//VB|INF|AKT//advcl//4 det//DT|NEU|SIN|DEF//det//11 idrottsrelaterade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//11 våldet//NN|NEU|SIN|DEF|NOM//obj//8 ,//MID//punct//4 bl.a.//AB|AN//advmod//16 har//VB|PRS|AKT//aux//16 man//PN|UTR|SIN|IND|SUB//nsubj//16 tagit//VB|SUP|AKT//parataxis//4 bort//PL//compound:prt//16 ståplatsläktare//NN|UTR|PLU|IND|NOM//obj//16 ,//MID//punct//20 minskat//PC|PRF|NEU|SIN|IND|NOM//conj//4 på//PP//case//22 alkoholserveringen//NN|UTR|SIN|DEF|NOM//obl//20 ,//MID//punct//24 infört//VB|SUP|AKT//conj//4 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 biljetter//NN|UTR|PLU|IND|NOM//obj//24 ,//MID//punct//29 samt//KN//cc//29 valt//VB|SUP|AKT//conj//4 att//IE//mark//31 spela//VB|INF|AKT//xcomp//29 matcher//NN|UTR|PLU|IND|NOM//obj//31 på//PP//case//34 dagtid//NN|UTR|SIN|IND|NOM//obl//31 .//MAD//punct//4
Justitiedepartementet;Problemen//NN|NEU|PLU|DEF|NOM//nsubj//44 har//VB|PRS|AKT//aux//44 som//KN//mark//40 en//DT|UTR|SIN|IND//det//40 konsekvens//NN|UTR|SIN|IND|NOM//xcomp//37 av//PP//case//43 dessa//DT|UTR/NEU|PLU|DEF//det//43 åtgärder//NN|UTR|PLU|IND|NOM//nmod//40 minskat//VB|SUP|AKT//parataxis//4 .//MAD//punct//4
Justitiedepartementet;Många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//7 av//PP//case//2 förslagen//NN|NEU|PLU|DEF|NOM//nmod//0 som//HP|-|-|-//nsubj:pass//4 presenteras//VB|PRS|SFO//acl:relcl//2 i//PP//case//6 utredningen//NN|UTR|SIN|DEF|NOM//obl//4 har//VB|PRS|AKT//ROOT//7 integritetsaspekter//NN|UTR|PLU|IND|NOM//obj//7 som//HP|-|-|-//nsubj:pass//11 måste//VB|PRS|AKT//aux//11 beaktas//VB|INF|SFO//acl:relcl//8 .//MAD//punct//7
Justitiedepartementet;Förslagen//NN|NEU|PLU|DEF|NOM//nsubj:pass//16 måste//VB|PRS|AKT//aux//16 därför//AB//advmod//16 behandlas//VB|INF|SFO//parataxis//7 i//PP//case//19 god//JJ|POS|UTR|SIN|IND|NOM//amod//19 ordning//NN|UTR|SIN|IND|NOM//obl//16 och//KN//cc//23 kan//VB|PRS|AKT//aux//23 inte//AB//advmod//23 påskyndas//VB|INF|SFO//conj//16 .//MAD//punct//7
Justitiedepartementet;Notering//NN|UTR|SIN|IND|NOM//nsubj:pass//34 ://MID//punct//0
Justitiedepartementet; //_SP////1 Martin//PM|NOM//nsubj//5 Valfridsson//PM|NOM//flat:name//3 sa//VB|PRT|AKT//parataxis//0 vid//PP//case//7 hearingen//NN|UTR|SIN|DEF|NOM//obl//5 på//PP//case//9 fråga//NN|UTR|SIN|IND|NOM//obl//5 från//PP//case//11 en//PN|UTR|SIN|IND|SUB/OBJ//obl//5 av//PP//case//13 åhörarna//NN|UTR|PLU|DEF|NOM//nmod//11 att//SN//mark//18 ordningsvakter//NN|UTR|PLU|IND|NOM//nsubj//18 inte//AB//advmod//18 får//VB|PRS|AKT//aux//18 använda//VB|INF|AKT//advcl//5 våld//NN|NEU|SIN|IND|NOM//obj//18 i//PP//mark//25 samband//NN|NEU|SIN|IND|NOM//fixed//20 med//PP//fixed//20 att//SN//mark//25 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//25 avvisar//VB|PRS|AKT//advcl//5 en//DT|UTR|SIN|IND//det//27 besökare//NN|UTR|SIN|IND|NOM//obj//25 från//PP//case//29 arenan//NN|UTR|SIN|DEF|NOM//obl//25 .//MAD//punct//5
Justitiedepartementet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//34 bör//VB|PRS|AKT//aux//34 dock//AB//advmod//34 påtalas//VB|INF|SFO//ROOT//34 att//SN//mark//49 ordningsvakter//NN|UTR|PLU|IND|NOM//nsubj//49 ,//MID//punct//41 enligt//PP//case//41 8//RG|NOM//nummod//40 §//NN|AN//nmod//41 lag//NN|UTR|SIN|IND|NOM//nmod//36 (//PAD//punct//41 1980:578//RG|NOM//nummod//41 )//PAD//punct//41 om//PP//case//46 ordningsvakter//NN|UTR|PLU|IND|NOM//nmod//41 ,//MID//punct//41 får//VB|PRS|AKT//aux//49 använda//VB|INF|AKT//ccomp//34 våld//NN|NEU|SIN|IND|NOM//obj//49 förutsatt//PC|PRF|NEU|SIN|IND|NOM//mark//56 att//SN//fixed//51 uppgiften//NN|UTR|SIN|DEF|NOM//nsubj:pass//56 inte//AB//advmod//56 kan//VB|PRS|AKT//aux//56 lösas//VB|INF|SFO//advcl//49 på//PP//case//60 något//DT|NEU|SIN|IND//det//60 annat//JJ|POS|NEU|SIN|IND|NOM//amod//60 sätt//NN|NEU|SIN|IND|NOM//obl//56 .//MAD//punct//34
Justitiedepartementet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//67 får//VB|PRS|AKT//aux//67 inte//AB//advmod//67 heller//AB//advmod//67 vara//VB|INF|AKT//cop//67 fråga//NN|UTR|SIN|IND|NOM//parataxis//34 om//PP//case//70 mer//AB|KOM//amod//70 våld//NN|NEU|SIN|IND|NOM//obl//67 än//KN//mark//75 vad//HP|NEU|SIN|IND//dislocated//75 som//HP|-|-|-//nsubj//75 är//VB|PRS|AKT//cop//75 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//acl//70 för//PP//mark//78 att//IE//mark//78 lösa//VB|INF|AKT//advcl//75 uppgiften//NN|UTR|SIN|DEF|NOM//obj//78 .//MAD//punct//67

Panelsamtal;Hearingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 avslutades//VB|PRT|SFO//ROOT//1 med//PP//case//4 ett//DT|NEU|SIN|IND//det//4 panelsamtal//NN|NEU|SIN|IND|NOM//obl//1 mellan//PP//case//6 Rose-Marie//PM|NOM//nmod//4  //_SP////6 Frebran//PM|NOM//nmod//6 (//PAD//punct//8 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//11 samordnare//NN|UTR|SIN|IND|NOM//conj//6 )//PAD//punct//1 ,//MID//punct//31 Lena//PM|NOM//nmod//31 Tysk//PM|NOM//flat:name//14 ,//MID//punct//14 Birgitta//PM|NOM//nmod//14 Ljung//PM|NOM//flat//17 (//PAD//punct//20 Riksidrottsförbundet//PM|NOM//nmod//17 )//PAD//punct//20 ,//MID//punct//14  //_SP////22 Lars-Christer//PM|NOM//nmod//14  //_SP////24 Olsson//PM|NOM//nmod//24 ,//MID//punct//28 Tony//PM|NOM//appos//14 Ernst//PM|NOM//flat:name//28 ,//MID//punct//28 Jörgen//PM|NOM//dep//1 Lindgren//PM|NOM//flat:name//31 och//KN//cc//34 Lena//PM|NOM//conj//31 Adelsohn//PM|NOM//flat:name//34 Liljeroth//PM|NOM//flat:name//34 .//MAD//punct//1
Panelsamtal;Rose-Marie//PM|NOM//nsubj//4  //_SP////0 Frebran//PM|NOM//nmod//0  //_SP////2 anförde//VB|PRT|AKT//ROOT//4 att//SN//mark//8 situationen//NN|UTR|SIN|DEF|NOM//nsubj//8 är//VB|PRS|AKT//cop//8 allvarlig//JJ|POS|UTR|SIN|IND|NOM//ccomp//4 på//PP//case//11 så//AB//amod//11 sätt//NN|NEU|SIN|IND|NOM//obl//8 att//SN//mark//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 då//AB//advmod//17 och//KN//fixed//14 då//AB//fixed//14 inträffar//VB|PRS|AKT//acl//11 incidenter//NN|UTR|PLU|IND|NOM//obj//17 som//HP|-|-|-//nsubj//20 påverkar//VB|PRS|AKT//acl:relcl//18 både//KN//cc//22 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 publik//NN|UTR|SIN|IND|NOM//obj//20 och//KN//cc//27 potentiellt//AB|POS//advmod//26 blivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 publik//NN|UTR|SIN|IND|NOM//conj//23 .//MAD//punct//4
Panelsamtal;De//DT|UTR/NEU|PLU|DEF//det//30 problem//NN|NEU|PLU|IND|NOM//nsubj:pass//37 som//HP|-|-|-//nsubj:pass//33 har//VB|PRS|AKT//aux//33 diskuterats//VB|SUP|SFO//acl:relcl//30 vid//PP//case//35 hearingen//NN|UTR|SIN|DEF|NOM//obl//33 måste//VB|PRS|AKT//aux//37 lösas//VB|INF|SFO//parataxis//4 snarast//AB|SUV//advmod//37 .//MAD//punct//4
Panelsamtal;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//41 finns//VB|PRS|SFO//parataxis//4 idag//AB//advmod//41 en//DT|UTR|SIN|IND//det//44 mängd//NN|UTR|SIN|IND|NOM//nmod//47 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 självständiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 aktörer//NN|UTR|PLU|IND|NOM//nsubj//41 som//HP|-|-|-//nsubj//49 vidtar//VB|PRS|AKT//acl:relcl//47 åtgärder//NN|UTR|PLU|IND|NOM//obj//49 ,//MID//punct//41 men//KN//cc//55 dessa//DT|UTR/NEU|PLU|DEF//det//54 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//55 samordnas//VB|PRS|SFO//conj//41 inte//AB//advmod//55 .//MAD//punct//41
Panelsamtal;Aktörerna//NN|UTR|PLU|DEF|NOM//nsubj//61 har//VB|PRS|AKT//aux//61 inte//AB//advmod//61 diskuterat//VB|SUP|AKT//parataxis//41 igenom//PL//compound:prt//61 den//DT|UTR|SIN|DEF//det//65 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//65 grunden//NN|UTR|SIN|DEF|NOM//obj//61 eller//KN//cc//69 den//DT|UTR|SIN|DEF//det//69 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//69 bilden//NN|UTR|SIN|DEF|NOM//conj//65 av//PP//case//71 problemen//NN|NEU|PLU|DEF|NOM//nmod//69 .//MAD//punct//61
Panelsamtal;Problemet//NN|NEU|SIN|DEF|NOM//nsubj//75 är//VB|PRS|AKT//cop//75 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//61 än//KN//case//79 några//DT|UTR/NEU|PLU|IND//det//79 få//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//79 risksupportrar//NN|UTR|PLU|IND|NOM//nmod//75 –//RG|NOM//punct//82 även//AB//advmod//82 språkbruket//NN|NEU|SIN|DEF|NOM//nsubj//88 på//PP//case//84 läktarna//NN|UTR|PLU|DEF|NOM//nmod//82 är//VB|PRS|AKT//cop//88 ett//DT|NEU|SIN|IND//det//88 allvarligt//JJ|POS|NEU|SIN|IND|NOM//amod//88 problem//NN|NEU|SIN|IND|NOM//nmod//75 som//HP|-|-|-//nsubj:pass//91 måste//VB|PRS|AKT//aux//91 åtgärdas//VB|INF|SFO//acl:relcl//88 .//MAD//punct//75
Panelsamtal;Rose-Marie//PM|NOM//nsubj//95 Frebran//PM|NOM//nsubj//95 förklarade//VB|PRT|AKT//conj//75 att//SN//mark//99 hon//PN|UTR|SIN|DEF|SUB//nsubj//99 inte//AB//advmod//99 har//VB|PRS|AKT//ccomp//95 något//DT|NEU|SIN|IND//det//101 utredningsuppdrag//NN|NEU|SIN|IND|NOM//obj//99 ,//MID//punct//95 utan//PP//mark//107 att//SN//mark//107 hennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//106 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//107 innebär//VB|PRS|AKT//advcl//95 att//IE//mark//109 föra//VB|INF|AKT//xcomp//107 en//DT|UTR|SIN|IND//det//111 dialog//NN|UTR|SIN|IND|NOM//obj//109 med//PP//case//114 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//114 aktörer//NN|UTR|PLU|IND|NOM//obl//109 .//MAD//punct//95
Panelsamtal;Hon//PN|UTR|SIN|DEF|SUB//nsubj//117 avser//VB|PRS|AKT//conj//95 att//IE//mark//119 göra//VB|INF|AKT//xcomp//117 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//119 i//PP//case//122 syfte//NN|NEU|SIN|IND|NOM//obl//119 att//IE//mark//124 få//VB|INF|AKT//advcl//119 parterna//NN|UTR|PLU|DEF|NOM//obj//124 att//IE//mark//127 enas//VB|INF|SFO//xcomp//124 om//PP//mark//132 hur//HA//advmod//132 man//PN|UTR|SIN|IND|SUB//nsubj//132 kan//VB|PRS|AKT//aux//132 stötta//VB|INF|AKT//advcl//127 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obj//132 och//KN//cc//136 tillsammans//AB//advmod//136 lösa//VB|INF|AKT//conj//132 problemen//NN|NEU|PLU|DEF|NOM//obj//136 .//MAD//punct//41
Panelsamtal;Lena//PM|NOM//nsubj//4 Adelsohn//PM|NOM//flat:name//0 Liljeroth//PM|NOM//flat//0  //_SP////2 menade//VB|PRT|AKT//ROOT//4 att//SN//mark//13 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//13 av//PP//case//8 aktörerna//NN|UTR|PLU|DEF|NOM//nmod//6 under//PP//case//11 lång//JJ|POS|UTR|SIN|IND|NOM//amod//11 tid//NN|UTR|SIN|IND|NOM//nmod//8 har//VB|PRS|AKT//aux//13 skickat//VB|SUP|AKT//ccomp//4 bollarna//NN|UTR|PLU|DEF|NOM//obj//13 emellan//PP//case//16 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//13 ,//MID//punct//21 varför//HA//advmod//21 Rose-Marie//PM|NOM//nsubj//21 Frebran//PM|NOM//nsubj//21 har//VB|PRS|AKT//advcl//13 ett//DT|NEU|SIN|IND//det//24 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//24 arbete//NN|NEU|SIN|IND|NOM//obj//21 framför//PP//case//26 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//21 .//MAD//punct//4
Panelsamtal;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//31 är//VB|PRS|AKT//cop//31 även//AB//advmod//31 angeläget//JJ|POS|NEU|SIN|IND|NOM//parataxis//4 att//SN//mark//35 spelarna//NN|UTR|PLU|DEF|NOM//nsubj//35 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//33 agerar//VB|PRS|AKT//csubj//31 som//KN//mark//37 ambassadörer//NN|UTR|PLU|IND|NOM//obl//35 för//PP//case//41 en//DT|UTR|SIN|IND//det//41 god//JJ|POS|UTR|SIN|IND|NOM//amod//41 supporterkultur//NN|UTR|SIN|IND|NOM//nmod//37 och//KN//cc//47 inte//AB//advmod//45 ,//MID//punct//45 exempelvis//AB//advmod//47 ,//MID//punct//47 tackar//VB|PRS|AKT//conj//35 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//49 supportrar//NN|UTR|PLU|IND|NOM//obj//47 efter//PP//mark//54 att//SN//mark//54 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//54 har//VB|PRS|AKT//aux//54 betett//VB|SUP|AKT//advcl//47 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//54 illa//AB//advmod//54 vid//PP//case//59 en//DT|UTR|SIN|IND//det//59 match//NN|UTR|SIN|IND|NOM//obl//54 .//MAD//punct//31
Panelsamtal;Tony//PM|NOM//nsubj//3 Ernst//PM|NOM//flat:name//0  //_SP////1 menade//VB|PRT|AKT//ROOT//3 att//SN//mark//12 stämningen//NN|UTR|SIN|DEF|NOM//nsubj//12 på//PP//case//7 läktaren//NN|UTR|SIN|DEF|NOM//nmod//5 är//VB|PRS|AKT//cop//12 en//DT|UTR|SIN|IND//det//12 stor//JJ|POS|UTR|SIN|IND|NOM//amod//12 positiv//JJ|POS|UTR|SIN|IND|NOM//amod//12 faktor//NN|UTR|SIN|IND|NOM//ccomp//3 som//HP|-|-|-//obj//15 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//15 kommer//VB|PRS|AKT//acl:relcl//12 för//PP//mark//18 att//IE//mark//18 uppleva//VB|INF|AKT//advcl//15 ,//MID//punct//24 men//KN//cc//24 att//SN//mark//24 densamma//DT|UTR|SIN|DEF//amod//23 stämning//NN|UTR|SIN|IND|NOM//nsubj//24 gör//VB|PRS|AKT//conj//12 att//SN//mark//27 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//27 avhåller//VB|PRS|AKT//ccomp//24 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//27 från//PP//mark//31 att//IE//mark//31 gå//VB|INF|AKT//xcomp//27 på//PP//case//34 en//DT|UTR|SIN|IND//det//34 match//NN|UTR|SIN|IND|NOM//obl//31 .//MAD//punct//3
Panelsamtal;Supportrar//NN|UTR|PLU|IND|NOM//parataxis//3 har//VB|PRS|AKT//aux//44 tidigare//AB|KOM//advmod//44 ,//MID//punct//42 av//PP//case//42 naturliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 skäl//NN|NEU|PLU|IND|NOM//conj//38 ,//MID//punct//38 haft//VB|SUP|AKT//conj//3 svårt//AB|POS//obj//44 att//IE//mark//47 ena//VB|INF|AKT//advcl//44 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//47 .//MAD//punct//44
Panelsamtal;De//DT|UTR/NEU|PLU|DEF//det//52 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//52 åren//NN|NEU|PLU|DEF|NOM//nsubj:pass//56 har//VB|PRS|AKT//aux//56 dock//AB//advmod//56 SFSU//PM|NOM//nsubj:pass//56 bildats//VB|SUP|SFO//parataxis//44 och//KN//cc//63 tillsammans//AB//advmod//60 med//PP//case//60 SEF//PM|NOM//obl//63 har//VB|PRS|AKT//aux//63 man//PN|UTR|SIN|IND|SUB//nsubj//63 diskuterat//VB|SUP|AKT//conj//56 fram//PL//compound:prt//63 ett//DT|NEU|SIN|IND//det//66 manifest//NN|NEU|SIN|IND|NOM//obj//63 för//PP//mark//72 hur//HA//advmod//69 god//JJ|POS|UTR|SIN|IND|NOM//amod//70 supporterkultur//NN|UTR|SIN|IND|NOM//nsubj//72 ska//VB|PRS|AKT//aux//72 se//VB|INF|AKT//acl//66 ut//PL//compound:prt//72 .//MAD//punct//3
