Statsrådet Lars-Erik Lövdén ;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 bemyndigade//VB|PRT|AKT//ROOT//1 genom//PP//case//3 beslut//NN|NEU|SIN|IND|NOM//obl//1 den//DT|UTR|SIN|DEF//det//6 21//RG|NOM//nummod//6 december//NN|UTR|SIN|IND|NOM//obl//1 2000//RG|NOM//nummod//6 det//DT|NEU|SIN|DEF//det//9 statsråd//NN|NEU|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj//11 ansvarar//VB|PRS|AKT//acl:relcl//9 för//PP//case//13 frågor//NN|UTR|PLU|IND|NOM//obl//11 om//PP//case//16 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//16 ekonomi//NN|UTR|SIN|IND|NOM//nmod//13 att//IE//mark//18 tillkalla//VB|INF|AKT//acl//16 en//DT|UTR|SIN|IND//det//21 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//21 utredare//NN|UTR|SIN|IND|NOM//obj//18 med//PP//case//23 uppdrag//NN|NEU|SIN|IND|NOM//obl//18 att//IE//mark//25 utreda//VB|INF|AKT//acl//23 frågan//NN|UTR|SIN|DEF|NOM//obj//25 om//PP//case//28 kontroll//NN|UTR|SIN|IND|NOM//nmod//26 och//KN//cc//30 omprövning//NN|UTR|SIN|IND|NOM//conj//28 av//PP//case//32 beslut//NN|NEU|SIN|IND|NOM//nmod//30 om//PP//case//34 utbetalning//NN|UTR|SIN|IND|NOM//obl//25 i//PP//case//36 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//34 .//MAD//punct//1
5.4.1 Vem skall utföra revisionen?;Den//DT|UTR|SIN|DEF//det//2 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 revisionen//NN|UTR|SIN|DEF|NOM//nsubj//3 syftar//VB|PRS|AKT//ROOT//3 till//PP//mark//6 att//IE//mark//6 utröna//VB|INF|AKT//xcomp//3 om//SN//mark//9 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//9 bedrivs//VB|PRS|SFO//advcl//6 på//PP//case//18 ett//DT|NEU|SIN|IND//det//18 ändamålsenligt//JJ|POS|NEU|SIN|IND|NOM//amod//18 och//KN//cc//18 från//PP//case//16 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//16 synpunkt//NN|UTR|SIN|IND|NOM//obl//18 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 sätt//NN|NEU|SIN|IND|NOM//obl//9 ,//MID//punct//18 bl.a.//AB|AN//advmod//23 om//SN//mark//23 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 bedrivs//VB|PRS|SFO//advcl//9 i//PP//case//27 enlighet//NN|UTR|SIN|IND|NOM//fixed//24 med//PP//fixed//24 lag//NN|UTR|SIN|IND|NOM//obl//23 ,//MID//punct//30 annan//JJ|POS|UTR|SIN|IND|NOM//amod//30 författning//NN|UTR|SIN|IND|NOM//conj//27 eller//KN//cc//33 fullmäktiges//NN|UTR|PLU|DEF|GEN//amod//33 beslut//NN|NEU|SIN|IND|NOM//conj//27 .//MAD//punct//3
5.4.1 Vem skall utföra revisionen?;Den//DT|UTR|SIN|DEF//det//37 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 revisionen//NN|UTR|SIN|DEF|NOM//nsubj//38 syftar//VB|PRS|AKT//parataxis//3 även//AB//advmod//38 till//PP//mark//42 att//IE//mark//42 utröna//VB|INF|AKT//advcl//38 om//SN//mark//46 räkenskaperna//NN|UTR|PLU|DEF|NOM//nsubj//46 är//VB|PRS|AKT//cop//46 rättvisande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//42 och//KN//cc//49 granskningen//NN|UTR|SIN|DEF|NOM//nsubj//49 avser//VB|PRS|AKT//conj//46 härvid//AB//advmod//49 både//KN//cc//52 tillförlitlighets-//NN|UTR|-|-|SMS//conj//46 och//KN//cc//54 säkerhetsaspekter//NN|UTR|PLU|IND|NOM//conj//52 .//MAD//punct//3
5.4.1 Vem skall utföra revisionen?;Revisorerna//NN|UTR|PLU|DEF|NOM//nsubj//57 granskar//VB|PRS|AKT//nsubj//68 vidare//AB|KOM//advmod//57 om//PP//case//62 den//DT|UTR|SIN|DEF//det//62 interna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//62 kontrollen//NN|UTR|SIN|DEF|NOM//obl//57 som//HP|-|-|-//nsubj:pass//64 görs//VB|PRS|SFO//acl:relcl//62 inom//PP//case//66 nämnderna//NN|UTR|PLU|DEF|NOM//obl//64 är//VB|PRS|AKT//cop//68 tillräcklig//JJ|POS|UTR|SIN|IND|NOM//parataxis//3 .//MAD//punct//68
5.4.1 Vem skall utföra revisionen?;Den//DT|UTR|SIN|DEF//det//72 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//72 revisionen//NN|UTR|SIN|DEF|NOM//nsubj//75 är//VB|PRS|AKT//cop//75 utförligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//75 beskriven//PC|PRF|UTR|SIN|IND|NOM//parataxis//68 i//PP//case//78 avsnitt//NN|NEU|SIN|IND|NOM//nmod//78 5.3.2//RG|NOM//obl//75 .//MAD//punct//3
5.4.1 Vem skall utföra revisionen?;Riksrevisionsverket//NN|NEU|SIN|DEF|NOM//ROOT//0
5.4.1 Vem skall utföra revisionen?;Riksrevisionsverket//NN|NEU|SIN|DEF|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 den//DT|UTR|SIN|DEF//det//4 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 myndighet//NN|UTR|SIN|IND|NOM//ROOT//6 för//PP//case//8 revision//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//10 granskning//NN|UTR|SIN|IND|NOM//conj//8 av//PP//case//13 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 myndigheter//NN|UTR|PLU|IND|NOM//nmod//10 ,//MID//punct//16 affärsdrivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 verk//NN|NEU|PLU|IND|NOM//conj//8 ,//MID//punct//19 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 bolag//NN|NEU|PLU|IND|NOM//conj//8 ,//MID//punct//21 stiftelser//NN|UTR|PLU|IND|NOM//conj//8 och//KN//cc//24 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 institutioner//NN|UTR|PLU|IND|NOM//conj//8 där//HA//advmod//28 staten//NN|UTR|SIN|DEF|NOM//nsubj//28 är//VB|PRS|AKT//cop//28 huvudman//NN|UTR|SIN|IND|NOM//acl:relcl//24 .//MAD//punct//6
5.4.1 Vem skall utföra revisionen?;Verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//31 regleras//VB|PRS|SFO//parataxis//6 i//PP//case//33 förordningen//NN|UTR|SIN|DEF|NOM//obl//31 (//PAD//punct//35 1998:418//RG|NOM//appos//33 )//PAD//punct//35 med//PP//case//38 instruktion//NN|UTR|SIN|IND|NOM//obl//31 för//PP//case//40 Riksrevisionsverket//NN|NEU|SIN|DEF|NOM//nmod//38 .//MAD//punct//31
5.4.1 Vem skall utföra revisionen?;Riksrevisionsverket//NN|NEU|SIN|DEF|NOM//nsubj//44 skall//VB|PRS|AKT//aux//44 främja//VB|INF|AKT//conj//31 kvalitet//NN|UTR|SIN|IND|NOM//obj//44 ,//MID//punct//47 effektivitet//NN|UTR|SIN|IND|NOM//conj//45 och//KN//cc//49 hushållning//NN|UTR|SIN|IND|NOM//conj//45 med//PP//case//52 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//52 resurser//NN|UTR|PLU|IND|NOM//nmod//49 .//MAD//punct//44
5.4.1 Vem skall utföra revisionen?;Grunden//NN|UTR|SIN|DEF|NOM//nsubj//60 för//PP//case//56 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//54 är//VB|PRS|AKT//cop//60 den//DT|UTR|SIN|DEF//det//60 årliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//60 revisionen//NN|UTR|SIN|DEF|NOM//parataxis//44 ,//MID//punct//62 effektivitetsrevisionen//NN|UTR|SIN|DEF|NOM//conj//60 och//KN//cc//66 den//DT|UTR|SIN|DEF//det//66 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 verksamheten//NN|UTR|SIN|DEF|NOM//conj//60 .//MAD//punct//31
5.4.1 Vem skall utföra revisionen?;Verket//NN|NEU|SIN|DEF|NOM//nsubj//69 har//VB|PRS|AKT//conj//6 rätt//NN|UTR|SIN|IND|NOM//obj//69 att//IE//mark//75 från//PP//case//74 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 myndigheter//NN|UTR|PLU|IND|NOM//obl//75 få//VB|INF|AKT//acl//70 de//DT|UTR/NEU|PLU|DEF//det//77 handlingar//NN|UTR|PLU|IND|NOM//obj//75 och//KN//cc//80 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 upplysningar//NN|UTR|PLU|IND|NOM//conj//77 som//HP|-|-|-//obj//83 verket//NN|NEU|SIN|DEF|NOM//nsubj//83 behöver//VB|PRS|AKT//acl:relcl//80 för//PP//case//86 sin//PS|UTR|SIN|DEF//nmod:poss//86 revisionsverksamhet//NN|UTR|SIN|IND|NOM//obl//83 (//PAD//punct//75 8//RG|NOM//nummod//89 §//NN|AN//nmod//90 instruktionen//NN|UTR|SIN|DEF|NOM//obl//75 )//PAD//punct//69 .//MAD//punct//69
5.4.1 Vem skall utföra revisionen?;Den//DT|UTR|SIN|DEF//det//2 årliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 revisionen//NN|UTR|SIN|DEF|NOM//nmod//3 granskar//VB|PRS|AKT//nsubj:pass//46 och//KN//cc//5 bedömer//VB|PRS|AKT//conj//3 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//7 årsredovisningar//NN|UTR|PLU|IND|NOM//obj//5 ,//MID//punct//7 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 redovisning//NN|UTR|SIN|IND|NOM//appos//7 och//KN//cc//12 förvaltning//NN|UTR|SIN|IND|NOM//conj//10 .//MAD//punct//3
5.4.1 Vem skall utföra revisionen?;Riksrevisionsverket//NN|NEU|SIN|DEF|NOM//nsubj//15 lämnar//VB|PRS|AKT//parataxis//3 revisionsberättelser//NN|UTR|PLU|IND|NOM//obj//15 för//PP//case//18 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//16 senast//AB|SUV//case//22 den//DT|UTR|SIN|DEF//det//22 sista//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//22 mars//NN|UTR|SIN|IND|NOM//obl//15 varje//DT|UTR/NEU|SIN|IND//det//24 år//NN|NEU|SIN|IND|NOM//nmod//22 .//MAD//punct//15
5.4.1 Vem skall utföra revisionen?;Revisionens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 resultat//NN|NEU|SIN|IND|NOM//nsubj:pass//28 summeras//VB|PRS|SFO//conj//15 och//KN//cc//30 avrapporteras//VB|PRS|SFO//conj//28 i//PP//case//34 verkets//NN|NEU|SIN|DEF|GEN//nmod:poss//34 årliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 rapport//NN|UTR|SIN|IND|NOM//obl//30 som//HP|-|-|-//nsubj:pass//37 skall//VB|PRS|AKT//aux//37 lämnas//VB|INF|SFO//acl:relcl//3 till//PP//case//39 regeringen//NN|UTR|SIN|DEF|NOM//obl//37 senast//AB|SUV//case//43 den//DT|UTR|SIN|DEF//det//43 2//RO|NOM//nummod//43 maj//NN|UTR|SIN|IND|NOM//obl//37 .//MAD//punct//3
5.4.1 Vem skall utföra revisionen?;Därutöver//AB//conj//3 förs//VB|PRS|SFO//ROOT//46 en//DT|UTR|SIN|IND//det//49 kontinuerlig//JJ|POS|UTR|SIN|IND|NOM//amod//49 dialog//NN|UTR|SIN|IND|NOM//nsubj:pass//46 med//PP//case//51 uppdragsgivaren//NN|UTR|SIN|DEF|NOM//nmod//49 om//PP//case//54 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 iakttagelser//NN|UTR|PLU|IND|NOM//nmod//51 i//PP//case//56 revisionen//NN|UTR|SIN|DEF|NOM//nmod//54 .//MAD//punct//46
5.4.1 Vem skall utföra revisionen?;Den//DT|UTR|SIN|DEF//det//60 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 revisionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//61 avrapporteras//VB|PRS|SFO//parataxis//46 i//PP//case//63 revisionsrapporter//NN|UTR|PLU|IND|NOM//obl//61 och//KN//cc//65 promemorior//NN|UTR|PLU|IND|NOM//conj//63 till//PP//case//69 de//DT|UTR/NEU|PLU|DEF//det//69 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//69 organisationerna//NN|UTR|PLU|DEF|NOM//nmod//65 .//MAD//punct//46
5.4.1 Vem skall utföra revisionen?;Effektivitetsrevisionen//NN|UTR|SIN|DEF|NOM//nsubj//1 granskar//VB|PRS|AKT//ROOT//1 att//SN//mark//8 statsmakternas//NN|UTR|PLU|DEF|GEN//nmod:poss//4 mål//NN|NEU|PLU|IND|NOM//nsubj:pass//8 och//KN//cc//7 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 åtaganden//NN|NEU|PLU|IND|NOM//conj//4 uppfylls//VB|PRS|SFO//acl//1 på//PP//case//12 ett//DT|NEU|SIN|IND//det//12 effektivt//JJ|POS|NEU|SIN|IND|NOM//amod//12 sätt//NN|NEU|SIN|IND|NOM//obl//8 .//MAD//punct//1
5.4.1 Vem skall utföra revisionen?;Denna//DT|UTR|SIN|DEF//det//15 granskning//NN|UTR|SIN|IND|NOM//nsubj//20 är//VB|PRS|AKT//cop//20 i//PP//advmod//20 första//RO|NOM//fixed//17 hand//NN|UTR|SIN|IND|NOM//fixed//17 inriktad//PC|PRF|UTR|SIN|IND|NOM//parataxis//1 på//PP//case//22 områden//NN|NEU|PLU|IND|NOM//obl//20 av//PP//case//26 stor//JJ|POS|UTR|SIN|IND|NOM//amod//26 statsfinansiell//JJ|POS|UTR|SIN|IND|NOM//amod//26 betydelse//NN|UTR|SIN|IND|NOM//nmod//22 och//KN//cc//28 områden//NN|NEU|PLU|IND|NOM//conj//26 som//HP|-|-|-//nsubj//30 har//VB|PRS|AKT//acl:relcl//28 stor//JJ|POS|UTR|SIN|IND|NOM//amod//32 betydelse//NN|UTR|SIN|IND|NOM//obj//30 för//PP//case//35 ekonomins//NN|UTR|SIN|DEF|GEN//nmod:poss//35 funktionssätt//NN|NEU|SIN|IND|NOM//obl//30 ,//MID//punct//22 t.ex.//AB|AN//advmod//38 arbetsmarknad//NN|UTR|SIN|IND|NOM//appos//22 ,//MID//punct//40 skatter//NN|UTR|PLU|IND|NOM//conj//38 ,//MID//punct//42 socialförsäkring//NN|UTR|SIN|IND|NOM//conj//38 och//KN//cc//44 miljö//NN|UTR|SIN|IND|NOM//conj//38 .//MAD//punct//1
5.4.1 Vem skall utföra revisionen?;Den//DT|UTR|SIN|DEF//det//2 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//3 avser//VB|PRS|AKT//ROOT//3 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//5 tjänsteexport//NN|UTR|SIN|IND|NOM//obj//3 och//KN//cc//8 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//8 samverkan//NN|UTR|SIN|IND|NOM//conj//5 .//MAD//punct//3
5.4.1 Vem skall utföra revisionen?;Fram//AB//advmod//6 till//PP//case//4 den//DT|UTR|SIN|DEF//det//4 1//RO|NOM//nummod//4 juli//NN|UTR|SIN|IND|NOM//obl//0 1998//RG|NOM//nummod//4 bedrev//VB|PRT|AKT//ROOT//6 Riksrevisionsverket//NN|NEU|SIN|DEF|NOM//nsubj//6 verksamhet//NN|UTR|SIN|IND|NOM//obj//6 inom//PP//case//10 ekonomi-//NN|UTR|-|-|SMS//obl//6 och//KN//cc//12 resultatstyrning//NN|UTR|SIN|IND|NOM//conj//10 .//MAD//punct//6
5.4.1 Vem skall utföra revisionen?;Denna//DT|UTR|SIN|DEF//det//15 verksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//16 övertogs//VB|PRT|SFO//parataxis//6 därefter//AB//advmod//16 av//PP//case//19 Ekonomistyrningsverket//PM|NOM//obl//16 .//MAD//punct//6
5.4.1 Vem skall utföra revisionen?;Sammanfattning//NN|UTR|SIN|IND|NOM//ROOT//0 och//KN//cc//2 slutsats//NN|UTR|SIN|IND|NOM//conj//0
5.4.1 Vem skall utföra revisionen?;Kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//1 har//VB|PRS|AKT//aux//15 den//DT|UTR|SIN|DEF//det//4 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//4 kunskapen//NN|UTR|SIN|DEF|NOM//nsubj//15 om//PP//case//8 den//DT|UTR|SIN|DEF//det//8 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//4 och//KN//cc//12 den//DT|UTR|SIN|DEF//det//12 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 revisionen//NN|UTR|SIN|DEF|NOM//conj//8 torde//VB|PRT|AKT//aux//15 därför//AB//advmod//15 utgöra//VB|INF|AKT//ROOT//15 grunden//NN|UTR|SIN|DEF|NOM//obj//15 för//PP//case//20 en//DT|UTR|SIN|IND//det//20 stärkt//PC|PRF|UTR|SIN|IND|NOM//amod//20 kontroll//NN|UTR|SIN|IND|NOM//nmod//16 .//MID//punct//15
5.4.1 Vem skall utföra revisionen?;Den//DT|UTR|SIN|DEF//det//24 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 revisionen//NN|UTR|SIN|DEF|NOM//nsubj//26 kan//VB|PRS|AKT//aux//26 skilja//VB|INF|AKT//parataxis//15 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//26 åt//PL//compound:prt//26 i//PP//case//31 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//31 kommuner//NN|UTR|PLU|IND|NOM//obl//26 .//MAD//punct//26
5.4.1 Vem skall utföra revisionen?;För//PP//mark//39 att//IE//mark//39 i//PP//case//38 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//38 möjliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 utsträckning//NN|UTR|SIN|IND|NOM//obl//39 åstadkomma//VB|INF|AKT//advcl//50 en//DT|UTR|SIN|IND//det//42 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//42 tillämpning//NN|UTR|SIN|IND|NOM//obj//39 inom//PP//case//44 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//42 bör//VB|PRS|AKT//aux//50 därför//AB//advmod//50 den//DT|UTR|SIN|DEF//det//49 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 revisionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//50 kompletteras//VB|PRS|SFO//conj//26 med//PP//case//52 bestämmelser//NN|UTR|PLU|IND|NOM//obl//50 om//PP//case//55 extern//JJ|POS|UTR|SIN|IND|NOM//amod//55 kontroll//NN|UTR|SIN|IND|NOM//nmod//52 .//MAD//punct//15
5.4.1 Vem skall utföra revisionen?;Fråga//NN|UTR|SIN|IND|NOM//nsubj//58 uppkommer//VB|PRS|AKT//parataxis//15 härvid//AB//advmod//58 vem//HP|UTR|SIN|IND//dislocated//63 som//HP|-|-|-//nsubj//63 skall//VB|PRS|AKT//aux//63 bedriva//VB|INF|AKT//advcl//58 denna//DT|UTR|SIN|DEF//det//66 externa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 kontroll//NN|UTR|SIN|IND|NOM//obj//63 .//MAD//punct//15
5.4.1 Vem skall utföra revisionen?;Riksrevisionsverket//NN|NEU|SIN|DEF|NOM//nsubj//1 svarar//VB|PRS|AKT//ROOT//1 i//PP//advmod//1 dag//NN|UTR|SIN|IND|NOM//fixed//2 för//PP//case//5 revision//NN|UTR|SIN|IND|NOM//obl//1 och//KN//cc//7 granskning//NN|UTR|SIN|IND|NOM//conj//5 av//PP//case//11 bl.a.//AB|AN//advmod//11 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 myndigheter//NN|UTR|PLU|IND|NOM//nmod//7 ,//MID//punct//14 en//DT|UTR|SIN|IND//det//14 erfarenhet//NN|UTR|SIN|IND|NOM//conj//1 som//HP|-|-|-//nsubj//17 torde//VB|PRT|AKT//aux//17 vara//VB|INF|AKT//acl:relcl//14 till//PP//case//19 fördel//NN|UTR|SIN|IND|NOM//obl//17 även//AB//advmod//22 vid//PP//case//22 granskning//NN|UTR|SIN|IND|NOM//obl//17 av//PP//case//25 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//25 verksamhet//NN|UTR|SIN|IND|NOM//nmod//22 .//MAD//punct//1
5.4.1 Vem skall utföra revisionen?;Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//28 har//VB|PRS|AKT//parataxis//1 dock//AB//advmod//28 ,//MID//punct//29 genom//PP//case//33 sin//PS|UTR|SIN|DEF//nmod:poss//33 administration//NN|UTR|SIN|IND|NOM//obl//29 av//PP//case//35 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//33 från//PP//case//37 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//35 ,//MID//punct//39 erfarenhet//NN|UTR|SIN|IND|NOM//conj//37 av//PP//case//39 och//KN//cc//42 kunskaper//NN|UTR|PLU|IND|NOM//conj//37 om//PP//case//44 systemet//NN|NEU|SIN|DEF|NOM//nmod//42 .//MID//punct//28
5.4.1 Vem skall utföra revisionen?;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//49 kan//VB|PRS|AKT//aux//49 vidare//AB|KOM//advmod//49 tänkas//VB|INF|SFO//conj//28 uppstå//VB|INF|AKT//xcomp//49 konflikter//NN|UTR|PLU|IND|NOM//obj//50 i//PP//case//54 en//DT|UTR|SIN|IND//det//54 ordning//NN|UTR|SIN|IND|NOM//nmod//51 där//HA//advmod//57 skatteförvaltningen//NN|UTR|SIN|DEF|NOM//nsubj//57 handlägger//VB|PRS|AKT//acl:relcl//54 frågor//NN|UTR|PLU|IND|NOM//obj//57 i//PP//case//62 det//DT|NEU|SIN|DEF//det//62 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 mervärdesskattesystemet//NN|NEU|SIN|DEF|NOM//nmod//58 ,//MID//punct//68 medan//SN//mark//68 en//DT|UTR|SIN|IND//det//67 annan//JJ|POS|UTR|SIN|IND|NOM//amod//67 instans//NN|UTR|SIN|IND|NOM//nsubj//68 sköter//VB|PRS|AKT//advcl//57 kontrollen//NN|UTR|SIN|DEF|NOM//obj//68 av//PP//case//71 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//69 .//MID//punct//28
5.4.1 Vem skall utföra revisionen?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//75 kan//VB|PRS|AKT//aux//75 befaras//VB|INF|SFO//parataxis//28 att//SN//mark//78 mervärdesskatt//NN|UTR|SIN|IND|NOM//nsubj//78 hamnar//VB|PRS|AKT//ccomp//75 mellan//PP//case//80 systemen//NN|NEU|PLU|DEF|NOM//obl//78 till//PP//mark//88 följd//NN|UTR|SIN|IND|NOM//fixed//81 av//PP//fixed//81 att//SN//mark//88 instansernas//NN|UTR|PLU|DEF|GEN//nmod:poss//86 beslut//NN|NEU|PLU|IND|NOM//nsubj//88 inte//AB//advmod//88 stämmer//VB|PRS|AKT//advcl//28 överens//PL//advmod//88 .//MAD//punct//28
5.4.1 Vem skall utföra revisionen?;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//92 talar//VB|PRS|AKT//parataxis//28 för//PP//mark//99 att//SN//mark//99 den//DT|UTR|SIN|DEF//det//97 externa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//97 kontrollen//NN|UTR|SIN|DEF|NOM//nsubj:pass//99 bör//VB|PRS|AKT//aux//99 utföras//VB|INF|SFO//advcl//92 av//PP//case//101 Riksskatteverket//NN|NEU|SIN|DEF|NOM//obl:agent//99 ,//MID//punct//106 som//HP|-|-|-//nsubj//106 även//AB//advmod//106 torde//VB|PRT|AKT//aux//106 besitta//VB|INF|AKT//acl:relcl//101 den//DT|UTR|SIN|DEF//det//109 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//109 kompetensen//NN|UTR|SIN|DEF|NOM//obj//106 såvitt//SN//advmod//111 avser//VB|PRS|AKT//conj//92 mervärdesskatt//NN|UTR|SIN|IND|NOM//obj//111 .//MID//punct//92
5.4.1 Vem skall utföra revisionen?;Mot//PP//case//116 denna//DT|UTR|SIN|DEF//det//116 bakgrund//NN|UTR|SIN|IND|NOM//obl//117 föreslår//VB|PRS|AKT//conj//28 utredningen//NN|UTR|SIN|DEF|NOM//obj//117 att//SN//mark//123 den//DT|UTR|SIN|DEF//det//122 externa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//122 kontrollen//NN|UTR|SIN|DEF|NOM//nsubj:pass//123 handhas//VB|PRS|SFO//ccomp//117 av//PP//case//125 Riksskatteverket//NN|NEU|SIN|DEF|NOM//obl//123 ,//MID//punct//123 eventuellt//AB|POS//advmod//129 med//PP//case//129 utnyttjande//NN|NEU|SIN|IND|NOM//conj//123 av//PP//case//133 de//DT|UTR/NEU|PLU|DEF//det//133 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//133 skattemyndigheterna//NN|UTR|PLU|DEF|NOM//nmod//129 .//MAD//punct//28

5.4.2 Revisionsreglerna;Frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//10 om//PP//mark//8 hur//HA//advmod//8 en//DT|UTR|SIN|IND//det//4 kontrollfunktion//NN|UTR|SIN|IND|NOM//nsubj:pass//8 inom//PP//case//6 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//4 kan//VB|PRS|AKT//aux//8 utformas//VB|INF|SFO//acl//0 har//VB|PRS|AKT//aux//10 berörts//VB|SUP|SFO//ROOT//10 i//PP//case//13 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 utredningssammanhang//NN|NEU|PLU|IND|NOM//obl//10 .//MAD//punct//10
