MATS LEDERHAUSEN  ,  strategiansvarig, globalt McDonald’s Corp, USA, samtalsledare MICHAEL TRESCHOW  ,  koncernchef Electrolux ;HANS//PM|NOM//nmod//1 VON//PM|NOM//nmod//2 UTHMANN//PM|NOM//ROOT//2  //_SP////2 ,//MID//punct//7  //_SP////4 koncernchef//NN|UTR|SIN|IND|NOM//nmod//7 Shell//PM|NOM//conj//2 Sverige//PM|NOM//flat//7
Centralt eller lokalt;Och//KN//cc//32 vi//PN|UTR|PLU|DEF|SUB//nsubj//32 antar//VB|PRS|AKT//conj//26 att//SN//mark//36 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//36 är//VB|PRS|AKT//cop//36 precis//AB//ccomp//32 som//HA//obl//40 Michael//PM|NOM//nsubj//40 har//VB|PRS|AKT//aux//40 sagt//VB|SUP|AKT//acl:cleft//36 att//SN//mark//43 han//PN|UTR|SIN|DEF|SUB//nsubj//43 driver//VB|PRS|AKT//ccomp//40 sitt//PS|NEU|SIN|DEF//nmod:poss//45 företag//NN|NEU|SIN|IND|NOM//obj//43 ,//MID//punct//43 att//SN//mark//49 han//PN|UTR|SIN|DEF|SUB//nsubj//49 jobbar//VB|PRS|AKT//ccomp//43 hårt//AB|POS//advmod//49 på//PP//mark//58 att//SN//mark//58 alla//DT|UTR/NEU|PLU|IND/DEF//det//56 de//DT|UTR/NEU|PLU|DEF//det//56 här//AB//fixed//54 bitarna//NN|UTR|PLU|DEF|NOM//nsubj//58 ska//VB|PRS|AKT//aux//58 fungera//VB|INF|AKT//advcl//49 ,//MID//punct//63 och//KN//cc//63 vi//PN|UTR|PLU|DEF|SUB//nsubj//63 har//VB|PRS|AKT//aux//63 accepterat//VB|SUP|AKT//conj//32 att//SN//mark//66 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//66 betyder//VB|PRS|AKT//ccomp//63 att//SN//mark//70 företagen//NN|NEU|PLU|DEF|NOM//nsubj//70 måste//VB|PRS|AKT//aux//70 ta//VB|INF|AKT//ccomp//66 hand//NN|UTR|SIN|IND|NOM//compound:prt//70 om//PP//case//73 utbildning//NN|UTR|SIN|IND|NOM//obl//70 och//KN//cc//76 de//DT|UTR/NEU|PLU|DEF//det//76 anställda//NN|UTR|PLU|IND|NOM//conj//73 .//MAD//punct//32
Centralt eller lokalt;Då//AB//advmod//79 betyder//VB|PRS|AKT//parataxis//32 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//79 att//SN//mark//83 näringslivet//NN|NEU|SIN|DEF|NOM//nsubj//83 har//VB|PRS|AKT//ccomp//79 en//DT|UTR|SIN|IND//det//85 utslagningsprocess//NN|UTR|SIN|IND|NOM//obj//83 ,//MID//punct//85 som//HP|-|-|-//nsubj//88 innebär//VB|PRS|AKT//acl:relcl//85 att//SN//mark//95 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//95 som//HP|-|-|-//nsubj//94 inte//AB//advmod//94 är//VB|PRS|AKT//cop//94 framgångsrika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//95 försvinner//NN|UTR|PLU|IND|NOM//ccomp//88 och//KN//cc//99 de//DT|UTR/NEU|PLU|DEF//det//98 framgångsrika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//99 blir//VB|PRS|AKT//conj//95 kvar//PL//compound:prt//99 .//MID//punct//26
Centralt eller lokalt;Och//KN//cc//104 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//104 agerar//VB|PRS|AKT//conj//26 optimalt//AB|POS//advmod//104 ,//MID//punct//107 givet//PC|PRF|NEU|SIN|IND|NOM//advcl//104 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//109 förutsättningar//NN|UTR|PLU|IND|NOM//obj//107 .//MAD//punct//104
Centralt eller lokalt;Då//AB//advmod//112 betyder//VB|PRS|AKT//parataxis//104 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//112 att//SN//mark//116 näringslivet//NN|NEU|SIN|DEF|NOM//nsubj//116 fungerar//VB|PRS|AKT//ccomp//112 optimalt//AB|POS//advmod//116 .//MAD//punct//104
Centralt eller lokalt;Den//PN|UTR|SIN|DEF|SUB/OBJ//obj//104 som//HP|-|-|-//nsubj//123 då//AB//advmod//123 kan//VB|PRS|AKT//aux//123 göra//VB|INF|AKT//acl:relcl//119 något//PN|NEU|SIN|IND|SUB/OBJ//obj//123 för//PP//mark//127 att//IE//mark//127 förändra//VB|INF|AKT//advcl//123 den//DT|UTR|SIN|DEF//det//129 bilden//NN|UTR|SIN|DEF|NOM//obj//127 ,//MID//punct//104 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//133 är//VB|PRS|AKT//cop//133 de//PN|UTR/NEU|PLU|DEF|SUB//parataxis//104 som//HP|-|-|-//nsubj//135 sätter//VB|PRS|AKT//acl:cleft//133 spelreglerna//NN|UTR|PLU|DEF|NOM//obj//135 och//KN//cc//141 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//141 är//VB|PRS|AKT//cop//141 inte//AB//advmod//141 näringslivet//NN|NEU|SIN|DEF|NOM//conj//133 .//MID//punct//104
Centralt eller lokalt;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//151 är//VB|PRS|AKT//cop//151 i//PP//case//148 det//DT|NEU|SIN|DEF//det//148 här//AB//fixed//146 fallet//NN|NEU|SIN|DEF|NOM//nmod//151 de//DT|UTR/NEU|PLU|DEF//det//151 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//151 departementen//NN|NEU|PLU|DEF|NOM//parataxis//104 och//KN//cc//154 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//154 skatter//NN|UTR|PLU|IND|NOM//conj//151 ,//MID//punct//156 lagar//NN|UTR|PLU|IND|NOM//conj//151 och//KN//cc//158 förordningar//NN|UTR|PLU|IND|NOM//conj//151 .//MAD//punct//151 –//PAD//punct//166
Centralt eller lokalt;Vår//PS|UTR|SIN|DEF//nmod:poss//162 uppgift//NN|UTR|SIN|IND|NOM//nsubj//166 skulle//VB|PRT|AKT//aux//166 då//AB//advmod//166 kunna//VB|INF|AKT//aux//166 vara//VB|INF|AKT//conj//26 att//IE//mark//168 påverka//VB|INF|AKT//csubj//166 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//168 som//HP|-|-|-//nsubj//171 påverkar//VB|PRS|AKT//acl:relcl//169 förändringar//NN|UTR|PLU|IND|NOM//obj//171 ?//MID//punct//166
Centralt eller lokalt;föreslår//VB|PRS|AKT//parataxis//166 Mats//PM|NOM//nsubj//174 Lederhausen//PM|NOM//flat//175 och//KN//cc//178 Jacob//PM|NOM//conj//175 Wallenberg//PM|NOM//flat:name//178 instämmer//VB|PRS|AKT//xcomp//174 .//MAD//punct//166
Centralt eller lokalt;Michael//PM|NOM//nmod//1 Treschow//PM|NOM//nsubj//2 ställer//VB|PRS|AKT//ROOT//2 upp//PL//compound:prt//2 ett//DT|NEU|SIN|IND//det//6 hypotetiskt//JJ|POS|NEU|SIN|IND|NOM//amod//6 exempel//NN|NEU|SIN|IND|NOM//obj//2 .//MAD//punct//2 –//PAD//punct//9
Centralt eller lokalt;Föreställ//VB|IMP|AKT//dislocated//21 dig//PN|UTR|SIN|DEF|OBJ//iobj//9 att//SN//mark//14 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 är//VB|PRS|AKT//cop//14 du//PN|UTR|SIN|DEF|SUB//ccomp//9 som//HP|-|-|-//nsubj//16 leder//VB|PRS|AKT//acl:cleft//14 Sverige//PM|NOM//obj//16 .//MAD//punct//9
Centralt eller lokalt;Du//PN|UTR|SIN|DEF|SUB//nsubj//21 är//VB|PRS|AKT//cop//21 ansvarig//JJ|POS|UTR|SIN|IND|NOM//parataxis//2 för//PP//mark//24 att//SN//mark//24 sjukvård//NN|UTR|SIN|IND|NOM//advcl//21 och//KN//cc//27 allt//PN|NEU|SIN|IND|SUB/OBJ//nsubj//27 funkar//VB|PRS|AKT//conj//24 ,//MID//punct//24 att//SN//mark//31 landet//NN|NEU|SIN|DEF|NOM//nsubj//31 funkar//VB|PRS|AKT//acl//24 .//MAD//punct//2
Centralt eller lokalt;Då//AB//advmod//35 är//VB|PRS|AKT//cop//35 frågan//NN|UTR|SIN|DEF|NOM//parataxis//2 ://MID//punct//35
Centralt eller lokalt;Vad//HP|NEU|SIN|IND//obj//40 skulle//VB|PRT|AKT//aux//40 du//PN|UTR|SIN|DEF|SUB//nsubj//40 göra//VB|INF|AKT//parataxis//35 med//PP//case//43 din//PS|UTR|SIN|DEF//nmod:poss//43 leverantör//NN|UTR|SIN|IND|NOM//obl//40 av//PP//case//45 välstånd//NN|NEU|SIN|IND|NOM//nmod//43 så//AB//mark//49 att//SN//fixed//46 du//PN|UTR|SIN|DEF|SUB//nsubj//49 ﬁck//VB|PRT|AKT//advcl//40 en//DT|UTR|SIN|IND//det//52 optimal//JJ|POS|UTR|SIN|IND|NOM//amod//52 utveckling//NN|UTR|SIN|IND|NOM//obj//49 för//PP//mark//55 att//IE//mark//55 klara//VB|INF|AKT//acl//52 av//PL//case//59 den//DT|UTR|SIN|DEF//det//59 här//AB//fixed//57 balansgången//NN|UTR|SIN|DEF|NOM//obl//55 ,//MID//punct//63 när//HA//mark//63 du//PN|UTR|SIN|DEF|SUB//nsubj//63 vet//VB|PRS|AKT//advcl//40 att//SN//mark//66 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//66 talar//VB|PRS|AKT//ccomp//63 i//PP//case//69 sin//PS|UTR|SIN|DEF//nmod:poss//69 sak//NN|UTR|SIN|IND|NOM//obl//66 och//KN//cc//74 du//PN|UTR|SIN|DEF|SUB//nsubj//74 har//VB|PRS|AKT//aux//74 att//IE//mark//74 överväga//VB|INF|AKT//conj//66 ﬂera//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 saker//NN|UTR|PLU|IND|NOM//obj//74 .//MAD//punct//35
Centralt eller lokalt;Vad//HP|NEU|SIN|IND//obj//81 skulle//VB|PRT|AKT//aux//81 du//PN|UTR|SIN|DEF|SUB//nsubj//81 göra//VB|INF|AKT//parataxis//35 ?//MAD//punct//35

Vision att samlas kring;Jacob//PM|NOM//nsubj//2 Wallenberg//PM|NOM//flat:name//0 menar//VB|PRS|AKT//ROOT//2 att//SN//mark//5 vi//PN|UTR|PLU|DEF|SUB//nsubj//5 har//VB|PRS|AKT//ccomp//2 en//DT|UTR|SIN|IND//det//7 tendens//NN|UTR|SIN|IND|NOM//obj//5 i//PP//case//9 Sverige//PM|NOM//nmod//7 att//IE//mark//11 titta//VB|INF|AKT//xcomp//5 bakåt//AB//advmod//11 .//MAD//punct//2
Vision att samlas kring;Vi//PN|UTR|PLU|DEF|SUB//nsubj//15 talar//VB|PRS|AKT//parataxis//2 om//PP//case//18 en//DT|UTR|SIN|IND//det//18 omfördelning//NN|UTR|SIN|IND|NOM//obl//15 av//PP//case//21 ett//DT|NEU|SIN|IND//det//21 välstånd//NN|NEU|SIN|IND|NOM//nmod//18 som//HP|-|-|-//nsubj//24 inte//AB//advmod//24 växer//VB|PRS|AKT//acl:relcl//21 lika//AB//advmod//26 fort//AB|POS//advmod//24 som//KN//case//30 i//PP//case//30 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 länder//NN|NEU|PLU|IND|NOM//obl//24 ,//MID//punct//15 men//KN//cc//34 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//34 glömmer//VB|PRS|AKT//conj//15 vi//PN|UTR|PLU|DEF|SUB//nsubj//34 bort//PL//advmod//34 .//MAD//punct//15
Vision att samlas kring;Vi//PN|UTR|PLU|DEF|SUB//nsubj//39 tar//VB|PRS|AKT//parataxis//15 vårt//PS|NEU|SIN|DEF//nmod:poss//41 välstånd//NN|NEU|SIN|IND|NOM//obj//39 för//PP//case//43 givet//PC|PRF|NEU|SIN|IND|NOM//obl//39 .//MAD//punct//15
Vision att samlas kring;–//RG|NOM//punct//14 Vad//HP|NEU|SIN|IND//obj//3 vi//PN|UTR|PLU|DEF|SUB//nsubj//3 behöver//VB|PRS|AKT//dep//14 är//VB|PRS|AKT//cop//3 att//IE//mark//7 gemensamt//AB|POS//advmod//7 skapa//VB|INF|AKT//csubj//3 en//DT|UTR|SIN|IND//det//9 vilja//NN|UTR|SIN|IND|NOM//obj//7 att//IE//mark//11 titta//VB|INF|AKT//acl//9 framåt//AB//advmod//11 ,//MID//punct//3 skapa//VB|INF|AKT//ROOT//14 en//DT|UTR|SIN|IND//det//16 vision//NN|UTR|SIN|IND|NOM//obj//14 .//MAD//punct//14
Vision att samlas kring;När//HA//advmod//21 ska//VB|PRS|AKT//aux//21 Sverige//PM|NOM//nsubj//21 ta//VB|INF|AKT//conj//14 sitt//PS|NEU|SIN|DEF//nmod:poss//24 första//RO|NOM//amod//24 Nobelpris//NN|NEU|SIN|IND|NOM//obj//21 på//PP//case//26 länge//AB|POS//advmod//21 ?//MID//punct//14
Vision att samlas kring;Hur//HA//advmod//31 ska//VB|PRS|AKT//aux//31 vi//PN|UTR|PLU|DEF|SUB//nsubj//31 skapa//VB|INF|AKT//parataxis//14 målsättningar//NN|UTR|PLU|IND|NOM//obj//31 för//PP//case//35 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 visioner//NN|UTR|PLU|IND|NOM//nmod//32 ?//MID//punct//31
Vision att samlas kring;Där//HA//advmod//38 någonstans//AB//advmod//46 skulle//VB|PRT|AKT//fixed//38 väl//AB//advmod//41 jag//PN|UTR|SIN|DEF|SUB//nsubj//38 ,//MID//punct//38 om//SN//mark//46 jag//PN|UTR|SIN|DEF|SUB//nsubj//46 var//VB|PRT|AKT//cop//46 chef//NN|UTR|SIN|IND|NOM//parataxis//31 för//PP//case//48 näringsdepartementet//NN|NEU|SIN|DEF|NOM//nmod//46 ,//MID//punct//50 börja//VB|INF|AKT//conj//31 och//KN//cc//52 sedan//AB//advmod//50 skulle//VB|PRT|AKT//aux//55 jag//PN|UTR|SIN|DEF|SUB//nsubj//55 försöka//VB|INF|AKT//conj//31 samla//VB|INF|AKT//xcomp//55 en//DT|UTR|SIN|IND//det//59 bred//JJ|POS|UTR|SIN|IND|NOM//amod//59 uppslutning//NN|UTR|SIN|IND|NOM//obj//56 bakom//PP//case//61 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//56 här//AB//fixed//61 .//MAD//punct//14
Vision att samlas kring;Det//DT|NEU|SIN|DEF//det//1 viktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//ROOT//1 är//VB|PRS|AKT//cop//1 att//IE//mark//4 skapa//VB|INF|AKT//csubj//1 en//DT|UTR|SIN|IND//det//7 framåtriktad//PC|PRF|UTR|SIN|IND|NOM//amod//7 syn//NN|UTR|SIN|IND|NOM//obj//4 och//KN//cc//9 försöka//VB|INF|AKT//conj//4 bryta//VB|INF|AKT//xcomp//9 trenden//NN|UTR|SIN|DEF|NOM//obj//10 att//SN//mark//15 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 tiden//NN|UTR|SIN|DEF|NOM//nsubj//15 titta//VB|INF|AKT//advcl//10 bakåt//AB//advmod//15 .//MAD//punct//1
Vision att samlas kring;Michael//PM|NOM//nmod//1 Treschow//PM|NOM//nsubj//2 hänvisar//VB|PRS|AKT//ROOT//2 till//PP//case//4 Per//PM|NOM//obl//2 Albin//PM|NOM//flat//4 Hanssons//PM|GEN//nmod:poss//7 vision//NN|UTR|SIN|IND|NOM//obj//2 kring//PP//case//9 folkhemmet//NN|NEU|SIN|DEF|NOM//nmod//7 .//MAD//punct//2
Vision att samlas kring;–//SN//punct//6 Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//6 var//VB|PRT|AKT//cop//6 ju//AB//advmod//6 en//DT|UTR|SIN|IND//det//6 tydlig//JJ|POS|UTR|SIN|IND|NOM//amod//6 vision//NN|UTR|SIN|IND|NOM//ROOT//6 ,//MID//punct//11 men//KN//cc//11 sedan//PP//case//10 dess//AB//obl//11 vet//VB|PRS|AKT//conj//6 jag//PN|UTR|SIN|DEF|SUB//nsubj//11 inte//AB//advmod//11 om//PP//case//16 någon//DT|UTR|SIN|IND//det//16 vision//NN|UTR|SIN|IND|NOM//obl//11 för//PP//case//18 landet//NN|NEU|SIN|DEF|NOM//nmod//16 Sverige//PM|NOM//nsubj:pass//21 har//VB|PRS|AKT//aux//21 beskrivits//VB|SUP|SFO//acl:relcl//16 .//MAD//punct//6
Vision att samlas kring;–//PP//punct//4 Många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//4 i//PP//advmod//4 dag//NN|UTR|SIN|IND|NOM//fixed//2 beskriver//VB|PRS|AKT//ROOT//4 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 politiker//NN|UTR|PLU|IND|NOM//obj//4 ,//MID//punct//6 oavsett//PP//case//9 partitillhörighet//NN|UTR|SIN|IND|NOM//obl//4 ,//MID//punct//9 som//KN//case//12 visionslösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//9 ,//MID//punct//4 fortsätter//VB|PRS|AKT//parataxis//4 Jacob//PM|NOM//nsubj//14 Wallenberg//PM|NOM//flat:name//15 .//MAD//punct//4
Vision att samlas kring;Man//PN|UTR|SIN|IND|SUB//nsubj//19 talar//VB|PRS|AKT//parataxis//4 i//PP//case//22 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 sakfrågor//NN|UTR|PLU|IND|NOM//obl//19 ,//MID//punct//24 särfrågor//NN|UTR|PLU|IND|NOM//conj//22 ,//MID//punct//19 men//KN//cc//28 ingen//PN|UTR|SIN|IND|SUB/OBJ//nsubj//28 har//VB|PRS|AKT//conj//19 förmågan//NN|UTR|SIN|DEF|NOM//obj//28 att//IE//mark//31 rita//VB|INF|AKT//acl//29 upp//PL//compound:prt//31 den//DT|UTR|SIN|DEF//det//35 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 bilden//NN|UTR|SIN|DEF|NOM//obj//31 att//IE//mark//37 samlas//VB|INF|SFO//acl//35 kring//PP//case//37 .//MAD//punct//19
Vision att samlas kring;Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 tror//VB|PRS|AKT//ROOT//1 att//SN//mark//4 socialdemokraterna//NN|UTR|PLU|DEF|NOM//nsubj//4 lider//VB|PRS|AKT//ccomp//1 av//PP//case//6 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//4 ,//MID//punct//4 av//PP//case//11 att//SN//mark//11 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 ﬁnns//VB|PRS|SFO//advcl//4 en//DT|UTR|SIN|IND//det//13 otydlighet//NN|UTR|SIN|IND|NOM//nsubj//11 ,//MID//punct//17 och//KN//cc//17 vi//PN|UTR|PLU|DEF|SUB//nsubj//17 vet//VB|PRS|AKT//conj//4 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//17 från//PP//case//21 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//21 organisationer//NN|UTR|PLU|IND|NOM//obl//17 att//SN//mark//28 om//SN//mark//26 du//PN|UTR|SIN|DEF|SUB//nsubj//26 är//VB|PRS|AKT//cop//26 otydlig//JJ|POS|UTR|SIN|IND|NOM//dislocated//28 så//KN//advmod//28 springer//VB|PRS|AKT//ccomp//17 folk//NN|NEU|PLU|IND|NOM//obj//28 åt//PP//case//32 alla//DT|UTR/NEU|PLU|IND/DEF//det//32 håll//NN|NEU|PLU|IND|NOM//obl//28 och//KN//cc//35 du//PN|UTR|SIN|DEF|SUB//nsubj//35 får//VB|PRS|AKT//conj//28 ingen//DT|UTR|SIN|IND//det//37 ordning//NN|UTR|SIN|IND|NOM//obj//35 på//PP//case//39 organisationen//NN|UTR|SIN|DEF|NOM//nmod//37 .//MAD//punct//1
Vision att samlas kring;Jag//PN|UTR|SIN|DEF|SUB//nsubj//42 upplever//VB|PRS|AKT//parataxis//1 att//SN//mark//45 Sverige//PM|NOM//nsubj//45 är//VB|PRS|AKT//ccomp//42 där//AB//advmod//45 just//AB//advmod//48 nu//AB//advmod//45 .//MAD//punct//1
Vision att samlas kring;Hur//HA//advmod//1 stor//JJ|POS|UTR|SIN|IND|NOM//amod//2 olikhet//NN|UTR|SIN|IND|NOM//obj//3 tror//VB|PRS|AKT//ROOT//3 ni//PN|UTR|PLU|DEF|SUB//nsubj//3 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//3 ﬁnns//VB|PRS|SFO//obj//3 i//PP//case//8 bilderna//NN|UTR|PLU|DEF|NOM//nmod//6 som//KN//obj//12 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 folket//NN|NEU|SIN|DEF|NOM//nsubj//12 har//VB|PRS|AKT//acl:relcl//6 av//PP//case//15 det//DT|NEU|SIN|DEF//det//15 samhälle//NN|NEU|SIN|IND|NOM//obl//12 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//18 vill//VB|PRS|AKT//aux//18 leva//VB|INF|AKT//acl:relcl//15 i//PP//obl//18 ?//MAD//punct//3
Vision att samlas kring;–//RG|NOM//punct//1 Stor//JJ|POS|UTR|SIN|IND|NOM//ROOT//1 när//HA//mark//4 vi//PN|UTR|PLU|DEF|SUB//nsubj//4 använder//VB|PRS|AKT//advcl//1 ord//NN|NEU|PLU|IND|NOM//obj//4 ,//MID//punct//1 tror//VB|PRS|AKT//parataxis//1 Michael//PM|NOM//nsubj//7 Treschow//PM|NOM//flat//8 ,//MID//punct//7 för//KN//cc//13 då//AB//advmod//13 har//VB|PRS|AKT//conj//1 vi//PN|UTR|PLU|DEF|SUB//nsubj//13 lätt//AB|POS//advmod//13 att//IE//mark//17 lägga//VB|INF|AKT//advcl//13 ord//NN|NEU|PLU|IND|NOM//obj//17 i//PP//case//20 munnen//NN|UTR|SIN|DEF|NOM//obl//17 på//PP//case//22 folk//NN|NEU|PLU|IND|NOM//obl//17 och//KN//cc//24 säga//VB|INF|AKT//conj//17 ”//PAD//punct//26 uthålligt//AB|POS//advmod//13 ”//PAD//punct//13 och//KN//cc//30 ”//PAD//punct//30 ekologiskt//JJ|POS|NEU|SIN|IND|NOM//amod//31 ”//PAD//punct//1 och//KN//punct//1 så//AB//fixed//32 vidare//AB|KOM//fixed//32 .//MAD//punct//1
Vision att samlas kring;Men//KN//punct//1
Vision att samlas kring;egentligen//AB//advmod//1 är//VB|PRS|AKT//ROOT//1 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 väl//AB//advmod//1 ”//PAD//punct//1 jag//PN|UTR|SIN|DEF|SUB//nsubj//7 vill//VB|PRS|AKT//aux//7 ha//VB|INF|AKT//parataxis//1 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//7 bättre//AB|KOM//xcomp//7 för//PP//case//11 mig//PN|UTR|SIN|DEF|OBJ//obl//7 och//KN//cc//15 de//DT|UTR/NEU|PLU|DEF//det//14 mina//PS|UTR/NEU|PLU|DEF//nmod:poss//15 ”//PAD//conj//1 .//MAD//punct//1
Vision att samlas kring;Jag//PN|UTR|SIN|DEF|SUB//nsubj//19 vill//VB|PRS|AKT//aux//19 ha//VB|INF|AKT//parataxis//1 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//19 bättre//AB|KOM//xcomp//19 .//MAD//punct//1
Vision att samlas kring;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//28 är//VB|PRS|AKT//cop//28 väl//AB//advmod//28 en//DT|UTR|SIN|IND//det//28 härlig//JJ|POS|UTR|SIN|IND|NOM//amod//28 drivkraft//NN|UTR|SIN|IND|NOM//parataxis//1 för//PP//case//30 mänskligheten//NN|UTR|SIN|DEF|NOM//obl//28 ,//MID//punct//28 och//KN//cc//34 då//AB//advmod//34 talar//VB|PRS|AKT//conj//28 jag//PN|UTR|SIN|DEF|SUB//nsubj//34 inte//AB//advmod//34 bara//AB//advmod//34 om//PP//case//40 materiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 ting//NN|NEU|PLU|IND|NOM//obl//34 .//MAD//punct//28
Vision att samlas kring;–//SN//punct//2 Du//PN|UTR|SIN|DEF|SUB//nsubj//2 tror//VB|PRS|AKT//advcl//91 inte//AB//advmod//2 att//SN//mark//6 uppfattningen//NN|UTR|SIN|DEF|NOM//nsubj//6 skiljer//VB|PRS|AKT//ccomp//2 så//AB//advmod//8 mycket//AB|POS//advmod//6 mellan//PP//case//11 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 människor//NN|UTR|PLU|IND|NOM//obl//6 ?//MID//punct//2
Vision att samlas kring;frågar//VB|PRS|AKT//parataxis//2 Mats//PM|NOM//nsubj//13 Lederhausen//PM|NOM//flat//14 .//MAD//punct//13
Vision att samlas kring;Mitt//PS|NEU|SIN|DEF//nmod:poss//18 intresse//NN|NEU|SIN|IND|NOM//nsubj//23 i//PP//case//22 de//DT|UTR/NEU|PLU|DEF//det//22 här//AB//fixed//20 frågorna//NN|UTR|PLU|DEF|NOM//nmod//18 bottnar//VB|PRS|AKT//parataxis//13 i//PP//case//25 Sifoundersökningen//NN|UTR|SIN|DEF|NOM//obl//23 ,//MID//punct//29 där//HA//advmod//29 man//PN|UTR|SIN|IND|SUB//nsubj//29 frågade//VB|PRT|AKT//acl:relcl//25 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 folket//NN|NEU|SIN|DEF|NOM//obj//29 ://MID//punct//29 ”//PAD//punct//2
Vision att samlas kring;Tror//VB|PRS|AKT//parataxis//2 du//PN|UTR|SIN|DEF|SUB//nsubj//34 att//SN//mark//38 företagen//NN|NEU|PLU|DEF|NOM//nsubj//38 bryr//VB|PRS|AKT//ccomp//34 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//38 om//PL//case//41 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//38 här//AB//fixed//41 och//KN//cc//44 det//PN|NEU|SIN|DEF|SUB/OBJ//conj//41 här//AB//fixed//44 ”//PM|NOM//punct//38 .//MAD//punct//2
Vision att samlas kring;Svaret//NN|NEU|SIN|DEF|NOM//nsubj//49 blev//VB|PRT|AKT//parataxis//2 i//PP//case//52 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 fall//NN|NEU|PLU|IND|NOM//obl//49 nej//IN//obl//49 ,//MID//punct//49 och//KN//cc//57 jag//PN|UTR|SIN|DEF|SUB//nsubj//57 tror//VB|PRS|AKT//conj//49 faktiskt//AB|POS//advmod//57 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//57 är//VB|PRS|AKT//ccomp//57 så//AB//advmod//57 ,//MID//punct//57 att//SN//mark//65 folk//NN|NEU|PLU|IND|NOM//nsubj//65 tror//VB|PRS|AKT//ccomp//57 att//SN//mark//69 företagen//NN|NEU|PLU|DEF|NOM//nsubj//69 inte//AB//advmod//69 bryr//VB|PRS|AKT//ccomp//65 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//69 .//MAD//punct//49
Vision att samlas kring;På//PP//case//73 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//74 baserar//VB|PRS|AKT//parataxis//49 jag//PN|UTR|SIN|DEF|SUB//nsubj//74 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//74 av//PP//case//79 de//DT|UTR/NEU|PLU|DEF//det//79 projekt//NN|NEU|PLU|IND|NOM//nmod//76 jag//PN|UTR|SIN|DEF|SUB//nsubj//81 engagerat//VB|SUP|AKT//acl:relcl//79 mig//PN|UTR|SIN|DEF|OBJ//obj//81 i//PP//obl//81 .//MAD//punct//2
