%DNJUXQG;OLJW//PM|NOM//ROOT//0 VWUXNWXUELGUDJ//PM|NOM//obj//0
%DNJUXQG;PHG//PM|NOM//nsubj//1 PRWVYDUDQGH//PM|NOM//ROOT//1 EHORSS//PM|NOM//advmod//1 7DEHOO//AB|AN//punct//2 6HNWRU//AB|AN//nummod//2 .RPPXQ//MID//punct//2 /DQGVWLQJ//MAD//parataxis//1 7RWDOW//NN|AN//nummod//8 %//NN|AN//nmod//9 HORSS//NN|NEU|SIN|DEF|NOM//nsubj//6

10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//6 lägger//VB|PRS|AKT//parataxis//3 förslag//NN|NEU|SIN|IND|NOM//obj//6 för//PP//mark//10 att//IE//mark//10 förenkla//VB|INF|AKT//advcl//6 systemet//NN|NEU|SIN|DEF|NOM//obj//10 ,//MID//punct//15 vilket//HP|NEU|SIN|IND//nsubj//15 är//VB|PRS|AKT//cop//15 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//6 .//MAD//punct//15
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Antalet//NN|NEU|SIN|DEF|NOM//nmod//18 delmodeller//NN|UTR|PLU|IND|NOM//nsubj:pass//21 inom//PP//case//20 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//nmod//18 minskas//VB|PRS|SFO//conj//6 och//KN//cc//25 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 delmodeller//NN|UTR|PLU|IND|NOM//nsubj:pass//25 flyttas//VB|PRS|SFO//conj//21 ut//PL//compound:prt//25 ur//PP//case//28 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//obl//25 till//PP//case//32 ett//DT|NEU|SIN|IND//det//32 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//32 strukturbidrag//NN|NEU|SIN|IND|NOM//obl//25 .//MAD//punct//6
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Folkpartiet//NN|NEU|SIN|DEF|NOM//nsubj//38 har//VB|PRS|AKT//aux//38 tidigare//AB|KOM//advmod//38 varit//VB|SUP|AKT//cop//38 tveksamt//JJ|POS|NEU|SIN|IND|NOM//parataxis//6 till//PP//case//40 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//38 av//PP//case//43 de//DT|UTR/NEU|PLU|DEF//det//43 faktorer//NN|UTR|PLU|IND|NOM//nmod//40 som//HP|-|-|-//nsubj//47 kommer//VB|PRS|AKT//aux//47 att//IE//mark//47 ingå//VB|INF|AKT//acl:relcl//43 i//PP//case//50 detta//DT|NEU|SIN|DEF//det//50 strukturbidrag//NN|NEU|SIN|IND|NOM//obl//47 och//KN//cc//52 är//VB|PRS|AKT//conj//38 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 fortfarande//AB//advmod//52 .//MAD//punct//6
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Vi//PN|UTR|PLU|DEF|SUB//nsubj//57 tycker//VB|PRS|AKT//parataxis//6 dock//AB//advmod//57 ändå//AB//advmod//57 att//SN//mark//65 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//65 är//VB|PRS|AKT//cop//65 en//DT|UTR|SIN|IND//det//65 viss//JJ|POS|UTR|SIN|IND|NOM//amod//65 förbättring//NN|UTR|SIN|IND|NOM//ccomp//57 att//SN//mark//70 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//70 inte//AB//advmod//70 längre//AB|KOM//advmod//70 ingår//VB|PRS|AKT//csubj//65 i//PP//case//72 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//obl//70 .//MAD//punct//57
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Folkpartiet//NN|NEU|SIN|DEF|NOM//nsubj//1 beklagar//VB|PRS|AKT//ROOT//1 att//SN//mark//6 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//6 i//PP//advmod//6 huvudsak//NN|UTR|SIN|IND|NOM//fixed//4 valt//VB|SUP|AKT//ccomp//1 att//IE//mark//10 lappa//VB|INF|AKT//nsubj//10 och//KN//cc//10 laga//VB|INF|AKT//ccomp//6 ett//DT|NEU|SIN|IND//det//13 bristfälligt//JJ|POS|NEU|SIN|IND|NOM//amod//13 system//NN|NEU|SIN|IND|NOM//obj//10 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Folkpartiet//NN|NEU|SIN|DEF|NOM//nsubj//16 önskar//VB|PRS|AKT//parataxis//1 istället//AB//case//21 en//DT|UTR|SIN|IND//det//21 mer//AB|KOM//advmod//20 genomgripande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 översyn//NN|UTR|SIN|IND|NOM//obl//16 av//PP//case//25 de//DT|UTR/NEU|PLU|DEF//det//25 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 relationerna//NN|UTR|PLU|DEF|NOM//nmod//21 mellan//PP//case//27 staten//NN|UTR|SIN|DEF|NOM//nmod//25 och//KN//cc//29 kommunerna//NN|UTR|PLU|DEF|NOM//conj//27 och//KN//cc//31 landstingen//NN|NEU|PLU|DEF|NOM//conj//27 .//MAD//punct//16
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;En//DT|UTR|SIN|IND//det//35 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//35 översyn//NN|UTR|SIN|IND|NOM//nsubj//37 borde//VB|PRT|AKT//aux//37 inkludera//VB|INF|AKT//conj//16 både//KN//cc//39 möjligheten//NN|UTR|SIN|DEF|NOM//obj//37 att//IE//mark//41 flytta//VB|INF|AKT//acl//39 uppgifter//NN|UTR|PLU|IND|NOM//obj//41 och//KN//cc//44 växla//VB|INF|AKT//conj//41 skatter//NN|UTR|PLU|IND|NOM//obj//44 mellan//PP//case//47 staten//NN|UTR|SIN|DEF|NOM//nmod//45 och//KN//cc//49 kommunsektorn//NN|UTR|SIN|DEF|NOM//conj//47 .//MAD//punct//16
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Översynen//NN|UTR|SIN|DEF|NOM//parataxis//16 kunde//VB|PRT|AKT//aux//54 även//AB//advmod//54 utreda//VB|INF|AKT//conj//16 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//54 för//PP//mark//60 att//SN//mark//60 staten//NN|UTR|SIN|DEF|NOM//nsubj//60 skulle//VB|PRT|AKT//aux//60 ta//VB|INF|AKT//advcl//54 över//PL//compound:prt//60 uppgiften//NN|UTR|SIN|DEF|NOM//obj//60 att//IE//mark//64 jämna//VB|INF|AKT//xcomp//60 ut//PL//compound:prt//64 inkomster//NN|UTR|PLU|IND|NOM//obj//64 och//KN//cc//68 kostnader//NN|UTR|PLU|IND|NOM//conj//66 mellan//PP//case//70 kommuner//NN|UTR|PLU|IND|NOM//nmod//68 och//KN//cc//72 landsting//NN|NEU|SIN|IND|NOM//conj//70 .//MAD//punct//16
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//7 ett//DT|NEU|SIN|IND//det//5 permanent//JJ|POS|NEU|SIN|IND|NOM//amod//5 organ//NN|NEU|SIN|IND|NOM//nsubj:pass//7 ska//VB|PRS|AKT//aux//7 skapas//VB|INF|SFO//ccomp//1 för//PP//mark//10 att//IE//mark//10 följa//VB|INF|AKT//advcl//7 upp//PL//compound:prt//10 utjämningssystemet//NN|NEU|SIN|DEF|NOM//obj//10 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Till//PP//case//15 organet//NN|NEU|SIN|DEF|NOM//obl//20 ska//VB|PRS|AKT//aux//20 en//DT|UTR|SIN|IND//det//19 parlamentarisk//JJ|POS|UTR|SIN|IND|NOM//amod//19 referensgrupp//NN|UTR|SIN|IND|NOM//nsubj:pass//20 knytas//VB|INF|SFO//conj//1 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Folkpartiet//NN|NEU|SIN|DEF|NOM//nsubj//23 anser//VB|PRS|AKT//conj//1 istället//AB//mark//32 att//SN//mark//32 en//DT|UTR|SIN|IND//det//27 utomstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 helt//AB|POS//advmod//29 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 granskning//NN|UTR|SIN|IND|NOM//nsubj:pass//32 ska//VB|PRS|AKT//aux//32 göras//VB|INF|SFO//advcl//23 av//PP//case//34 utjämningssystemet//NN|NEU|SIN|DEF|NOM//obl:agent//32 som//KN//nsubj//36 komplement//NN|NEU|SIN|IND|NOM//acl:relcl//34 till//PP//case//40 den//DT|UTR|SIN|DEF//det//40 genomgripande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 översyn//NN|UTR|SIN|IND|NOM//obl//36 vi//PN|UTR|PLU|DEF|SUB//nsubj//42 föreslår//VB|PRS|AKT//acl:relcl//40 ovan//AB//advmod//42 .//MAD//punct//1

10.2 Behov av löpande uppföljning / Reservation;av//PP//case//1 ledamoten//NN|UTR|SIN|DEF|NOM//nmod//2 Erik//PM|NOM//ROOT//2 Langby//PM|NOM//flat:name//2 (//PAD//punct//2 m//PM|NOM//appos//2 )//PAD//punct//2
10.2 Behov av löpande uppföljning / Reservation;Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 reserverar//VB|PRS|AKT//ROOT//1 mig//PN|UTR|SIN|DEF|OBJ//obj//1 mot//PP//mark//26 att//SN//mark//26 det//DT|NEU|SIN|DEF//det//7 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//7 systemet//NN|NEU|SIN|DEF|NOM//nsubj//26 i//PP//case//10 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 avseenden//NN|NEU|PLU|IND|NOM//nmod//7 (//PAD//punct//7 motiveringen//NN|UTR|SIN|DEF|NOM//nsubj//13 framgår//VB|PRS|AKT//appos//7 av//PP//case//17 mitt//PS|NEU|SIN|DEF//nmod:poss//17 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//17 yttrande//NN|NEU|SIN|IND|NOM//obl//13 )//PAD//punct//13 ://MID//punct//7
10.2 Behov av löpande uppföljning / Reservation;1//RG|NOM//nmod//7 .//MAD//punct//7
10.2 Behov av löpande uppföljning / Reservation;Mellankommunal//JJ|POS|UTR|SIN|IND|NOM//amod//23 inkomstutjämning//NN|UTR|SIN|IND|NOM//nsubj//26 borde//VB|PRT|AKT//aux//26 inte//AB//advmod//26 finnas//VB|INF|SFO//advcl//1 kvar//PL//advmod//26 (//PAD//punct//30 såsom//KN//mark//30 föreslagits//VB|SUP|SFO//advcl//26 över//PP//case//34 garantinivån//NN|UTR|SIN|DEF|NOM//fixed//31 120//RG|NOM//nummod//34 %//NN|AN//obl//30 )//PAD//punct//30 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservation; //_SP////36 Kommunal-/landstingsskatt//AB|AN//mark//39 uttagen//PC|PRF|UTR|SIN|IND|NOM//appos//1 i//PP//case//42 en//DT|UTR|SIN|IND//det//42 kommun//NN|UTR|SIN|IND|NOM//nmod//39 ///MID//cc//44 landsting//NN|NEU|SIN|IND|NOM//conj//42 ska//VB|PRS|AKT//aux//49 inte//AB//advmod//48 av//PP//case//48 staten//NN|UTR|SIN|DEF|NOM//nsubj:pass//49 föras//VB|INF|SFO//conj//1 över//PL//compound:prt//49 för//PP//mark//53 att//IE//mark//53 finansiera//VB|INF|AKT//advcl//49 verksamhet//NN|UTR|SIN|IND|NOM//obj//53 i//PP//case//57 annan//JJ|POS|UTR|SIN|IND|NOM//amod//57 kommun//NN|UTR|SIN|IND|NOM//obl//53 ///MID//cc//59 landsting//NN|NEU|SIN|IND|NOM//conj//57 .//MAD//punct//49
10.2 Behov av löpande uppföljning / Reservation;2//RG|NOM//punct//1 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservation;Nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//64 läkemedelsersättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//70 från//PP//case//66 staten//NN|UTR|SIN|DEF|NOM//nmod//64 bör//VB|PRS|AKT//aux//70 också//AB//advmod//70 framöver//AB//advmod//70 ges//VB|INF|SFO//parataxis//1 likvärdigt//AB|POS//advmod//70 till//PP//case//74 alla//DT|UTR/NEU|PLU|IND/DEF//det//74 landsting//NN|NEU|PLU|IND|NOM//obl//70 .//MAD//punct//70 ”//PM|NOM//punct//77
10.2 Behov av löpande uppföljning / Reservation;Påsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//84 ”//PM|NOM//punct//77 och//KN//cc//81 därmed//AB//advmod//81 garantinivån//NN|UTR|SIN|DEF|NOM//conj//77 för//PP//case//83 landstingen//NN|NEU|PLU|DEF|NOM//nmod//81 minskas//VB|PRS|SFO//parataxis//70 i//PP//case//88 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//88 mån.//NN|AN//nmod//88 3//RG|NOM//obl//84 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservation;En//DT|UTR|SIN|IND//det//91 lönekostnadsfaktor//NN|UTR|SIN|IND|NOM//nsubj:pass//93 bör//VB|PRS|AKT//aux//93 tillföras//VB|INF|SFO//conj//1 i//PP//case//95 inkomstutjämningsdelen//NN|UTR|SIN|DEF|NOM//obl//93 av//PP//case//97 systemet//NN|NEU|SIN|DEF|NOM//nmod//95 .//MAD//punct//93
10.2 Behov av löpande uppföljning / Reservation; //_SP////98 ”//PAD//punct//104 En//DT|UTR|SIN|IND//det//102 krona//NN|UTR|SIN|IND|NOM//nsubj//104 ska//VB|PRS|AKT//aux//104 ge//VB|INF|AKT//conj//1 lika//AB//advmod//106 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//107 verksamhet//NN|UTR|SIN|IND|NOM//obj//104 överallt//AB//advmod//104 –//RG|NOM//punct//111 inte//AB//advmod//111 service//NN|UTR|SIN|IND|NOM//conj//108 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//113 95//RG|NOM//nummod//114 öre//NN|NEU|PLU|IND|NOM//obj//104 på//PP//case//117 ett//DT|NEU|SIN|IND//det//117 ställe//NN|NEU|SIN|IND|NOM//obl//104 mot//PP//case//119 1:05//RG|NOM//nmod//117 på//PP//case//123 ett//DT|NEU|SIN|IND//det//123 annat//JJ|POS|NEU|SIN|IND|NOM//amod//123 ”//NN|NEU|SIN|IND|NOM//obl//104 .//MAD//punct//104
10.2 Behov av löpande uppföljning / Reservation;4//RG|NOM//nummod//1 .//MAD//punct//127
10.2 Behov av löpande uppföljning / Reservation;Tas//PM|NOM//conj//1 inkomstutjämningsavgift//NN|UTR|SIN|IND|NOM//obj//127 ut//PL//compound:prt//127 så//AB//advcl//133 ska//VB|PRS|AKT//aux//133 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//133 tas//VB|INF|SFO//conj//1 på//PP//case//136 faktisk//JJ|POS|UTR|SIN|IND|NOM//amod//136 inkomst//NN|UTR|SIN|IND|NOM//obl//133 ///MID//cc//138 skattesats//NN|UTR|SIN|IND|NOM//conj//136 –//PAD//punct//141 inte//AB//advmod//141 schablon//PC|PRF|UTR|SIN|IND|NOM//appos//133 (//PAD//punct//147 den//DT|UTR|SIN|DEF//det//147 s.k.//AB|AN//amod//147 länsvisa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//147 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//147 skattesatsen//NN|UTR|SIN|DEF|NOM//appos//141 )//PAD//punct//147 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservation;av//PP//case//151 ledamoten//NN|UTR|SIN|DEF|NOM//nmod//152 Harry//PM|NOM//nsubj//149 Staaf//PM|NOM//flat//152 (//PAD//punct//152 kd//PM|NOM//appos//152 )//PAD//punct//152
10.2 Behov av löpande uppföljning / Reservation;För//PP//case//1 kommuner//NN|UTR|PLU|IND|NOM//obl//22 och//KN//cc//3 landsting//NN|NEU|SIN|IND|NOM//conj//1 med//PP//case//6 en//DT|UTR|SIN|IND//det//6 skattekraft//NN|UTR|SIN|IND|NOM//nmod//1 som//HP|-|-|-//nsubj//8 överstiger//VB|PRS|AKT//acl:relcl//6 den//DT|UTR|SIN|DEF//det//12 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//12 garanterade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//12 skattekraften//NN|UTR|SIN|DEF|NOM//obj//8 på//PP//case//15 120//RG|NOM//nummod//15 procent//NN|UTR|PLU|IND|NOM//nmod//12 av//PP//case//17 medelskattekraften//NN|UTR|SIN|DEF|NOM//nmod//15 skall//VB|PRS|AKT//aux//22 en//DT|UTR|SIN|IND//det//21 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//21 utjämningsavgift//NN|UTR|SIN|IND|NOM//nsubj:pass//22 betalas//VB|PRS|SFO//ROOT//22 .//MAD//punct//22
10.2 Behov av löpande uppföljning / Reservation;Kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//25 majoritet//NN|UTR|SIN|IND|NOM//nsubj//26 föreslår//VB|PRS|AKT//parataxis//22 under//PP//case//28 3.2.5//RG|NOM//obl//26 att//SN//mark//35 för//PP//case//32 dessa//DT|UTR/NEU|PLU|DEF//det//32 kommuner//NN|UTR|PLU|IND|NOM//obl//35 och//KN//cc//34 landsting//NN|NEU|SIN|IND|NOM//conj//32 sätts//VB|PRS|SFO//advcl//26 den//DT|UTR|SIN|DEF//det//38 s.k.//AB|AN//amod//38 kompensationsgraden//NN|UTR|SIN|DEF|NOM//nsubj:pass//35 till//PP//case//41 85//RG|NOM//nummod//41 procent//NN|UTR|PLU|IND|NOM//obl//35 för//PP//case//45 den//DT|UTR|SIN|DEF//det//45 överskjutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 delen//NN|UTR|SIN|DEF|NOM//obl//35 .//MAD//punct//22
10.2 Behov av löpande uppföljning / Reservation;Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//8 kompensationsgraden//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 för//PP//case//6 dessa//DT|UTR/NEU|PLU|DEF//det//6 kommuner//NN|UTR|PLU|IND|NOM//nmod//3 skall//VB|PRS|AKT//aux//8 sättas//VB|INF|SFO//ccomp//1 till//PP//case//11 80//RG|NOM//nummod//11 procent//NN|UTR|PLU|IND|NOM//obl//8 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservation;Syftet//NN|NEU|SIN|DEF|NOM//nsubj:pass//34 är//VB|PRS|AKT//cop//13 att//IE//mark//17 därigenom//AB//advmod//17 undanröja//VB|INF|AKT//csubj//13 oönskade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 marginaleffekter//NN|UTR|PLU|IND|NOM//obj//17 som//HP|-|-|-//nsubj//22 kan//VB|PRS|AKT//aux//22 minska//VB|INF|AKT//acl:relcl//19 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//24 incitament//NN|NEU|PLU|IND|NOM//obj//22 till//PP//case//26 förbättringar//NN|UTR|PLU|IND|NOM//obl//22 av//PP//case//30 den//DT|UTR|SIN|DEF//det//30 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 skattekraften//NN|UTR|SIN|DEF|NOM//nmod//26 .//MAD//punct//34
10.2 Behov av löpande uppföljning / Reservation;Denna//DT|UTR|SIN|DEF//det//33 kompensationsgrad//NN|UTR|SIN|IND|NOM//nsubj:pass//34 föreslogs//VB|PRT|SFO//parataxis//1 också//AB//advmod//34 i//PP//case//37 betänkande//NN|NEU|SIN|IND|NOM//obl//34 av//PP//case//39 Expertgruppen//NN|UTR|SIN|DEF|NOM//nmod//37 för//PP//case//43 förenklad//PC|PRF|UTR|SIN|IND|NOM//amod//43 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//43 utjämning//NN|UTR|SIN|IND|NOM//nmod//39 (//PAD//punct//34 SOU//PM|NOM//nmod//46 2000:120//RG|NOM//appos//34 )//PAD//punct//46 .//MAD//punct//51
10.2 Behov av löpande uppföljning / Reservation;Det//DT|NEU|SIN|DEF//det//50 betänkandet//NN|NEU|SIN|DEF|NOM//nsubj//51 utgick//VB|PRT|AKT//conj//1 från//PP//mark//64 att//SN//mark//64 alla//DT|UTR/NEU|PLU|IND/DEF//det//55 kommuner//NN|UTR|PLU|IND|NOM//nsubj//64 och//KN//cc//57 landsting//NN|NEU|SIN|IND|NOM//conj//55 med//PP//case//60 en//DT|UTR|SIN|IND//det//60 skattekraft//NN|UTR|SIN|IND|NOM//nmod//57 över//PP//case//62 medelskattekraften//NN|UTR|SIN|DEF|NOM//nmod//60 skulle//VB|PRT|AKT//aux//64 få//VB|INF|AKT//ccomp//51 kompensationsgraden//NN|UTR|SIN|DEF|NOM//obj//64 sänkt//PC|PRF|UTR|SIN|IND|NOM//xcomp//64 till//PP//case//69 80//RG|NOM//nummod//69 procent//NN|UTR|PLU|IND|NOM//obl//66 .//MAD//punct//51
10.2 Behov av löpande uppföljning / Reservation;I//PP//case//74 nu//AB//advmod//73 avlämnat//PC|PRF|NEU|SIN|IND|NOM//amod//74 betänkande//NN|NEU|SIN|IND|NOM//obl//75 föreslås//VB|PRS|SFO//parataxis//51 en//DT|UTR|SIN|IND//det//78 annan//JJ|POS|UTR|SIN|IND|NOM//amod//78 konstruktion//NN|UTR|SIN|IND|NOM//nsubj:pass//75 för//PP//case//80 inkomstutjämningen//NN|UTR|SIN|DEF|NOM//nmod//78 .//MAD//punct//75
10.2 Behov av löpande uppföljning / Reservation;Trots//PP//case//83 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//84 kvarstår//VB|PRS|AKT//conj//75 motiven//NN|NEU|PLU|DEF|NOM//nsubj//84 för//PP//mark//97 att//SN//fixed//86 de//DT|UTR/NEU|PLU|DEF//det//89 kommuner//NN|UTR|PLU|IND|NOM//nsubj//97 och//KN//cc//91 landsting//NN|NEU|PLU|IND|NOM//conj//89 som//HP|-|-|-//nsubj//93 betalar//VB|PRS|AKT//acl:relcl//91 till//PP//case//95 inkomstutjämningen//NN|UTR|SIN|DEF|NOM//obl//93 bör//VB|PRS|AKT//aux//97 få//VB|INF|AKT//advcl//84 kompensationsgraden//NN|UTR|SIN|DEF|NOM//obj//97 sänkt//PC|PRF|UTR|SIN|IND|NOM//xcomp//97 till//PP//case//102 80//RG|NOM//nummod//102 procent//NN|UTR|PLU|IND|NOM//obl//99 .//MAD//punct//97
10.2 Behov av löpande uppföljning / Reservation;Bland//PP//case//1 de//PN|UTR/NEU|PLU|DEF|SUB//obl//8 som//HP|-|-|-//nsubj//3 tillskrivit//VB|SUP|AKT//acl:relcl//1 kommittén//NN|UTR|SIN|DEF|NOM//obj//3 har//VB|PRS|AKT//aux//8 också//AB//advmod//5 förslag//NN|NEU|PLU|IND|NOM//nsubj:pass//8 framförts//VB|SUP|SFO//ROOT//8 att//SN//mark//14 kompensationsgraden//NN|UTR|SIN|DEF|NOM//nsubj:pass//14 i//PP//case//12 inkomstutjämningen//NN|UTR|SIN|DEF|NOM//nmod//10 bör//VB|PRS|AKT//aux//14 sänkas//VB|INF|SFO//dep//8 till//PP//case//17 80//RG|NOM//nummod//17 procent//NN|UTR|PLU|IND|NOM//obl//14 .//MAD//punct//8
10.2 Behov av löpande uppföljning / Reservation;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//20 baseras//VB|PRS|SFO//parataxis//8 bl.a.//AB|AN//advmod//20 på//PP//mark//29 att//SN//mark//29 de//DT|UTR/NEU|PLU|DEF//det//26 obligatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 verksamheterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//29 i//PP//case//28 kommunsektorn//NN|UTR|SIN|DEF|NOM//nmod//26 beräknas//VB|PRS|SFO//advcl//20 omfatta//VB|INF|AKT//xcomp//29 ca//AB|AN//advmod//32 80//RG|NOM//nummod//33 procent//NN|UTR|PLU|IND|NOM//obj//30 av//PP//case//37 den//DT|UTR|SIN|DEF//det//37 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//33 .//MAD//punct//8
10.2 Behov av löpande uppföljning / Reservation;Termen//NN|UTR|SIN|DEF|NOM//nmod//1 ”//PAD//nsubj:pass//5 kompensationsgrad//PC|PRF|UTR|SIN|IND|NOM//amod//3 ”//PM|NOM//nsubj:pass//5 har//VB|PRS|AKT//aux//5 använts//VB|SUP|SFO//ROOT//5 i//PP//case//8 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//8 utredningar//NN|UTR|PLU|IND|NOM//obl//5 .//MAD//punct//5
10.2 Behov av löpande uppföljning / Reservation;Benämningen//NN|UTR|SIN|DEF|NOM//nsubj//11 har//VB|PRS|AKT//parataxis//5 relevans//NN|UTR|SIN|IND|NOM//obj//11 för//PP//case//14 kommuner//NN|UTR|PLU|IND|NOM//obl//11 med//PP//case//17 en//DT|UTR|SIN|IND//det//17 skattekraft//NN|UTR|SIN|IND|NOM//nmod//14 som//HP|-|-|-//nsubj//19 understiger//VB|PRS|AKT//acl:relcl//17 den//DT|UTR|SIN|DEF//det//22 garanterade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//22 skattekraften//NN|UTR|SIN|DEF|NOM//obj//19 .//MAD//punct//11
10.2 Behov av löpande uppföljning / Reservation;För//PP//case//25 kommuner//NN|UTR|PLU|IND|NOM//obl//32 som//HP|-|-|-//nsubj//27 ligger//VB|PRS|AKT//acl:relcl//25 över//PP//case//31 den//DT|UTR|SIN|DEF//det//31 garanterade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//31 skattekraften//NN|UTR|SIN|DEF|NOM//obl//27 leder//VB|PRS|AKT//conj//11 benämningen//NN|UTR|SIN|DEF|NOM//nsubj//32 fel//PL//advmod//32 .//MID//punct//11
