B I L A G A 5;Landstingens//NN|NEU|PLU|DEF|GEN//ROOT//0
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / . ,;" //_SP////122 %//NN|AN//appos//119 ""//PAD//punct//124 &//KN|AN//punct//119 &//KN|AN//cc//128 &//KN|AN//punct//119                    //_SP////128 '//PAD//punct//119 !//MID//punct//119 ""//PAD//punct//119"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / . ,;"               //_SP////132 7//RG|NOM//punct//119 8//RG|NOM//nmod//119 3//RG|NOM//punct//119           //_SP////136 4//RG|NOM//punct//119 <//MID//nmod//119 &//KN|AN//cc//139 #//NN|UTR|SIN|IND|NOM//nummod//139                                //_SP////141 !//MAD//punct//119 ""//PAD//punct//119 !//MID//punct//119 ""//PAD//punct//119"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / . ,;"               //_SP////146 9//RG|NOM//nummod//119 8//RG|NOM//nmod//119 3//RG|NOM//punct//119           //_SP////150 4//RG|NOM//nummod//153 <//MID//nmod//119 &//KN|AN//nummod//153 +//MID//punct//119                                 //_SP////155 !//MID//punct//119 ""//PAD//punct//5"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / . ,;"             //_SP////158 !//MID//punct//5 ""//PAD//punct//5"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / . ,;               //_SP////161 7//RG|NOM//nummod//5     //_SP////163 9//RG|NOM//nummod//167 88//RG|NOM//nummod//167 $//NN|AN//appos//5 !//MID//punct//167 &//KN|AN//punct//5
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / . ,;"+//MID//cc//172    //_SP////170 #//UO//conj//169   //_SP////172 (//PAD//punct//5 (//PAD//punct//177                    //_SP////175 &//KN|AN//appos//5 !//MID//punct//177 ""//PAD//punct//182"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / . ,;"       //_SP////179 #//MID//nmod//182 $//UO//dep//5 !//MID//punct//182 ""//PAD//punct//182 !//MID//punct//187"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / . ,;" //_SP////185 %//NN|AN//appos//182 ""//PAD//punct//187 &//KN|AN//punct//182 &//KN|AN//cc//191 &//KN|AN//fixed//189                    //_SP////191 '//PAD//punct//182 &//KN|AN//punct//182 4//RG|NOM//nummod//182                                  //_SP////195 #//MID//nmod//5                    //_SP////197 !//MID//punct//5 ""//PAD//punct//206"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / . ,;"                //_SP////200 7//RG|NOM//nummod//203 8//RG|NOM//obl//204 3//RG|NOM//conj//200           //_SP////204 4//RG|NOM//appos//5 <//MID//case//208 #//NN|UTR|SIN|IND|NOM//nmod//209 4//RG|NOM//nmod//5         //_SP////209 (//PAD//punct//209           //_SP////211 (//PAD//punct//209                              //_SP////213 #//MID//punct//5          //_SP////215 <//MID//nummod//5 +//MID//cc//5 &//KN|AN//fixed//218 4//RG|NOM//nummod//5                                  //_SP////220 #//MID//dep//5                    //_SP////222 !//MID//punct//5 ""//PAD//punct//231"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / . ,;"                //_SP////225 9//RG|NOM//nummod//228 8//RG|NOM//obl//229 3//RG|NOM//nmod//225           //_SP////229 4//RG|NOM//appos//5 <//MID//case//233 #//NN|UTR|SIN|IND|NOM//nmod//234 4//RG|NOM//nmod//5         //_SP////234 (//PAD//punct//234           //_SP////236 (//PAD//punct//234                              //_SP////238 #//MID//punct//5          //_SP////240 <//MID//case//243 <//MID//obl//5 +//MID//case//243 !//MID//punct//5 ""//PAD//punct//5"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / . ,;"                    //_SP////246 2//RG|NOM//nummod//5  //_SP////248 !//MID//punct//5 ""//PAD//punct//259"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / . ,;"                   //_SP////251 (//PAD//punct//251 #//MID//punct//259                    //_SP////254 !//MID//punct//254 ""//PAD//punct//254"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / . ,;"                //_SP////257 7//RG|NOM//nummod//262     //_SP////259 9//RG|NOM//nummod//259 88//RG|NOM//appos//5 <//MID//nmod//262 !//MID//punct//5 ""//PAD//punct//5"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / . ,;"       //_SP////265 #//MID//nmod//268 $//UO//appos//5 !//MID//punct//268 ""//PAD//punct//5 !//MID//punct//273"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / . ,;" //_SP////271 %//NN|AN//obl//275 ""//PAD//punct//273 &//KN|AN//parataxis//5 &//KN|AN//fixed//275 &//KN|AN//fixed//275                    //_SP////277 '//PAD//punct//275"

26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / 6$, , . . , 5;"///MID//ROOT//0 !//MID//punct//0 ""//PAD//punct//5"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / 6$, , . . , 5;"       //_SP////2 #//MID//nmod//5 $//UO//dep//0 !//MID//punct//5 ""//PAD//punct//5 !//MID//punct//10"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / 6$, , . . , 5;" //_SP////8 %//NN|AN//appos//5 ""//PAD//punct//10 &//KN|AN//cc//13 &//KN|AN//punct//5 &//KN|AN//punct//5                    //_SP////14 '//PAD//punct//5"

26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / 4 ,;";//MID//punct//5 !//MID//punct//5"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / 4 ,;"          //_SP////1 ""//PAD//punct//1               //_SP////3 #//MID//ROOT//5  //_SP////5 !//MID//punct//5"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / 4 ,;     //_SP////7 !//MID//punct//5
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / 4 ,;+//MID//parataxis//5   //_SP////10 ,//MID//punct//10 -//MID//punct//5 $//IN//appos//5 .//MAD//punct//5 ///MID//cc//20
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / 4 ,;   //_SP////16 )//PAD//punct//16 .//MAD//punct//16 &//KN|AN//parataxis//5 ?//MAD//punct//20
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / 4 ,;                                        //_SP////21 !//MID//punct//20
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / 4 ,;"        //_SP////23 !//MID//punct//20 ""//PAD//punct//20"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / 4 ,;                    //_SP////26 2//RG|NOM//nummod//20 !//MID//punct//20
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / 4 ,; //_SP////29 2//RG|NOM//conj//5      //_SP////31 !//MID//punct//5
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / 4 ,;    //_SP////33 #//MID//parataxis//5 !//MID//punct//5
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / 4 ,;                            //_SP////36 (//PAD//punct//5 (//PAD//punct//5  //_SP////39 !//MID//punct//39
