Så enkelt som möjligt för så många som möjligt (1);–//RG|NOM//punct//3  //_SP////0 En//DT|UTR|SIN|IND//det//3 bit//NN|UTR|SIN|IND|NOM//ROOT//3 på//PP//case//5 väg//NN|UTR|SIN|IND|NOM//nmod//3
4.4 Vägledningar;•//NN|UTR|SIN|IND|NOM//case//1 Vägledning//NN|UTR|SIN|IND|NOM//nsubj:pass//15 för//PP//case//3 webbutveckling//NN|UTR|SIN|IND|NOM//nmod//1 (//PAD//punct//1 klar//JJ|POS|UTR|SIN|IND|NOM//amod//1 under//PP//case//7 juni//NN|UTR|SIN|IND|NOM//obl//5 2011//RG|NOM//nummod//7 .//MAD//punct//1
4.4 Vägledningar;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 principer//NN|UTR|PLU|IND|NOM//nsubj:pass//15 för//PP//case//14 webbutveckling//NN|UTR|SIN|IND|NOM//nmod//12 publicerades//VB|PRT|SFO//ROOT//15  //_SP////15 2011-01-12//RG|NOM//obl//15 )//PAD//punct//15
4.4 Vägledningar;•//NN|UTR|SIN|IND|NOM//case//1 Vägledning//NN|UTR|SIN|IND|NOM//ROOT//1 för//PP//case//3 vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//1 av//PP//case//6 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 handlingar//NN|UTR|PLU|IND|NOM//nmod//3 (//PAD//punct//8 arbetsnamn//NN|NEU|SIN|IND|NOM//appos//1 för//PP//case//10 vägledning//NN|UTR|SIN|IND|NOM//nmod//8 som//HP|-|-|-//nsubj:pass//14 kommer//VB|PRS|AKT//aux//14 att//IE//mark//14 publiceras//VB|INF|SFO//acl:relcl//8 senast//AB|SUV//case//16 hösten//NN|UTR|SIN|DEF|NOM//obl//14 2011//RG|NOM//nummod//16 )//PAD//punct//1
4.4 Vägledningar;Samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//1 vägledningar//NN|UTR|PLU|IND|NOM//nsubj:pass//4 och//KN//cc//3 riktlinjer//NN|UTR|PLU|IND|NOM//conj//1 versionshanteras//VB|PRS|SFO//ROOT//4 och//KN//cc//6 förvaltas//VB|PRS|SFO//conj//4 vilket//HP|NEU|SIN|IND//nsubj//8 innebär//VB|PRS|AKT//conj//4 att//SN//mark//13 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//13 vid//PP//case//12 behov//NN|NEU|SIN|IND|NOM//obl//13 uppdateras//VB|PRS|SFO//ccomp//8 .//MAD//punct//4

4.5 Riktlinjer för sociala medier;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 gav//VB|PRT|AKT//ROOT//1 i//PP//case//3 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//1 (//PAD//punct//3 dir//NN|AN//appos//3 .//MAD//punct//1
4.5 Riktlinjer för sociala medier;2010:32//RG|NOM//punct//1 )//PAD//punct//11 den//DT|UTR|SIN|DEF//det//11 25//RG|NOM//nummod//11 mars//NN|UTR|SIN|IND|NOM//nmod//13 2010//RG|NOM//nummod//11 E-delegationen//NN|UTR|SIN|DEF|NOM//fixed//7 i//PP//case//15 uppdrag//NN|NEU|SIN|IND|NOM//nmod//13 att//IE//mark//17 ta//VB|INF|AKT//acl//15 fram//PL//compound:prt//17 riktlinjer//NN|UTR|PLU|IND|NOM//obj//17 för//PP//case//23 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 myndigheters//NN|UTR|PLU|IND|GEN//nmod:poss//23 användning//NN|UTR|SIN|IND|NOM//obl//17 av//PP//case//26 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 medier//NN|NEU|PLU|IND|NOM//nmod//23 ,//MID//punct//17 t.ex.//AB|AN//advmod//29 Facebook//PM|NOM//appos//17 och//KN//cc//31 Twitter//PM|NOM//conj//29 .//MID//punct//13
4.5 Riktlinjer för sociala medier;Enligt//PP//case//34 direktiven//NN|NEU|PLU|DEF|NOM//obl//36 är//VB|PRS|AKT//cop//36 bakgrunden//NN|UTR|SIN|DEF|NOM//parataxis//13 den//DT|UTR|SIN|DEF//det//39 ökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 internetkompetensen//NN|UTR|SIN|DEF|NOM//nsubj//7 hos//PP//case//41 medborgare//NN|UTR|PLU|IND|NOM//obl//7 och//KN//cc//43 företag//NN|NEU|PLU|IND|NOM//conj//41 och//KN//cc//48 att//SN//mark//48 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//48 har//VB|PRS|AKT//aux//48 börjat//VB|SUP|AKT//conj//1 använda//VB|INF|AKT//xcomp//48 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 medier//NN|NEU|PLU|IND|NOM//obj//49 för//PP//mark//54 att//IE//mark//54 fånga//VB|INF|AKT//acl//51 upp//PL//compound:prt//54 användarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//57 behov//NN|NEU|PLU|IND|NOM//obj//54 .//MAD//punct//1
4.5 Riktlinjer för sociala medier;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//66 ska//VB|PRS|AKT//aux//66 ,//MID//punct//66 enligt//PP//case//63 direktiven//NN|NEU|PLU|DEF|NOM//obl//66 ,//MID//punct//63 särskilt//AB//advmod//66 beakta//VB|INF|AKT//parataxis//1 rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 aspekter//NN|UTR|PLU|IND|NOM//obj//66 på//PP//case//71 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//71 användning//NN|UTR|SIN|IND|NOM//obl//66 .//MAD//punct//66
4.5 Riktlinjer för sociala medier;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//75 ska//VB|PRS|AKT//aux//75 genomföras//VB|INF|SFO//parataxis//66 i//PP//case//77 samråd//NN|NEU|SIN|IND|NOM//obl//75 med//PP//case//80 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//80 myndigheter//NN|UTR|PLU|IND|NOM//nmod//77 .//MAD//punct//66
4.5 Riktlinjer för sociala medier;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//85 ska//VB|PRS|AKT//aux//85 särskilt//AB//advmod//85 samråda//VB|INF|AKT//parataxis//66 med//PP//case//87 Datainspektionen//PM|NOM//obl//85 och//KN//cc//89 Riksarkivet//PM|NOM//conj//87 .//MAD//punct//66
4.5 Riktlinjer för sociala medier;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj//1 bedrevs//VB|PRT|SFO//ROOT//1 i//PP//advmod//6 huvudsak//NN|UTR|SIN|IND|NOM//fixed//2 i//PP//case//6 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 expertgrupp//NN|UTR|SIN|IND|NOM//obl//1 för//PP//case//9 rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 frågor//NN|UTR|PLU|IND|NOM//nmod//6 .//MAD//punct//1
4.5 Riktlinjer för sociala medier;Samråd//NN|NEU|PLU|IND|NOM//nsubj:pass//12 genomfördes//VB|PRT|SFO//parataxis//1 med//PP//case//15 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//15 myndigheter//NN|UTR|PLU|IND|NOM//obl//12 ,//MID//punct//15 bl.a.//AB|AN//advmod//19 med//PP//case//19 Datainspektionen//PM|NOM//appos//15 och//KN//cc//21 Riksarkivet//PM|NOM//conj//19 .//MAD//punct//1
4.5 Riktlinjer för sociala medier;Synpunkter//NN|UTR|PLU|IND|NOM//nsubj:pass//24 inhämtades//VB|PRT|SFO//parataxis//1 också//AB//advmod//24 från//PP//case//30 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 medier//NN|NEU|PLU|IND|NOM//obl//24 .//MAD//punct//24
4.5 Riktlinjer för sociala medier;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//33 slutfördes//VB|PRT|SFO//parataxis//24 i//PP//case//35 december//NN|UTR|SIN|IND|NOM//obl//33 2010//RG|NOM//nummod//35 .//MAD//punct//1
4.5 Riktlinjer för sociala medier;Riktlinjerna//NN|UTR|PLU|DEF|NOM//nsubj//1 belyser//VB|PRS|AKT//ROOT//1 särskilt//AB//advmod//1
4.5 Riktlinjer för sociala medier;•//PP//punct//1 vikten//NN|UTR|SIN|DEF|NOM//ROOT//1 av//PP//mark//8 att//SN//mark//8 användningen//NN|UTR|SIN|DEF|NOM//nsubj//8 av//PP//case//7 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 medier//NN|NEU|PLU|IND|NOM//nmod//4 bidrar//VB|PRS|AKT//acl//1 till//PP//case//11 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 verksamhet//NN|UTR|SIN|IND|NOM//obl//8 ,//MID//punct//1
4.5 Riktlinjer för sociala medier;•//PP//case//1 behovet//NN|NEU|SIN|DEF|NOM//ROOT//1 av//PP//case//4 interna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 regler//NN|UTR|PLU|IND|NOM//nmod//1 hos//PP//case//6 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//4 för//PP//mark//9 att//IE//mark//9 skilja//VB|INF|AKT//acl//1 på//PP//mark//13 när//HA//mark//13 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//13 uttalar//VB|PRS|AKT//advcl//9 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//13 och//KN//cc//18 när//HA//mark//18 anställda//NN|UTR|PLU|IND|NOM//nsubj//18 uttalar//VB|PRS|AKT//conj//13 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//18 privat//AB|POS//xcomp//18 ,//MID//punct//1
4.5 Riktlinjer för sociala medier;•//PP//case//1 kraven//NN|NEU|PLU|DEF|NOM//ROOT//1 på//PP//case//3 uppsikt//NN|UTR|SIN|IND|NOM//nmod//1 över//PP//case//5 mediet//NN|NEU|SIN|DEF|NOM//nmod//3 ,//MID//punct//1
4.5 Riktlinjer för sociala medier;•//PP//case//1 bestämmelserna//NN|UTR|PLU|DEF|NOM//ROOT//1 om//PP//case//4 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 handlingar//NN|UTR|PLU|IND|NOM//nmod//1 och//KN//cc//6 behandling//NN|UTR|SIN|IND|NOM//conj//4 av//PP//case//8 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//6 ,//MID//punct//1 samt//KN//punct//1
4.5 Riktlinjer för sociala medier;•//PP//nmod//1 informationskraven//NN|NEU|PLU|DEF|NOM//ROOT//1 .//MAD//punct//1
4.5 Riktlinjer för sociala medier;Avsikten//NN|UTR|SIN|DEF|NOM//nsubj//1 är//VB|PRS|AKT//ROOT//1 att//SN//mark//5 riktlinjerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//5 ska//VB|PRS|AKT//aux//5 implementeras//VB|INF|SFO//ccomp//1 hos//PP//case//8 respektive//AB//amod//8 myndighet//NN|UTR|SIN|IND|NOM//obl//5 .//MAD//punct//1
4.5 Riktlinjer för sociala medier;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//12 kan//VB|PRS|AKT//aux//12 ske//VB|INF|AKT//parataxis//1 på//PP//case//15 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 sätt//NN|NEU|PLU|IND|NOM//obl//12 och//KN//cc//21 i//PP//case//21 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//20 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 interna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//21 policydokument//NN|NEU|PLU|IND|NOM//conj//15 .//MAD//punct//12

4.6 Forum för idéer och förslag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//aux//8 under//PP//case//3 början//NN|UTR|SIN|DEF|NOM//obl//8 av//PP//case//5 2011//RG|NOM//nmod//3 på//PP//case//7 försök//NN|NEU|SIN|IND|NOM//nmod//3 startat//VB|SUP|AKT//ROOT//8 ett//DT|NEU|SIN|IND//det//11 elektroniskt//JJ|POS|NEU|SIN|IND|NOM//amod//11 forum//NN|NEU|SIN|IND|NOM//obj//8 ,//MID//punct//13 eDéforum//NN|NEU|SIN|IND|NOM//conj//11 ,//MID//punct//11 för//PP//case//16 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//8 som//HP|-|-|-//nsubj//19 vill//VB|PRS|AKT//aux//19 lämna//VB|INF|AKT//acl:relcl//16 idéer//NN|UTR|PLU|IND|NOM//obj//19 som//HP|-|-|-//nsubj//22 rör//VB|PRS|AKT//acl:relcl//20 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 e-förvaltningsfrågor//NN|UTR|PLU|IND|NOM//obj//22 .//MAD//punct//8
4.6 Forum för idéer och förslag;Idéforumet//NN|NEU|SIN|DEF|NOM//nsubj//27 riktar//VB|PRS|AKT//parataxis//8 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//27 främst//AB|SUV//advmod//27 till//PP//case//31 privatpersoner//NN|UTR|PLU|IND|NOM//obl//27 ,//MID//punct//36 men//KN//cc//36 även//AB//advmod//36 till//PP//case//36 tjänstemän//NN|UTR|PLU|IND|NOM//conj//27 i//PP//case//39 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//39 sektor//NN|UTR|SIN|IND|NOM//nmod//36 och//KN//cc//43 de//DT|UTR/NEU|PLU|DEF//det//43 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 tjänstemän//NN|UTR|PLU|IND|NOM//conj//36 som//HP|-|-|-//nsubj//45 arbetar//VB|PRS|AKT//acl:relcl//43 med//PP//case//47 verksamhetsutveckling//NN|UTR|SIN|IND|NOM//obl//45 i//PP//case//50 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//50 sektor//NN|UTR|SIN|IND|NOM//nmod//47 .//MAD//punct//27
4.6 Forum för idéer och förslag;Forumet//NN|NEU|SIN|DEF|NOM//nsubj//1 fungerar//VB|PRS|AKT//ROOT//1 som//KN//mark//3 komplement//NN|NEU|SIN|IND|NOM//xcomp//1 till//PP//case//5 myndigheters//NN|UTR|PLU|IND|GEN//nmod:poss//9 och//KN//cc//7 kommuners//NN|UTR|PLU|IND|GEN//conj//5 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 inhämtning//NN|UTR|SIN|IND|NOM//obl//3 av//PP//case//11 kundsynpunkter//NN|UTR|PLU|IND|NOM//nmod//9 ,//MID//punct//17 i//PP//advmod//17 huvudsak//NN|UTR|SIN|IND|NOM//fixed//13 för//PP//mark//17 att//IE//mark//17 fånga//VB|INF|AKT//conj//1 upp//PL//compound:prt//17 sådant//JJ|POS|NEU|SIN|IND|NOM//obj//17 som//HP|-|-|-//nsubj//22 är//VB|PRS|AKT//cop//22 generellt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//19 och//KN//cc//24 berör//VB|PRS|AKT//conj//22 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//26 myndigheter//NN|UTR|PLU|IND|NOM//obj//24 och//KN//cc//28 kommuner//NN|UTR|PLU|IND|NOM//conj//26 .//MAD//punct//1
4.6 Forum för idéer och förslag;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//34 är//VB|PRS|AKT//cop//34 främst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//34 att//IE//mark//34 fånga//VB|INF|AKT//parataxis//1 upp//PL//compound:prt//34 idéer//NN|UTR|PLU|IND|NOM//obj//34 och//KN//cc//38 utvecklingsförslag//NN|NEU|PLU|IND|NOM//conj//36 ,//MID//punct//41 inte//AB//advmod//41 klagomål//NN|NEU|PLU|IND|NOM//conj//36 .//MAD//punct//34
4.6 Forum för idéer och förslag;De//DT|UTR/NEU|PLU|DEF//det//44 förslag//NN|NEU|PLU|IND|NOM//nsubj//50 som//HP|-|-|-//nsubj:pass//46 lämnas//VB|PRS|SFO//acl:relcl//44 i//PP//case//48 forumet//NN|NEU|SIN|DEF|NOM//obl//46 ska//VB|PRS|AKT//aux//50 röra//VB|INF|AKT//parataxis//34 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 tjänster//NN|UTR|PLU|IND|NOM//obj//50 som//HP|-|-|-//nsubj//55 är//VB|PRS|AKT//cop//55 förvaltningsgemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//52 eller//KN//cc//57 riskerar//VB|PRS|AKT//conj//55 att//IE//mark//59 hamna//VB|INF|AKT//xcomp//57 mellan//PP//case//61 myndigheter//NN|UTR|PLU|IND|NOM//obl//59 ,//MID//punct//63 kommuner//NN|UTR|PLU|IND|NOM//conj//61 eller//KN//cc//65 landsting//NN|NEU|SIN|IND|NOM//conj//61 .//MID//punct//34
4.6 Forum för idéer och förslag;Om//SN//mark//69 idén//NN|UTR|SIN|DEF|NOM//nsubj//69 rör//VB|PRS|AKT//advcl//78 en//DT|UTR|SIN|IND//det//72 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//72 organisation//NN|UTR|SIN|IND|NOM//obj//69 ska//VB|PRS|AKT//aux//78 förslagslämnaren//NN|UTR|SIN|DEF|NOM//nsubj//78 i//PP//advmod//78 första//RO|NOM//fixed//75 hand//NN|UTR|SIN|IND|NOM//fixed//75 vända//VB|INF|AKT//conj//34 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//78 dit//AB//advmod//78 .//MAD//punct//34
4.6 Forum för idéer och förslag;Forumet//NN|NEU|SIN|DEF|NOM//nsubj//85 ska//VB|PRS|AKT//aux//85 även//AB//advmod//85 fungera//VB|INF|AKT//parataxis//34 som//KN//case//87 inspiration//NN|UTR|SIN|IND|NOM//xcomp//85 för//PP//case//89 näringslivet//NN|NEU|SIN|DEF|NOM//nmod//87 .//MAD//punct//1
4.6 Forum för idéer och förslag;Forumet//NN|NEU|SIN|DEF|NOM//nsubj//1 innehåller//VB|PRS|AKT//ROOT//1 funktioner//NN|UTR|PLU|IND|NOM//obj//1 för//PP//mark//6 att//IE//mark//6 kunna//VB|INF|AKT//aux//6 lämna//VB|INF|AKT//advcl//1 förslag//NN|NEU|SIN|IND|NOM//obj//6 ,//MID//punct//9 rösta//VB|INF|AKT//conj//6 och//KN//cc//11 ge//VB|INF|AKT//conj//9 återkoppling//NN|UTR|SIN|IND|NOM//obj//11 på//PP//case//14 förslag//NN|NEU|SIN|IND|NOM//obl//11 .//MAD//punct//1
4.6 Forum för idéer och förslag;Vem//HP|UTR|SIN|IND//nsubj//20 som//KN//fixed//16 helst//AB|SUV//fixed//16 kan//VB|PRS|AKT//aux//20 lämna//VB|INF|AKT//parataxis//1 förslag//NN|NEU|SIN|IND|NOM//obj//20 ,//MID//punct//24 även//AB//advmod//24 anonymt//AB|POS//conj//21 ,//MID//punct//20 så//AB//advmod//27 länge//AB|POS//advmod//20 reglerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//33 för//PP//case//31 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 anslagstavlor//NN|UTR|PLU|IND|NOM//nmod//28 m.m.//AB|AN//conj//28 följs//VB|PRS|SFO//conj//20 .//MAD//punct//35
4.6 Forum för idéer och förslag;Förslag//NN|NEU|PLU|IND|NOM//nsubj:pass//39 som//HP|-|-|-//nsubj//37 innehåller//VB|PRS|AKT//acl:relcl//35 säljmaterial//NN|NEU|SIN|IND|NOM//obj//37 gallras//VB|INF|SFO//conj//20 .//MAD//punct//1
4.6 Forum för idéer och förslag;De//DT|UTR/NEU|PLU|DEF//det//2 inkomna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//2 förslagen//NN|NEU|PLU|DEF|NOM//nsubj:pass//3 hanteras//VB|PRS|SFO//ROOT//3 av//PP//case//6 utvecklingsansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 myndigheter//NN|UTR|PLU|IND|NOM//obl:agent//3 och//KN//cc//8 SKL//PM|NOM//conj//6 .//MAD//punct//3
4.6 Forum för idéer och förslag;En//DT|UTR|SIN|IND//det//11 rutin//NN|UTR|SIN|IND|NOM//appos//3 för//PP//mark//16 hur//HA//advmod//16 förslagen//NN|NEU|PLU|DEF|NOM//nsubj:pass//16 ska//VB|PRS|AKT//aux//16 hanteras//VB|INF|SFO//acl//11 är//VB|PRS|AKT//cop//11 på//PP//case//19 väg//NN|UTR|SIN|IND|NOM//obl//17 att//IE//mark//21 tas//VB|INF|SFO//acl//19 fram//PL//compound:prt//21 .//MAD//punct//3
4.6 Forum för idéer och förslag;Delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 sekretariat//NN|NEU|SIN|IND|NOM//nsubj//2 kommer//VB|PRS|AKT//ROOT//2 under//PP//case//4 uppstartsfasen//NN|UTR|SIN|DEF|NOM//obl//2 att//IE//mark//6 svara//VB|INF|AKT//acl//4 för//PP//case//8 administration//NN|UTR|SIN|IND|NOM//obl//6 och//KN//cc//10 moderering//NN|UTR|SIN|IND|NOM//conj//8 av//PP//case//12 forumet//NN|NEU|SIN|DEF|NOM//nmod//10 .//MAD//punct//2
4.6 Forum för idéer och förslag;En//DT|UTR|SIN|IND//det//15 diskussion//NN|UTR|SIN|IND|NOM//nsubj:pass//18 kommer//VB|PRS|AKT//aux//18 att//IE//mark//18 startas//VB|INF|SFO//parataxis//2 för//PP//mark//21 att//IE//mark//21 undersöka//VB|INF|AKT//advcl//18 möjligheten//NN|UTR|SIN|DEF|NOM//obj//21 att//SN//mark//25 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//25 förs//VB|PRS|SFO//advcl//21 över//PL//compound:prt//25 till//PP//case//28 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//25 eller//KN//cc//30 några//DT|UTR/NEU|PLU|IND//det//31 myndigheter//NN|UTR|PLU|IND|NOM//obl//25 för//PP//mark//34 att//IE//mark//34 säkerställa//VB|INF|AKT//acl//31 en//DT|UTR|SIN|IND//det//37 långsiktigt//JJ|POS|UTR|SIN|IND|NOM//amod//37 lösning//NN|UTR|SIN|IND|NOM//obj//34 och//KN//cc//39 kontinuitet//NN|UTR|SIN|IND|NOM//conj//37 .//MID//punct//2
4.6 Forum för idéer och förslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 är//VB|PRS|AKT//cop//44 en//DT|UTR|SIN|IND//det//44 fördel//NN|UTR|SIN|IND|NOM//parataxis//2 om//SN//case//47 varje//DT|UTR/NEU|SIN|IND//det//47 myndighet//NN|UTR|SIN|IND|NOM//nmod//44 ,//MID//punct//49 kommun//NN|UTR|SIN|IND|NOM//conj//47 och//KN//cc//51 landsting//NN|NEU|SIN|IND|NOM//conj//47 som//HP|-|-|-//nsubj//53 samlar//VB|PRS|AKT//acl:relcl//51 in//PL//compound:prt//53 synpunkter//NN|UTR|PLU|IND|NOM//obj//53 och//KN//cc//57 förslag//NN|NEU|PLU|IND|NOM//conj//55 på//PP//case//59 e-tjänster//NN|UTR|PLU|IND|NOM//nmod//57 via//PP//case//62 sin//PS|UTR|SIN|DEF//nmod:poss//62 webbplats//NN|UTR|SIN|IND|NOM//nmod//57 eller//KN//cc//64 liknande//NN|NEU|SIN|IND|NOM//conj//62 ,//MID//punct//70 i//PP//case//69 samband//NN|NEU|SIN|IND|NOM//fixed//66 med//PP//fixed//66 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//70 informerar//VB|PRS|AKT//conj//44 om//PP//case//72 eDéforum//NN|NEU|SIN|IND|NOM//obl//70 och//KN//cc//75 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//75 syfte//NN|NEU|SIN|IND|NOM//conj//72 .//MAD//punct//44

4.7 Uppföljningsarbetet och förväntade resultat;Delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppföljning//NN|UTR|SIN|IND|NOM//nsubj//24 och//KN//cc//3 rapportering//NN|UTR|SIN|IND|NOM//conj//1 av//PP//case//6 förväntade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//6 resultat//NN|NEU|PLU|IND|NOM//nmod//3 utifrån//PP//case//9 de//DT|UTR/NEU|PLU|DEF//det//9 kommittédirektiv//NN|NEU|PLU|IND|NOM//nmod//1 som//HP|-|-|-//obj//12 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//12 beslutat//VB|SUP|AKT//acl:relcl//9 samt//KN//cc//15 de//DT|UTR/NEU|PLU|DEF//det//15 förslag//NN|NEU|PLU|IND|NOM//conj//1 och//KN//cc//17 ställningstaganden//NN|NEU|PLU|IND|NOM//conj//15 som//HP|-|-|-//obj//20 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//20 gjort//VB|SUP|AKT//acl:relcl//17 i//PP//case//23 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 betänkanden//NN|NEU|PLU|IND|NOM//obl//20 finns//VB|PRS|SFO//ROOT//24 publicerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//24 på//PP//case//28 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//28 webbplats//NN|UTR|SIN|IND|NOM//obl//25 .//MAD//punct//24

4.8 Offentlig information för vidareutnyttjande;I//PP//case//1 november//NN|UTR|SIN|IND|NOM//obl//3 2010//RG|NOM//nummod//1 anordnade//VB|PRT|AKT//amod//30 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//3 ett//DT|NEU|SIN|IND//det//7 öppet//JJ|POS|NEU|SIN|IND|NOM//amod//7 möte//NN|NEU|SIN|IND|NOM//obj//3 med//PP//case//10 vidareförädlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 företag//NN|NEU|PLU|IND|NOM//nmod//7 och//KN//cc//12 entreprenörer//NN|UTR|PLU|IND|NOM//conj//10 för//PP//mark//15 att//IE//mark//15 få//VB|INF|AKT//advcl//3 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//17 syn//NN|UTR|SIN|IND|NOM//obj//15 på//PP//case//20 prioriterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//20 åtgärder//NN|UTR|PLU|IND|NOM//nmod//17 för//PP//mark//23 att//IE//mark//23 främja//VB|INF|AKT//advcl//15 vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//23 av//PP//case//26 information//NN|UTR|SIN|IND|NOM//nmod//24 .//MAD//punct//3
4.8 Offentlig information för vidareutnyttjande;Närmare//AB|KOM//advmod//29 fyrtio//RG|NOM//nummod//30 organisationer//NN|UTR|PLU|IND|NOM//nsubj:pass//31 samlades//VB|PRT|SFO//ROOT//31 vid//PP//case//33 mötet//NN|NEU|SIN|DEF|NOM//obl//31 .//MAD//punct//31
