Till statsrådet Lars-Erik Lövdén ;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 12//RG|NOM//nummod//4 november//NN|UTR|SIN|IND|NOM//obl//6 1998//RG|NOM//nummod//4 bemyndigade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 chefen//NN|UTR|SIN|DEF|NOM//obj//6 för//PP//case//10 Inrikesdepartementet//NN|NEU|SIN|DEF|NOM//nmod//8 ,//MID//punct//6 statsrådet//NN|NEU|SIN|DEF|NOM//appos//6 Engqvist//PM|NOM//flat//12 ,//MID//punct//12 att//IE//mark//16 tillkalla//VB|INF|AKT//acl//12 en//DT|UTR|SIN|IND//det//19 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//19 utredare//NN|UTR|SIN|IND|NOM//obj//16 för//PP//mark//22 att//IE//mark//22 göra//VB|INF|AKT//advcl//16 en//DT|UTR|SIN|IND//det//24 översyn//NN|UTR|SIN|IND|NOM//obj//22 av//PP//case//27 Fastighetsmäklarnämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 tillsyn//NN|UTR|SIN|IND|NOM//nmod//24 över//PP//case//29 fastighetsmäklare//NN|UTR|PLU|IND|NOM//nmod//27 .//MAD//punct//6
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//2 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 nämndmyndighet//NN|UTR|SIN|IND|NOM//nsubj:pass//3 lanserades//VB|PRT|SFO//ROOT//3 av//PP//case//5 Verksledningskommittén//NN|UTR|SIN|DEF|NOM//obl:agent//3 i//PP//case//7 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//8 Regeringen//NN|UTR|SIN|DEF|NOM//nmod//5 ,//MID//punct//10 myndigheterna//NN|UTR|PLU|DEF|NOM//conj//8 och//KN//cc//13 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//13 ledning//NN|UTR|SIN|IND|NOM//conj//8 (//PAD//punct//13 SOU//PM|NOM//conj//8 1985:40//RG|NOM//case//18 s.//NN|AN//nmod//18 139//RG|NOM//conj//8 )//PAD//punct//3 .//MAD//punct//22
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//22 fastslog//VB|PRT|AKT//parataxis//3 att//SN//mark//29 grunden//NN|UTR|SIN|DEF|NOM//nsubj//29 för//PP//case//28 statsförvaltningens//NN|UTR|SIN|DEF|GEN//nmod:poss//28 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 nämndmyndigheter//NN|UTR|PLU|IND|NOM//nmod//24 var//VB|PRT|AKT//ccomp//22 att//SN//mark//36 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//36 i//PP//case//35 det//DT|NEU|SIN|DEF//det//35 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 fallet//NN|NEU|SIN|DEF|NOM//obl//36 gjort//VB|SUP|AKT//ccomp//29 bedömningen//NN|UTR|SIN|DEF|NOM//obj//36 att//SN//mark//41 besluten//NN|NEU|PLU|DEF|NOM//nsubj:pass//41 skulle//VB|PRT|AKT//aux//41 fattas//VB|INF|SFO//acl//37 av//PP//case//47 ett//DT|NEU|SIN|IND//det//47 kompetent//JJ|POS|NEU|SIN|IND|NOM//amod//47 ,//MID//punct//44 kollektivt//JJ|POS|NEU|SIN|IND|NOM//amod//47 beslutsorgan//NN|NEU|SIN|IND|NOM//obl:agent//41 och//KN//cc//53 inte//AB//advmod//53 av//PP//case//53 en//DT|UTR|SIN|IND//det//53 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//53 tjänsteman//NN|UTR|SIN|IND|NOM//conj//47 .//MAD//punct//22
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;I//PP//case//57 den//DT|UTR|SIN|DEF//det//57 mån//NN|UTR|SIN|IND|NOM//obl//22 en//DT|UTR|SIN|IND//det//59 kanslichef//NN|UTR|SIN|IND|NOM//nsubj//64 eller//KN//cc//62 annan//JJ|POS|UTR|SIN|IND|NOM//amod//62 tjänsteman//NN|UTR|SIN|IND|NOM//conj//59 skulle//VB|PRT|AKT//aux//64 ha//VB|INF|AKT//ccomp//22 några//DT|UTR/NEU|PLU|IND//det//66 befogenheter//NN|UTR|PLU|IND|NOM//obj//64 skulle//VB|PRT|AKT//aux//70 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//70 vara//VB|INF|AKT//cop//70 delegerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//22 från//PP//case//72 nämnden//NN|UTR|SIN|DEF|NOM//obl//70 .//MAD//punct//22
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//75 fastslog//VB|PRT|AKT//parataxis//22 detta//DT|NEU|SIN|DEF//det//77 resonemang//NN|NEU|SIN|IND|NOM//obj//75 i//PP//case//79 propositionen//NN|UTR|SIN|DEF|NOM//nmod//77 Ledningen//NN|UTR|SIN|DEF|NOM//obj//75 av//PP//case//84 den//DT|UTR|SIN|DEF//det//84 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//84 förvaltningen//NN|UTR|SIN|DEF|NOM//nmod//80 (//PAD//punct//84 prop//NN|UTR|SIN|IND|NOM//appos//84 .//MAD//punct//84
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;1986/87:99//RG|NOM//nmod//84 )//PAD//punct//84 och//KN//cc//92 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//92 fattade//VB|PRT|AKT//conj//75 beslut//NN|NEU|PLU|IND|NOM//obj//92 i//PP//case//97 enlighet//NN|UTR|SIN|IND|NOM//fixed//94 med//PP//fixed//94 förslaget//NN|NEU|SIN|DEF|NOM//obl//92 .//MAD//punct//22
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//100 innebar//VB|PRT|AKT//parataxis//22 att//SN//mark//105 statsförvaltningens//NN|UTR|SIN|DEF|GEN//nmod:poss//103 nämndmyndigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//105 inte//AB//advmod//105 omfattades//VB|PRT|SFO//ccomp//100 av//PP//case//110 1987//RG|NOM//nummod//108 års//NN|NEU|SIN|IND|GEN//nmod:poss//110 s.k.//AB|AN//amod//110 verksledningsbeslut//NN|NEU|SIN|IND|NOM//obl:agent//105 .//MAD//punct//3
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Statskontoret//NN|NEU|SIN|DEF|NOM//nsubj//1 konstaterar//VB|PRS|AKT//ROOT//1 i//PP//case//4 sin//PS|UTR|SIN|DEF//nmod:poss//4 genomgång//NN|UTR|SIN|IND|NOM//obl//1 av//PP//case//6 nämndmyndighetsinstitutet//NN|NEU|SIN|DEF|NOM//nmod//4 att//SN//mark//11 flertalet//NN|NEU|SIN|DEF|NOM//nsubj//11 av//PP//case//10 nämndmyndigheterna//NN|UTR|PLU|DEF|NOM//nmod//8 bedriver//VB|PRS|AKT//ccomp//1 en//DT|UTR|SIN|IND//det//13 verksamhet//NN|UTR|SIN|IND|NOM//obj//11 som//HP|-|-|-//nsubj//21 av//PP//case//19 principiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 eller//KN//cc//18 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//16 skäl//NN|NEU|PLU|IND|NOM//obl//21 bör//VB|PRS|AKT//aux//21 ha//VB|INF|AKT//acl:relcl//13 en//DT|UTR|SIN|IND//det//24 självständig//JJ|POS|UTR|SIN|IND|NOM//amod//24 ställning//NN|UTR|SIN|IND|NOM//obj//21 i//PP//case//30 förhållande//NN|NEU|SIN|IND|NOM//fixed//25 till//PP//fixed//25 annan//JJ|POS|UTR|SIN|IND|NOM//amod//30 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//30 verksamhet//NN|UTR|SIN|IND|NOM//obl//21 .//MAD//punct//1
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;De//DT|UTR/NEU|PLU|DEF//det//34 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//34 nämndmyndigheter//NN|UTR|PLU|IND|NOM//nsubj//35 har//VB|PRS|AKT//parataxis//1 ett//DT|NEU|SIN|IND//det//39 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 självständigt//JJ|POS|NEU|SIN|IND|NOM//amod//39 ansvar//NN|NEU|SIN|IND|NOM//obj//35 om//AB//mark//45 än//AB//mark//45 inom//PP//case//45 ett//DT|NEU|SIN|IND//det//45 begränsat//PC|PRF|NEU|SIN|IND|NOM//amod//45 område//NN|NEU|SIN|IND|NOM//acl//39 .//MAD//punct//1
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 förekommer//VB|PRS|AKT//parataxis//1 också//AB//advmod//48 att//SN//mark//53 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 ansvar//NN|NEU|SIN|IND|NOM//nsubj:pass//53 delegeras//VB|INF|SFO//csubj//48 till//PP//case//56 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 enrådighetsverk//NN|NEU|PLU|IND|NOM//obl//53 eller//KN//cc//60 till//PP//case//60 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 verk//NN|NEU|PLU|IND|NOM//conj//56 med//PP//case//63 både//KN//cc//63 styrelse//NN|UTR|SIN|IND|NOM//nmod//60 och//KN//cc//65 chef//NN|UTR|SIN|IND|NOM//conj//63 .//MID//punct//48
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;När//HA//mark//71 en//DT|UTR|SIN|IND//det//69 nämndmyndighet//NN|UTR|SIN|IND|NOM//nsubj:pass//71 skall//VB|PRS|AKT//aux//71 omprövas//VB|INF|SFO//advcl//72 räcker//VB|PRS|AKT//parataxis//1 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//72 inte//AB//advmod//72 ,//MID//punct//72 enligt//PP//case//77 Statskontoret//NN|NEU|SIN|DEF|NOM//obl//72 ,//MID//punct//72 att//SN//mark//82 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//82 bör//VB|PRS|AKT//aux//82 ges//VB|INF|SFO//ccomp//72 en//DT|UTR|SIN|IND//det//85 självständig//JJ|POS|UTR|SIN|IND|NOM//amod//85 ställning//NN|UTR|SIN|IND|NOM//obj//82 i//PP//case//91 förhållande//NN|NEU|SIN|IND|NOM//fixed//86 till//PP//fixed//86 annan//JJ|POS|UTR|SIN|IND|NOM//amod//91 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//91 verksamhet//NN|UTR|SIN|IND|NOM//obl//82 för//PP//mark//97 att//SN//fixed//92 institutet//NN|NEU|SIN|DEF|NOM//det//95 nämndmyndighet//NN|UTR|SIN|IND|NOM//nsubj:pass//97 skall//VB|PRS|AKT//aux//97 användas//VB|INF|SFO//advcl//82 .//MAD//punct//1
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//100 krävs//VB|PRS|SFO//parataxis//1 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//102 skäl//NN|NEU|PLU|IND|NOM//nsubj:pass//100  //_SP////102 för//PP//mark//106 att//IE//mark//106 lägga//VB|INF|AKT//advcl//100 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//108 ansvaret//NN|NEU|SIN|DEF|NOM//obj//106 för//PP//case//110 verksamheten//NN|UTR|SIN|DEF|NOM//obl//106 på//PP//case//114 ett//DT|NEU|SIN|IND//det//114 kollektivt//JJ|POS|NEU|SIN|IND|NOM//amod//114 beslutsorgan//NN|NEU|SIN|IND|NOM//obl//106 .//MAD//punct//1

8.4 Utredningens överväganden;I//PP//case//1 uppdraget//NN|NEU|SIN|DEF|NOM//obl//3 har//VB|PRS|AKT//aux//3 legat//VB|SUP|AKT//ROOT//3 att//IE//mark//5 se//VB|INF|AKT//xcomp//3 över//PL//case//9 Fastighetsmäklarnämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 organisation//NN|UTR|SIN|IND|NOM//obl//5 i//PP//case//11 syfte//NN|NEU|SIN|IND|NOM//nmod//9 att//IE//mark//13 effektivisera//VB|INF|AKT//advcl//5 tillsynen//NN|UTR|SIN|DEF|NOM//obj//13 .//MAD//punct//3
8.4 Utredningens överväganden;Utgångspunkten//NN|UTR|SIN|DEF|NOM//nsubj//18 har//VB|PRS|AKT//aux//18 varit//VB|SUP|AKT//parataxis//3 hur//HA//advmod//21 nämnden//NN|UTR|SIN|DEF|NOM//nsubj//21 arbetar//VB|PRS|AKT//ccomp//18 och//KN//cc//24 är//VB|PRS|AKT//cop//24 organiserad//PC|PRF|UTR|SIN|IND|NOM//conj//21 i//PP//advmod//24 dag//NN|UTR|SIN|IND|NOM//fixed//25 ,//MID//punct//21 hur//HA//advmod//35 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//35 med//PP//case//33 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 arbetsuppgifter//NN|UTR|PLU|IND|NOM//nmod//30 är//VB|PRS|AKT//cop//35 organiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//appos//21 ,//MID//punct//21 syftet//NN|NEU|SIN|DEF|NOM//appos//21 med//PP//case//39 Fastighetsmäklarnämnden//NN|UTR|SIN|DEF|NOM//nmod//37 samt//KN//cc//42 den//DT|UTR|SIN|DEF//det//42 debatt//NN|UTR|SIN|IND|NOM//conj//21 som//HP|-|-|-//nsubj//44 förevarit//VB|SUP|AKT//acl:relcl//42 under//PP//case//48 de//DT|UTR/NEU|PLU|DEF//det//48 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//48 årtiondena//NN|NEU|PLU|DEF|NOM//obl//44 om//PP//case//51 vilken//HD|UTR|SIN|IND//det//51 organisationsform//NN|UTR|SIN|IND|NOM//obl//44 som//HP|-|-|-//nsubj//54 bäst//AB|SUV//advmod//54 svarar//VB|PRS|AKT//acl:relcl//51 mot//PP//case//57 de//DT|UTR/NEU|PLU|DEF//det//57 krav//NN|NEU|PLU|IND|NOM//obl//54 som//HP|-|-|-//obj//60 statsmakterna//NN|UTR|PLU|DEF|NOM//nsubj//60 ställer//VB|PRS|AKT//acl:relcl//57 på//PP//case//62 myndigheterna//NN|UTR|PLU|DEF|NOM//obl//60 vad//HP|NEU|SIN|IND//nsubj//64 gäller//VB|PRS|AKT//acl:relcl//42 effektivitet//NN|UTR|SIN|IND|NOM//obj//64 ,//MID//punct//67 verksamhetsplanering//NN|UTR|SIN|IND|NOM//conj//65 och//KN//cc//69 redovisning//NN|UTR|SIN|IND|NOM//conj//65 .//MAD//punct//71
8.4 Utredningens överväganden;8.4.1//RG|NOM//conj//18 Eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//73 samordning//NN|UTR|SIN|IND|NOM//obj//71 med//PP//case//76 annan//JJ|POS|UTR|SIN|IND|NOM//amod//76 myndighet//NN|UTR|SIN|IND|NOM//nmod//73
8.4 Utredningens överväganden;Någon//DT|UTR|SIN|IND//det//2 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 analys//NN|UTR|SIN|IND|NOM//nsubj:pass//16 av//PP//case//4 möjligheten//NN|UTR|SIN|DEF|NOM//nmod//2 att//IE//mark//6 lägga//VB|INF|AKT//acl//4 samman//PL//compound:prt//6 Fastighetsmäklarnämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 uppgifter//NN|UTR|PLU|IND|NOM//obj//6 med//PP//case//13 någon//DT|UTR|SIN|IND//det//13 annan//JJ|POS|UTR|SIN|IND|NOM//amod//13 myndighet//NN|UTR|SIN|IND|NOM//obl//6 har//VB|PRS|AKT//aux//16 inte//AB//advmod//16 gjorts//VB|SUP|SFO//ROOT//16 av//PP//case//18 utredningen//NN|UTR|SIN|DEF|NOM//obl:agent//16 .//MAD//punct//16
8.4 Utredningens överväganden;I//PP//case//21 Norge//PM|NOM//obl//22 bedrivs//VB|PRS|SFO//parataxis//16 tillsynen//NN|UTR|SIN|DEF|NOM//nsubj:pass//22 över//PP//case//25 fastighetsmäklare//NN|UTR|PLU|IND|NOM//obl//22 hos//PP//case//27 Kredittilsynet//NN|NEU|SIN|DEF|NOM//nmod//25 som//HP|-|-|-//nsubj//29 motsvarar//VB|PRS|AKT//acl:relcl//27 vår//PS|UTR|SIN|DEF//nmod:poss//31 Finansinspektion//NN|UTR|SIN|IND|NOM//obj//29 och//KN//cc//34 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//34 fungerar//VB|PRS|AKT//conj//22 ,//MID//punct//37 vilket//HP|NEU|SIN|IND//nsubj:pass//37 konstaterats//VB|SUP|SFO//ccomp//34 ovan//AB//advmod//37 i//PP//case//43 kapitel//NN|NEU|SIN|IND|NOM//nmod//41 5//RG|NOM//nummod//43 mycket//AB|POS//advmod//43 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//37 .//MAD//punct//22
8.4 Utredningens överväganden;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//50 skulle//VB|PRT|AKT//aux//50 naturligtvis//AB//advmod//50 ha//VB|INF|AKT//aux//50 varit//VB|SUP|AKT//cop//50 intressant//JJ|POS|UTR|SIN|IND|NOM//parataxis//22 att//IE//mark//53 närmare//AB|KOM//advmod//53 utreda//VB|INF|AKT//csubj//50 om//SN//mark//63 de//DT|UTR/NEU|PLU|DEF//det//57 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 tillsynsmyndigheterna//NN|UTR|PLU|DEF|NOM//nmod//58 Revisorsnämnden//PM|NOM//nsubj:pass//63 och//KN//cc//60 Fastighetsmäklarnämnden//PM|NOM//conj//58 skulle//VB|PRT|AKT//aux//63 kunna//VB|INF|AKT//aux//63 samordnas//VB|INF|SFO//ccomp//53 ,//MID//punct//50 eventuellt//AB|POS//advmod//69 med//PP//case//69 någon//DT|UTR|SIN|IND//det//69 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 uppgift//NN|UTR|SIN|IND|NOM//advcl//50 .//MAD//punct//50
8.4 Utredningens överväganden;Den//DT|UTR|SIN|DEF//det//72 tillsyn//NN|UTR|SIN|IND|NOM//nsubj//95 som//HP|-|-|-//obj//77 Revisorsnämnden//PM|NOM//nsubj//77 och//KN//cc//76 Fastighetsmäklarnämnden//NN|UTR|SIN|DEF|NOM//conj//74 bedriver//VB|PRS|AKT//acl:relcl//72 rör//VB|PRS|AKT//xcomp//77 emellertid//AB//advmod//77 helt//AB|POS//advmod//81 artskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//82 verksamheter//NN|UTR|PLU|IND|NOM//obj//77 och//KN//cc//85 någon//DT|UTR|SIN|IND//det//85 samordning//NN|UTR|SIN|IND|NOM//conj//82 av//PP//case//88 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//88 tillsynsarbetet//NN|NEU|SIN|DEF|NOM//nmod//85 eller//KN//cc//91 av//PP//case//91 registreringsfunktionen//NN|UTR|SIN|DEF|NOM//conj//82 är//VB|PRS|AKT//cop//95 därför//AB//advmod//95 knappast//AB|SUV//advmod//95 möjlig//JJ|POS|UTR|SIN|IND|NOM//parataxis//50 .//MAD//punct//50
8.4 Utredningens överväganden;De//DT|UTR/NEU|PLU|DEF//det//98 vinster//NN|UTR|PLU|IND|NOM//nsubj//110 som//HP|-|-|-//nsubj//101 kan//VB|PRS|AKT//aux//101 finnas//VB|INF|SFO//acl:relcl//98 att//IE//mark//103 hämta//VB|INF|AKT//advcl//101 genom//PP//case//106 en//DT|UTR|SIN|IND//det//106 samordning//NN|UTR|SIN|IND|NOM//obl//103 torde//VB|PRT|AKT//aux//110 därmed//AB//advmod//110 vara//VB|INF|AKT//cop//110 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//parataxis//50 som//HP|-|-|-//nsubj:pass//114 alltid//AB//advmod//114 kan//VB|PRS|AKT//aux//114 uppnås//VB|INF|SFO//acl:relcl//110 vid//PP//case//116 samarbete//NN|NEU|SIN|IND|NOM//obl//114 med//PP//case//121 två//RG|NOM//nummod//121 eller//KN//cc//120 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//118 myndigheter//NN|UTR|PLU|IND|NOM//nmod//116 ,//MID//punct//114 exempelvis//AB//advmod//127 beträffande//PP//case//127 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//127 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//127 servicefunktioner//NN|UTR|PLU|IND|NOM//appos//114 .//MID//punct//22
8.4 Utredningens överväganden;Ett//DT|NEU|SIN|IND//det//131 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//131 samarbete//NN|NEU|SIN|IND|NOM//nsubj//132 står//VB|PRS|AKT//conj//22 naturligtvis//AB//advmod//132 alltid//AB//advmod//132 till//PP//compound:prt//132 buds//NN|NEU|SIN|IND|GEN//fixed//135 utan//PP//mark//145 att//IE//mark//145 vare//KN//cc//141 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//139 Revisorsnämnden//PM|NOM//nsubj//145 eller//KN//cc//143 Fastighetsmäklarnämnden//NN|UTR|SIN|DEF|NOM//conj//141 behöver//VB|PRS|AKT//aux//145 ändra//VB|INF|AKT//advcl//132 sin//PS|UTR|SIN|DEF//nmod:poss//147 organisation//NN|UTR|SIN|IND|NOM//obj//145 .//MAD//punct//22
8.4 Utredningens överväganden;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//150 finns//VB|PRS|SFO//parataxis//22 därför//AB//advmod//150 ingen//DT|UTR|SIN|IND//det//153 anledning//NN|UTR|SIN|IND|NOM//nsubj//150 för//PP//case//155 utredningen//NN|UTR|SIN|DEF|NOM//nmod//153 att//IE//mark//157 föreslå//VB|INF|AKT//acl//153 något//DT|NEU|SIN|IND//det//160 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//160 samarbete//NN|NEU|SIN|IND|NOM//obj//157 .//MAD//punct//150
8.4 Utredningens överväganden;Någon//DT|UTR|SIN|IND//det//164 annan//JJ|POS|UTR|SIN|IND|NOM//amod//164 myndighet//NN|UTR|SIN|IND|NOM//nsubj:pass//176 som//HP|-|-|-//nsubj:pass//168 skulle//VB|PRT|AKT//aux//168 kunna//VB|INF|AKT//aux//168 ses//VB|INF|SFO//acl:relcl//164 som//KN//case//172 en//DT|UTR|SIN|IND//det//172 naturlig//JJ|POS|UTR|SIN|IND|NOM//amod//172 samarbetspartner//NN|UTR|SIN|IND|NOM//obl//168 har//VB|PRS|AKT//aux//176 inte//AB//advmod//176 heller//AB//advmod//176 aktualiserats//VB|SUP|SFO//advcl//150 under//PP//case//178 utredningen//NN|UTR|SIN|DEF|NOM//obl//176 .//MAD//punct//150
8.4 Utredningens överväganden;Jag//PN|UTR|SIN|DEF|SUB//nsubj//184 kan//VB|PRS|AKT//aux//184 därför//AB//advmod//184 inte//AB//advmod//184 föreslå//VB|INF|AKT//conj//22 något//DT|NEU|SIN|IND//det//186 samgående//NN|NEU|SIN|IND|NOM//xcomp//184 med//PP//case//189 annan//JJ|POS|UTR|SIN|IND|NOM//amod//189 myndighet//NN|UTR|SIN|IND|NOM//obl//184 ,//MID//punct//198 utan//KN//cc//198 tillsynen//NN|UTR|SIN|DEF|NOM//nsubj//198 av//PP//case//194 fastighetsmäklare//NN|UTR|PLU|IND|NOM//nmod//192 bör//VB|PRS|AKT//aux//198 även//AB//advmod//197 framgent//AB//nsubj//198 ligga//VB|INF|AKT//advcl//184 hos//PP//case//202 en//DT|UTR|SIN|IND//det//202 självständig//JJ|POS|UTR|SIN|IND|NOM//amod//202 myndighet//NN|UTR|SIN|IND|NOM//obl//198 .//MAD//punct//184
8.4 Utredningens överväganden;8.4.2//RG|NOM//det//206 Ny//JJ|POS|UTR|SIN|IND|NOM//amod//206 organisationsform//NN|UTR|SIN|IND|NOM//appos//184
8.4 Utredningens överväganden;Fastighetsmäklarnämnden//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 nu//AB//advmod//3 arbetat//VB|SUP|AKT//ROOT//3 i//PP//case//7 ungefär//AB//advmod//6 3,5//RG|NOM//nummod//7 år//NN|NEU|PLU|IND|NOM//obl//8 organiserad//PC|PRF|UTR|SIN|IND|NOM//xcomp//3 som//KN//case//11 en//DT|UTR|SIN|IND//det//11 nämndmyndighet//NN|UTR|SIN|IND|NOM//obl//8 .//MAD//punct//3
8.4 Utredningens överväganden;Även//AB//mark//16 om//SN//fixed//13 effektiviteten//NN|UTR|SIN|DEF|NOM//nsubj:pass//16 förbättrats//VB|SUP|SFO//advcl//3 kontinuerligt//AB|POS//advmod//16 så//AB//advmod//23 kan//VB|PRS|AKT//aux//23 nämnden//NN|UTR|SIN|DEF|NOM//nsubj//23 ännu//AB//advmod//23 inte//AB//advmod//23 visa//VB|INF|AKT//conj//3 upp//PL//compound:prt//23 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 resultat//NN|NEU|PLU|IND|NOM//obj//23 vad//HP|NEU|SIN|IND//nsubj//28 gäller//VB|PRS|AKT//acl:relcl//26 den//DT|UTR|SIN|DEF//det//31 egeninitierade//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 tillsynen//NN|UTR|SIN|DEF|NOM//obj//28 .//MAD//punct//3
8.4 Utredningens överväganden;I//PP//case//34 nämndinstitutet//NN|NEU|SIN|DEF|NOM//obl//35 ligger//VB|PRS|AKT//conj//3 en//DT|UTR|SIN|IND//det//37 tröghet//NN|UTR|SIN|IND|NOM//nsubj//35 inbyggd//PC|PRF|UTR|SIN|IND|NOM//acl//37 som//HP|-|-|-//nsubj//40 har//VB|PRS|AKT//acl:relcl//38 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//42 orsaker//NN|UTR|PLU|IND|NOM//obj//40 .//MAD//punct//3
8.4 Utredningens överväganden;Beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//1 fattas//VB|PRS|SFO//ROOT//1 vid//PP//case//3 sammanträden//NN|NEU|PLU|IND|NOM//obl//1 .//MAD//punct//1
8.4 Utredningens överväganden;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//8 är//VB|PRS|AKT//cop//8 en//DT|UTR|SIN|IND//det//8 arbetsform//NN|UTR|SIN|IND|NOM//parataxis//1 som//HP|-|-|-//nsubj//11 är//VB|PRS|AKT//cop//11 resurskrävande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//8 eftersom//SN//mark//14 sammanträden//NN|NEU|PLU|IND|NOM//nsubj//14 kräver//VB|PRS|AKT//advcl//11 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//14 för//PP//advmod//14 och//KN//cc//18 efterarbete//NN|NEU|SIN|IND|NOM//conj//16 .//MID//punct//8
