KG HAMMAR  ,  ärkebiskopen, samtalsledare ;ELISABETH//PM|NOM//nmod//1 GERLE//PM|NOM//ROOT//1  //_SP////1 ,//MID//punct//5  //_SP////3 präst//NN|UTR|SIN|IND|NOM//conj//1 och//KN//cc//7 forskare//NN|UTR|PLU|IND|NOM//conj//5 vid//PP//case//10 teologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 institutionen//NN|UTR|SIN|DEF|NOM//nmod//7 i//PP//case//12 Lund//PM|NOM//nmod//10
Försök att utplåna religion med postmodernism;Det//DT|NEU|SIN|DEF//det//55 intressanta//JJ|POS|UTR/NEU|SIN|DEF|NOM//parataxis//46 är//VB|PRS|AKT//cop//55 att//IE//mark//58 se//VB|INF|AKT//csubj//55 hur//HA//advmod//62 vi//PN|UTR|PLU|DEF|SUB//nsubj//62 kan//VB|PRS|AKT//aux//62 förnya//VB|INF|AKT//ccomp//58 religioner//NN|UTR|PLU|IND|NOM//obj//62 för//PP//mark//67 att//IE//mark//67 kunna//VB|INF|AKT//aux//67 förmedla//VB|INF|AKT//advcl//62 en//DT|UTR|SIN|IND//det//69 grundupplevelse//NN|UTR|SIN|IND|NOM//obj//67 av//PP//case//71 fred//NN|UTR|SIN|IND|NOM//nmod//69 och//KN//cc//73 försoning//NN|UTR|SIN|IND|NOM//conj//71 .//MAD//punct//46
Försök att utplåna religion med postmodernism;KONFRONTERA//VB|PRT|AKT//case//1 OSS//PN|UTR|PLU|DEF|OBJ//obl//53 SJÄLVA//DT|NEU|SIN|IND//flat//1 –//PAD//punct//5 Jag//PN|UTR|SIN|DEF|SUB//nsubj//5 håller//VB|PRS|AKT//acl:relcl//1 med//PL//case//7 dig//PN|UTR|SIN|DEF|OBJ//obl//5 ,//MID//punct//5 men//KN//cc//11 jag//PN|UTR|SIN|DEF|SUB//nsubj//11 tror//VB|PRS|AKT//conj//1 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 är//VB|PRS|AKT//cop//14 viktigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//11 att//IE//mark//17 också//AB//advmod//17 konfrontera//VB|INF|AKT//csubj//14 oss//PN|UTR|PLU|DEF|OBJ//obj//17 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 och//KN//cc//21 fundera//VB|INF|AKT//conj//14 över//PP//mark//27 varför//HA//advmod//27 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//27 har//VB|PRS|AKT//aux//27 varit//VB|SUP|AKT//cop//27 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//21 i//PP//case//30 religionens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 namn//NN|NEU|SIN|IND|NOM//obl//27 .//MAD//punct//1
Försök att utplåna religion med postmodernism;De//DT|UTR/NEU|PLU|DEF//det//34 monoteistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 religionerna//NN|UTR|PLU|DEF|NOM//nsubj//42 –//RG|NOM//punct//36 judendomen//NN|UTR|SIN|DEF|NOM//conj//34 ,//MID//punct//38 kristendomen//NN|UTR|SIN|DEF|NOM//conj//36 och//KN//cc//40 islam//NN|UTR|SIN|IND|NOM//conj//36 –//RG|NOM//punct//34 har//VB|PRS|AKT//parataxis//1 en//DT|UTR|SIN|IND//det//44 tendens//NN|UTR|SIN|IND|NOM//obj//42 att//IE//mark//48 vara//VB|INF|AKT//cop//48 mer//AB|KOM//advmod//48 monolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//44 ,//MID//punct//51 mer//AB|KOM//advmod//51 våldsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//48 ,//MID//punct//1 menar//VB|PRS|AKT//ROOT//53 Elisabeth//PM|NOM//nsubj//53 Gerle//PM|NOM//flat//54 .//MAD//punct//53
Försök att utplåna religion med postmodernism;Vi//PN|UTR|PLU|DEF|SUB//nsubj//58 har//VB|PRS|AKT//parataxis//53 en//DT|UTR|SIN|IND//det//60 benägenhet//NN|UTR|SIN|IND|NOM//obj//58 att//IE//mark//62 tycka//VB|INF|AKT//acl//60 att//SN//mark//65 vi//PN|UTR|PLU|DEF|SUB//nsubj//65 har//VB|PRS|AKT//ccomp//62 rätt//PL//obj//65 och//KN//cc//68 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//66 har//VB|PRS|AKT//conj//65 fel//PL//obj//69 .//MID//punct//58
Försök att utplåna religion med postmodernism;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//74 är//VB|PRS|AKT//cop//74 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//58 att//IE//mark//77 vara//VB|INF|AKT//cop//77 självkritisk//JJ|POS|UTR|SIN|IND|NOM//csubj//74 .//MAD//punct//74 –//RG|NOM//punct//84
Försök att utplåna religion med postmodernism;Men//KN//cc//84 vi//PN|UTR|PLU|DEF|SUB//nsubj//84 måste//VB|PRS|AKT//aux//84 också//AB//advmod//84 gå//VB|INF|AKT//conj//58 längre//AB|KOM//advmod//84 ,//MID//punct//87 säger//VB|PRS|AKT//parataxis//58 Magnus//PM|NOM//nsubj//87 Almgren//PM|NOM//flat:name//88 .//MAD//punct//58
Försök att utplåna religion med postmodernism;Vi//PN|UTR|PLU|DEF|SUB//nsubj//93 måste//VB|PRS|AKT//aux//93 acceptera//VB|INF|AKT//parataxis//58 förlåtelse//NN|UTR|SIN|IND|NOM//obj//93 ,//MID//punct//96 acceptera//VB|INF|AKT//conj//93 nåden//NN|UTR|SIN|DEF|NOM//obj//96 och//KN//cc//99 gå//VB|INF|AKT//conj//96 vidare//AB|KOM//advmod//99 .//MAD//punct//93
Försök att utplåna religion med postmodernism;Vi//PN|UTR|PLU|DEF|SUB//nsubj//105 har//VB|PRS|AKT//aux//105 varit//VB|SUP|AKT//cop//105 syndare//NN|UTR|PLU|IND|NOM//parataxis//93 och//KN//cc//108 vi//PN|UTR|PLU|DEF|SUB//nsubj//108 är//VB|PRS|AKT//cop//110 alltid//AB//advmod//108 det//PN|NEU|SIN|DEF|SUB/OBJ//conj//105 .//MAD//punct//105
Försök att utplåna religion med postmodernism;Men//KN//cc//116 vi//PN|UTR|PLU|DEF|SUB//nsubj//116 kan//VB|PRS|AKT//aux//116 inte//AB//advmod//116 stanna//VB|INF|AKT//conj//105 där//AB//advmod//116 .//MAD//punct//105
Försök att utplåna religion med postmodernism;Vi//PN|UTR|PLU|DEF|SUB//nsubj//121 måste//VB|PRS|AKT//aux//121 gå//VB|INF|AKT//conj//105 vidare//AB|KOM//advmod//121 till//PP//case//125 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//125 dag//NN|UTR|SIN|IND|NOM//obl//121 .//MAD//punct//105
Försök att utplåna religion med postmodernism;Rienzie//PM|NOM//nmod//1 Perera//PM|NOM//nsubj//2 menar//VB|PRS|AKT//ROOT//2 att//SN//mark//6 vi//PN|UTR|PLU|DEF|SUB//nsubj//6 måste//VB|PRS|AKT//aux//6 se//VB|INF|AKT//ccomp//2 på//PP//case//8 våld//NN|NEU|SIN|IND|NOM//obl//6 ur//PP//case//12 ett//DT|NEU|SIN|IND//det//12 bredare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 perspektiv//NN|NEU|SIN|IND|NOM//obl//6 ,//MID//punct//16 inte//AB//advmod//16 i//PP//case//16 termer//NN|UTR|PLU|IND|NOM//obl//6 av//PP//case//18 frånvaro//NN|UTR|SIN|IND|NOM//nmod//16 av//PP//case//20 krig//NN|NEU|SIN|IND|NOM//nmod//18 och//KN//cc//22 konﬂikter//NN|UTR|PLU|IND|NOM//conj//20 ,//MID//punct//26 utan//KN//advmod//26 i//PP//case//26 termer//NN|UTR|PLU|IND|NOM//obl//6 av//PP//mark//30 hur//HA//advmod//30 vi//PN|UTR|PLU|DEF|SUB//nsubj//30 fördelar//VB|PRS|AKT//acl//26 resurserna//NN|UTR|PLU|DEF|NOM//obj//30 i//PP//case//33 världen//NN|UTR|SIN|DEF|NOM//nmod//31 .//MAD//punct//2 –//RG|NOM//punct//39
Försök att utplåna religion med postmodernism;Undernäring//NN|UTR|SIN|IND|NOM//nsubj//39 är//VB|PRS|AKT//cop//39 en//DT|UTR|SIN|IND//det//39 form//NN|UTR|SIN|IND|NOM//nsubj//46 av//PP//case//41 våld//NN|NEU|SIN|IND|NOM//nmod//39 .//MAD//punct//39
Försök att utplåna religion med postmodernism;Arbetslöshet//NN|UTR|SIN|IND|NOM//conj//39 är//VB|PRS|AKT//cop//46 en//DT|UTR|SIN|IND//det//46 form//NN|UTR|SIN|IND|NOM//ccomp//2 av//PP//case//48 våld//NN|NEU|SIN|IND|NOM//nmod//46 .//MAD//punct//46
Försök att utplåna religion med postmodernism;När//HA//mark//52 vi//PN|UTR|PLU|DEF|SUB//nsubj//52 talar//VB|PRS|AKT//advcl//65 om//PP//case//54 fred//NN|UTR|SIN|IND|NOM//obl//52 i//PP//case//57 en//DT|UTR|SIN|IND//det//57 värld//NN|UTR|SIN|IND|NOM//nmod//54 där//HA//advmod//60 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//60 ﬁnns//VB|PRS|SFO//obl//52 så//AB//advmod//62 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 orättvisor//NN|UTR|PLU|IND|NOM//nsubj//60 ,//MID//punct//65 tänker//VB|PRS|AKT//parataxis//46 vi//PN|UTR|PLU|DEF|SUB//nsubj//65 på//PP//case//68 frånvaron//NN|UTR|SIN|DEF|NOM//obl//65 av//PP//case//70 krig//NN|NEU|SIN|IND|NOM//nmod//68 ,//MID//punct//65 frånvaron//NN|UTR|SIN|DEF|NOM//conj//46 av//PP//case//74 konﬂikter//NN|UTR|PLU|IND|NOM//nmod//72 för//PP//mark//77 att//IE//mark//77 behålla//VB|INF|AKT//advcl//46 status//NN|UTR|SIN|IND|NOM//obj//77 quo//UO//obj//77 .//MAD//punct//46
Försök att utplåna religion med postmodernism;Men//KN//cc//87 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//87 är//VB|PRS|AKT//cop//87 inte//AB//advmod//87 den//DT|UTR|SIN|DEF//det//87 bibliska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//87 förståelsen//NN|UTR|SIN|DEF|NOM//conj//46 av//PP//case//89 fred//NN|UTR|SIN|IND|NOM//nmod//87 .//MAD//punct//87 –//PAD//punct//94
Försök att utplåna religion med postmodernism;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//94 är//VB|PRS|AKT//cop//94 anledningen//NN|UTR|SIN|DEF|NOM//appos//87 till//AB//case//94 ,//MID//punct//97 säger//VB|PRS|AKT//parataxis//46 Elisabeth//PM|NOM//nsubj//97 Gerle//PM|NOM//flat//98 ,//MID//punct//97 att//SN//mark//104 jag//PN|UTR|SIN|DEF|SUB//nsubj//104 är//VB|PRS|AKT//cop//104 rädd//JJ|POS|UTR|SIN|IND|NOM//ccomp//97 för//PP//mark//107 att//IE//mark//107 använda//VB|INF|AKT//advcl//104 orden//NN|NEU|PLU|DEF|NOM//obj//107 ”//PM|NOM//punct//110 dyrka//VB|INF|AKT//xcomp//107 ”//PAD//punct//110 och//KN//punct//110 till//AB//advmod//116 och//KN//fixed//113 med//AB//fixed//113 ”//JJ|POS|UTR|SIN|IND|NOM//nmod//117 nåd//NN|UTR|SIN|IND|NOM//obj//110 ”//PAD//punct//110 för//AB//advmod//120 snabbt//AB|POS//advmod//110 ,//MID//punct//124 eftersom//SN//mark//124 jag//PN|UTR|SIN|DEF|SUB//nsubj//124 tror//VB|PRS|AKT//advcl//110 att//SN//mark//128 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//128 kan//VB|PRS|AKT//aux//128 användas//VB|INF|SFO//ccomp//124 för//PP//mark//131 att//IE//mark//131 bekräfta//VB|INF|AKT//advcl//128 status//NN|UTR|SIN|IND|NOM//obj//131 quo//UO//obj//131 ,//MID//punct//133 att//IE//mark//136 upprätthålla//VB|INF|AKT//advcl//131 existerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//138 orättvisor//NN|UTR|PLU|IND|NOM//obj//136 .//MAD//punct//110 –//PAD//punct//142
Försök att utplåna religion med postmodernism;Jag//PN|UTR|SIN|DEF|SUB//nsubj//142 tror//VB|PRS|AKT//conj//46 att//SN//mark//147 försoning//NN|UTR|SIN|IND|NOM//nsubj//147 och//KN//cc//146 förlåtelse//NN|UTR|SIN|IND|NOM//conj//144 kommer//VB|PRS|AKT//ccomp//142 ur//PP//case//150 en//DT|UTR|SIN|IND//det//150 process//NN|UTR|SIN|IND|NOM//obl//147 där//HA//advmod//154 man//PN|UTR|SIN|IND|SUB//nsubj//154 kan//VB|PRS|AKT//aux//154 se//VB|INF|AKT//acl:relcl//150 på//PP//mark//158 vad//HP|NEU|SIN|IND//dislocated//158 som//HP|-|-|-//nsubj//158 varit//VB|SUP|AKT//ccomp//154 eller//KN//fixed//158 på//PP//case//161 personen//NN|UTR|SIN|DEF|NOM//obl//158 som//HP|-|-|-//nsubj//163 kränkte//VB|PRT|AKT//acl:relcl//161 en//PN|UTR|SIN|IND|SUB/OBJ//obj//163 utan//PP//case//166 bitterhet//NN|UTR|SIN|IND|NOM//obl//163 ,//MID//punct//168 säger//VB|PRS|AKT//parataxis//2 Rienzie//PM|NOM//nsubj//168 Perera//PM|NOM//xcomp//168 .//MAD//punct//168
Försök att utplåna religion med postmodernism;Då//AB//advmod//175 har//VB|PRS|AKT//aux//175 man//PN|UTR|SIN|IND|SUB//nsubj//175 nått//VB|SUP|AKT//parataxis//168 förlåtelsenivån//NN|UTR|SIN|DEF|NOM//obj//175 .//MAD//punct//2
Försök att utplåna religion med postmodernism;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//180 kan//VB|PRS|AKT//aux//180 ta//VB|INF|AKT//conj//2 år//NN|NEU|SIN|IND|NOM//obj//180 för//PP//case//185 en//DT|UTR|SIN|IND//det//184 del//NN|UTR|SIN|IND|NOM//nmod//185 människor//NN|UTR|PLU|IND|NOM//obl//180 att//IE//mark//187 förlåta//VB|INF|AKT//acl//185 någon//PN|UTR|SIN|IND|SUB/OBJ//obj//187 som//HP|-|-|-//nsubj//191 har//VB|PRS|AKT//aux//191 brukat//VB|SUP|AKT//acl:relcl//188 våld//NN|NEU|SIN|IND|NOM//obj//191 .//MAD//punct//180
Försök att utplåna religion med postmodernism;Med//PP//case//196 Guds//PM|GEN//nmod:poss//196 nåd//NN|UTR|SIN|IND|NOM//obl//199 kan//VB|PRS|AKT//aux//199 man//PN|UTR|SIN|IND|SUB//nsubj//199 nå//VB|INF|AKT//parataxis//180 den//DT|UTR|SIN|DEF//det//201 punkten//NN|UTR|SIN|DEF|NOM//obj//199 .//MAD//punct//180
Försök att utplåna religion med postmodernism;När//HA//case//3 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 tanken//NN|UTR|SIN|DEF|NOM//obl//13 på//PP//mark//7 att//SN//mark//7 religionen//NN|UTR|SIN|DEF|NOM//nsubj//7 orsakar//VB|PRS|AKT//acl//3 konﬂikter//NN|UTR|PLU|IND|NOM//obj//7 alternativt//AB|POS//advmod//10 främjar//VB|PRS|AKT//advcl//7 försoning//NN|UTR|SIN|IND|NOM//obj//10 ,//MID//punct//13 anser//VB|PRS|AKT//ROOT//13 Rienzie//PM|NOM//nsubj//13 Perera//PM|NOM//xcomp//13 att//SN//mark//22 ordet//NN|NEU|SIN|DEF|NOM//nsubj:pass//22 konﬂikt//NN|UTR|SIN|IND|NOM//advmod//22 inte//AB//advmod//22 alltid//AB//advmod//22 borde//VB|PRT|AKT//aux//22 betraktas//VB|INF|SFO//ccomp//15 som//KN//mark//24 negativt//JJ|POS|NEU|SIN|IND|NOM//xcomp//22 .//MAD//punct//13
Försök att utplåna religion med postmodernism;Konﬂikt//NN|UTR|SIN|IND|NOM//nsubj//29 kan//VB|PRS|AKT//aux//29 också//AB//advmod//29 leda//VB|INF|AKT//parataxis//13 till//PP//case//31 förändring//NN|UTR|SIN|IND|NOM//obl//29 av//PP//case//33 samhället//NN|NEU|SIN|DEF|NOM//nmod//31 .//MAD//punct//29 –//RG|NOM//punct//38
Försök att utplåna religion med postmodernism;Om//SN//mark//38 man//PN|UTR|SIN|IND|SUB//nsubj//38 läser//VB|PRS|AKT//advcl//43 i//PP//case//40 Bibeln//PM|NOM//obl//38 igen//AB//advmod//38 så//AB//advmod//43 ﬁnner//VB|PRS|AKT//conj//29 man//PN|UTR|SIN|IND|SUB//nsubj//43 att//SN//mark//53 i//PP//case//49 den//DT|UTR|SIN|DEF//det//49 profetiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 traditionen//NN|UTR|SIN|DEF|NOM//obl//53 är//VB|PRS|AKT//cop//53 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//53 alltid//AB//advmod//53 Gudsmannen//NN|UTR|SIN|DEF|NOM//xcomp//43 som//HP|-|-|-//nsubj//55 står//VB|PRS|AKT//acl:relcl//53 fram//PL//compound:prt//55 och//KN//cc//58 talar//VB|PRS|AKT//conj//55 om//PP//case//60 sanningen//NN|UTR|SIN|DEF|NOM//obl//58 ,//MID//punct//64 och//KN//cc//64 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//64 blir//VB|PRS|AKT//conj//43 en//DT|UTR|SIN|IND//det//66 konﬂikt//NN|UTR|SIN|IND|NOM//xcomp//64 för//PP//case//68 kungen//NN|UTR|SIN|DEF|NOM//nmod//66 eller//KN//cc//71 för//PP//case//71 dem//PN|UTR/NEU|PLU|DEF|OBJ//conj//68 som//HP|-|-|-//nsubj//73 har//VB|PRS|AKT//acl:relcl//71 makten//NN|UTR|SIN|DEF|NOM//obj//73 .//MAD//punct//13
Försök att utplåna religion med postmodernism;Farao//PM|NOM//nsubj//77 trodde//VB|PRT|AKT//parataxis//13 att//SN//mark//80 Moses//PM|NOM//nsubj//80 startade//VB|PRT|AKT//ccomp//77 en//DT|UTR|SIN|IND//det//82 konﬂikt//NN|UTR|SIN|IND|NOM//obj//80 ,//MID//punct//88 men//KN//cc//88 i//PP//case//87 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//87 verket//NN|NEU|SIN|DEF|NOM//obl//88 skapade//VB|PRT|AKT//conj//80 han//PN|UTR|SIN|DEF|SUB//nsubj//88 befrielse//NN|UTR|SIN|IND|NOM//obj//88 .//MAD//punct//77
Försök att utplåna religion med postmodernism;I//PP//case//2 Tredje//RO|NOM//amod//2 Världen//NN|UTR|SIN|DEF|NOM//obl//3 ber//VB|PRS|AKT//ROOT//3 människor//NN|UTR|PLU|IND|NOM//obj//3 om//PP//case//7 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//7 uppgång//NN|UTR|SIN|IND|NOM//obl//3 ,//MID//punct//3 och//KN//cc//12 jag//PN|UTR|SIN|DEF|SUB//nsubj//12 är//VB|PRS|AKT//cop//12 säker//JJ|POS|UTR|SIN|IND|NOM//conj//3 på//PP//mark//16 att//SN//mark//16 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//16 skapar//VB|PRS|AKT//acl//12 konﬂikter//NN|UTR|PLU|IND|NOM//obj//16 för//PP//case//20 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 människor//NN|UTR|PLU|IND|NOM//nmod//17 .//MAD//punct//3
Försök att utplåna religion med postmodernism;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//23 beror//VB|PRS|AKT//parataxis//3 på//PP//mark//27 var//HA//advmod//27 du//PN|UTR|SIN|DEF|SUB//nsubj//27 beﬁnner//VB|PRS|AKT//advcl//23 dig//PN|UTR|SIN|DEF|OBJ//obj//27 och//KN//cc//32 vem//HP|UTR|SIN|IND//dislocated//32 som//HP|-|-|-//nsubj//32 tolkar//VB|PRS|AKT//conj//27 Bibeln//NN|UTR|SIN|DEF|NOM//obj//32 .//MAD//punct//23

Religiösa sändebud inom FN?;Magnus//PM|NOM//nsubj//2 Almgren//PM|NOM//flat//0 berättar//VB|PRS|AKT//ROOT//2 om//PP//case//5 ett//DT|NEU|SIN|IND//det//5 projekt//NN|NEU|SIN|IND|NOM//obl//2 som//HP|-|-|-//dislocated//9 han//PN|UTR|SIN|DEF|SUB//nsubj//9 är//VB|PRS|AKT//cop//9 involverad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//5 i//PP//case//17 och//KN//fixed//10 som//HP|-|-|-//nsubj//13 handlar//VB|PRS|AKT//advcl//9 om//PP//case//17 ett//DT|NEU|SIN|IND//det//17 annorlunda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 sätt//NN|NEU|SIN|IND|NOM//obl//13 att//IE//mark//19 tackla//VB|INF|AKT//acl//17 religiösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 konﬂikter//NN|UTR|PLU|IND|NOM//obj//19 .//MAD//punct//2 –//RG|NOM//punct//26
Religiösa sändebud inom FN?;Vi//PN|UTR|PLU|DEF|SUB//nsubj//26 vill//VB|PRS|AKT//aux//26 skapa//VB|INF|AKT//parataxis//2 en//DT|UTR|SIN|IND//det//28 grupp//NN|UTR|SIN|IND|NOM//nmod//29 sändebud//NN|NEU|PLU|IND|NOM//obj//26 knutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//29 till//PP//case//33 Förenta//PM|NOM//nmod//33 Nationerna//NN|UTR|PLU|DEF|NOM//obl//30 .//MAD//punct//26
Religiösa sändebud inom FN?;Dessa//DT|UTR/NEU|PLU|DEF//det//36 personer//NN|UTR|PLU|IND|NOM//nsubj//40 bör//VB|PRS|AKT//aux//40 vara//VB|INF|AKT//cop//40 djupt//AB|POS//advmod//40 förankrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//26 i//PP//case//45 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//45 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 religiösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 traditioner//NN|UTR|PLU|IND|NOM//obl//40 och//KN//cc//50 därför//HA//advmod//50 även//AB//advmod//50 kunna//VB|INF|AKT//aux//50 förstå//VB|INF|AKT//conj//40 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 religiösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 människor//NN|UTR|PLU|IND|NOM//obj//50 .//MAD//punct//26
Religiösa sändebud inom FN?;Vi//PN|UTR|PLU|DEF|SUB//nsubj//56 tänker//VB|PRS|AKT//parataxis//26 på//PP//case//58 personer//NN|UTR|PLU|IND|NOM//obl//56 som//KN//case//60 Elie//PM|NOM//obl//56 Wiesel//PM|NOM//flat//60 och//KN//cc//63 William//PM|NOM//conj//60 Johnston//PM|NOM//flat:name//63 .//MAD//punct//26
Religiösa sändebud inom FN?;Dessa//DT|UTR/NEU|PLU|DEF//det//67 sändebud//NN|NEU|PLU|IND|NOM//obj//70 vill//VB|PRS|AKT//aux//70 vi//PN|UTR|PLU|DEF|SUB//nsubj//70 skicka//VB|INF|AKT//parataxis//26 till//PL//case//73 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 konﬂikthärdar//NN|UTR|PLU|IND|NOM//obl//70 för//PP//mark//76 att//IE//mark//76 förstärka//VB|INF|AKT//advcl//70 de//DT|UTR/NEU|PLU|DEF//det//79 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 religionerna//NN|UTR|PLU|DEF|NOM//obj//76 och//KN//cc//83 det//DT|NEU|SIN|DEF//det//83 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//83 engagemanget//NN|NEU|SIN|DEF|NOM//conj//76 för//PP//case//85 fred//NN|UTR|SIN|IND|NOM//nmod//83 .//MAD//punct//26
Religiösa sändebud inom FN?;Om//SN//mark//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//2 tar//VB|PRS|AKT//advcl//15 Bosnien//PM|NOM//obj//2 som//KN//mark//5 exempel//NN|NEU|SIN|IND|NOM//xcomp//2 så//AB//advmod//15 skulle//VB|PRT|AKT//aux//15 vi//PN|UTR|PLU|DEF|SUB//nsubj//15 till//PP//case//12 den//DT|UTR|SIN|DEF//det//12 ortodoxa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 kyrkan//NN|UTR|SIN|DEF|NOM//obl//15 i//PP//case//14 Serbien//PM|NOM//nmod//12 skicka//VB|INF|AKT//ROOT//15 en//DT|UTR|SIN|IND//det//17 jude//NN|UTR|SIN|IND|NOM//obj//15 ,//MID//punct//20 en//DT|UTR|SIN|IND//det//20 hindu//NN|UTR|SIN|IND|NOM//conj//17 och//KN//cc//23 en//DT|UTR|SIN|IND//det//23 buddhist//NN|UTR|SIN|IND|NOM//conj//17 .//MID//punct//15
Religiösa sändebud inom FN?;Dessa//DT|UTR/NEU|PLU|DEF//det//27 tre//RG|NOM//nummod//27 personer//NN|UTR|PLU|IND|NOM//nsubj//28 har//VB|PRS|AKT//parataxis//15 inte//AB//advmod//28 på//PP//case//32 något//DT|NEU|SIN|IND//det//32 sätt//NN|NEU|SIN|IND|NOM//obl//28 någon//DT|UTR|SIN|IND//det//34 koppling//NN|UTR|SIN|IND|NOM//obj//28 till//PP//case//36 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//34 ,//MID//punct//15 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//41 är//VB|PRS|AKT//cop//41 inga//DT|UTR/NEU|PLU|IND//det//41 motståndare//NN|UTR|PLU|IND|NOM//parataxis//15 ,//MID//punct//41 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//46 är//VB|PRS|AKT//cop//46 bara//AB//advmod//46 annorlunda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//41 .//MAD//punct//41
Religiösa sändebud inom FN?;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//51 skulle//VB|PRT|AKT//aux//51 kunna//VB|INF|AKT//aux//51 säga//VB|INF|AKT//conj//15 till//PP//case//55 den//DT|UTR|SIN|DEF//det//55 serbiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//55 kyrkan//NN|UTR|SIN|DEF|NOM//obl//51 ://MID//punct//51 ”//PAD//punct//15
Religiösa sändebud inom FN?;Om//SN//mark//60 vi//PN|UTR|PLU|DEF|SUB//nsubj//60 ser//VB|PRS|AKT//advcl//15 på//PP//case//62 er//PN|UTR|PLU|DEF|OBJ//obl//60 ,//MID//punct//60 så//KN//advmod//65 säger//VB|PRS|AKT//conj//15 era//PS|UTR/NEU|PLU|DEF//nmod:poss//67 helgon//NN|NEU|PLU|IND|NOM//nsubj//65 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//65 ...//MID//punct//15 er//PS|UTR|SIN|DEF//nmod//71 Bibel//NN|UTR|SIN|IND|NOM//nsubj//72 säger//VB|PRS|AKT//parataxis//15 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//72 ...//MID//punct//72 er//PS|UTR|SIN|DEF//nmod:poss//76 tradition//NN|UTR|SIN|IND|NOM//nsubj//77 säger//VB|PRS|AKT//parataxis//72 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//77 ...//MAD//punct//72 ”//RG|NOM//punct//15
