Sammanfattning i delrapporten (SOU:152) Vindkraften en ren energikälla tar plats;(//PAD//punct//1 Utdrag//NN|NEU|SIN|IND|NOM//ROOT//1 )//PAD//punct//1
Fåglar;Studier//NN|UTR|PLU|IND|NOM//nsubj//5 om//PP//case//3 nattflyttande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 fåglar//NN|UTR|PLU|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//5 färre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//5 men//KN//cc//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//8 finns//VB|PRS|SFO//conj//5 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//8 om//PP//mark//14 att//SN//mark//14 nattflyttande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 fåglar//NN|UTR|PLU|IND|NOM//nsubj//14 reagerar//VB|PRS|AKT//acl//9 bättre//AB|KOM//advmod//14 i//PP//case//17 motvind//NN|UTR|SIN|IND|NOM//obl//14 än//KN//advmod//20 i//PP//case//20 medvind//NN|UTR|SIN|IND|NOM//obl//14 vilket//HP|NEU|SIN|IND//nsubj//24 möjligen//AB//advmod//24 kan//VB|PRS|AKT//aux//24 bero//VB|INF|AKT//acl:relcl//9 på//PP//mark//29 att//SN//mark//29 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//29 då//AB//advmod//29 hör//VB|PRS|AKT//advcl//24 ljudet//NN|NEU|SIN|DEF|NOM//obj//29 bättre//AB|KOM//amod//34 och//KN//cc//33 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//31 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//35 pekar//VB|PRS|AKT//conj//5 på//PP//mark//42 att//SN//mark//42 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//42 på//PP//case//40 natten//NN|UTR|SIN|DEF|NOM//obl//42 oftare//AB|KOM//advmod//42 väjer//VB|PRS|AKT//ccomp//35 i//PP//case//44 vertikalplanet//NN|NEU|SIN|DEF|NOM//obl//42 än//KN//mark//47 i//PP//case//47 horisontalplanet//NN|NEU|SIN|DEF|NOM//obl//42 .//MAD//punct//35
Fåglar;I//PP//case//52 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//52 undersö//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//52 kningar//NN|UTR|PLU|IND|NOM//obl//55 har//VB|PRS|AKT//aux//55 man//PN|UTR|SIN|IND|SUB//nsubj//55 försökt//VB|SUP|AKT//conj//5 skydda//VB|INF|AKT//amod//57 flyttfåglar//NN|UTR|PLU|IND|NOM//obj//55 genom//PP//case//61 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 skrämmande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 ljud-//NN|UTR|-|-|SMS//obl//55 och//KN//cc//63 ljuseffekter//NN|UTR|PLU|IND|NOM//conj//61 men//KN//cc//67 resultaten//NN|NEU|PLU|DEF|NOM//nsubj//67 är//VB|PRS|AKT//cop//67 begränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//5 och//KN//cc//70 ibland//AB//advmod//70 motsägande//NN|NEU|SIN|IND|NOM//conj//67 .//MAD//punct//5
Fåglar;Vindkraftverkens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 effekter//NN|UTR|PLU|IND|NOM//nsubj//11 på//PP//case//4 fåglarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//4 häckningsplatser//NN|UTR|PLU|IND|NOM//nmod//1 och//KN//cc//7 födosökomr//PP//amod//7 åden//NN|NEU|PLU|IND|NOM//conj//4 är//VB|PRS|AKT//cop//11 betydligt//AB//advmod//10 mindre//AB|KOM//advmod//11 utredda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//11 än//KN//mark//13 kollisionsrisken//NN|UTR|SIN|DEF|NOM//xcomp//11 .//MID//punct//11
Fåglar;Alla//DT|UTR/NEU|PLU|IND/DEF//det//16 undersökningar//NN|UTR|PLU|IND|NOM//nsubj//22 som//HP|-|-|-//nsubj//18 berört//VB|SUP|AKT//acl:relcl//16 dessa//DT|UTR/NEU|PLU|DEF//det//20 frågor//NN|UTR|PLU|IND|NOM//obj//18 har//VB|PRS|AKT//aux//22 haft//VB|SUP|AKT//conj//11 svårigheter//NN|UTR|PLU|IND|NOM//obj//22 att//IE//mark//25 finna//VB|INF|AKT//acl//23 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 metoder//NN|UTR|PLU|IND|NOM//obj//25 för//PP//mark//30 att//IE//mark//30 mäta//VB|INF|AKT//advcl//25 och//KN//cc//32 bedöma//VB|INF|AKT//conj//30 störningseffekterna//NN|UTR|PLU|DEF|NOM//obj//32 .//MID//punct//11
Fåglar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//36 finns//VB|PRS|SFO//conj//11 inga//DT|UTR/NEU|PLU|IND//det//38 undersökningar//NN|UTR|PLU|IND|NOM//nsubj//36 som//HP|-|-|-//nsubj//40 försöker//VB|PRS|AKT//acl:relcl//38 kvantifiera//VB|INF|AKT//xcomp//40 störningseffekten//NN|UTR|SIN|DEF|NOM//obj//41 i//PP//case//46 förhållande//NN|NEU|SIN|IND|NOM//fixed//43 till//PP//fixed//43 överlevnad//NN|UTR|SIN|IND|NOM//obl//41 och//KN//cc//48 reproduktion//NN|UTR|SIN|IND|NOM//conj//46 .//MAD//punct//36
Fåglar;Den//DT|UTR|SIN|DEF//det//52 naturliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 metoden//NN|UTR|SIN|DEF|NOM//nsubj//53 är//VB|PRS|AKT//parataxis//36 att//IE//mark//55 värdera//VB|INF|AKT//ccomp//53 förhållandena//NN|NEU|PLU|DEF|NOM//obj//55 före//PP//case//60 och//KN//cc//59 efter//PP//conj//57 installationerna//NN|UTR|PLU|DEF|NOM//obl//55 ,//MID//punct//65 men//KN//cc//65 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 aktiviteter//NN|UTR|PLU|IND|NOM//nsubj//70 eller//KN//cc//67 förändring//NN|UTR|SIN|IND|NOM//conj//65 i//PP//case//69 födotillgången//NN|UTR|SIN|DEF|NOM//nmod//67 gör//VB|PRS|AKT//conj//36 att//SN//mark//73 jämförelserna//NN|UTR|PLU|DEF|NOM//nsubj//73 haltar//VB|PRS|AKT//ccomp//70 .//MAD//punct//36
Fåglar;Ett//DT|NEU|SIN|IND//det//1 flertal//NN|NEU|SIN|IND|NOM//nmod//2 undersökningar//NN|UTR|PLU|IND|NOM//nsubj//3 rapporterar//VB|PRS|AKT//ROOT//3 att//SN//mark//5 vindkraftverk//NN|NEU|PLU|IND|NOM//nsubj//6 har//VB|PRS|AKT//ccomp//3 ingen//DT|UTR|SIN|IND//det//10 eller//KN//cc//9 ringa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//7 effekt//NN|UTR|SIN|IND|NOM//obj//6 på//PP//case//13 häckande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 fåglar//NN|UTR|PLU|IND|NOM//obl//6 .//MID//punct//6
Fåglar;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 arter//NN|UTR|PLU|IND|NOM//nsubj:pass//18 kan//VB|PRS|AKT//aux//18 störas//VB|INF|SFO//parataxis//6 men//KN//cc//20 tycks//VB|PRS|SFO//conj//18 flytta//VB|INF|AKT//xcomp//20 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//23 häckningsplatser//NN|UTR|PLU|IND|NOM//obj//21 till//PP//case//27 ett//DT|NEU|SIN|IND//det//27 annat//JJ|POS|NEU|SIN|IND|NOM//amod//27 område//NN|NEU|SIN|IND|NOM//obl//21 ,//MID//punct//35 förutsatt//PC|PRF|NEU|SIN|IND|NOM//mark//35 att//SN//fixed//29 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 häc//NN|UTR|PLU|IND|NOM//amod//34 kningsplatser//NN|UTR|PLU|IND|NOM//nsubj//35 finns//VB|PRS|SFO//advcl//21 .//MAD//punct//3
Fåglar;Undersökningar//NN|UTR|PLU|IND|NOM//nsubj//7 av//PP//case//3 rastande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 fåglar//NN|UTR|PLU|IND|NOM//nmod//0 som//HP|-|-|-//nsubj//5 söker//VB|PRS|AKT//acl:relcl//3 föda//NN|UTR|SIN|IND|NOM//obj//5 visar//VB|PRS|AKT//ROOT//7 att//SN//mark//10 vindkraftverken//NN|UTR|SIN|DEF|NOM//nsubj//10 har//VB|PRS|AKT//ccomp//7 en//DT|UTR|SIN|IND//det//12 skrämseleffekt//NN|UTR|SIN|IND|NOM//obj//10 men//KN//cc//18 också//AB//advmod//18 att//SN//mark//18 fåglarna//NN|UTR|PLU|DEF|NOM//nsubj//18 antingen//KN//cc//18 undviker//VB|PRS|AKT//conj//10 platsen//NN|UTR|SIN|DEF|NOM//obj//18 eller//KN//cc//23 så//AB//advmod//23 småningom//AB//fixed//21 anpassar//VB|PRS|AKT//conj//18 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//23 .//MAD//punct//7
Fåglar;Man//PN|UTR|SIN|IND|SUB//nsubj//27 har//VB|PRS|AKT//aux//31 i//PP//case//30 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//30 undersökningar//NN|UTR|PLU|IND|NOM//obl//31 registrerat//VB|SUP|AKT//parataxis//7 det//DT|NEU|SIN|DEF//det//33 avstånd//NN|NEU|SIN|IND|NOM//obj//31 inför//PP//case//35 vilket//HP|NEU|SIN|IND//obj//37 fåglarna//NN|UTR|PLU|DEF|NOM//nsubj//37 reagerar//VB|PRS|AKT//acl:relcl//33 .//MAD//punct//7
Fåglar;Reaktionsavståndet//NN|NEU|SIN|DEF|NOM//nsubj//41 är//VB|PRS|AKT//cop//41 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//7 för//PP//case//44 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 arter//NN|UTR|PLU|IND|NOM//obl//41 men//KN//cc//52 är//VB|PRS|AKT//cop//52 oftast//AB|SUV//advmod//52 mellan//PP//case//52 250//RG|NOM//nummod//52 och//KN//cc//49 500//RG|NOM//nummod//49 meter//NN|UTR|PLU|IND|NOM//conj//41 men//KN//cc//58 upptill//AB//case//56 800//RG|NOM//nummod//56 meter//NN|UTR|PLU|IND|NOM//obl//58 har//VB|PRS|AKT//aux//58 registrerats//VB|SUP|SFO//conj//52 .//MAD//punct//41
Fåglar;Få//JJ|POS|UTR/NEU|PLU|IND|NOM//aux//63 undersökningar//NN|UTR|PLU|IND|NOM//nsubj:pass//63 har//VB|PRS|AKT//aux//63 gjorts//VB|SUP|SFO//conj//41 om//PP//mark//67 huruvida//SN//mark//67 fåglar//NN|UTR|PLU|IND|NOM//nsubj//67 vågar//VB|PRS|AKT//advcl//63 söka//VB|INF|AKT//xcomp//67 föda//NN|UTR|SIN|IND|NOM//obj//68 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//71 vindkraftverk//NN|NEU|PLU|IND|NOM//obl//68 eller//KN//cc//73 ej//AB//conj//67 .//MAD//punct//41
Fåglar;Sverige//PM|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 åtaganden//NN|NEU|PLU|IND|NOM//obj//1 som//HP|-|-|-//nsubj//6 gör//VB|PRS|AKT//acl:relcl//4 att//SN//mark//11 vindkraftetablering//NN|UTR|SIN|IND|NOM//nsubj//11 kan//VB|PRS|AKT//aux//11 vara//VB|INF|AKT//cop//11 olämplig//JJ|POS|UTR|SIN|IND|NOM//ccomp//6 i//PP//case//14 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 områden//NN|NEU|PLU|IND|NOM//obl//11 .//MAD//punct//1
Fåglar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 kan//VB|PRS|AKT//aux//18 gälla//VB|INF|AKT//parataxis//1 de//DT|UTR/NEU|PLU|DEF//det//20 områden//NN|NEU|PLU|IND|NOM//obj//18 som//HP|-|-|-//nsubj//22 ingår//VB|PRS|AKT//acl:relcl//20 i//PP//case//27 ett//DT|NEU|SIN|IND//det//27 europeiskt//JJ|POS|NEU|SIN|IND|NOM//advmod//26 ekologiskt//JJ|POS|NEU|SIN|IND|NOM//amod//27 nät//NN|NEU|SIN|IND|NOM//obl//22 (//PAD//punct//27 Natura//PM|NOM//appos//27 2000//RG|NOM//nummod//29 )//PAD//punct//27 i//PP//case//35 enlighet//NN|UTR|SIN|IND|NOM//fixed//32 med//PP//fixed//32 EG//PM|NOM//obl//22 ://MID//punct//38 s//PM|NOM//nummod//38 fågeldirektiv//NN|NEU|SIN|IND|NOM//appos//35 (//PAD//punct//38 artikel//NN|UTR|SIN|IND|NOM//nmod//41 4//RG|NOM//nmod//38 )//PAD//punct//38 ,//MID//punct//45 de//DT|UTR/NEU|PLU|DEF//det//45 områden//NN|NEU|PLU|IND|NOM//parataxis//1 som//HP|-|-|-//nsubj//48 är//VB|PRS|AKT//cop//48 våtmarker//NN|UTR|PLU|IND|NOM//acl:relcl//45 av//PP//case//51 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//51 betydelse//NN|UTR|SIN|IND|NOM//nmod//48 enligt//PP//case//53 Convention//PM|NOM//nmod//51 on//PM|NOM//case//55 Wetlands//PM|NOM//conj//53 (//PAD//punct//57 Ramsarkonventionen//NN|UTR|SIN|DEF|NOM//appos//55 )//PAD//punct//57 eller//KN//cc//60 åtaganden//NN|NEU|PLU|IND|NOM//conj//53 enligt//PP//case//65 AfroEuroasian//PM|NOM//det//65 migratory//UO//nmod//65 waterbird//UO//amod//65 agreement//UO//nmod//60 (//PAD//punct//65 AEWA//PM|NOM//appos//65 )//PAD//punct//65 .//MAD//punct//1
Fåglar;Naturvårdsverket//NN|NEU|SIN|DEF|NOM//nsubj//79 har//VB|PRS|AKT//aux//79 i//PP//case//74 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//74 rekommendationer//NN|UTR|PLU|IND|NOM//obl//79 för//PP//case//76 tillämpningen//NN|UTR|SIN|DEF|NOM//nmod//74 av//PP//case//78 Ramsarkonventionen//NN|UTR|SIN|DEF|NOM//nmod//76 angett//VB|SUP|AKT//parataxis//1 att//SN//mark//83 vindkraftverk//NN|NEU|PLU|IND|NOM//nsubj:pass//83 bör//VB|PRS|AKT//aux//83 placeras//VB|INF|SFO//ccomp//79 utanför//PP//case//87 de//DT|UTR/NEU|PLU|DEF//det//87 utpekade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//87 områdena//NN|NEU|PLU|DEF|NOM//obl//83 så//AB//advmod//89 länge//AB|POS//advmod//94 inverkan//NN|UTR|SIN|IND|NOM//nsubj//94 på//PP//case//92 fågellivet//NN|NEU|SIN|DEF|NOM//nmod//90 är//VB|PRS|AKT//cop//94 oklart//JJ|POS|NEU|SIN|IND|NOM//ccomp//1 .//MID//punct//1
Fåglar;(//PAD//punct//98 Svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//98 våtmarker//NN|UTR|PLU|IND|NOM//parataxis//1 av//PP//case//101 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//101 betydelse//NN|UTR|SIN|IND|NOM//nmod//98 .//MAD//punct//98
Fåglar;Naturvårdsverket//NN|NEU|SIN|DEF|NOM//nsubj//104 informerar//VB|PRS|AKT//parataxis//98 ,//MID//punct//106 1989//RG|NOM//nummod//104 .//MAD//punct//98 )//PAD//punct//1
Fåglar;Planering//NN|UTR|SIN|IND|NOM//nsubj//9 för//PP//mark//3 att//IE//mark//3 minska//VB|INF|AKT//acl//0 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 effekter//NN|UTR|PLU|IND|NOM//obj//3 på//PP//case//7 fåglarna//NN|UTR|PLU|DEF|NOM//obl//3 bör//VB|PRS|AKT//aux//9 omfatta//VB|INF|AKT//ROOT//9 vin//NN|NEU|SIN|IND|NOM//obj//9 dkraftverkens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 alla//DT|UTR/NEU|PLU|IND/DEF//det//13 faser//NN|UTR|PLU|IND|NOM//obj//9 ,//MID//punct//13 dvs//AB|AN//advmod//16 projekteringsfasen//NN|UTR|SIN|DEF|NOM//appos//13 ,//MID//punct//18 anläggningsfasen//NN|UTR|SIN|DEF|NOM//conj//16 och//KN//cc//20 driftfasen//NN|UTR|SIN|DEF|NOM//conj//16 .//MAD//punct//9
Fåglar;Projekterings-//NN|UTR|-|-|SMS//nsubj//6 och//KN//cc//2 planeringsfasen//NN|UTR|SIN|DEF|NOM//conj//0 är//VB|PRS|AKT//cop//6 den//DT|UTR|SIN|DEF//det//6 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//6 fasen//NN|UTR|SIN|DEF|NOM//ROOT//6 i//PP//case//8 ansträngningarna//NN|UTR|PLU|DEF|NOM//nmod//6 att//IE//mark//10 minimera//VB|INF|AKT//acl//6 konflikter//NN|UTR|PLU|IND|NOM//obj//10 med//PP//case//13 fågellivet//NN|NEU|SIN|DEF|NOM//nmod//11 .//MAD//punct//6
Fåglar;I//PP//case//16 områden//NN|NEU|PLU|IND|NOM//obl//27 som//HP|-|-|-//nsubj//19 är//VB|PRS|AKT//cop//19 kända//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//16 för//PP//case//23 ett//DT|NEU|SIN|IND//det//23 rikt//JJ|POS|NEU|SIN|IND|NOM//amod//23 fågelliv//NN|NEU|SIN|IND|NOM//obl//19 bör//VB|PRS|AKT//aux//27 en//DT|UTR|SIN|IND//det//26 bedömning//NN|UTR|SIN|IND|NOM//nsubj//27 ske//VB|INF|AKT//parataxis//6 i//PP//case//31 varje//DT|UTR/NEU|SIN|IND//det//31 enskilt//JJ|POS|NEU|SIN|IND|NOM//amod//31 fall//NN|NEU|SIN|IND|NOM//obl//27 och//KN//cc//36 eventuellt//AB|POS//advmod//35 en//DT|UTR|SIN|IND//det//35 buffertzon//NN|UTR|SIN|IND|NOM//nsubj:pass//36 fastläggas//VB|INF|SFO//conj//27 .//MAD//punct//27
Fåglar;I//PP//case//39 Holland//PM|NOM//obl//40 finns//VB|PRS|SFO//conj//27 inga//DT|UTR/NEU|PLU|IND//det//43 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 regler//NN|UTR|PLU|IND|NOM//nsubj//40 för//PP//case//45 buffertzoner//NN|UTR|PLU|IND|NOM//nmod//43 men//KN//cc//47 regler//NN|UTR|PLU|IND|NOM//conj//45 finns//VB|PRS|SFO//conj//40 om//PP//mark//53 att//SN//mark//53 fågelutvärderingar//NN|UTR|PLU|IND|NOM//nsubj:pass//53 måste//VB|PRS|AKT//aux//53 göras//VB|INF|SFO//advcl//48 om//SN//case//55 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//56 söks//VB|PRS|SFO//conj//40 för//PP//case//58 vindkraftverk//NN|NEU|PLU|IND|NOM//obl//56 i//PP//case//60 områden//NN|NEU|PLU|IND|NOM//obl//56 med//PP//case//63 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 fågelkoncentrationer//NN|UTR|PLU|IND|NOM//nmod//60 .//MAD//punct//40
Fåglar;I//PP//case//66 Danmark//PM|NOM//obl//74 har//VB|PRS|AKT//aux//74 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//74 på//PP//case//70 buffertzoner//NN|UTR|PLU|IND|NOM//nmod//68 om//PP//case//73 250-800//RG|NOM//nummod//73 meter//NN|UTR|PLU|IND|NOM//nmod//70 nämnts//VB|SUP|SFO//conj//40 i//PP//case//76 litteraturen//NN|UTR|SIN|DEF|NOM//obl//74 .//MAD//punct//40
Fåglar;Avstånden//NN|NEU|PLU|DEF|NOM//nsubj//81 skulle//VB|PRT|AKT//aux//81 vara//VB|INF|AKT//cop//81 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//40 på//PP//case//84 vilka//HD|UTR/NEU|PLU|IND//det//84 fågelarter//NN|UTR|PLU|IND|NOM//obl//81 som//HP|-|-|-//obj//88 man//PN|UTR|SIN|IND|SUB//nsubj//88 vill//VB|PRS|AKT//aux//88 skydda//VB|INF|AKT//acl:relcl//84 men//KN//cc//91 också//AB//advmod//91 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//88 på//PP//case//94 verkens//NN|NEU|PLU|DEF|GEN//nmod:poss//94 storlek//NN|UTR|SIN|IND|NOM//obl//91 .//MAD//punct//6
Fåglar;Tider//NN|UTR|PLU|IND|NOM//nsubj:pass//13 för//PP//case//2 installationer//NN|UTR|PLU|IND|NOM//nmod//0 av//PP//case//4 anläggningar//NN|UTR|PLU|IND|NOM//nmod//2 samt//KN//cc//6 besök//NN|NEU|PLU|IND|NOM//conj//2 för//PP//case//8 service//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//11 unde//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 rhåll//NN|NEU|SIN|IND|NOM//conj//6 bör//VB|PRS|AKT//aux//13 väljas//VB|INF|SFO//ROOT//13 med//PP//case//15 omsorg//NN|UTR|SIN|IND|NOM//obl//13 för//PP//mark//22 att//IE//mark//22 i//PP//case//21 minsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//21 möjliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 mån//NN|UTR|SIN|IND|NOM//obl//22 störa//VB|INF|AKT//advcl//13 fågellivet//NN|NEU|SIN|DEF|NOM//obj//22 främst//AB|SUV//advmod//22 med//PP//case//28 tanke//NN|UTR|SIN|IND|NOM//fixed//25 på//PP//fixed//25 häckningstid//NN|UTR|SIN|IND|NOM//obl//22 men//KN//cc//33 även//AB//advmod//33 i//PP//case//33 viss//JJ|POS|UTR|SIN|IND|NOM//amod//33 mån//NN|UTR|SIN|IND|NOM//conj//28 på//PP//case//35 flyttningstid//NN|UTR|SIN|IND|NOM//obl//22 .//MAD//punct//13
Fåglar;Sammanfattningsvis//AB//nsubj//1 pekar//VB|PRS|AKT//ROOT//1 uppgifter//NN|UTR|PLU|IND|NOM//obj//1 på//PP//mark//15 att//SN//mark//15 risken//NN|UTR|SIN|DEF|NOM//nsubj//15 för//PP//mark//10 att//SN//mark//10 fåglar//NN|UTR|PLU|IND|NOM//nsubj//10 ska//VB|PRS|AKT//aux//10 kollidera//VB|INF|AKT//acl//5 med//PP//case//12 vindkraftverk//NN|NEU|PLU|IND|NOM//obl//10 är//VB|PRS|AKT//cop//15 relativt//AB|POS//advmod//15 liten//JJ|POS|UTR|SIN|IND|NOM//advcl//1 men//KN//cc//31 att//IE//mark//31 för//PP//case//20 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 arter//NN|UTR|PLU|IND|NOM//obl//31 ,//MID//punct//24 vid//PP//case//24 olyckliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 väderförhållanden//NN|NEU|PLU|IND|NOM//nmod//20 och//KN//cc//26 nattetid//NN|UTR|SIN|IND|NOM//conj//24 ,//MID//punct//20 kan//VB|PRS|AKT//aux//31 kollisionsrisken//NN|UTR|SIN|DEF|NOM//nsubj//31 vara//VB|INF|AKT//cop//31 stor//JJ|POS|UTR|SIN|IND|NOM//conj//15 .//MAD//punct//31
Fåglar;Kunskaperna//NN|UTR|PLU|DEF|NOM//nsubj//44 om//PP//case//36 vindkraftverks//NN|NEU|SIN|IND|GEN//amod//36 inverkan//NN|UTR|SIN|IND|NOM//nmod//33 på//PP//case//39 fåglarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//39 häckningsplatser//NN|UTR|PLU|IND|NOM//nmod//36 och//KN//cc//41 födosöko//NN|NEU|PLU|IND|NOM//conj//33 mråden//NN|NEU|PLU|IND|NOM//nsubj//44 är//VB|PRS|AKT//cop//44 bristfälliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//31 .//MAD//punct//44
Fåglar;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 studier//NN|UTR|PLU|IND|NOM//nsubj//48 pekar//VB|PRS|AKT//conj//1 emellertid//AB//advmod//48 på//PP//compound:prt//48 att//SN//mark//52 vindkraftverk//NN|NEU|PLU|IND|NOM//nsubj//53 har//VB|PRS|AKT//advcl//48 liten//JJ|POS|UTR|SIN|IND|NOM//amod//55 inverkan//NN|UTR|SIN|IND|NOM//obj//53 på//PP//case//58 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 arter//NN|UTR|PLU|IND|NOM//nmod//55 av//PP//case//61 häckande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 fåglar//NN|UTR|PLU|IND|NOM//nmod//58 och//KN//cc//70 att//SN//mark//70 fåglar//NN|UTR|PLU|IND|NOM//nsubj//70 som//HP|-|-|-//nsubj//66 rastar//VB|PRS|AKT//acl:relcl//64 och//KN//cc//68 söker//VB|PRS|AKT//conj//64 föda//NN|UTR|SIN|IND|NOM//obj//68 tycks//VB|PRS|SFO//conj//48 vara//VB|INF|AKT//cop//73 relativt//AB|POS//advmod//73 opåverkade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//70 i//PP//case//75 närheten//NN|UTR|SIN|DEF|NOM//obl//73 av//PP//case//77 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//75 .//MAD//punct//1
Fåglar;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 oklarheter//NN|UTR|PLU|IND|NOM//nsubj//2 finns//VB|PRS|SFO//ROOT//2 ,//MID//punct//2 tex//AB|AN//advmod//7 kan//VB|PRS|AKT//aux//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 bli//VB|INF|AKT//conj//2 konflikter//NN|UTR|PLU|IND|NOM//xcomp//7 mellan//PP//case//10 fåglar//NN|UTR|PLU|IND|NOM//nmod//8 och//KN//cc//12 vindkraftverk//NN|NEU|PLU|IND|NOM//conj//10 ,//MID//punct//7 om//SN//mark//17 man//PN|UTR|SIN|IND|SUB//nsubj//17 vill//VB|PRS|AKT//aux//17 exploatera//VB|INF|AKT//advcl//2 grunda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 områden//NN|NEU|PLU|IND|NOM//obj//17 i//PP//case//22 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 farvatten//NN|NEU|PLU|IND|NOM//obl//17 ,//MID//punct//24 områden//NN|NEU|PLU|IND|NOM//conj//2 som//HP|-|-|-//nsubj//28 samtidigt//AB//advmod//28 är//VB|PRS|AKT//cop//28 födosökområden//NN|UTR|SIN|DEF|NOM//acl:relcl//24 för//PP//case//30 sjöfågel//NN|UTR|SIN|IND|NOM//nmod//28 .//MAD//punct//24
