"""%(/6 /#( +/34.!$%2";Bilagor//NN|UTR|PLU|IND|NOM//ROOT//0
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 mål//NN|NEU|PLU|IND|NOM//nsubj:pass//2 formuleras//VB|PRS|SFO//ROOT//2 för//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 två//RG|NOM//nummod//7 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//7 åldersklasserna//NN|UTR|PLU|DEF|NOM//obl//2 (//PAD//punct//7 understrukna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//appos//7 )//PAD//punct//7 .//MAD//punct//2
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;2.2//RG|NOM//discourse//13 Korrigeringar//NN|UTR|PLU|IND|NOM//appos//2 samt//KN//cc//15 fördelning//NN|UTR|SIN|IND|NOM//conj//13 på//PP//case//17 målsättningsklasser//NN|UTR|PLU|IND|NOM//nmod//15
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Vår//PS|UTR|SIN|DEF//nmod:poss//1 bedömning//NN|UTR|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//cop//30 att//SN//mark//4 grundata//NN|NEU|PLU|IND|NOM//nsubj//8 från//PP//case//6 RT//PM|NOM//obl//4 är//VB|PRS|AKT//cop//8 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//2 i//PP//case//10 region//NN|UTR|SIN|IND|NOM//obl//8 2+3//RG|NOM//obl//8 och//KN//cc//18 att//SN//mark//18 restaureringsbehovet//NN|NEU|SIN|DEF|NOM//nsubj//18 om//PP//case//17 123//RG|NOM//nummod//17 000//RG|NOM//nmod//14 ha//NN|AN//conj//8 i//PP//case//20 region//NN|UTR|SIN|IND|NOM//nmod//21 2//RG|NOM//obl//18 och//KN//cc//21 187//RG|NOM//nummod//24 000//RG|NOM//nummod//21 ha//NN|AN//conj//8 i//PP//case//27 region//NN|UTR|SIN|IND|NOM//nmod//28 3//RG|NOM//obl//25 är//VB|PRS|AKT//cop//30 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//30 .//MAD//punct//30
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;I//PP//case//34 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 fall//NN|NEU|PLU|IND|NOM//obl//35 har//VB|PRS|AKT//parataxis//30 sannolikt//AB|POS//advmod//35 de//DT|UTR/NEU|PLU|DEF//det//39 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 successionsskogarna//NN|UTR|PLU|DEF|NOM//nsubj//35 en//DT|UTR|SIN|IND//det//42 hög//JJ|POS|UTR|SIN|IND|NOM//amod//42 granandel//NN|UTR|SIN|IND|NOM//obj//35 och//KN//cc//44 hyser//VB|PRS|AKT//conj//35 en//DT|UTR|SIN|IND//det//46 del//NN|UTR|SIN|IND|NOM//obj//44 av//PP//case//49 de//DT|UTR/NEU|PLU|DEF//det//49 arter//NN|UTR|PLU|IND|NOM//nmod//46 som//HP|-|-|-//nsubj//51 finns//VB|PRS|SFO//acl:relcl//49 i//PP//case//53 gransumpskogar//NN|UTR|PLU|IND|NOM//obl//51 .//MID//punct//30
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Eftersom//SN//mark//58 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//57 skogar//NN|UTR|PLU|IND|NOM//nsubj//58 finns//VB|PRS|SFO//advcl//78 kvar//PL//compound:prt//58 i//PP//case//63 relativt//AB|POS//advmod//62 stor//JJ|POS|UTR|SIN|IND|NOM//amod//63 utsträckning//NN|UTR|SIN|IND|NOM//obl//58 medan//SN//mark//68 de//DT|UTR/NEU|PLU|DEF//det//67 boreala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 sumpskogarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//68 påverkats//VB|SUP|SFO//advcl//58 proportionsvis//AB//advmod//68 mer//AB|KOM//advmod//71 så//AB//advmod//78 kan//VB|PRS|AKT//aux//78 kraven//NN|NEU|PLU|DEF|NOM//nsubj//78 på//PP//case//75 bevarande//NN|NEU|SIN|IND|NOM//nmod//73 av//PP//case//77 granegenskaper//NN|UTR|PLU|IND|NOM//nmod//75 drabba//VB|INF|AKT//conj//30 gammelskogen//NN|UTR|SIN|DEF|NOM//nsubj//78 i//PP//case//83 den//DT|UTR|SIN|DEF//det//83 boreala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//83 succesionskogen//NN|UTR|SIN|DEF|NOM//obl//78 .//MAD//punct//30
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;I//PP//case//2 södra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 Sveriges//PM|GEN//obl//12 (//PAD//punct//2 region//NN|UTR|SIN|IND|NOM//appos//2 4//RG|NOM//nummod//4 )//PAD//punct//2 örtyper//NN|UTR|PLU|IND|NOM//conj//2 kan//VB|PRS|AKT//aux//12 dock//AB//advmod//12 gran//NN|UTR|SIN|IND|NOM//nsubj:pass//12 ha//VB|INF|AKT//aux//12 planterats//VB|SUP|SFO//advcl//42 på//PP//case//14 mark//NN|UTR|SIN|IND|NOM//obl//12 som//HP|-|-|-//nsubj//17 ursprungligen//AB//advmod//17 hade//VB|PRT|AKT//acl:relcl//14 lövskog//NN|UTR|SIN|IND|NOM//obj//17 .//MAD//punct//12
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Trots//PP//mark//24 att//SN//mark//24 viss//JJ|POS|UTR|SIN|IND|NOM//amod//23 omföring//NN|UTR|SIN|IND|NOM//nsubj:pass//24 skett//VB|SUP|AKT//advcl//12 av//PP//case//28 den//DT|UTR|SIN|DEF//det//28 ursprungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 skogsmarken//NN|UTR|SIN|DEF|NOM//obl//24 till//PP//case//31 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 ägoslag//NN|NEU|PLU|IND|NOM//obl//24 ,//MID//punct//24 dvs.//AB|AN//advmod//34 arealen//NN|UTR|SIN|DEF|NOM//nsubj:pass//37 skulle//VB|PRT|AKT//aux//37 ha//VB|INF|AKT//aux//37 räknats//VB|SUP|SFO//parataxis//24 upp//PL//compound:prt//37 ,//MID//punct//12 är//VB|PRS|AKT//cop//42 vår//PS|UTR|SIN|DEF//nmod:poss//42 bedömning//NN|UTR|SIN|IND|NOM//ROOT//42 att//SN//mark//48 det//DT|NEU|SIN|DEF//det//46 långsiktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 målet//NN|NEU|SIN|DEF|NOM//nsubj:pass//48 bör//VB|PRS|AKT//aux//48 halveras//VB|INF|SFO//acl//42 från//PP//case//51 210//RG|NOM//nummod//51 000//RG|NOM//obl//48 ha//VB|INF|AKT//xcomp//48 till//PP//case//55 105//RG|NOM//nummod//55 000//RG|NOM//obl//52 ha//NN|AN//xcomp//52 .//MAD//punct//42
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//59 sänker//VB|PRS|AKT//parataxis//42 restaureringsbehovet//NN|NEU|SIN|DEF|NOM//obj//59 från//PP//case//63 164//RG|NOM//nummod//63 000//RG|NOM//obl//59 ha//VB|INF|AKT//aux//68 till//PP//case//67 57//RG|NOM//nummod//67 000//RG|NOM//obl//64 ha//NN|AN//advcl//59 .//MAD//punct//59
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;I//PP//case//1 region//NN|UTR|SIN|IND|NOM//nmod//2 5//RG|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 vår//PS|UTR|SIN|DEF//nmod:poss//5 bedömning//NN|UTR|SIN|IND|NOM//nsubj//19 att//SN//mark//9 nästan//AB//advmod//8 all//DT|UTR|SIN|IND/DEF//det//9 granskog//NN|UTR|SIN|IND|NOM//acl//5 på//PP//case//12 denna//DT|UTR|SIN|DEF//det//12 ståndort//NN|UTR|SIN|IND|NOM//nmod//9 i//PP//case//16 ett//DT|NEU|SIN|IND//det//16 historiskt//JJ|POS|NEU|SIN|IND|NOM//amod//16 perspektiv//NN|NEU|SIN|IND|NOM//nmod//12 är//VB|PRS|AKT//cop//19 fel//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 trädslag//NN|NEU|SIN|IND|NOM//ROOT//19 vilket//HP|NEU|SIN|IND//nsubj//21 minskar//VB|PRS|AKT//acl:relcl//19 det//DT|NEU|SIN|DEF//det//24 långsiktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 målet//NN|NEU|SIN|DEF|NOM//obj//21 med//PP//case//27 90//RG|NOM//nummod//27 %//NN|AN//nmod//24 från//PP//case//30 19//RG|NOM//nummod//30 000//RG|NOM//nmod//27 ha//VB|INF|AKT//aux//35 till//PP//case//34 2//RG|NOM//nummod//34 000//RG|NOM//nummod//35 ha//NN|AN//conj//19 .//MAD//punct//19
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Restaureringsbehovet//NN|NEU|SIN|DEF|NOM//appos//19 i//PP//case//39 region//NN|UTR|SIN|IND|NOM//nmod//37 5//RG|NOM//nmod//37 utgår//VB|PRS|AKT//conj//19 därmed//AB//advmod//41 helt//AB|POS//advmod//41 .//MAD//punct//19
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;"Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//47 är//VB|PRS|AKT//cop//47 fr//JJ|AN//conj//19 a//NN|NEU|SIN|IND|NOM//case//50 dessa//DT|UTR/NEU|PLU|DEF//det//50 arealer//NN|UTR|PLU|IND|NOM//nmod//47 som//HP|-|-|-//nsubj:pass//54 ska//VB|PRS|AKT//aux//54 ""//PAD//punct//54 flyttas//VB|INF|SFO//acl:relcl//50 ""//PAD//punct//57 och//KN//cc//57 bli//VB|INF|AKT//conj//54 till//PP//case//60 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 ädellövskog//NN|UTR|SIN|IND|NOM//obl//57 .//MAD//punct//47"
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Gruppering//NN|UTR|SIN|IND|NOM//nsubj:pass//8 av//PP//case//4 ”//PM|NOM//punct//4 boreal//UO//amod//4 sumpskog//NN|UTR|SIN|IND|NOM//nmod//0 ”//PAD//punct//0 efter//PP//case//7 målsättningsklasser//NN|UTR|PLU|IND|NOM//nmod//0 görs//VB|PRS|SFO//ROOT//8 enligt//PP//case//12 nedanstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 procentuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 fördelning//NN|UTR|SIN|IND|NOM//obl//8 ://MID//punct//12
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;3//RG|NOM//nummod//16 Brandpräglade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//16 tallskogar//NN|UTR|PLU|IND|NOM//appos//12 .//MAD//punct//16
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;3.1//RG|NOM//nummod//21 Grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 mål//NN|NEU|PLU|IND|NOM//appos//16
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;I//PP//case//1 naturtillståndet//NN|NEU|SIN|DEF|NOM//obl//2 brinner//VB|PRS|AKT//ROOT//2 torra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 marker//NN|UTR|PLU|IND|NOM//nsubj//2 ofta//AB|POS//advmod//2 ,//MID//punct//2 men//KN//cc//23 med//PP//case//11 relativt//AB|POS//advmod//10 låg//JJ|POS|UTR|SIN|IND|NOM//amod//11 intensitet//NN|UTR|SIN|IND|NOM//obl//23 (//PAD//punct//11 Sannikov//PM|NOM//appos//11 1996//RG|NOM//nummod//13 ,//MID//punct//16 Angelstam//PM|NOM//conj//13 &//KN|AN//cc//18 Jasinski//PM|NOM//conj//13 ms//PM|NOM//nummod//13 )//PAD//punct//13 .//MAD//punct//11
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//23 leder//VB|PRS|AKT//conj//2 till//PP//mark//28 att//SN//mark//28 alla//DT|UTR/NEU|PLU|IND/DEF//det//27 bestånd//NN|NEU|PLU|IND|NOM//nsubj//28 innehåller//VB|PRS|AKT//advcl//23 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//30 åldersklasser//NN|UTR|PLU|IND|NOM//obj//28 .//MAD//punct//2
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Medelvärden//NN|NEU|PLU|IND|NOM//nsubj:pass//35 kan//VB|PRS|AKT//aux//35 givetvis//AB//advmod//35 beräknas//VB|INF|SFO//parataxis//2 men//KN//cc//51 på//PP//case//40 grund//NN|UTR|SIN|IND|NOM//fixed//37 av//PP//fixed//37 förekomsten//NN|UTR|SIN|DEF|NOM//obl//51 av//PP//case//46 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 eller//KN//cc//44 mycket//AB|POS//conj//42 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 tallar//NN|UTR|PLU|IND|NOM//nmod//40 i//PP//case//49 alla//DT|UTR/NEU|PLU|IND/DEF//det//49 bestånd//NN|NEU|PLU|IND|NOM//nmod//46 kommer//VB|PRS|AKT//aux//51 få//VB|INF|AKT//conj//35 bestånd//NN|NEU|SIN|IND|NOM//obj//51 att//IE//mark//54 ha//VB|INF|AKT//acl//52 en//DT|UTR|SIN|IND//det//57 låg//JJ|POS|UTR|SIN|IND|NOM//amod//57 medelålder//NN|UTR|SIN|IND|NOM//obj//54 .//MID//punct//35
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 siffror//NN|UTR|PLU|IND|NOM//nsubj//61 kommer//VB|PRS|AKT//conj//35 från//PP//case//64 brandpräglade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//64 skogar//NN|UTR|PLU|IND|NOM//obl//61 i//PP//case//68 naturlandskap//NN|NEU|SIN|IND|NOM//nmod//68 västra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 Ryssland//PM|NOM//nmod//64 (//PAD//punct//70 Angelstam//PM|NOM//appos//68 &//KN|AN//cc//72 Jasinski//PM|NOM//conj//70 ,//MID//punct//74 opubl//NN|UTR|SIN|IND|NOM//conj//70 .//MAD//punct//35 )//PAD//punct//35 .//MAD//punct//2
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 mål//NN|NEU|PLU|IND|NOM//nsubj:pass//2 formuleras//VB|PRS|SFO//ROOT//2 för//PP//case//6 den//DT|UTR|SIN|DEF//det//6 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//6 åldersklassen//NN|UTR|SIN|DEF|NOM//obl//2 (//PAD//punct//6 understruken//PC|PRF|UTR|SIN|IND|NOM//appos//6 )//PAD//punct//6 .//MAD//punct//2
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Vi//PN|UTR|PLU|DEF|SUB//nsubj//12 räknar//VB|PRS|AKT//parataxis//2 med//PP//mark//20 att//SN//mark//20 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//16 restaurering//NN|UTR|SIN|IND|NOM//nsubj:pass//20 av//PP//case//19 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 skogar//NN|UTR|PLU|IND|NOM//nmod//16 görs//VB|PRS|SFO//advcl//12 inom//PP//case//26 ramen//NN|UTR|SIN|DEF|NOM//fixed//21 för//PP//fixed//21 ett//DT|NEU|SIN|IND//det//26 modifierat//PC|PRF|NEU|SIN|IND|NOM//amod//26 skogsbruk//NN|NEU|SIN|IND|NOM//obl//20 .//MAD//punct//12
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;3.2//RG|NOM//nummod//29 Korrigeringar//NN|UTR|PLU|IND|NOM//appos//12 samt//KN//cc//31 fördelning//NN|UTR|SIN|IND|NOM//conj//29 på//PP//case//33 målsättningsklasser//NN|UTR|PLU|IND|NOM//nmod//31
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Grundata//NN|NEU|PLU|IND|NOM//nsubj//6 från//PP//case//2 RT//PM|NOM//nmod//0 och//KN//cc//5 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//5 tillförlitllighet//NN|UTR|SIN|IND|NOM//conj//2 bedömer//VB|PRS|AKT//ROOT//6 vi//PN|UTR|PLU|DEF|SUB//nsubj//6 som//KN//mark//9 god//JJ|POS|UTR|SIN|IND|NOM//xcomp//6 i//PP//case//12 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 Sverige//PM|NOM//obl//6 .//MAD//punct//6
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Någon//DT|UTR|SIN|IND//det//15 korrigering//NN|UTR|SIN|IND|NOM//nsubj:pass//19 med//PP//case//18 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 källor//NN|UTR|PLU|IND|NOM//nmod//15 behövs//VB|PRS|SFO//parataxis//6 ej//AB//advmod//19 .//MAD//punct//19
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Omföring//NN|UTR|SIN|IND|NOM//nsubj//28 till//PP//case//25 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 ägoslag//NN|NEU|PLU|IND|NOM//nmod//22 har//VB|PRS|AKT//aux//28 ej//AB//advmod//28 skett//VB|SUP|AKT//parataxis//19 .//MAD//punct//6
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Sannolikt//AB|POS//advmod//40 kan//VB|PRS|AKT//aux//40 en//DT|UTR|SIN|IND//det//34 viss//JJ|POS|UTR|SIN|IND|NOM//amod//34 del//NN|UTR|SIN|IND|NOM//nsubj//40 av//PP//case//36 restaureringsbehovet//NN|NEU|SIN|DEF|NOM//nmod//34 om//PP//case//39 206//RG|NOM//nummod//39 000//RG|NOM//nmod//36 ha//NN|AN//parataxis//6 (//PAD//punct//40 se//VB|IMP|AKT//parataxis//40 tabellen//NN|UTR|SIN|DEF|NOM//obj//42 nedan//AB//advmod//42 )//PAD//punct//46 tillgodoses//VB|PRS|SFO//conj//40 av//PP//case//49 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 typer//NN|UTR|PLU|IND|NOM//obl:agent//46 av//PP//case//51 impediment//NN|NEU|PLU|IND|NOM//nmod//49 om//SN//mark//54 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//54 behandlas//VB|PRS|SFO//advcl//46 så//AB//advmod//54 att//SN//mark//59 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 naturvärden//NN|NEU|PLU|IND|NOM//nsubj:pass//59 bevaras//VB|PRS|SFO//advcl//54 .//MAD//punct//46
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;"Vi//PN|UTR|PLU|DEF|SUB//nsubj//63 har//VB|PRS|AKT//aux//63 gjort//VB|SUP|AKT//conj//40 en//DT|UTR|SIN|IND//det//66 grov//JJ|POS|UTR|SIN|IND|NOM//amod//66 skattning//NN|UTR|SIN|IND|NOM//obj//63 av//PP//case//68 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//66 som//HP|-|-|-//nsubj//70 finns//VB|PRS|SFO//acl:relcl//68 i//PP//case//72 impedimenten//NN|UTR|SIN|DEF|NOM//obl//70 (//PAD//punct//74 se//VB|IMP|AKT//advcl//63 nedan//AB//advmod//74 ;//MID//punct//63"
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;data//NN|NEU|PLU|IND|NOM//obj//63 från//PP//case//79 SKS//PM|NOM//nmod//77 1997//RG|NOM//nummod//79 )//PAD//punct//77 .//MAD//punct//6
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;restaureringsbehov//NN|NEU|PLU|IND|NOM//nsubj//85 trädklätt//NN|UTR|SIN|IND|NOM//advmod//85 bergimpediment//NN|NEU|SIN|IND|NOM//parataxis//6
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//1 gör//VB|PRS|AKT//ROOT//1 att//SN//mark//4 vi//PN|UTR|PLU|DEF|SUB//nsubj//4 sänker//VB|PRS|AKT//ccomp//1 det//DT|NEU|SIN|DEF//det//7 långsiktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 målet//NN|NEU|SIN|DEF|NOM//obj//4 med//PP//case//10 25//RG|NOM//nummod//10 %//NN|AN//nmod//7 i//PP//case//12 region//NN|UTR|SIN|IND|NOM//nmod//10 2//RG|NOM//nummod//10 ,//MID//punct//7 3//RG|NOM//obl//4 och//KN//cc//15 4//RG|NOM//nummod//15 .//MAD//punct//1
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//20 minskar//VB|PRS|AKT//parataxis//1 i//PP//case//23 sin//PS|UTR|SIN|DEF//nmod:poss//23 tur//NN|UTR|SIN|IND|NOM//obl//20 restaureringsbehovet//NN|NEU|SIN|DEF|NOM//obj//20 på//PP//case//27 produktiv//JJ|POS|UTR|SIN|IND|NOM//amod//27 mark//NN|UTR|SIN|IND|NOM//obl//20 till//PP//case//30 64//RG|NOM//nummod//30 000//RG|NOM//nummod//31 ha//NN|AN//xcomp//20 (//PAD//punct//31 region//NN|UTR|SIN|IND|NOM//appos//31 2//RG|NOM//nummod//33 )//PAD//punct//31 ,//MID//punct//31 52//RG|NOM//nummod//38 000//RG|NOM//nummod//39 ha//NN|AN//appos//31 (//PAD//punct//39 region//NN|UTR|SIN|IND|NOM//appos//39 3//RG|NOM//nummod//41 )//PAD//punct//39 och//KN//cc//47 14//RG|NOM//nummod//46 000//RG|NOM//obl//47 ha//NN|AN//conj//31 (//PAD//punct//47 region//NN|UTR|SIN|IND|NOM//nmod//50 4//RG|NOM//appos//47 )//PAD//punct//31 .//MAD//punct//20
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 är//VB|PRS|AKT//cop//5 dock//AB//advmod//5 en//DT|UTR|SIN|IND//det//5 kvalitativ//JJ|POS|UTR|SIN|IND|NOM//amod//5 skillnad//NN|UTR|SIN|IND|NOM//ROOT//5 på//PP//case//7 tallskogar//NN|UTR|PLU|IND|NOM//nmod//5 på//PP//case//10 tunna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 jordlager//NN|NEU|PLU|IND|NOM//nmod//7 (//PAD//punct//10 berg-//NN|UTR|-|-|SMS//appos//10 och//KN//cc//14 hällmarkstallskogar//NN|UTR|PLU|IND|NOM//conj//12 )//PAD//punct//5 och//KN//cc//17 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//5 på//PP//case//20 sorterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//20 jordar//NN|UTR|PLU|IND|NOM//nmod//17 .//MAD//punct//5
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;De//DT|UTR/NEU|PLU|DEF//nsubj//24 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//24 producerar//VB|PRS|AKT//parataxis//5 mäktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 ,//MID//punct//27 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//25 och//KN//cc//29 grova//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//25 jätteträd//NN|NEU|PLU|IND|NOM//obj//24 av//PP//case//32 tall//NN|UTR|SIN|IND|NOM//nmod//30 ,//MID//punct//34 fr//NN|AN//conj//32 a//NN|NEU|SIN|IND|NOM//nummod//34 i//PP//case//38 södra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 Sverige//PM|NOM//obl//24 .//MAD//punct//24
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Jättetallar//PM|NOM//nsubj//44 är//VB|PRS|AKT//cop//44 idag//AB//advmod//44 extremt//AB|POS//advmod//44 ovanliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//24 där//AB//advmod//44 .//MID//punct//24
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//51 är//VB|PRS|AKT//cop//51 dessutom//AB//advmod//51 en//DT|UTR|SIN|IND//det//51 biotop//NN|UTR|SIN|IND|NOM//conj//5 som//HP|-|-|-//nsubj:pass//53 exploaterats//VB|SUP|SFO//acl:relcl//51 hårt//AB|POS//advmod//53 på//PP//case//58 sitt//PS|NEU|SIN|DEF//nmod:poss//58 värdefulla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 virke//NN|NEU|SIN|IND|NOM//obl//53 .//MAD//punct//51
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Hällmarkstallskogarna//NN|UTR|PLU|DEF|NOM//nsubj//61 genererar//VB|PRS|AKT//parataxis//51 gles//JJ|POS|UTR|SIN|IND|NOM//amod//65 ,//MID//punct//62 lågvuxen//JJ|POS|UTR|SIN|IND|NOM//amod//65 tallskog//NN|UTR|SIN|IND|NOM//obj//61 där//HA//advmod//71 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 träd//NN|NEU|PLU|IND|NOM//nsubj//71 naturligtvis//AB//advmod//71 kan//VB|PRS|AKT//aux//71 bli//VB|INF|AKT//acl:relcl//65 grova//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//71 och//KN//cc//75 mycket//AB|POS//advmod//75 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//72 .//MAD//punct//61
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Impedimentmarker//NN|UTR|PLU|IND|NOM//nsubj//85 i//PP//case//79 anslutning//NN|UTR|SIN|IND|NOM//nmod//77 till//PP//case//82 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//82 bestånd//NN|NEU|PLU|IND|NOM//nmod//77 är//VB|PRS|AKT//cop//85 ofta//AB|POS//advmod//85 orörda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//61 även//AB//advmod//90 i//PP//case//90 det//DT|NEU|SIN|DEF//det//90 sydsvenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//90 landskapet//NN|NEU|SIN|DEF|NOM//obl//85 .//MAD//punct//85
