Ny instansordning för va-målen ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Va-nämndsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
2.3 Målens fördelning i riket;Av//PP//case//1 tabellen//NN|UTR|SIN|DEF|NOM//obl//8 nedan//AB//advmod//5 över//PP//case//4 ansökningar//NN|UTR|PLU|IND|NOM//nmod//2 fördelade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//1 efter//PP//case//7 måltyper//NN|UTR|PLU|IND|NOM//obl//5 framgår//VB|PRS|AKT//ROOT//8 att//SN//mark//11 ansökningarna//NN|UTR|PLU|DEF|NOM//nsubj//11 varierar//VB|PRS|AKT//ccomp//8 mellan//PP//case//13 åren//NN|NEU|PLU|DEF|NOM//obl//11 men//KN//cc//21 att//SN//mark//21 målen//NN|NEU|PLU|DEF|NOM//nsubj//21 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 avgifter//NN|UTR|PLU|IND|NOM//nsubj//21 alltid//AB//advmod//21 är//VB|PRS|AKT//cop//21 flest//JJ|SUV|UTR/NEU|PLU|IND|NOM//conj//11 till//PP//case//23 antalet//NN|NEU|SIN|DEF|NOM//obl//21 .//MAD//punct//8
2.3 Målens fördelning i riket;Måltypen//NN|UTR|SIN|DEF|NOM//nsubj//30 torde//VB|PRT|AKT//aux//30 dock//AB//advmod//30 inte//AB//advmod//30 vara//VB|INF|AKT//cop//30 den//PN|UTR|SIN|DEF|SUB/OBJ//parataxis//8 som//HP|-|-|-//nsubj//34 per//PP//case//33 mål//NN|NEU|SIN|IND|NOM//obl//34 tar//VB|PRS|AKT//advcl//44 mest//AB|SUV//amod//36 tid//NN|UTR|SIN|IND|NOM//obj//34 i//PP//case//38 anspråk//NN|NEU|PLU|IND|NOM//obl//34 och//KN//cc//40 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//38 av//PP//case//43 dessa//DT|UTR/NEU|PLU|DEF//det//43 mål//NN|NEU|PLU|IND|NOM//obl//34 prövas//VB|PRS|SFO//conj//8 inte//AB//advmod//44 heller//AB//advmod//44 i//PP//advmod//44 sak//NN|UTR|SIN|IND|NOM//fixed//47 utan//KN//fixed//47 avskrivs//VB|PRS|SFO//advcl//44 .//MAD//punct//8

3 Ny instansordning;Förslag//NN|NEU|PLU|IND|NOM//ROOT//0 ://MID//punct//0
3 Ny instansordning; //_SP////1 Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//4 föreslår//VB|PRS|AKT//parataxis//0 att//SN//mark//6 tvister//NN|UTR|PLU|IND|NOM//obj//4 om//PP//case//8 va-avgifter//NN|UTR|PLU|IND|NOM//nmod//6 där//HA//advmod//16 fastighetsägare//NN|UTR|PLU|IND|NOM//nsubj:pass//16 eller//KN//cc//13 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 brukare//NN|UTR|PLU|IND|NOM//conj//10 är//VB|PRS|AKT//aux:pass//16 klaganden//NN|UTR|SIN|DEF|NOM//nsubj:pass//16 prövas//VB|INF|SFO//acl:relcl//8 av//PP//case//18 länsstyrelserna//NN|UTR|PLU|DEF|NOM//obl:agent//16 i//PP//case//21 första//RO|NOM//amod//21 instans//NN|UTR|SIN|IND|NOM//nmod//18 och//KN//cc//27 att//SN//mark//27 länsstyrelsernas//NN|UTR|PLU|DEF|GEN//nmod:poss//25 beslut//NN|NEU|PLU|IND|NOM//nsubj:pass//27 får//VB|PRS|AKT//aux//27 överklagas//VB|INF|SFO//conj//16 till//PP//case//29 mark-//NN|UTR|-|-|SMS//obl//27 och//KN//cc//31 miljödomstolen//NN|UTR|SIN|DEF|NOM//conj//29 .//MAD//punct//4
3 Ny instansordning;Alla//DT|UTR/NEU|PLU|IND/DEF//det//1 länsstyrelser//NN|UTR|PLU|IND|NOM//nsubj//4 ska//VB|PRS|AKT//aux//4 kunna//VB|INF|AKT//aux//4 pröva//VB|INF|AKT//ROOT//4 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//6 ärenden//NN|NEU|PLU|IND|NOM//obj//4 om//PP//case//8 vaavgifter//NN|UTR|PLU|IND|NOM//obl//4 enligt//PP//case//11 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 va-taxor//NN|UTR|PLU|IND|NOM//nmod//8 .//MAD//punct//4
3 Ny instansordning;Övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 mål//NN|NEU|PLU|IND|NOM//nsubj:pass//4 enligt//PP//case//3 vattentjänstlagen//NN|UTR|SIN|DEF|NOM//nmod//1 prövas//VB|PRS|SFO//ROOT//4 som//KN//case//7 första//RO|NOM//amod//7 instans//NN|UTR|SIN|IND|NOM//obl//4 av//PP//case//9 mark-//NN|UTR|-|-|SMS//nmod//7 och//KN//cc//11 miljödomstolen//NN|UTR|SIN|DEF|NOM//conj//9 .//MAD//punct//4
3 Ny instansordning;Endast//AB//advmod//2 en//RG|UTR|SIN|IND|NOM//det//2 mark-//NN|UTR|-|-|SMS//nsubj//6 och//KN//cc//4 miljödomstol//NN|UTR|SIN|IND|NOM//conj//2 ska//VB|PRS|AKT//aux//6 pröva//VB|INF|AKT//ROOT//6 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 mål//NN|NEU|PLU|IND|NOM//obj//6 enligt//PP//case//10 vattentjänstlagen//NN|UTR|SIN|DEF|NOM//obl//6 .//MAD//punct//6
3 Ny instansordning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//13 föreslår//VB|PRS|AKT//parataxis//6 att//SN//mark//21 Mark-//PM|SMS//nsubj:pass//21 och//KN//cc//17 miljödomstolen//NN|UTR|SIN|DEF|NOM//conj//15 vid//PP//case//20 Nacka//PM|GEN//amod//20 tingsrätt//NN|UTR|SIN|IND|NOM//nmod//15 utses//VB|PRS|SFO//ccomp//13 .//MAD//punct//13
3 Ny instansordning;Uppgiften//NN|UTR|SIN|DEF|NOM//nsubj//13 att//IE//mark//2 yttra//VB|INF|AKT//acl//0 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//2 i//PP//case//5 mål//NN|NEU|SIN|IND|NOM//obl//2 eller//KN//cc//7 ärenden//NN|NEU|PLU|IND|NOM//conj//5 om//PP//case//9 vattenförsörjning//NN|UTR|SIN|IND|NOM//nmod//7 och//KN//cc//11 avlopp//NN|NEU|SIN|IND|NOM//conj//9 kan//VB|PRS|AKT//aux//13 upphöra//VB|INF|AKT//ROOT//13 .//MAD//punct//13

3.1 Inledning;I//PP//case//2 vårt//PS|NEU|SIN|DEF//nmod:poss//2 uppdrag//NN|NEU|SIN|IND|NOM//obl//3 ligger//VB|PRS|AKT//ROOT//3 främst//AB|SUV//advmod//3 att//IE//mark//6 utreda//VB|INF|AKT//csubj//3 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//6 för//PP//mark//15 att//SN//mark//15 tvister//NN|UTR|PLU|IND|NOM//nsubj:pass//15 enligt//PP//case//12 vattentjänstlagen//NN|UTR|SIN|DEF|NOM//nmod//10 ska//VB|PRS|AKT//aux//15 kunna//VB|INF|AKT//aux//15 handläggas//VB|INF|SFO//advcl//6 i//PP//case//18 annan//JJ|POS|UTR|SIN|IND|NOM//amod//18 ordning//NN|UTR|SIN|IND|NOM//obl//15 än//KN//case//20 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//15 i//PP//advmod//23 dag//NN|UTR|SIN|IND|NOM//fixed//21 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//15 och//KN//cc//25 lägga//VB|INF|AKT//conj//15 fram//PL//compound:prt//25 förslag//NN|NEU|SIN|IND|NOM//obj//25 i//PP//case//30 den//DT|UTR|SIN|DEF//det//30 delen//NN|UTR|SIN|DEF|NOM//nmod//27 .//MAD//punct//3
3.1 Inledning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//33 gör//VB|PRS|AKT//parataxis//3 alltså//AB//advmod//33 ingen//DT|UTR|SIN|IND//det//37 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//37 bedömning//NN|UTR|SIN|IND|NOM//obj//33 om//PP//case//39 lämpligheten//NN|UTR|SIN|DEF|NOM//nmod//37 att//IE//mark//41 ha//VB|INF|AKT//acl//39 kvar//PL//compound:prt//41 den//DT|UTR|SIN|DEF//det//45 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 ordningen//NN|UTR|SIN|DEF|NOM//obj//41 med//PP//case//48 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//48 va-nämnd//NN|UTR|SIN|IND|NOM//nmod//45 .//MAD//punct//33
3.1 Inledning;Som//HA//mark//1 anges//VB|PRS|SFO//advcl//6 i//PP//case//3 direktiven//NN|NEU|PLU|DEF|NOM//obl//1 är//VB|PRS|AKT//cop//6 en//DT|UTR|SIN|IND//det//6 myndighet//NN|UTR|SIN|IND|NOM//ROOT//6 som//KN//obj//15 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 va-nämnd//NN|UTR|SIN|IND|NOM//nsubj//15 på//PP//case//14 grund//NN|UTR|SIN|IND|NOM//fixed//10 av//PP//fixed//10 sin//PS|UTR|SIN|DEF//nmod:poss//14 storlek//NN|UTR|SIN|IND|NOM//obl//15 sårbar//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//6 för//PP//case//18 personella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 förändringar//NN|UTR|PLU|IND|NOM//obl//15 samt//KN//cc//21 förhållandevis//AB//advmod//21 kostsam//JJ|POS|UTR|SIN|IND|NOM//conj//15 jämfört//AB//case//25 med//PP//case//25 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 organisationer//NN|UTR|PLU|IND|NOM//obl//15 .//MAD//punct//6
3.1 Inledning;Genom//PP//case//28 införandet//NN|NEU|SIN|DEF|NOM//obl//44 av//PP//case//30 mark-//NN|UTR|-|-|SMS//nmod//28 och//KN//cc//32 miljödomstolarna//NN|UTR|PLU|DEF|NOM//conj//30 som//HP|-|-|-//nsubj:pass//38 i//PP//case//35 likhet//NN|UTR|SIN|IND|NOM//obl//38 med//PP//case//37 Vanämnden//PM|NOM//nmod//35 försetts//VB|SUP|SFO//acl:relcl//28 med//PP//case//43 en//DT|UTR|SIN|IND//det//43 tekniskt//AB|POS//advmod//42 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//amod//43 expertis//NN|UTR|SIN|IND|NOM//obl//38 öppnar//VB|PRS|AKT//parataxis//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//44 nu//AB//advmod//44 en//DT|UTR|SIN|IND//det//48 möjlighet//NN|UTR|SIN|IND|NOM//obj//44 att//IE//mark//50 inordna//VB|INF|AKT//acl//48 va-målen//NN|UTR|SIN|DEF|NOM//obj//50 i//PP//case//55 en//DT|UTR|SIN|IND//det//55 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 organisation//NN|UTR|SIN|IND|NOM//obl//50 .//MAD//punct//44

3.2 Gällande rätt;Fördelen//NN|UTR|SIN|DEF|NOM//nsubj//4 med//PP//case//2 Va-nämnden//NN|UTR|SIN|DEF|NOM//nmod//0 har//VB|PRS|AKT//aux//4 varit//VB|SUP|AKT//ROOT//4 att//SN//mark//8 alla//DT|UTR/NEU|PLU|IND/DEF//det//7 tvister//NN|UTR|PLU|IND|NOM//nsubj//8 hänförliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj:pass//15 till//PP//case//11 kommunalt//JJ|POS|NEU|SIN|IND|NOM//amod//11 vatten//NN|NEU|SIN|IND|NOM//obl//8 och//KN//cc//13 avlopp//NN|NEU|SIN|IND|NOM//conj//11 har//VB|PRS|AKT//aux//15 prövats//VB|SUP|SFO//ccomp//4 av//PP//case//18 en//DT|UTR|SIN|IND//det//18 myndighet//NN|UTR|SIN|IND|NOM//obl:agent//15 för//PP//case//21 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 landet//NN|NEU|SIN|DEF|NOM//nmod//18 vilket//HP|NEU|SIN|IND//nsubj//23 lett//VB|SUP|AKT//acl:relcl//21 till//PP//case//28 en//DT|UTR|SIN|IND//det//28 förhållandevis//AB//advmod//27 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//28 bedömning//NN|UTR|SIN|IND|NOM//obl//23 i//PP//case//31 dessa//DT|UTR/NEU|PLU|DEF//det//31 mål//NN|NEU|PLU|IND|NOM//nmod//28 .//MAD//punct//4
3.2 Gällande rätt;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//36 har//VB|PRS|AKT//aux//36 inte//AB//advmod//36 rått//VB|SUP|AKT//parataxis//4 någon//DT|UTR|SIN|IND//det//38 tvekan//NN|UTR|SIN|IND|NOM//obj//36 om//PP//mark//45 till//PP//case//42 vilket//HD|NEU|SIN|IND//det//42 forum//NN|NEU|SIN|IND|NOM//obl//45 man//PN|UTR|SIN|IND|SUB//nsubj//45 ska//VB|PRS|AKT//aux//45 vända//VB|INF|AKT//acl//38 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//45 för//PP//mark//49 att//IE//mark//49 få//VB|INF|AKT//advcl//45 sin//PS|UTR|SIN|DEF//nmod:poss//51 sak//NN|UTR|SIN|IND|NOM//obj//49 prövad//PC|PRF|UTR|SIN|IND|NOM//xcomp//49 .//MAD//punct//36
3.2 Gällande rätt;För//PP//case//57 de//DT|UTR/NEU|PLU|DEF//det//57 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 fastighetsägarna//NN|UTR|PLU|DEF|NOM//obl//58 innebär//VB|PRS|AKT//conj//36 Va-nämnden//NN|UTR|SIN|DEF|NOM//obj//58 att//SN//mark//62 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//62 har//VB|PRS|AKT//ccomp//58 tillgång//NN|UTR|SIN|IND|NOM//obj//62 till//PP//case//66 en//DT|UTR|SIN|IND//det//66 prövning//NN|UTR|SIN|IND|NOM//obl//62 som//HP|-|-|-//nsubj//69 är//VB|PRS|AKT//cop//69 billig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//66 att//IE//mark//71 använda//VB|INF|AKT//acl//69 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//71 av//PP//case//71 eftersom//SN//mark//77 nämnden//NN|UTR|SIN|DEF|NOM//nsubj//77 inte//AB//advmod//77 tar//VB|PRS|AKT//advcl//69 ut//PL//compound:prt//77 någon//DT|UTR|SIN|IND//det//80 ansökningsavgift//NN|UTR|SIN|IND|NOM//obj//77 .//MAD//punct//36
3.2 Gällande rätt;Fastighetsägarna//NN|UTR|PLU|DEF|NOM//nsubj//83 riskerar//VB|PRS|AKT//parataxis//36 i//PP//case//85 normalfallet//NN|NEU|SIN|DEF|NOM//obl//83 inte//AB//advmod//83 heller//AB//advmod//83 att//IE//mark//89 påföras//VB|INF|SFO//advcl//83 kostnadsansvar//NN|NEU|SIN|IND|NOM//obj//89 för//PP//case//93 motpartens//NN|UTR|SIN|DEF|GEN//nmod:poss//93 rättegångskostnader//NN|UTR|PLU|IND|NOM//obl//89 för//PP//case//96 den//DT|UTR|SIN|DEF//det//96 händelse//NN|UTR|SIN|IND|NOM//nmod//93 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//99 inte//AB//advmod//99 har//VB|PRS|AKT//acl:relcl//96 framgång//NN|UTR|SIN|IND|NOM//obj//99 med//PP//case//103 sin//PS|UTR|SIN|DEF//nmod:poss//103 talan//NN|UTR|SIN|IND|NOM//obl//99 .//MAD//punct//36
3.2 Gällande rätt;Va-nämnden//NN|UTR|SIN|DEF|NOM//nsubj//1 håller//VB|PRS|AKT//ROOT//1 i//PP//advmod//1 regel//NN|UTR|SIN|IND|NOM//fixed//2 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//6 muntliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 sammanträden//NN|NEU|PLU|IND|NOM//obj//1 som//KN//mark//9 en//DT|UTR|SIN|IND//det//9 del//NN|UTR|SIN|IND|NOM//obl//1 av//PP//case//11 förberedelsen//NN|UTR|SIN|DEF|NOM//nmod//9 i//PP//case//13 målet//NN|NEU|SIN|DEF|NOM//nmod//11 i//PP//case//16 den//DT|UTR|SIN|DEF//det//16 kommun//NN|UTR|SIN|IND|NOM//nmod//13 där//HA//advmod//21 respektive//AB//amod//19 fastighet//NN|UTR|SIN|IND|NOM//nsubj//21 är//VB|PRS|AKT//cop//21 belägen//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//16 vilket//HP|NEU|SIN|IND//nsubj//23 håller//VB|PRS|AKT//acl:relcl//9 nere//PL//advmod//23 kostnaderna//NN|UTR|PLU|DEF|NOM//obj//23 för//PP//case//27 parterna//NN|UTR|PLU|DEF|NOM//nmod//25 att//IE//mark//29 inställa//VB|INF|AKT//advcl//23 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//29 till//PP//case//32 sammanträdena//NN|NEU|PLU|DEF|NOM//obl//29 .//MAD//punct//1
3.2 Gällande rätt;Det//DT|NEU|SIN|DEF//expl//35 förhållandet//NN|NEU|SIN|DEF|NOM//parataxis//1 att//SN//mark//41 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//41 i//PP//case//40 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 ärenden//NN|NEU|PLU|IND|NOM//obl//41 hålls//VB|PRS|SFO//csubj//35 muntlig//JJ|POS|UTR|SIN|IND|NOM//amod//43 förberedelse//NN|UTR|SIN|IND|NOM//obj//41 medför//VB|PRS|AKT//advcl//1 att//SN//mark//51 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//51 för//PP//case//50 exempelvis//AB//advmod//49 processovana//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 privatpersoner//NN|UTR|PLU|IND|NOM//obl//51 gör//VB|PRS|AKT//advcl//76 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//51 lättare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//51 att//IE//mark//56 närmare//AB|KOM//advmod//56 förklara//VB|INF|AKT//acl//53 vad//HP|NEU|SIN|IND//obj//60 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//60 egentligen//AB//advmod//60 yrkar//VB|PRS|AKT//ccomp//56 eller//KN//cc//64 hur//HA//advmod//64 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//64 ser//VB|PRS|AKT//conj//60 ut//PL//compound:prt//64 på//PP//case//67 fastigheten//NN|UTR|SIN|DEF|NOM//obl//64 .//MAD//punct//51
3.2 Gällande rätt;Med//PP//case//71 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//det//71 parter//NN|UTR|PLU|IND|NOM//nmod//72 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//51 är//VB|PRS|AKT//cop//76 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//76 också//AB//advmod//76 lättare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//1 att//IE//mark//78 reda//VB|INF|AKT//advcl//76 ut//PL//compound:prt//78 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 missförstånd//NN|NEU|PLU|IND|NOM//obj//78 om//PP//mark//86 hur//HA//advmod//86 regelverket//NN|NEU|SIN|DEF|NOM//nsubj:pass//86 ska//VB|PRS|AKT//aux//86 tillämpas//VB|INF|SFO//acl//81 och//KN//cc//89 för//PP//case//89 kommunen//NN|UTR|SIN|DEF|NOM//conj//86 att//IE//mark//91 förklara//VB|INF|AKT//acl//89 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//93 åtgärder//NN|UTR|PLU|IND|NOM//obj//91 och//KN//cc//95 planer//NN|UTR|PLU|IND|NOM//conj//93 i//PP//case//99 ett//DT|NEU|SIN|IND//det//99 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//99 sammanhang//NN|NEU|SIN|IND|NOM//nmod//95 .//MAD//punct//1
3.2 Gällande rätt;För//PP//case//102 fastighetsägarna//NN|UTR|PLU|DEF|NOM//obl//103 ges//VB|PRS|SFO//conj//1 möjligheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//103 att//IE//mark//109 i//PP//case//108 ordnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//108 former//NN|UTR|PLU|IND|NOM//obl//109 redogöra//VB|INF|AKT//acl//104 för//PP//mark//113 hur//HA//advmod//113 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//113 ser//VB|PRS|AKT//advcl//109 på//PP//case//115 saken//NN|UTR|SIN|DEF|NOM//obl//113 .//MAD//punct//1
3.2 Gällande rätt;För//PP//case//118 Va-nämnden//NN|UTR|SIN|DEF|NOM//obl//120 är//VB|PRS|AKT//cop//120 fördelen//NN|UTR|SIN|DEF|NOM//parataxis//1 att//IE//mark//125 i//PP//case//124 rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//124 former//NN|UTR|PLU|IND|NOM//obl//125 vaska//VB|INF|AKT//csubj//120 fram//PL//compound:prt//125 yrkanden//NN|NEU|PLU|IND|NOM//obj//125 ,//MID//punct//129 grunder//NN|UTR|PLU|IND|NOM//conj//127 och//KN//cc//131 omständigheter//NN|UTR|PLU|IND|NOM//conj//127 som//HP|-|-|-//nsubj//135 respektive//AB//amod//134 part//NN|UTR|SIN|IND|NOM//nsubj//135 åberopar//VB|PRS|AKT//acl:relcl//131 till//PP//case//137 stöd//NN|NEU|SIN|IND|NOM//obj//135 för//PP//case//140 sin//PS|UTR|SIN|DEF//nmod:poss//140 sak//NN|UTR|SIN|IND|NOM//obl//135 och//KN//cc//146 ,//MID//punct//146 där//HA//advmod//146 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//146 är//VB|PRS|AKT//cop//146 möjligt//JJ|POS|NEU|SIN|IND|NOM//conj//135 ,//MID//punct//150 för//PP//mark//150 parterna//NN|UTR|PLU|DEF|NOM//nsubj//150 redovisa//VB|INF|AKT//advcl//146 hur//HA//advmod//155 va-lagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//155 tidigare//AB|KOM//advmod//155 har//VB|PRS|AKT//aux//155 tillämpats//VB|SUP|SFO//ccomp//150 eller//KN//cc//158 är//VB|PRS|AKT//cop//158 tänkt//PC|PRF|NEU|SIN|IND|NOM//conj//155 att//IE//mark//160 tillämpas//VB|INF|SFO//advcl//158 på//PP//case//162 frågor//NN|UTR|PLU|IND|NOM//obl//160 som//HP|-|-|-//nsubj//164 inryms//VB|PRS|SFO//acl:relcl//162 i//PP//case//168 den//DT|UTR|SIN|DEF//det//168 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//168 tvisten//NN|UTR|SIN|DEF|NOM//obl//164 och//KN//cc//172 vad//HP|NEU|SIN|IND//nsubj//172 är//VB|PRS|AKT//cop//172 möjligt//JJ|POS|NEU|SIN|IND|NOM//conj//164 att//IE//mark//174 uppnå//VB|INF|AKT//advcl//172 med//PP//case//178 den//DT|UTR|SIN|DEF//det//178 förda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//178 talan//NN|UTR|SIN|IND|NOM//obl//174 .//MAD//punct//120
3.2 Gällande rätt;Inte//AB//advmod//181 sällan//AB//advmod//182 leder//VB|PRS|AKT//parataxis//120 dessa//DT|UTR/NEU|PLU|DEF//det//185 muntliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//185 förberedelser//NN|UTR|PLU|IND|NOM//nsubj//182 till//PP//case//187 förlikning//NN|UTR|SIN|IND|NOM//obl//182 eller//KN//cc//191 på//PP//case//191 annat//JJ|POS|NEU|SIN|IND|NOM//amod//191 sätt//NN|NEU|SIN|IND|NOM//conj//187 en//DT|UTR|SIN|IND//det//194 snabb//JJ|POS|UTR|SIN|IND|NOM//amod//194 uppgörelse//NN|UTR|SIN|IND|NOM//obj//182 mellan//PP//case//196 parterna//NN|UTR|PLU|DEF|NOM//nmod//194 vilket//HP|NEU|SIN|IND//nsubj//198 främjar//VB|PRS|AKT//acl:relcl//194 den//DT|UTR|SIN|DEF//det//200 verksamhet//NN|UTR|SIN|IND|NOM//obj//198 som//HP|-|-|-//nsubj//204 är//VB|PRS|AKT//cop//204 Va-nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//204 ansvarsområde//NN|NEU|SIN|IND|NOM//acl:relcl//200 .//MAD//punct//120
3.2 Gällande rätt;Den//DT|UTR|SIN|DEF//det//208 rådande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//208 ordningen//NN|UTR|SIN|DEF|NOM//nmod//209 synes//VB|PRS|SFO//appos//120 vara//VB|INF|AKT//cop//211 uppskattad//PC|PRF|UTR|SIN|IND|NOM//xcomp//1 inte//AB//advmod//211 enbart//AB//advmod//211 av//PP//case//215 fastighetsägarna//NN|UTR|PLU|DEF|NOM//obl//211 utan//KN//cc//219 även//AB//advmod//219 av//PP//case//219 huvudmännen//NN|UTR|PLU|DEF|NOM//conj//215 ///MID//cc//221 kommunerna//NN|UTR|PLU|DEF|NOM//conj//219 .//MAD//punct//1
3.2 Gällande rätt;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//227 är//VB|PRS|AKT//cop//227 numera//AB//advmod//227 tämligen//AB//advmod//227 vanligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//1 att//SN//mark//230 missnöjda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//230 abonnenter//NN|UTR|PLU|IND|NOM//nsubj:pass//233 av//PP//case//232 kommunen//NN|UTR|SIN|DEF|NOM//nmod//230 hänvisas//VB|PRS|SFO//acl//227 till//PP//mark//236 att//IE//mark//236 ansöka//VB|INF|AKT//advcl//233 till//PP//case//238 Vanämnden//PM|NOM//obl//236 .//MAD//punct//227
3.2 Gällande rätt;För//PP//case//242 det//DT|NEU|SIN|DEF//det//242 fall//NN|NEU|SIN|IND|NOM//obl//246 uppgörelser//NN|UTR|PLU|IND|NOM//nsubj:pass//246 inte//AB//advmod//246 kan//VB|PRS|AKT//aux//246 nås//VB|INF|SFO//conj//227 ,//MID//punct//248 har//VB|PRS|AKT//conj//1 nämnden//NN|UTR|SIN|DEF|NOM//nsubj//248 genom//PP//case//252 sin//PS|UTR|SIN|DEF//nmod:poss//252 specialisering//NN|UTR|SIN|IND|NOM//obl//248 och//KN//cc//254 tillgång//NN|UTR|SIN|IND|NOM//conj//252 till//PP//case//257 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//257 sakkunskap//NN|UTR|SIN|IND|NOM//nmod//254 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//259 förutsättningar//NN|UTR|PLU|IND|NOM//obj//248 att//IE//mark//261 fatta//VB|INF|AKT//acl//259 genomarbetade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//266 och//KN//cc//265 väl//AB|POS//advmod//265 avvägda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//266 beslut//NN|NEU|PLU|IND|NOM//obj//261 .//MAD//punct//1
