Romers rätt;–//RG|NOM//punct//2 en//DT|UTR|SIN|IND//det//2 strategi//NN|UTR|SIN|IND|NOM//ROOT//2 för//PP//case//4 romer//NN|UTR|PLU|IND|NOM//nmod//2 i//PP//case//6 Sverige//PM|NOM//nmod//4
2.3.2 Minoritetsrättigheter enligt svensk rätt;Diskriminering//NN|UTR|SIN|IND|NOM//nsubj:pass//110 på//PP//case//93 grund//NN|UTR|SIN|IND|NOM//fixed//90 av//PP//fixed//90 kön//NN|NEU|SIN|IND|NOM//nmod//89 ,//MID//punct//95 hudfärg//NN|UTR|SIN|IND|NOM//conj//93 ,//MID//punct//100 nationellt//JJ|POS|NEU|SIN|IND|NOM//amod//100 eller//KN//cc//99 etniskt//JJ|POS|NEU|SIN|IND|NOM//conj//97 ursprung//NN|NEU|SIN|IND|NOM//conj//93 ,//MID//punct//102 språklig//JJ|POS|UTR|SIN|IND|NOM//amod//105 eller//KN//cc//104 religiös//JJ|POS|UTR|SIN|IND|NOM//amod//105 tillhörighet//NN|UTR|SIN|IND|NOM//conj//93 eller//KN//cc//108 annan//JJ|POS|UTR|SIN|IND|NOM//amod//108 omständighet//NN|UTR|SIN|IND|NOM//conj//93 ska//VB|PRS|AKT//aux//110 motverkas//VB|INF|SFO//parataxis//11 av//PP//case//112 staten//NN|UTR|SIN|DEF|NOM//obl:agent//110 och//KN//cc//118 av//PP//case//118 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//118 den//DT|UTR|SIN|DEF//det//118 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//118 organisationen//NN|UTR|SIN|DEF|NOM//conj//112 .//MAD//punct//11
2.3.2 Minoritetsrättigheter enligt svensk rätt;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//6 i//PP//case//2 kapitel//NN|NEU|SIN|IND|NOM//nmod//0 1//RG|NOM//nummod//4 paragraf//NN|UTR|SIN|IND|NOM//nmod//2 2//RG|NOM//nummod//4 uppfattas//VB|PRS|SFO//ROOT//6 av//PP//case//10 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 akademiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 jurister//NN|UTR|PLU|IND|NOM//obl:agent//6 och//KN//cc//12 politiker//NN|UTR|PLU|IND|NOM//conj//10 som//KN//obj//17 ett//DT|NEU|SIN|IND//det//17 så//AB//advmod//16 kallat//PC|PRF|NEU|SIN|IND|NOM//amod//17 programstadgande//NN|NEU|SIN|IND|NOM//acl:relcl//12 .//MAD//punct//6
2.3.2 Minoritetsrättigheter enligt svensk rätt;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//20 anses//VB|PRS|SFO//parataxis//6 inte//AB//advmod//20 vara//VB|INF|AKT//cop//24 rättsligt//AB|POS//advmod//24 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//20 ,//MID//punct//20 utan//KN//cc//27 visar//VB|PRS|AKT//conj//20 endast//AB//advmod//27 på//PP//case//31 den//DT|UTR|SIN|DEF//det//31 inriktning//NN|UTR|SIN|IND|NOM//obl//27 som//HP|-|-|-//obj//35 politiken//NN|UTR|SIN|DEF|NOM//nsubj//35 ska//VB|PRS|AKT//aux//35 ha//VB|INF|AKT//acl:relcl//31 .//MAD//punct//20
2.3.2 Minoritetsrättigheter enligt svensk rätt;Inriktningen//NN|UTR|SIN|DEF|NOM//nsubj//39 är//VB|PRS|AKT//cop//39 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//20 ,//MID//punct//41 förvisso//AB//conj//39 ,//MID//punct//20 men//KN//cc//46 ingen//PN|UTR|SIN|IND|SUB/OBJ//nsubj//46 kan//VB|PRS|AKT//aux//46 gå//VB|INF|AKT//conj//20 till//PP//case//49 en//DT|UTR|SIN|IND//det//49 domstol//NN|UTR|SIN|IND|NOM//obl//46 och//KN//cc//51 hävda//VB|INF|AKT//conj//20 att//SN//mark//54 det//DT|NEU|SIN|DEF//det//54 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//ccomp//51 ,//MID//punct//56 staten//NN|UTR|SIN|DEF|NOM//conj//54 ,//MID//punct//58 kränker//VB|PRS|AKT//conj//54 diskrimineringsförbudet//NN|NEU|SIN|DEF|NOM//obj//58 i//PP//case//61 bestämmelsen//NN|UTR|SIN|DEF|NOM//obl//58 .//MAD//punct//6
2.3.2 Minoritetsrättigheter enligt svensk rätt;I//PP//case//3 kapitel//NN|NEU|SIN|IND|NOM//nmod//2 2//RG|NOM//nummod//3 paragraf//NN|UTR|SIN|IND|NOM//obl//5 1//RG|NOM//nummod//3 finns//VB|PRS|SFO//ROOT//5 däremot//AB//advmod//5 ett//DT|NEU|SIN|IND//det//10 rättsligt//AB|POS//amod//10 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 diskrimineringsförbud//NN|NEU|SIN|IND|NOM//nsubj//5 .//MAD//punct//5
2.3.2 Minoritetsrättigheter enligt svensk rätt;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//13 säger//VB|PRS|AKT//parataxis//5 att//SN//mark//21 lag//NN|UTR|SIN|IND|NOM//nsubj//21 eller//KN//cc//18 annan//JJ|POS|UTR|SIN|IND|NOM//amod//18 föreskrift//NN|UTR|SIN|IND|NOM//conj//15 ej//AB//advmod//21 får//VB|PRS|AKT//aux//21 innebära//VB|INF|AKT//ccomp//13 att//SN//mark//25 någon//DT|UTR|SIN|IND//det//24 medborgare//NN|UTR|SIN|IND|NOM//nsubj:pass//25 missgynnas//VB|PRS|SFO//ccomp//21 därför//HA//advmod//25 att//SN//fixed//26 han//PN|UTR|SIN|DEF|SUB//fixed//26 med//PP//case//32 hänsyn//NN|UTR|SIN|IND|NOM//fixed//29 till//PP//fixed//29 ras//NN|UTR|SIN|IND|NOM//obl//25 ,//MID//punct//34 hudfärg//NN|UTR|SIN|IND|NOM//conj//32 ,//MID//punct//39 eller//KN//cc//39 etniskt//JJ|POS|NEU|SIN|IND|NOM//amod//38 ursprung//NN|NEU|SIN|IND|NOM//nsubj//39 tillhör//VB|PRS|AKT//conj//32 en//DT|UTR|SIN|IND//det//41 minoritet//NN|UTR|SIN|IND|NOM//obj//39 .//MAD//punct//5
2.3.2 Minoritetsrättigheter enligt svensk rätt;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//1 betyder//VB|PRS|AKT//ROOT//1 att//SN//mark//7 riksdag//NN|UTR|SIN|IND|NOM//nsubj//7 och//KN//cc//5 regering//NN|UTR|SIN|IND|NOM//conj//3 inte//AB//advmod//7 får//VB|PRS|AKT//ccomp//1 osakligt//AB|POS//amod//9 särbehandla//VB|INF|AKT//obj//7 i//PP//case//11 lagar//NN|UTR|PLU|IND|NOM//obl//7 respektive//AB//cc//13 förordningar//NN|UTR|PLU|IND|NOM//conj//11 .//MAD//punct//1
2.3.2 Minoritetsrättigheter enligt svensk rätt;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 är//VB|PRS|AKT//cop//18 däremot//AB//advmod//18 oklart//JJ|POS|NEU|SIN|IND|NOM//parataxis//1 om//SN//mark//21 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//21 riktar//VB|PRS|AKT//csubj//18 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//21 enbart//AB//advmod//21 till//PP//case//26 dessa//DT|UTR/NEU|PLU|DEF//det//26 institutioner//NN|UTR|PLU|IND|NOM//obl//21 eller//KN//cc//30 om//SN//case//30 varje//DT|UTR/NEU|SIN|IND//det//30 enskild//NN|UTR|SIN|IND|NOM//nsubj//34 i//PP//case//32 landet//NN|NEU|SIN|DEF|NOM//nmod//30 kan//VB|PRS|AKT//aux//34 vända//VB|INF|AKT//advcl//21 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//34 till//PP//case//38 en//DT|UTR|SIN|IND//det//38 domstol//NN|UTR|SIN|IND|NOM//obl//34 och//KN//cc//40 klaga//VB|INF|AKT//conj//34 på//PP//mark//49 att//SN//mark//49 en//DT|UTR|SIN|IND//det//44 lag//NN|UTR|SIN|IND|NOM//nsubj//49 eller//KN//cc//47 annan//JJ|POS|UTR|SIN|IND|NOM//amod//47 föreskrift//NN|UTR|SIN|IND|NOM//conj//44 är//VB|PRS|AKT//cop//49 diskriminerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//40 .//MAD//punct//18
2.3.2 Minoritetsrättigheter enligt svensk rätt;Diskrimineringsförbudet//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 tillämpats//VB|SUP|SFO//ROOT//2 vid//PP//case//5 ett//DT|NEU|SIN|IND//det//5 tillfälle//NN|NEU|SIN|IND|NOM//obl//2 ,//MID//punct//7 1981//RG|NOM//nummod//5 ,//MID//punct//7 av//PP//case//11 Högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//11 domstolen//NN|UTR|SIN|DEF|NOM//nmod//5 .//MAD//punct//2
2.3.2 Minoritetsrättigheter enligt svensk rätt;Fallet//NN|NEU|SIN|DEF|NOM//nsubj//14 ger//VB|PRS|AKT//parataxis//2 ingen//DT|UTR|SIN|IND//det//17 klar//JJ|POS|UTR|SIN|IND|NOM//amod//17 ledning//NN|UTR|SIN|IND|NOM//obj//14 i//PP//mark//22 hur//HA//advmod//22 diskrimineringsförbudet//NN|NEU|SIN|DEF|NOM//nsubj:pass//22 ska//VB|PRS|AKT//aux//22 tolkas//VB|INF|SFO//advcl//14 .//MAD//punct//14
2.3.2 Minoritetsrättigheter enligt svensk rätt;Dessutom//AB//advmod//14 har//VB|PRS|AKT//aux//32 rättsutvecklingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//32 på//PP//case//28 diskrimineringsområdet//NN|NEU|SIN|DEF|NOM//nmod//26 och//KN//cc//32 på//PP//case//31 minoritetsområdet//NN|NEU|SIN|DEF|NOM//obl//32 förändrats//VB|SUP|SFO//conj//2 sedan//PP//case//34 dess//AB//obl//32 och//KN//cc//38 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//38 är//VB|PRS|AKT//cop//38 troligt//JJ|POS|NEU|SIN|IND|NOM//conj//2 att//SN//mark//51 åtminstone//AB//advmod//41 resonemanget//NN|NEU|SIN|DEF|NOM//nsubj:pass//51 som//HP|-|-|-//mark//43 domstolen//NN|UTR|SIN|DEF|NOM//nmod//41 för//PP//advmod//51 skulle//VB|PRT|AKT//aux//48 vara//VB|INF|AKT//cop//48 ett//DT|NEU|SIN|IND//det//48 annat//JJ|POS|NEU|SIN|IND|NOM//fixed//44 om//SN//case//50 fallet//NN|NEU|SIN|DEF|NOM//nsubj:pass//51 prövades//VB|PRT|SFO//csubj//38 i//PP//advmod//51 dag//NN|UTR|SIN|IND|NOM//fixed//52 .//MAD//punct//2
2.3.2 Minoritetsrättigheter enligt svensk rätt;På//PP//case//57 samma//DT|UTR/NEU|SIN/PLU|IND//det//57 sätt//NN|NEU|SIN|IND|NOM//obl//58 förbjuder//VB|PRS|AKT//parataxis//2 regeringsformen//NN|UTR|SIN|DEF|NOM//nmod//60 könsdiskriminering//NN|UTR|SIN|IND|NOM//obj//58 (//PAD//punct//60 2//RG|NOM//nummod//63 kapitlet//NN|NEU|SIN|DEF|NOM//appos//60 16//RG|NOM//nummod//65 paragrafen//NN|UTR|SIN|DEF|NOM//nmod//63 )//PAD//punct//60 och//KN//cc//70 även//AB//advmod//70 här//AB//advmod//70 saknas//VB|PRS|SFO//conj//58 generell//JJ|POS|UTR|SIN|IND|NOM//amod//72 praxis//NN|UTR|SIN|IND|NOM//nsubj:pass//70 och//KN//cc//75 aktuell//JJ|POS|UTR|SIN|IND|NOM//amod//75 vägledning//NN|UTR|SIN|IND|NOM//conj//72 .//MAD//punct//2
2.3.2 Minoritetsrättigheter enligt svensk rätt;Ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 ett//DT|NEU|SIN|IND//det//2 diskrimineringsförbud//NN|NEU|SIN|IND|NOM//nsubj//3 finns//VB|PRS|SFO//ROOT//3 i//PP//case//5 regeringsformen//NN|UTR|SIN|DEF|NOM//obl//3 (//PAD//punct//3 2//RG|NOM//nummod//8 kapitlet//NN|NEU|SIN|DEF|NOM//nmod//10 12//RG|NOM//nummod//10 paragrafen//NN|UTR|SIN|DEF|NOM//parataxis//3 )//PAD//punct//10 och//KN//cc//14 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//14 gäller//VB|PRS|AKT//conj//3 i//PP//case//17 de//DT|UTR/NEU|PLU|DEF//det//17 fall//NN|NEU|PLU|IND|NOM//obl//14 där//HA//advmod//21 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//21 ska//VB|PRS|AKT//aux//21 stifta//VB|INF|AKT//acl:relcl//17 en//DT|UTR|SIN|IND//det//23 lag//NN|UTR|SIN|IND|NOM//obj//21 som//HP|-|-|-//nsubj//25 innebär//VB|PRS|AKT//acl:relcl//23 en//DT|UTR|SIN|IND//det//27 inskränkning//NN|UTR|SIN|IND|NOM//obj//25 i//PP//case//31 de//DT|UTR/NEU|PLU|DEF//det//31 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 rättigheterna//NN|UTR|PLU|DEF|NOM//nmod//27 i//PP//case//33 grundlagen//NN|UTR|SIN|DEF|NOM//nmod//31 .//MAD//punct//3
2.3.2 Minoritetsrättigheter enligt svensk rätt;Inskränkningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//38 får//VB|PRS|AKT//aux//38 inte//AB//advmod//38 göras//VB|INF|SFO//parataxis//3 enbart//AB//advmod//38 på//PP//case//49 grund//NN|UTR|SIN|IND|NOM//fixed//40 av//PP//fixed//40 religiös//JJ|POS|UTR|SIN|IND|NOM//amod//49 ,//MID//punct//45 kulturell//JJ|POS|UTR|SIN|IND|NOM//conj//43 eller//KN//cc//47 annan//JJ|POS|UTR|SIN|IND|NOM//conj//43 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//49 åskådning//NN|UTR|SIN|IND|NOM//obl//38 .//MAD//punct//38
2.3.2 Minoritetsrättigheter enligt svensk rätt;Med//PP//case//52 kulturell//JJ|POS|UTR|SIN|IND|NOM//obl//53 avses//VB|PRS|SFO//conj//38 här//AB//advmod//53 främst//AB|SUV//advmod//53 konstnärliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 och//KN//cc//58 vetenskapliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//56 frågor//NN|UTR|PLU|IND|NOM//obl//53 ,//MID//punct//64 men//KN//cc//64 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//64 är//VB|PRS|AKT//cop//64 möjligt//JJ|POS|NEU|SIN|IND|NOM//conj//3 att//SN//mark//71 rättsutvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//71 allmänt//AB|POS//advmod//71 också//AB//advmod//71 skulle//VB|PRT|AKT//aux//71 kunna//VB|INF|AKT//aux//71 ge//VB|INF|AKT//csubj//64 vid//PP//case//73 handen//NN|UTR|SIN|DEF|NOM//obl//71 att//SN//mark//82 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj:pass//82 nationellt//AB|POS//advmod//82 ///MID//cc//80 etniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 uttryck//NN|NEU|PLU|IND|NOM//conj//77 också//AB//advmod//82 innefattas//VB|PRS|SFO//ccomp//71 .//MAD//punct//71
2.3.2 Minoritetsrättigheter enligt svensk rätt;I//PP//case//86 så//AB//amod//86 fall//NN|NEU|SIN|IND|NOM//obl//89 kan//VB|PRS|AKT//aux//89 bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//89 förhindra//VB|INF|AKT//conj//71 inskränkningar//NN|UTR|PLU|IND|NOM//obj//89 i//PP//case//92 rättigheter//NN|UTR|PLU|IND|NOM//nmod//90 som//HP|-|-|-//nsubj//95 enbart//AB//advmod//95 riktar//VB|PRS|AKT//acl:relcl//90 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//95 mot//PP//case//100 en//DT|UTR|SIN|IND//det//100 kulturell//JJ|POS|UTR|SIN|IND|NOM//amod//100 yttring//NN|UTR|SIN|IND|NOM//obl//95 .//MAD//punct//89
2.3.2 Minoritetsrättigheter enligt svensk rätt;Även//AB//advmod//103 här//AB//advmod//89 saknas//VB|PRS|SFO//conj//3 dock//AB//advmod//104 möjligheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//104 för//PP//case//108 enskild//JJ|POS|UTR|SIN|IND|NOM//nmod//106 att//IE//mark//111 direkt//AB|POS//advmod//111 hänvisa//VB|INF|AKT//acl//106 till//PP//case//113 diskrimineringsförbudet//NN|NEU|SIN|DEF|NOM//obl//111 vid//PP//case//116 en//DT|UTR|SIN|IND//det//116 domstolprövning//NN|UTR|SIN|IND|NOM//obl//111 .//MAD//punct//3
2.3.2 Minoritetsrättigheter enligt svensk rätt;Prövningen//NN|UTR|SIN|DEF|NOM//nsubj//119 sker//VB|PRS|AKT//parataxis//3 istället//AB//advmod//119 av//PP//case//123 riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//123 ledamöter//NN|UTR|PLU|IND|NOM//obl//119 eller//KN//cc//126 i//PP//case//126 Lagrådet//NN|NEU|SIN|DEF|NOM//conj//123 .//MAD//punct//3
2.3.2 Minoritetsrättigheter enligt svensk rätt;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 grundlagens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 förbud//NN|NEU|SIN|IND|NOM//nsubj//16 mot//PP//case//5 diskriminering//NN|UTR|SIN|IND|NOM//nmod//3 är//VB|PRS|AKT//cop//16 alltså//AB//advmod//16 ,//MID//punct//9 jämfört//PC|PRF|NEU|SIN|IND|NOM//mark//16 med//PP//case//15 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//15 rätt//NN|UTR|SIN|IND|NOM//amod//15 ,//MID//punct//15 betydligt//AB//advmod//15 snävare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//16 formulerat//PC|PRF|NEU|SIN|IND|NOM//ROOT//16 och//KN//cc//20 dessutom//AB//advmod//20 inte//AB//advmod//20 utkrävbart//AB//conj//16 ,//MID//punct//26 trots//PP//mark//26 att//SN//mark//26 rättighetskatalogen//NN|UTR|SIN|DEF|NOM//nsubj//26 ursprungligen//AB//advmod//26 hämtar//VB|PRS|AKT//conj//16 formuleringar//NN|UTR|PLU|IND|NOM//obj//26 från//PP//case//29 europakonventionen//NN|UTR|SIN|DEF|NOM//nmod//27 och//KN//cc//34 till//PP//case//34 viss//JJ|POS|UTR|SIN|IND|NOM//amod//33 del//NN|UTR|SIN|IND|NOM//nmod//34 FN//PM|NOM//conj//27 ://MID//punct//34 s//NN|NEU|SIN|IND|GEN//nummod//37 rasdiskrimineringskonvention//NN|UTR|SIN|IND|NOM//appos//34 .//MAD//punct//34
2.3.2 Minoritetsrättigheter enligt svensk rätt;Förbuden//NN|NEU|PLU|DEF|NOM//nsubj//42 är//VB|PRS|AKT//cop//42 knappast//AB|SUV//advmod//42 självständiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//16 i//PP//case//45 den//DT|UTR|SIN|DEF//det//45 mening//NN|UTR|SIN|IND|NOM//obl//42 som//KN//case//48 artikel//NN|UTR|SIN|IND|NOM//nmod//48 26//RG|NOM//acl//45 i//PP//case//50 FN//PM|NOM//nmod//48 ://MID//punct//42 s//NN|NEU|SIN|IND|GEN//nummod//53 konvention//NN|UTR|SIN|IND|NOM//nsubj//59 om//PP//case//55 civila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 och//KN//cc//57 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//55 rättigheter//NN|UTR|PLU|IND|NOM//nsubj//59 påbjuder//VB|PRS|AKT//conj//16 ,//MID//punct//16 och//KN//cc//66 heller//AB//advmod//66 inte//AB//advmod//66 som//KN//case//66 artikel//NN|UTR|SIN|IND|NOM//nmod//66 2//RG|NOM//conj//16 i//PP//case//68 tilläggsprotokoll//NN|NEU|SIN|IND|NOM//nmod//66 nummer//NN|NEU|SIN|IND|NOM//nmod//70 12//RG|NOM//nmod//66 till//PP//case//72 europakonventionen//NN|UTR|SIN|DEF|NOM//nmod//66 för//PP//case//76 de//DT|UTR/NEU|PLU|DEF//det//76 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 rättigheterna//NN|UTR|PLU|DEF|NOM//nmod//72 .//MAD//punct//16
2.3.2 Minoritetsrättigheter enligt svensk rätt;Så//AB//advmod//83 har//VB|PRS|AKT//aux//83 Sverige//PM|NOM//nsubj//83 heller//AB//advmod//83 inte//AB//advmod//83 ratificerat//VB|SUP|AKT//conj//16 det//DT|NEU|SIN|DEF//obj//83 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//83 .//MAD//punct//16
2.3.2 Minoritetsrättigheter enligt svensk rätt;De//DT|UTR/NEU|PLU|DEF//det//88 grunder//NN|UTR|PLU|IND|NOM//nsubj//96 som//HP|-|-|-//nsubj:pass//90 anges//VB|PRS|SFO//acl:relcl//88 i//PP//case//92 regeringsformen//NN|UTR|SIN|DEF|NOM//obl//90 är//VB|PRS|AKT//cop//96 också//AB//advmod//96 betydligt//AB//advmod//96 färre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//16 än//KN//case//98 de//PN|UTR/NEU|PLU|DEF|SUB//obl//96 som//HP|-|-|-//nsubj//100 finns//VB|PRS|SFO//acl:relcl//98 i//PP//case//105 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//105 och//KN//cc//104 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//102 traktater//NN|UTR|PLU|IND|NOM//obl//100 .//MAD//punct//16
2.3.2 Minoritetsrättigheter enligt svensk rätt;Utöver//PP//case//1 regeringsformen//NN|UTR|SIN|DEF|NOM//obl//2 finns//VB|PRS|SFO//ROOT//2 diskrimineringsförbud//NN|NEU|SIN|IND|NOM//nsubj//2 i//PP//case//6 vanlig//JJ|POS|UTR|SIN|IND|NOM//amod//6 lag//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2
2.3.2 Minoritetsrättigheter enligt svensk rätt;Diskriminering//NN|UTR|SIN|IND|NOM//nsubj//10 är//VB|PRS|AKT//aux:pass//10 förbjuden//PC|PRF|UTR|SIN|IND|NOM//parataxis//2 i//PP//case//12 Sverige//PM|NOM//obl//10 inom//PP//case//16 en//DT|UTR|SIN|IND//det//15 rad//NN|UTR|SIN|IND|NOM//nmod//16 områden//NN|NEU|PLU|IND|NOM//obl//10 .//MAD//punct//10
2.3.2 Minoritetsrättigheter enligt svensk rätt;Central//NN|UTR|SIN|IND|NOM//nsubj//20 är//VB|PRS|AKT//cop//20 diskrimineringslagen//NN|UTR|SIN|DEF|NOM//parataxis//10 .//MAD//punct//20
2.3.2 Minoritetsrättigheter enligt svensk rätt;Diskrimineringslagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//26 (//PAD//punct//22 2008:567//RG|NOM//appos//22 )//PAD//punct//22 baseras//VB|PRS|SFO//parataxis//20 på//PP//case//30 ett//DT|NEU|SIN|IND//det//29 antal//NN|NEU|SIN|IND|NOM//nmod//30 EU-direktiv//NN|NEU|PLU|IND|NOM//obl//26 och//KN//cc//34 inte//AB//advmod//34 på//PP//case//34 diskrimineringsförbuden//NN|UTR|SIN|DEF|NOM//conj//26 i//PP//case//36 grundlagen//NN|UTR|SIN|DEF|NOM//nmod//34 .//MAD//punct//20
2.3.2 Minoritetsrättigheter enligt svensk rätt;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//39 innebär//VB|PRS|AKT//parataxis//20 att//SN//mark//44 all//DT|UTR|SIN|IND/DEF//det//42 diskriminering//NN|UTR|SIN|IND|NOM//nsubj//44 är//VB|PRS|AKT//cop//44 förbjuden//PC|PRF|UTR|SIN|IND|NOM//ccomp//39 på//PP//case//48 grund//NN|UTR|SIN|IND|NOM//fixed//45 av//PP//fixed//45 kön//NN|NEU|SIN|IND|NOM//obl//44 ,//MID//punct//51 könsöverskridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 identitet//NN|UTR|SIN|IND|NOM//conj//48 eller//KN//cc//53 uttryck//NN|NEU|SIN|IND|NOM//conj//48 ,//MID//punct//56 etnisk//JJ|POS|UTR|SIN|IND|NOM//amod//56 tillhörighet//NN|UTR|SIN|IND|NOM//conj//48 ,//MID//punct//58 religion//NN|UTR|SIN|IND|NOM//conj//48 eller//KN//cc//61 annan//JJ|POS|UTR|SIN|IND|NOM//amod//61 trosuppfattning//NN|UTR|SIN|IND|NOM//conj//48 ,//MID//punct//63 funktionshinder//NN|NEU|SIN|IND|NOM//conj//48 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//65 läggning//NN|UTR|SIN|IND|NOM//nsubj//63 eller//KN//cc//67 ålder//NN|UTR|SIN|IND|NOM//conj//65 .//MAD//punct//39
2.3.2 Minoritetsrättigheter enligt svensk rätt;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//70 innehåller//VB|PRS|AKT//parataxis//39 alltså//AB//advmod//70 betydligt//AB//advmod//73 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//74 grunder//NN|UTR|PLU|IND|NOM//obj//70 än//KN//mark//76 grundlagen//NN|UTR|SIN|DEF|NOM//acl//74 .//MAD//punct//70
2.3.2 Minoritetsrättigheter enligt svensk rätt;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//79 skiljer//VB|PRS|AKT//parataxis//70 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//79 också//AB//advmod//79 från//PP//case//83 regeringsformen//NN|UTR|SIN|DEF|NOM//obl//79 utöver//PP//case//85 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//79 att//SN//mark//105 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//91 enbart//AB//advmod//91 är//VB|PRS|AKT//cop//91 vanlig//JJ|POS|UTR|SIN|IND|NOM//amod//91 lag//NN|UTR|SIN|IND|NOM//nsubj//105 också//AB//advmod//95 på//PP//case//95 så//AB//amod//95 sätt//NN|NEU|SIN|IND|NOM//nmod//91 att//SN//mark//100 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//100 mer//AB|KOM//advmod//99 utförligt//AB|POS//advmod//100 definierar//VB|PRS|AKT//csubj//91 vilka//HD|UTR/NEU|PLU|IND//det//102 handlingar//NN|UTR|PLU|IND|NOM//dislocated//105 som//HP|-|-|-//nsubj//105 är//VB|PRS|AKT//cop//105 diskriminering//NN|UTR|SIN|IND|NOM//ccomp//79 .//MID//punct//79
